StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,xA1,xB1,xAB1s,xAB1l,xA2,xB2,xAB2s,xAB2l,FreeResponse,PlantFood,GenesAnswer,Earth,Radioact,Lasers,Electrons,Continents,Gender,Antibiotics,degree,Degree_spec,God,Intuition,Science,Sex,Race/Ethnicity,Age,Education,Income,SC0,SC1
2017-10-10 15:38:23,2017-10-10 15:41:19,0,192.127.94.7,100,175,1,2017-10-10 15:41:19,R_3n2ZdZxTvtF2hoQ,,,,,33.979095458984,-84.149398803711,anonymous,EN,,,,,,,,5,"he wants to test whatever way consumers find easiest to switch to manual control. I have no problem with the two tests. ",2,1,1,2,2,1,1,1,2,2,,5,2,4,1,3,42,4,4,9,7
2017-10-10 15:33:10,2017-10-10 15:41:26,0,47.201.186.235,100,496,1,2017-10-10 15:41:27,R_3O0ms7FRcDn8Giw,,,,,27.965805053711,-82.800102233887,anonymous,EN,,,,,4,,,,It is important that if you are going to have self-driving cars for there to be a way for a person to intercede in their operation.,2,1,1,2,2,1,1,1,2,2,,3,3,3,1,3,61,3,2,9,7
2017-10-10 15:37:29,2017-10-10 15:41:39,0,69.181.223.187,100,249,1,2017-10-10 15:41:39,R_2ds7x6BTRl5n51R,,,,,37.781097412109,-122.46250152588,anonymous,EN,,,3,,,,,,"he is just providing information and seeing which is more popular. in either scenario, the information they are getting is more than what they would have had, had they not taken the test at all. I don't really see anything inappropriate about what the ceo is doing.",2,1,1,2,2,1,1,1,2,2,,1,4,3,1,3,39,4,6,8,7
2017-10-10 15:41:15,2017-10-10 15:42:00,0,67.183.210.112,100,44,1,2017-10-10 15:42:00,R_1dtXKGOnebsSF37,,,,,47.940200805664,-122.00619506836,anonymous,EN,,,,,,2,,,"why ",2,1,1,2,2,2,2,1,2,2,,2,5,1,1,3,28,4,3,12,5
2017-10-10 15:31:30,2017-10-10 15:42:18,0,98.144.251.73,100,648,1,2017-10-10 15:42:19,R_3nurn8F3wqpPXyp,,,,,42.886306762695,-87.888298034668,anonymous,EN,,,3,,,,,,Seems right,2,1,1,2,2,1,1,1,2,2,,2,2,4,1,3,36,6,1,6,7
2017-10-10 15:36:46,2017-10-10 15:42:21,0,174.209.17.227,100,334,1,2017-10-10 15:42:21,R_7Prd6V88qMkXk0p,,,,,39.614807128906,-104.95590209961,anonymous,EN,,,,,,,,1,"Judging the validity of consumer product based on how many accidents can occur is totally reprehensible. Self driving cars, in my opinion, will just be another step backwards for humanity in the quest for technology.",2,1,2,2,2,1,1,2,2,2,,5,5,4,1,3,44,4,2,12,5
2017-10-10 15:38:54,2017-10-10 15:42:28,0,69.29.9.50,100,213,1,2017-10-10 15:42:28,R_RCFkoQtUnyAFdUl,,,,,38.828903198242,-91.974403381348,anonymous,EN,,,,,5,,,,"While the idea of self driving cars is good, they are unable to see if pedestrians are in the way. The lever to switch to human-driving will help save the pedestrians and allow the person in the car not to feel helpless in case of emergency.",2,1,1,2,1,1,1,1,1,2,,1,1,4,2,3,35,3,2,4,5
2017-10-10 15:40:52,2017-10-10 15:42:48,0,209.254.177.128,100,115,1,2017-10-10 15:42:48,R_1NfvveZ5rjCOMhA,,,,,36.035507202148,-78.83910369873,anonymous,EN,,,,,4,,,,"I think it is a good idea to give people options. If they want to switch to manual, that would make more people feel comfortable with the technology and lead to create adopt ability and usage. ",2,1,1,2,2,1,1,1,2,2,,2,3,3,1,3,26,4,3,8,7
2017-10-10 15:36:30,2017-10-10 15:42:58,0,45.19.245.98,100,388,1,2017-10-10 15:42:58,R_2YSAVa9uIFdU9Eo,,,,,33.741104125977,-84.109298706055,anonymous,EN,,,,4,,,,,I think it is a good way to see which method would be a good fit for his customers. He will be helping either set of customers in the look run.,2,1,1,2,2,1,1,2,2,2,,4,2,3,2,1,58,4,1,9,6
2017-10-10 15:33:25,2017-10-10 15:43:02,0,174.25.117.19,100,577,1,2017-10-10 15:43:03,R_27CLM6ZceknCvh2,,,,,45.630004882812,-122.51989746094,anonymous,EN,,,3,,,,,,"As CEO he can do whatever he wants as long as the clients agree to his ""experiment"". I do feel that there is a distinct advantage to knowing everything regarding your own DNA, the good, the bad and the ugly. For instance, if you know that you are likely to contract ALS, you have the advantage of preparing, of not passing on the genes, of living life in a shorter time, completing your bucket list. Withholding information from people may seem kind but it is not. I have heard the argument that most people receiving unhappy information regarding their genetic destiny cannot ""handle the truth"", but this is a specious argument. Let people decide for themselves if they want the full report or if they would rather only know the non-devastating information. This is the right thing to do.  Give people their own choice over the knowledge contained in their own DNA.  ",2,1,1,2,2,1,1,1,2,2,,4,3,5,2,5,57,3,1,8,7
2017-10-10 15:39:13,2017-10-10 15:43:34,0,73.40.21.219,100,260,1,2017-10-10 15:43:34,R_UJys1yRoz27ReV3,,,,,37.290603637695,-80.101402282715,anonymous,EN,,,,3,,,,,"My feelings on this are in the middle.  On one hand, he could be saving lives but is he testing people without their knowledge?  I'm not sure where I stand on this.",2,1,1,2,1,1,1,1,2,2,,3,4,4,2,3,48,2,1,9,6
2017-10-10 15:40:19,2017-10-10 15:43:38,0,24.5.221.110,100,198,1,2017-10-10 15:43:39,R_2U474slyY9NYO6c,,,,,37.718597412109,-121.91639709473,anonymous,EN,,4,,,,,,,"Informing people is good, but informing people that they have genes for a terminal condition with no known cure is likely to cause extreme duress in that person's life as they view life as a timer ticking down, instead of focusing on living a fulfilling life.",2,1,1,2,2,1,1,1,2,1,Chemical Engineering,2,2,4,1,4,22,4,2,6,7
2017-10-10 15:42:51,2017-10-10 15:43:56,0,98.248.29.27,100,65,1,2017-10-10 15:43:57,R_3ergyhWur6TAtdQ,,,,,37.193099975586,-121.83639526367,anonymous,EN,,,,,,,,4,I think he did his diligence in trying to get to the right place. I like this.,2,2,1,2,2,1,1,1,2,2,,2,2,3,1,3,36,4,6,7,7
2017-10-10 15:41:09,2017-10-10 15:44:08,0,66.75.18.69,100,178,1,2017-10-10 15:44:08,R_tMMkmZdI3po2Bnr,,,,,34.970092773438,-116.99290466309,anonymous,EN,4,,,,,,,,It sounds okay I guess. Some people would be interested in it.,2,1,1,2,2,2,1,2,1,2,,3,3,4,2,"2,3",27,3,2,8,4
2017-10-10 15:39:37,2017-10-10 15:44:58,0,68.231.250.234,100,321,1,2017-10-10 15:44:58,R_2v7zJcVKzO8Rtnr,,,,,36.70280456543,-76.372901916504,anonymous,EN,5,,,,,,,,He's giving people the option to choose if they want to see the information or not. He is not forcing them to get the results. I believe this is fair and will help those that want to know in the long run.,2,1,1,2,1,2,2,1,2,2,,5,4,3,2,3,51,4,5,12,4
2017-10-10 15:40:18,2017-10-10 15:44:59,0,174.65.16.24,100,281,1,2017-10-10 15:45:00,R_1Fgf1wrqahWo68w,,,,,32.710998535156,-117.05349731445,anonymous,EN,,,,,,5,,,In case of emergency human should be able to take over the control of the car,2,1,1,2,2,1,1,1,1,2,,2,3,5,1,3,29,3,2,6,6
2017-10-10 15:39:36,2017-10-10 15:45:21,0,63.143.243.119,100,344,1,2017-10-10 15:45:21,R_1q8sYiob93aEHdg,,,,,40.766998291016,-73.525398254395,anonymous,EN,,,,,5,,,,It's an option any self driving car should have. I would not buy one unless it had it,2,2,1,2,2,2,1,1,2,2,,3,1,5,1,3,60,3,3,5,6
2017-10-10 15:39:39,2017-10-10 15:45:41,0,68.51.38.184,100,361,1,2017-10-10 15:45:41,R_br2URsfzUqh60xP,,,,,40.763107299805,-86.091796875,anonymous,EN,,,,,,,,4,"The CEO wants to build the safest cars and has built two versions that are mostly safe. Accidents happen, that's unavoidable, but he/she wants to figure out which ones lead to less accidents.",2,1,1,2,2,2,2,1,2,2,,3,2,4,1,3,29,2,1,7,5
2017-10-10 15:32:34,2017-10-10 15:45:57,0,99.45.134.224,100,803,1,2017-10-10 15:45:57,R_3k57yHLxQWHRCF5,,,,,41.386505126953,-81.440101623535,anonymous,EN,,,,5,,,,,I believe this decision was very  appropriate because the company is already dealing with the customers genetics at some level so testing for genetic testing for health conditions is just another  facet of the service they already provide.,2,1,1,2,1,1,1,1,2,2,,5,3,5,2,3,31,3,2,9,6
2017-10-10 15:42:09,2017-10-10 15:46:24,0,198.203.255.245,100,254,1,2017-10-10 15:46:24,R_UFt1NyeNm5FSA6d,,,,,41.848297119141,-87.651702880859,anonymous,EN,,,,,,,4,,Seems like a good way to test and find the right answer in the field.,2,1,1,2,2,1,1,1,2,2,,1,1,5,1,3,29,4,6,3,7
2017-10-10 15:30:09,2017-10-10 15:46:30,0,73.153.45.51,100,981,1,2017-10-10 15:46:31,R_2ARwpkI7rTwoW5d,,,,,40.399597167969,-104.80020141602,anonymous,EN,,,4,,,,,,"He has an interest in helping people. He appears to be using his resources for good for the most part. ",2,1,1,2,2,1,1,2,2,2,,1,1,5,1,3,33,2,1,3,6
2017-10-10 15:41:33,2017-10-10 15:46:37,0,173.80.34.111,100,303,1,2017-10-10 15:46:37,R_3s0vNVlJJgVsBCM,,,,,37.81640625,-81.232902526855,anonymous,EN,,4,,,,,,,The clients have an option to view or not to view the results. They aren't forced to do so. The results could be helpful.,2,1,1,2,2,1,2,1,2,2,,5,5,4,2,3,60,2,1,12,6
2017-10-10 15:46:14,2017-10-10 15:46:54,0,24.158.236.29,100,40,1,2017-10-10 15:46:55,R_27qXIPajNdh8xxn,,,,,34.312194824219,-86.504898071289,anonymous,EN,,,3,,,,,,because i picked what i wanted,2,1,2,1,1,2,2,2,1,2,,3,1,2,1,3,25,3,4,8,0
2017-10-10 15:41:01,2017-10-10 15:47:32,0,104.236.38.205,100,390,1,2017-10-10 15:47:33,R_2EGjLELd066kR18,,,,,40.832595825195,-74.130699157715,anonymous,EN,,,,,,,4,,is goood,1,2,1,1,1,2,1,2,1,2,,4,4,4,2,3,30,6,5,10,2
2017-10-10 15:33:38,2017-10-10 15:47:37,0,67.168.73.27,100,838,1,2017-10-10 15:47:37,R_3KJBVAPbFiJElQp,,,,,47.634399414062,-122.34220123291,anonymous,EN,,,,5,,,,,"The CEO is focused on improving on existing value that is offered, which will be partially determined by data provided by consumers. In this way he isn't relying strictly on what appears to be obvious, he's taking extra steps to know consumers and cater to what is discovered. I can expect that he would not hesitate to spend more time and effort to further refine and better serve his customers as he progresses. ",2,1,1,2,2,1,1,2,2,2,,4,3,3,1,3,51,3,2,10,6
2017-10-10 15:42:36,2017-10-10 15:48:06,0,98.225.49.49,100,330,1,2017-10-10 15:48:07,R_2ygu9CUBwfUTFTY,,,,,47.684692382812,-122.38479614258,anonymous,EN,,5,,,,,,,I believe its very appropriate because it's information tat can be easily found out by the company and is important to share with customers if they would like. I think the customer having the option to choose whether or not they want the information also makes it very appropriate.,2,1,1,1,1,2,1,1,2,2,,4,1,5,1,3,31,3,2,6,4
2017-10-10 15:45:41,2017-10-10 15:48:26,0,172.58.24.93,100,164,1,2017-10-10 15:48:26,R_3NJQpe0rwBToij7,,,,,34.029205322266,-118.15129852295,anonymous,EN,,,,,5,,,,"If the driver feels it is safer for a human to be in control they should have that option. ",2,1,1,1,2,1,1,1,2,2,,4,2,4,2,3,25,3,6,8,6
2017-10-10 15:45:11,2017-10-10 15:48:32,0,64.134.154.58,100,200,1,2017-10-10 15:48:32,R_3Hn3KbcQbzg6poc,,,,,37.751007080078,-97.821998596191,anonymous,EN,,,4,,,,,,there is no control?,2,1,1,2,2,1,1,1,1,2,"studied EE for 2 years, never grad.",5,4,5,1,3,29,3,1,10,6
2017-10-10 15:44:16,2017-10-10 15:48:44,0,23.127.61.249,100,267,1,2017-10-10 15:48:44,R_3qjw3MqqvTX4C8l,,,,,30.627807617188,-88.152603149414,anonymous,EN,,,,,,1,,,The technology in place to allow the car to self drive could easily malfunction. In that circumstance it would be essential to allow a human to override the technology and drive the car.,2,1,1,2,1,2,1,2,1,2,,4,1,5,2,3,24,3,2,6,3
2017-10-10 15:48:24,2017-10-10 15:49:09,0,70.106.212.125,100,45,1,2017-10-10 15:49:09,R_1gjYEojSkLuu92Y,,,,,38.999496459961,-77.528602600098,anonymous,EN,,,,,,,2,,he is acting in the best interest of the company. The CEO wants to do good.,1,1,2,1,1,1,2,1,2,2,,3,3,4,1,3,22,4,6,8,3
2017-10-10 15:47:01,2017-10-10 15:49:33,0,24.179.41.45,100,152,1,2017-10-10 15:49:34,R_9tUsooMu9jAzF2F,,,,,32.906097412109,-85.936996459961,anonymous,EN,5,,,,,,,,The CEO seems like he has the customers best interest at heart. I would consider the CEO action appropriate.,2,1,1,2,2,1,1,1,2,1,Mechanical Engineering,2,3,5,1,3,23,4,6,6,7
2017-10-10 15:46:00,2017-10-10 15:49:39,0,73.178.44.212,100,219,1,2017-10-10 15:49:40,R_27IHhaWfcidZrtg,,,,,40.622100830078,-74.244598388672,anonymous,EN,5,,,,,,,,"I think its good he is allowing all clients the ability to have the testing done just to see if they have anything, but still allowing them to decide if they truly want to know or not.",2,1,1,2,2,1,1,1,2,1,materials science and engineering,1,1,5,2,3,26,4,1,3,7
2017-10-10 15:46:19,2017-10-10 15:50:10,0,108.203.189.235,100,230,1,2017-10-10 15:50:10,R_297lYwUKefAMqMx,,,,,33.10920715332,-87.539199829102,anonymous,EN,,,,,5,,,,"There should always be an option for human driving mode in case of emergencies.  While self driving cars can do great things, they can't think on the spot like a human being can, and could cause problems if they can't be deactivated.",2,1,1,2,2,1,1,1,2,1,Biology,5,3,5,2,3,36,4,3,9,7
2017-10-10 15:50:25,2017-10-10 15:52:14,0,38.104.115.10,100,108,1,2017-10-10 15:52:14,R_2ZZG4ln7OqMQOjo,,,,,40.283004760742,-74.715103149414,anonymous,EN,,,,,5,,,,I like that something automatic could still have human override,2,1,1,2,2,1,1,1,2,2,,2,1,4,1,3,26,4,5,5,7
2017-10-10 15:48:16,2017-10-10 15:52:53,0,97.68.235.90,100,277,1,2017-10-10 15:52:54,R_2CeW5HrBcVD8SKC,,,,,28.570404052734,-81.529800415039,anonymous,EN,,4,,,,,,,"I think it would be beneficial if that information is included as the person might not be fully aware about their possible genetic risks. It is also not mandatory and the customer has the option to view the results or not. ",2,2,1,2,2,1,1,1,2,2,,5,1,5,1,2,30,3,3,7,7
2017-10-10 15:50:01,2017-10-10 15:54:13,0,76.195.76.68,100,251,1,2017-10-10 15:54:13,R_s5zUdBDR6TUqf17,,,,,34.306701660156,-85.269996643066,anonymous,EN,,,,,,,,4,"It seems like a great way to test the functionality and which people may use more/less; however, muscle memory will also make people go for the brakes, steering wheel, etc, over a lever initially. ",2,1,1,1,2,2,1,1,2,2,,4,2,4,2,3,33,6,6,8,5
2017-10-10 15:48:17,2017-10-10 15:54:30,0,24.92.112.204,100,372,1,2017-10-10 15:54:30,R_3nwtm0q4LGTvP7Q,,,,,31.745407104492,-106.37270355225,anonymous,EN,,5,,,,,,,It's appropriate because the customers are given the choice to see this information or not. It wasn't forced upon them.,2,1,1,2,2,1,1,1,2,2,,3,2,4,1,3,22,3,4,7,7
2017-10-10 15:50:48,2017-10-10 15:54:38,0,47.33.110.66,100,229,1,2017-10-10 15:54:38,R_1pFMZOQntD7F285,,,,,34.069900512695,-117.9421005249,anonymous,EN,,,,,,4,,,"I already heard of an experience where one of these self-driving cars crashed. Since most vehicles today have built-in override features, I think these new cars should have these as well. Also, purchase of these cars is optional, so the CEO of the company has the freedom to decide what features that cars will have. People who do not like the features should seek cars from other makers.",2,1,1,2,2,1,1,1,2,1,chemistry,4,2,4,2,4,48,4,3,8,7
2017-10-10 15:48:33,2017-10-10 15:54:40,0,65.129.238.153,100,367,1,2017-10-10 15:54:41,R_1Nb3YRqoN9Ab3rJ,,,,,32.24479675293,-110.92320251465,anonymous,EN,,,,,,1,,,"Self driving cars are great for distracted drivers, but I agree that sometimes the human driver can notice things that the car cannot and should be allowed to take over.",2,1,1,2,1,2,1,1,2,1,computer science,1,1,1,2,3,38,4,2,7,5
2017-10-10 15:49:47,2017-10-10 15:55:31,0,73.155.10.182,100,344,1,2017-10-10 15:55:32,R_2CysE6rAsYu2xTx,,,,,29.537704467773,-95.469802856445,anonymous,EN,,,,5,,,,,He is letting his customers decide which option is best for them. I think that is the best way to go about things instead of just making a decision for them.,2,1,1,2,2,1,1,1,1,2,,5,3,4,1,1,30,4,4,10,6
2017-10-10 15:34:43,2017-10-10 15:56:55,0,73.59.34.177,100,1332,1,2017-10-10 15:56:55,R_bO9BSHQ0QaTNaHn,,,,,46.977798461914,-122.87159729004,anonymous,EN,,,,,,,5,,I feel this way he doesn't have to sell to one side of the spectrum. This way he can sell cars to everyone instead of a niche.,2,1,1,2,2,1,1,1,2,2,,1,1,5,1,3,38,2,4,3,7
2017-10-10 15:54:45,2017-10-10 15:57:40,0,174.105.18.207,100,175,1,2017-10-10 15:57:41,R_1jUHoNLvX39PTMk,,,,,39.863906860352,-83.120101928711,anonymous,EN,,5,,,,,,,"I figure if they have access to this information, and it could be even potentially beneficial, there is no reason why they shouldn't offer this option.",2,1,1,2,2,1,1,2,2,2,,2,2,5,1,3,35,3,1,5,6
2017-10-10 15:53:43,2017-10-10 15:57:41,0,107.192.54.113,100,237,1,2017-10-10 15:57:41,R_28zVAqfYv5ooEYT,,,,,33.784606933594,-117.84329986572,anonymous,EN,,,2,,,,,,It doesn't seem very appropriate to offer different things to different customers.,2,1,1,2,2,1,1,1,2,2,,4,2,5,2,5,34,4,1,7,7
2017-10-10 15:53:54,2017-10-10 15:59:02,0,174.131.56.121,100,308,1,2017-10-10 15:59:03,R_2A1dPuFDguU0J0O,,,,,40.124099731445,-82.382797241211,anonymous,EN,,,,4,,,,,"I'm a firm believer that there is no such thing as ""too much information"". Even if you can't be help, you can still make quality of life decisons. And because the company is offering it as an option, the customer has the right to say no. ",2,1,1,2,2,1,1,1,2,2,,1,1,5,1,3,32,4,2,3,7
2017-10-10 15:53:22,2017-10-10 15:59:34,0,71.196.214.9,100,372,1,2017-10-10 15:59:34,R_2VOBAE8bjaChnU7,,,,,40.399597167969,-104.80020141602,anonymous,EN,4,,,,,,,,"because it's not an obligation, customer can decide if he needs this information or not. ",2,1,1,1,1,2,1,1,1,2,,4,4,4,1,3,47,2,3,10,3
2017-10-10 15:57:34,2017-10-10 15:59:34,0,207.8.124.98,100,119,1,2017-10-10 15:59:34,R_2VJ5Tzjar8wOWH7,,,,,37.751007080078,-97.821998596191,anonymous,EN,,,,,,5,,,"Since self-driving car technology isn't perfected yet, human drivers should be able to override the self-driving technology feature at any given moment just in case the technology makes a mistake.",2,1,1,2,2,1,1,1,1,2,,3,2,3,1,4,29,3,4,8,6
2017-10-10 15:59:37,2017-10-10 16:01:30,0,129.22.1.18,100,112,1,2017-10-10 16:01:31,R_32WTJA0dFSuTfSG,,,,,41.507400512695,-81.60530090332,anonymous,EN,,,,,,,,2,I chose this because he is running a test with people's lives. It would be more appropriate to try and do this in a lab setting where people won't be actually killed.,2,1,1,2,2,1,2,1,1,2,,5,4,2,1,3,19,3,5,13,5
2017-10-10 15:57:54,2017-10-10 16:04:06,0,69.50.52.139,100,372,1,2017-10-10 16:04:07,R_1hKkyOe5JoDT5qs,,,,,44.419494628906,-69.496101379395,anonymous,EN,,,5,,,,,,He seems like he is genuinely doing what he can to help others,2,2,1,2,1,1,1,1,1,2,,3,3,4,2,3,31,4,3,8,5
2017-10-10 16:03:57,2017-10-10 16:06:03,0,69.197.92.114,100,125,1,2017-10-10 16:06:03,R_2eRuCIHIMkwihUf,,,,,42.425704956055,-88.987800598145,anonymous,EN,,,,,5,,,,Giving peopel the option is the key to having a broader market share.,2,1,1,2,1,2,1,2,2,1,computer science,4,3,4,1,3,43,4,3,9,4
2017-10-10 15:56:59,2017-10-10 16:07:36,0,204.52.135.129,100,636,1,2017-10-10 16:07:37,R_Xk5GPZmekdxh89r,,,,,47.606201171875,-122.33209991455,anonymous,EN,,,,,,,5,,the CEO was quite wise to propose two different options to test the best of them in ensuring customer safety. after the test the company could launch the product without any doubt that both its proposals will be fully achieved,2,1,1,2,2,1,1,2,2,2,,4,3,4,1,3,35,3,3,9,6
2017-10-10 16:03:59,2017-10-10 16:08:12,0,72.239.172.70,100,253,1,2017-10-10 16:08:13,R_2Yn9OaC5PoACdNU,,,,,28.607894897461,-81.30549621582,anonymous,EN,,4,,,,,,,"If in fact, the CEO is completely honest in his intentions, then I think it's fine. The client has the ultimate choice in the matter.",2,1,1,2,2,1,1,1,2,2,,1,1,5,2,3,56,3,2,3,7
2017-10-10 16:06:01,2017-10-10 16:08:37,0,24.26.1.159,100,156,1,2017-10-10 16:08:38,R_qIQeHL00jyLHJHr,,,,,37.755493164062,-87.043403625488,anonymous,EN,,,,,5,,,,Because the cars are man made and subject to error and having manual control to is good idea in case of loss of computer function.,2,1,2,2,2,2,1,1,2,2,,4,3,5,1,3,30,3,1,8,5
2017-10-10 16:07:10,2017-10-10 16:09:29,0,66.129.64.221,100,139,1,2017-10-10 16:09:30,R_2sdTA0DAdDgkv0I,,,,,35.123199462891,-80.934303283691,anonymous,EN,,,,,2,,,,Self-driving cars are better able to cope with bad situations than humans. Allowing human control is introducing trouble.,2,1,1,2,2,1,1,1,2,1,Information Technology,5,3,3,1,3,40,4,4,11,7
2017-10-10 16:05:21,2017-10-10 16:10:41,0,107.201.187.43,100,320,1,2017-10-10 16:10:41,R_2CDM5WY6cQNX2vC,,,,,40.069793701172,-85.98169708252,anonymous,EN,,,4,,,,,,I think getting on the molecular level of many diseases is the best option to solve the problem. What a great way to do this by using people's DNA. I don't see how it would not be beneficial to see history or predisposition of illnesses in your family.,2,1,1,2,1,2,1,1,2,2,,5,4,3,2,3,28,3,2,12,5
2017-10-10 16:07:27,2017-10-10 16:11:27,0,70.195.196.159,100,239,1,2017-10-10 16:11:28,R_bsypagez39YnBLP,,,,,32.778701782227,-96.821701049805,anonymous,EN,,,,,,,4,,I think he believes although the technology is great it is not fool proof.,2,1,1,2,2,1,1,2,2,2,,2,2,2,1,2,40,2,3,8,6
2017-10-10 16:06:40,2017-10-10 16:12:06,0,72.225.135.208,100,326,1,2017-10-10 16:12:07,R_02l1Q9wCxdeSYLL,,,,,40.889495849609,-73.971801757812,anonymous,EN,,,,,,,,2,Using people in a test this way does not seem fair.  Even if you got to choose which car you wanted of the 2 choices it still seems unethical to run trials with actual people.  Even though they have the option to let the car drive itself I think this experiment is dangerous.,2,1,1,2,2,1,1,1,2,2,,5,4,4,1,3,41,4,4,11,7
2017-10-10 16:03:50,2017-10-10 16:12:48,0,186.47.172.238,100,538,1,2017-10-10 16:12:49,R_1Os1WEWonwW6UH7,,,,,-1.0500030517578,-80.449996948242,anonymous,EN,,4,,,,,,,I think its good for the CEO to be informative and transparent.,1,2,1,2,2,1,1,2,1,2,,4,4,4,2,3,27,4,4,10,5
2017-10-10 16:09:23,2017-10-10 16:12:52,0,98.115.232.246,100,209,1,2017-10-10 16:12:53,R_3snoaNU5NLRovBP,,,,,39.977905273438,-75.122299194336,anonymous,EN,,,,,,4,,,The driver needs to have some sort of override in case of emergency. Personally I don't like the idea of self driving cars at all.,2,1,1,2,2,1,2,1,1,2,,3,3,4,1,1,46,3,3,8,5
2017-10-10 16:09:10,2017-10-10 16:12:54,0,162.238.234.14,100,224,1,2017-10-10 16:12:54,R_31bjMWUDVCV6Hyw,,,,,36.935806274414,-119.56340026855,anonymous,EN,,,,,,,,5,I think the company should figure out which one is safer before selling any cars. They should be as safe as possible before they're on the market.,2,1,1,2,1,1,1,1,1,2,,5,5,4,2,3,22,4,3,12,5
2017-10-10 16:05:51,2017-10-10 16:13:25,0,76.117.182.123,100,453,1,2017-10-10 16:13:25,R_3jVUKh7YfcFHvUd,,,,,40.806793212891,-74.185401916504,anonymous,EN,,,,,,,4,,"I think it was somewhat appropriate to give people a choice of driving themselves and driving automatically. This way they have the freedom to decide which feature they want to use at any time. However, it is a bit confusing especially having two different methods of disengaging the self-driving feature.",2,1,1,2,2,1,1,1,2,2,,4,3,3,2,4,31,4,4,10,7
2017-10-10 16:10:16,2017-10-10 16:13:38,0,69.7.81.108,100,202,1,2017-10-10 16:13:39,R_3IAkkfKj0R6Mm9b,,,,,31.266693115234,-100.42430114746,anonymous,EN,,,3,,,,,,I think a teat will be conducted and the CEO will do what he thinks is best.,2,1,1,2,2,2,1,2,1,2,,5,5,1,1,3,53,3,1,15,4
2017-10-10 16:09:26,2017-10-10 16:13:41,0,50.88.107.50,100,255,1,2017-10-10 16:13:41,R_1rppmIhfY48y98K,,,,,28.203994750977,-81.495101928711,anonymous,EN,,,,4,,,,,I think the ceo decision is appropriate,1,1,1,2,1,1,1,1,2,2,,5,3,5,1,5,39,3,2,9,6
2017-10-10 16:10:13,2017-10-10 16:13:58,0,159.53.174.140,100,225,1,2017-10-10 16:13:59,R_1JKJdXGrOZE8A4M,,,,,40.710403442383,-74.211097717285,anonymous,EN,5,,,,,,,,"I appreciate how this CEO is going out of thier way to provide a service to help as many people as they can. If this is a free option, it will be very charitable and will help millions.",2,1,1,2,2,1,1,1,2,2,,1,1,5,1,3,28,4,6,3,7
2017-10-10 16:11:47,2017-10-10 16:15:12,0,173.217.105.151,100,204,1,2017-10-10 16:15:12,R_1IhecbBb2Vircif,,,,,32.708099365234,-93.277900695801,anonymous,EN,,5,,,,,,,I think its a great idea to present people with the opportunity to find something about themselves out.,2,1,1,1,2,1,1,2,2,2,,1,1,5,1,1,35,4,2,3,5
2017-10-10 16:14:07,2017-10-10 16:15:22,0,50.88.107.50,100,74,1,2017-10-10 16:15:22,R_scED5jjSL2fAsmZ,,,,,28.203994750977,-81.495101928711,anonymous,EN,,,,5,,,,,I think its very appropriate.,1,1,1,2,1,1,1,1,1,2,,5,5,5,1,4,41,2,2,11,5
2017-10-10 16:13:13,2017-10-10 16:15:25,0,24.131.61.204,100,132,1,2017-10-10 16:15:26,R_2wnptqgcn8tcgnb,,,,,33.918792724609,-84.067802429199,anonymous,EN,,,,,,4,,,He wants to know so he'll do what he wants. Why wouldn't he?,1,2,1,2,2,1,1,1,1,2,,3,3,2,2,3,54,4,4,10,6
2017-10-10 16:11:05,2017-10-10 16:15:52,0,201.191.254.17,100,287,1,2017-10-10 16:15:52,R_3L08R24wUow7HLu,,,,,10,-84,anonymous,EN,,,2,,,,,,Why offer different services to different people?,2,1,1,2,2,1,1,1,2,2,,1,1,5,1,3,39,3,6,3,7
2017-10-10 16:10:51,2017-10-10 16:16:03,0,98.65.173.9,100,311,1,2017-10-10 16:16:03,R_2R21zMTzoGrumzH,,,,,29.193099975586,-81.047401428223,anonymous,EN,5,,,,,,,,If people want to know about this they should be given the opportunity. It could save thier lives.,2,1,1,2,1,1,1,1,2,2,,5,5,2,2,3,61,2,1,14,6
2017-10-10 16:13:12,2017-10-10 16:16:16,0,24.131.61.204,100,184,1,2017-10-10 16:16:17,R_Q5qQbYxfyIVFWaR,,,,,33.918792724609,-84.067802429199,anonymous,EN,,,,,,,,4,It seems like a logical thing to do. He'll learn a lot.,2,2,1,2,2,1,1,2,2,2,,2,3,3,1,3,45,3,3,8,6
2017-10-10 16:13:07,2017-10-10 16:16:33,0,23.117.240.246,100,205,1,2017-10-10 16:16:33,R_9pKVdNd9wdf1zB7,,,,,29.58219909668,-95.760803222656,anonymous,EN,,,,,,,4,,"It is a valid test, as long as he warns the drivers of the risk, as I would hate to be in a dangerous situation where I'd need to take control and wouldn't be able to.",2,1,1,2,2,1,1,2,2,2,,5,1,5,1,"2,3",25,4,3,7,6
