pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,PlantFood,PlantFood_Correct,GenesAnswer,GenesAnswer_Correct,Earth,Earth_Correct,Radioact,Radioact_Correct,Lasers,Lasers_Correct,Electrons,Electrons_Correct,Continents,Continents_Correct,Gender,Gender_Correct,Antibiotics,Antibiotics_Correct,degree,Degree_spec,ScienceLitSummed,STEMdegree,God,Intuition,ScienceBelief,ScienceBelief_Reverse,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,IntuitionScore_ByHand,ScienceLitScore,RepeatTurkerLabelCode
459,xAB2s,AV.ABS,4,0,I think the only way to know what is best is to test it. This will let him know which option is safer and less limiting.,227,R_p6ordmhAozYtdnj,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,1,1,4,2,2,0,4,0,48,1,4,1,3,0,4,7,0
480,xAB2s,AV.ABS,5,0,"It gives the consumer to have the choice. The choice of either just relaxing and being a passenger, or the choice of actually driving. I find this useful especially on long road trips.",729,R_3qCYb54bXVKj3vE,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,2,0,7,0,5,4,3,3,1,1,3,1,32,0,3,0,2,0,12,5,0
487,xAB2s,AV.ABS,4,0,"It's seems appropriate because he devised two different methods to tackle the problem. However, I'm not sure of the effectiveness of a lever when an in an emergency situation due to speed. Pressing the gas pedal or brake pedal is faster and is more instinctive to humans.",372,R_rcAHdWPwjgXGF6p,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,2,2,5,1,1,1,3,1,28,0,4,1,2,0,5,7,0
504,xAB2s,AV.ABS,3,0,"I don't think this action should be judged as inappropriate or appropriate. It is common practice for companies to test different versions of products. As long as the people buying the items are aware of the differences and the CEO doesn't hide anything, mislead anyone or commit fraud, everything is ok",361,R_2at58ALhV7occWZ,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,3,1,4,2,2,0,3,1,52,1,6,1,6,1,6,7,0
509,xAB2s,AV.ABS,4,0,THe use of an override is a good idea but it should be disclosed.,317,R_1CDqZlVqAligLVV,2,1,2,0,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,8,0,3,3,3,3,1,1,3,1,46,1,6,1,2,0,9,7,0
523,xAB2s,AV.ABS,1,1,It is not safe to risk half of all people's lives by having different functionality in the cars before being tested.,173,R_3lYPkhPrYLIFEPZ,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,1,0,2,0,7,0,5,3,4,2,2,0,3,1,25,0,4,1,6,1,10,5,0
524,xAB2s,AV.ABS,4,0,This gives the consumer options. This will then provide the consumer with deciding which option they feel more comfortable with rather than being forced into just one that they might not like.,265,R_31AtUzcm6igFXwL,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,2,1,2,0,7,0,2,2,4,2,2,0,3,1,29,0,4,1,6,1,6,5,0
536,xAB2s,AV.ABS,5,0,BECAUSE A TEST IS NEEDED TO SEE THE FUNCTIONALITY OF BOTH CONCEPTS SO AT CAN BE EXAMINE AN WHICH SUCH BE PUSH FORWARD.,431,R_10VHZAIvP3PYzH8,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,5,4,4,2,2,0,1,0,47,1,3,0,2,0,11,7,0
541,xAB2s,AV.ABS,4,0,I think it's nice to offer different choices for different customers comfort level and preferences.,181,R_C7ZrS85scb5Gdah,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,5,3,4,2,2,0,3,1,30,0,3,0,3,0,10,7,0
552,xAB2s,AV.ABS,4,0,"I would want the option in my vehicle to be able to control it, instead of it totally being a bot.",249,R_YPrdJhEfoco4VJD,2,1,1,1,2,0,2,1,2,1,1,1,1,1,1,1,2,1,1,computer science,8,1,4,3,3,3,2,0,3,1,52,1,6,1,2,0,10,6,0
553,xAB2s,AV.ABS,4,0,It is putting people's health at risk and they cannot back out of the option,95,R_qLvCjlxHXQ1qVPj,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,2,1,2,0,7,0,1,2,4,2,2,0,3,1,27,0,4,1,4,1,5,5,0
563,xAB2s,AV.ABS,5,0,"The choice the CEO made seems logical and appropriate, that you test out two types of options in self-driving cars and see which one proves more effective and especially safer. As long as these are test drives and not actual cars being sold to consumers before being tested, then this plan seems fine.",380,R_1mk0Qg44LMQx4Er,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,0,7,0,5,4,4,2,2,0,4,0,22,0,4,1,2,0,11,5,0
572,xAB2s,AV.ABS,4,0,"I think the CEO should run testing to see what people would prefer, but I also think it is reasonable to give people the option. For instance if someone was going to use their car as a dd, I would not want them being able to override the system, however, I think some people would find safety/comfort in being able to take control.",248,R_1GVpfveT5jL3V0q,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,4,1,5,1,2,0,3,1,36,1,4,1,6,1,6,7,0
582,xAB2s,AV.ABS,4,0,"Because it is unknown the best way to handle emergencies, it is a good idea to test a couple different methods.  Those two methods seem like appropriate things to experiment with.",256,R_vZjpRwRfcbuAZuV,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,0,8,0,2,2,4,2,1,1,3,1,40,1,6,1,5,1,6,6,0
595,xAB2s,AV.ABS,5,0,I also would not like to drive a car that I can't take control of if an accident were to happen so I think we should keep this in mind when designing them.,188,R_1je4E3Gm7jR9Dr3,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,2,1,5,1,2,0,3,1,34,1,5,1,3,0,4,7,0
598,xAB2s,AV.ABS,5,0,"I absolutely believe that cars should have a human override command - not even necessarily due to the fact it needs one, but because psychologically we will not feel safe unless it is there. The CEO has ensured that such an option exists, and that his future customers will feel safe being chauffeured in such a car.",217,R_2wzdF4OlE7Pay45,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,3,4,2,4,1,1,3,1,30,0,3,0,1,0,11,6,0
612,xAB2s,AV.ABS,4,0,He is checking the some of the cars for experiment . that's good only. But didn't checked all the cars . So I have chosen the above one.,571,R_1kYuTnhk3uoD7PC,2,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,0,1,Computer science of engineering,7,1,2,4,4,2,1,1,4,0,30,0,4,1,4,1,8,5,0
617,xAB2s,AV.ABS,2,1,Not informing the buyer of the features enabled on their car is somewhat dishonest.  They buyer would need to be told that they were part of a random test group.,453,R_YYwiVT7RXq2V9At,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,5,4,3,3,1,1,3,1,42,1,3,0,4,1,12,7,0
619,xAB2s,AV.ABS,4,0,"Neither of the options he is considering would endanger the people riding in the cars.  If he was considering any options where the passengers had no control whatsoever, that would be wrong.",236,R_O3tT7w8QDsZcRMJ,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,1,1,5,1,2,0,3,1,35,1,3,0,1,0,3,6,0
624,xAB2s,AV.ABS,2,1,you need to figue it out before you sell the care or it will confuse people. go with the brake one as its easy for people to adapt to because they already use the brake.,223,R_1daVyqUvMc104sB,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,2,1,5,1,1,1,3,1,35,1,4,1,4,1,4,6,0
637,xAB2s,AV.ABS,3,0,"I dont see anything inappropriate in what he's doing, but why even have the lever option if he wants people to have as much freedom as possible. Adding the lever seems inconvenient.",432,R_1OODnhgq36h3r4c,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,1,1,5,1,2,0,3,1,46,1,3,0,4,1,3,7,0
646,xAB2s,AV.ABS,4,0,Different people would value different concepts of self driving cars . If there was only one option many people would not like the option and not want the car.,388,R_2QKGn4dbSf2dPkC,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,0,8,0,4,4,4,2,1,1,3,1,71,1,3,0,2,0,10,6,0
651,xAB2s,AV.ABS,5,0,"Both of the options give humans the ability to take over the driving, makes sense to test them out and see which one fares better in the real world.",199,R_3IbqbY4mJ9ZEUrc,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,5,4,3,3,2,0,3,1,40,1,6,1,6,1,12,7,0
656,xAB2s,AV.ABS,5,0,"I'm 55 years old, and I personally love to drive. I don't feel comfortable with the idea of letting my car make decisions about driving up to the car. If there is some situation where I need to intervene I want to be able to do so quickly so I stay safe and keep everyone around me safe as well.",403,R_1ltzqWpDMNbSokP,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,3,1,4,2,2,0,3,1,55,1,3,0,3,0,6,6,0
666,xAB2s,AV.ABS,5,0,This is a very wise choice as the CEO is giving the consumer choices. Let them figure out which is best way to go. The consumer is the brains behind the operation. THey need to have a variety to pick from and these two variations are it.,259,R_2rj7q9kigZ69K7z,2,1,2,0,1,1,2,1,2,1,1,1,1,1,2,0,2,1,1,Medical/Molecular Biology,7,1,5,4,4,2,1,1,3,1,29,0,5,1,4,1,11,6,0
677,xAB2s,AV.ABS,4,0,"for people who want self driving cars, they can do it on there own or switch over if some else maybe wanted to drive the car. The other car is good for those of us who are scared but want to try it anyway. If we saw that we needed to stop, our reaction would be to put on the brakes therefore putting us in driver mode and feeling safer.",582,R_1jHytdMNPrMbFLs,2,1,1,1,1,1,1,0,2,1,1,1,1,1,2,0,2,1,2,0,7,0,4,4,4,2,2,0,3,1,32,0,3,0,2,0,10,5,0
679,xAB2s,AV.ABS,4,0,"The first option is ok, but the second seems a bit risky given that any accidental contact with wheel, breaks, etc. could turn on human driving mode accidentally.",336,R_3ptLuynwq7uRpr5,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,1,3,2,4,1,1,3,1,52,1,3,0,3,0,8,7,0
695,xAB2s,AV.ABS,5,0,"I think self driving cars are crazy to begin with.   But if they are going to to develop this,  it's best to try and figure out what works best and test all possible situations.  You don't want to mass produce something only to realize that people don't like the features.",352,R_31WonF0yW0lJ79p,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,2,4,3,3,1,1,3,1,39,1,3,0,2,0,9,6,0
699,xAB2s,AV.ABS,1,1,He's not telling people of the experiment so people might make assumptions about how the technology works and that might lead to death.,124,R_4ZUs2N92dv3VqWl,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,computer science,9,1,1,1,5,1,1,1,4,0,23,0,4,1,5,1,3,7,0
709,xAB2s,AV.ABS,5,0,"In both test conditions described above, the human driver will have the option to control the car themselves.",170,R_Bsw9wibSBxKHYIh,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,0,8,0,1,3,4,2,1,1,4,0,35,1,4,1,5,1,6,6,0
715,xAB2s,AV.ABS,5,0,"The CEO is trying to see what is safe to put out on the road. In the chance, that auto-drive fails, a human should be able to navigate.",242,R_3PMRX0EXn2U4fbb,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,2,0,7,0,3,2,4,2,2,0,5,0,21,0,2,0,4,1,7,5,0
727,xAB2s,AV.ABS,4,0,"I personally do not believe in self-driving cares.  In fact, I still insist on driving a standard transmission.  We should not be using automated cars, because it removes us even further for taking responsibility for our actions.  We have public transportation for this.",235,R_3HFGB8Qvk1Bwvpl,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,2,1,5,1,2,0,3,1,48,1,4,1,4,1,4,7,0
736,xAB2s,AV.ABS,5,0,I think that it is good to test both.  It is good to keep the options open and try different things.,297,R_1gjrwhY78JofC49,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,2,0,7,0,4,4,3,3,1,1,3,1,29,0,3,0,4,1,11,5,0
740,xAB2s,AV.ABS,1,1,"What the CEO is during is going to allow people to have more freedom on the road and be safe at the same time. Both of the experiments have those components. It is also a smart business move, because people will be more willing to utilize these cars knowing that they can seize control at any moment.",623,R_cZI1pjnJVBSUzgB,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,0,7,0,5,3,4,2,2,0,1,0,30,0,4,1,4,1,10,5,0
746,xAB2s,AV.ABS,4,0,"most humans have certain habits, and when it comes to getting adapted to driving cars, most of them will still react in emergency as if they are still driving a car in my observation as we have been driving for so long.  So having the option to interfere right away with the action or having to push the level will give the opportunity to observe which is more suitable, as it will show how much people are creatures of habit where they instinctively react by taking control of the driving or will they remember to push the level and which is better.  Because without the level, human may interfere with self driving car out of habit, and with the level, it create a barrier to quickly switch over",290,R_7ah3YVBd6BtALex,2,1,1,1,1,1,2,1,1,0,2,0,1,1,2,0,2,1,2,0,6,0,2,2,3,3,1,1,4,0,31,0,4,1,6,1,7,4,0
755,xAB2s,AV.ABS,1,1,"Based on the information given, it sounds like he is doing this experiment without the informed consent of the drivers, which is highly unethical. I also think it should be run by an ethics committee before being approved. I'm not against running this kind of experiment, but the lack of informed consent is wrong.",260,R_3WMFD1vSOulFnOh,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,1,1,5,1,1,1,3,1,50,1,4,1,3,0,3,7,0
761,xAB2s,AV.ABS,1,1,I don't feel a car is safe with human control of some kind. The option to self drive being available is definitely something coming but human control must be involved someway. How else can accidents be prevented.,507,R_1liVzjjASggVDcb,2,1,2,0,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,0,7,0,3,3,4,2,2,0,1,0,51,1,3,0,2,0,8,6,0
772,xAB2s,AV.ABS,4,0,"From the design point of view the two options that the CEO had made, are the main options that make sense. They are practical and make sense logically.",348,R_1lnqHweRxAwm7wd,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,psychology,9,1,4,2,2,4,1,1,3,1,30,0,4,1,2,0,10,7,0
779,xAB2s,AV.ABS,4,0,"I find the random assignation to be somewhat inappropriate. But at the same time, twin studies to determine the better option is a time-honored tradition. So I chose somewhat appropriate.",264,R_2sXeH4zTSeG1eIj,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,1,1,5,1,2,0,3,1,39,1,3,0,1,0,3,7,0
786,xAB2s,AV.ABS,5,0,"I believe many people, like myself, would be very uncomfortable not having any control at all.",296,R_1N8Jj0Kwdklq4Y4,2,1,1,1,1,1,2,1,2,1,2,0,2,0,1,1,1,0,2,0,6,0,5,5,2,4,1,1,3,1,53,1,2,0,2,0,14,4,0
792,xAB2s,AV.ABS,5,0,"The CEO is testing different ways to have the safest car. Both cars have methods for the humans to get control, but the method is different. The test is to see which is better, which I found appropriate.",206,R_22FeUaRjjR3a1Yq,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,1,1,5,1,1,1,3,1,29,0,6,1,3,0,3,7,0
8,xB2,AV.auto,2,1,if you accidentally pull on the steering wheel - the automatic program STOPS??,149,R_1EY6HrnJitJqilS,2,1,1,1,1,1,2,1,2,1,2,0,1,1,2,0,2,1,2,0,7,0,3,3,4,2,2,0,3,1,53,1,4,1,2,0,8,5,0
10,xB2,AV.auto,5,0,I believe that humans are more capable of making quick decisions and that ultimately they should have final control of a car.,167,R_z6d8OLOBCj5u3hD,2,1,2,0,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,8,0,5,3,3,3,2,0,3,1,41,1,2,0,4,1,11,7,0
21,xB2,AV.auto,5,0,"In the case of a malfunction, why restrict the passenger's ability to attempt to avoid danger? Unless the system is absolutely perfect, and has been tested to be so, there's no reason to NOT include this safety measure.",183,R_YQY7qHIuZKzRaBH,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,3,2,4,2,1,1,3,1,26,0,3,0,3,0,7,6,0
31,xB2,AV.auto,5,0,The technology hasn't been shown to work well so it makes sense to let the driver take over. Also it will make people feel like they still have ultimate control.,145,R_3gYhoNDvFQxq2BZ,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,3,5,5,1,1,1,3,1,47,1,6,1,2,0,9,6,0
32,xB2,AV.auto,5,0,"I find this very appropriate because it means that I am still in control of the car, and it is my wish on when I want to use this option. This decision made by the CEO easily solves the problem of giving people the freedom they want with a car.",163,R_3EXtov2R9POYrzs,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,2,1,1,Biology,7,1,1,1,5,1,1,1,4,0,24,0,4,1,6,1,3,5,0
41,xB2,AV.auto,5,0,"This option is clearly the best of both worlds: Automation for routine driving with an override ability when human judgement would (hopefully) be better. This would be analogous to the way cruise control work in the we as drivers can apply the brakes or cancel the cruise control.  There would be times when a computer could make a better decision such as when a driver should turn into a skid not against it, as a person might instinctively try to do, but, all ion all, it's better for there to be a human override.",295,R_1CeB53BDQTheTSE,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Biology,9,1,1,1,5,1,2,0,3,1,61,1,6,1,5,1,3,7,0
53,xB2,AV.auto,3,0,"It should be simple for a human to overtake it quick incase there's an issue, but people might hit them on accident and cause issues.",245,R_31QIMCQ0Wtf2KRq,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,2,1,2,0,7,0,3,2,5,1,1,1,3,1,25,0,1,0,2,0,6,5,0
77,xB2,AV.auto,1,1,self-driving cars which are capable of navigating the road without any input from a human driver.,343,R_8nLoTNeHNFmGAtb,2,1,2,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,2,0,5,0,4,3,2,4,1,1,2,0,38,1,2,0,2,0,11,4,0
84,xB2,AV.auto,5,0,This seems like an appropriate decision. I like to have control; I like to be able to override the system. Good call on by him/her/them.,278,R_aUYpx0ZX6UqMjN7,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,2,1,4,2,1,1,3,1,21,0,3,0,4,1,5,6,0
88,xB2,AV.auto,5,0,There are some things that happen on the highway that are so weird and so unexpected that only a human driver can deal with them on the fly.,201,R_1iexDKv4k8Ajxdu,2,1,1,1,1,1,2,1,2,1,2,0,1,1,2,0,2,1,2,0,7,0,1,1,5,1,1,1,3,1,46,1,3,0,1,0,3,5,0
97,xB2,AV.auto,5,0,"I think if you are buying something luxurious like a self-driving car, you should be able to drive whenever you feel the need to. It is your prerogative and it is your car so you should be able to do what you want. Also the self-driving may mess up at times and you may have to drive.",203,R_24ctY1aP9yYSw0T,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,1,0,2,0,6,0,2,4,5,1,1,1,4,0,26,0,4,1,2,0,7,4,0
107,xB2,AV.auto,5,0,I chose the option that it is very appropriate because it helps alleviate people's fear that they will have absolutely no control over the vehicle. At least in this scenario they will be able to override the car's auto-pilot feature and take over.,166,R_3kcgK3yn6NhHHdv,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,2,0,7,0,1,1,5,1,1,1,3,1,27,0,4,1,3,0,3,5,0
121,xB2,AV.auto,5,0,I think that the human driver is more responsible and responsive and should have the ultimate control and power over the car,200,R_1rcxJJjO3B4KPnP,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,1,No Science or Engineering degree,8,1,4,4,5,1,2,0,3,1,35,1,4,1,1,0,9,6,0
122,xB2,AV.auto,3,0,"There are differing opinions of what will make for the safer self driving car, either allowing the operator to take over control, or leaving the control entirely in the hands of the vehicle. Either choice may be correct, so either could be appropriate or inappropriate.",174,R_UJtzXeQZ2THEVbP,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,1,1,5,1,1,1,3,1,34,1,3,0,3,0,3,6,0
128,xB2,AV.auto,5,0,Make the driver feel in control and helps prevent accidents.,477,R_279Zq5PSdMsstUz,2,1,1,1,1,1,1,0,1,0,2,0,1,1,1,1,2,1,2,0,6,0,1,1,4,2,2,0,1,0,37,1,3,0,2,0,4,4,0
129,xB2,AV.auto,5,0,Self-driving cars are very frightening to me. I would be a little more likely to drive one if I knew that I had control when I felt unsafe. I would not even get in one of these vehicles if this were not an available option.,575,R_zUwwNKVIR6i94wF,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,4,2,5,1,2,0,3,1,50,1,3,0,3,0,7,7,0
148,xB2,AV.auto,3,0,I can see all sides. its fair.,117,R_1F9AJUBhQfF6efP,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,0,8,0,3,3,3,3,2,0,3,1,27,0,3,0,2,0,9,6,1
154,xB2,AV.auto,5,0,"I think that self driving cars should have the ability to be manually overriden by drivers, just in case there is any part of the technology that has not been fully configured yet (i.e. there might be an error). I think self driving cars will ultimately (if they aren't already) be more reliable than human drivers, but this is a good safeguard for the time being",285,R_3KraVFpZEVZVumb,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,0,7,0,1,1,5,1,1,1,3,1,23,0,4,1,3,0,3,5,0
161,xB2,AV.auto,4,0,It is a good way to alleviate some peoples fears about self-driving cars. It will most likely increase accidents though.,226,R_1lmBsqAvH1QdbbT,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,0,8,0,3,1,4,2,1,1,4,0,27,0,4,1,3,0,6,6,0
168,xB2,AV.auto,5,0,"One never knows what can happen suddenly, for instance, a rock slide.",395,R_28S5drENUXniHZE,2,1,1,1,1,1,2,1,1,0,2,0,2,0,1,1,2,1,2,0,6,0,5,5,2,4,2,0,1,0,68,1,5,1,3,0,14,4,0
172,xB2,AV.auto,5,0,"I think this is appropriate so that the human can feel in control when they need to. This not only aids them when they do need to manually drive but also make them feel more comfortable,.",161,R_wTXVVft6peQiGLn,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,2,0,7,0,4,1,5,1,1,1,3,1,27,0,3,0,2,0,6,5,0
180,xB2,AV.auto,5,0,i don't think the technology is available of have perfect self driving cars so i think humans are still needed in case an error occurs,156,R_sUrT8tvvHen6b1D,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,2,1,2,0,7,0,1,1,5,1,2,0,3,1,36,1,2,0,2,0,3,5,0
186,xB2,AV.auto,2,1,why,44,R_1dtXKGOnebsSF37,2,1,1,1,1,1,2,1,2,1,2,0,2,0,1,1,2,1,2,0,7,0,2,5,1,5,1,1,3,1,28,0,4,1,3,0,12,5,0
198,xB2,AV.auto,5,0,In case of emergency human should be able to take over the control of the car,281,R_1Fgf1wrqahWo68w,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,0,8,0,2,3,5,1,1,1,3,1,29,0,3,0,2,0,6,6,0
211,xB2,AV.auto,1,1,The technology in place to allow the car to self drive could easily malfunction. In that circumstance it would be essential to allow a human to override the technology and drive the car.,267,R_3qjw3MqqvTX4C8l,2,1,1,1,1,1,2,1,1,0,2,0,1,1,2,0,1,0,2,0,5,0,4,1,5,1,2,0,3,1,24,0,3,0,2,0,6,3,0
220,xB2,AV.auto,4,0,"I already heard of an experience where one of these self-driving cars crashed. Since most vehicles today have built-in override features, I think these new cars should have these as well. Also, purchase of these cars is optional, so the CEO of the company has the freedom to decide what features that cars will have. People who do not like the features should seek cars from other makers.",229,R_1pFMZOQntD7F285,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,chemistry,9,1,4,2,4,2,2,0,4,0,48,1,4,1,3,0,8,7,0
221,xB2,AV.auto,1,1,"Self driving cars are great for distracted drivers, but I agree that sometimes the human driver can notice things that the car cannot and should be allowed to take over.",367,R_1Nb3YRqoN9Ab3rJ,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,1,computer science,7,1,1,1,1,5,2,0,3,1,38,1,4,1,2,0,7,5,0
228,xB2,AV.auto,5,0,"Since self-driving car technology isn't perfected yet, human drivers should be able to override the self-driving technology feature at any given moment just in case the technology makes a mistake.",119,R_2VJ5Tzjar8wOWH7,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,0,8,0,3,2,3,3,1,1,4,0,29,0,3,0,4,1,8,6,1
240,xB2,AV.auto,4,0,The driver needs to have some sort of override in case of emergency. Personally I don't like the idea of self driving cars at all.,209,R_3snoaNU5NLRovBP,2,1,1,1,1,1,2,1,2,1,1,1,2,0,1,1,1,0,2,0,7,0,3,3,4,2,1,1,1,0,46,1,3,0,3,0,8,5,0
266,xB2,AV.auto,1,1,"just like auto pilot in a plane, the pilot can still grab control. even if a self driving car is amazing, it probably doesnt take into account a high speed chase.",1116,R_2CwjgOaKk6gDay4,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,1,1,5,1,1,1,3,1,32,0,4,1,6,1,3,7,0
267,xB2,AV.auto,5,0,"Self-driving technology is still very new and hasn't been perfected yet.  It is important to override it for safety reasons.  Also, humans like being in control.",193,R_2TUfHvt7zQJsMWS,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,0,8,0,1,2,4,2,2,0,3,1,29,0,2,0,3,0,5,6,1
278,xB2,AV.auto,4,0,I think that the safest and least impacting solution will be the best.,157,R_114KhjWbvtYZC91,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,1,0,2,0,6,0,4,3,1,5,2,0,1,0,45,1,3,0,2,0,12,4,0
279,xB2,AV.auto,5,0,Human intentions can be more smart. The self driving car doesn't always see things like the human eye can and respond in certain circumstances that a person would be able to do.,291,R_1iapwA0fVxTQhOJ,2,1,2,0,1,1,2,1,1,0,2,0,1,1,2,0,1,0,2,n/a,4,0,4,3,3,3,2,0,3,1,54,1,2,0,3,0,10,3,0
283,xB2,AV.auto,5,0,It would be ridiculous to not have this option. It's the same concept pilots use when flying an aircraft. There are times when people simply want to control the vehicle themselves. Allowing this option also provides the driver the added assurance that they are ultimately in control.,226,R_3FQdRTLh75kr16q,2,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,2,1,2,0,8,0,1,1,5,1,1,1,3,1,41,1,5,1,2,0,3,6,0
291,xB2,AV.auto,5,0,"I think it's important to be able to assess a driving situation emotionally, which a self driving car cannot do.  A person will be more able to react to unique circumstances.",99,R_27WspTIUmJ97r8u,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,1,1,5,1,2,0,3,1,27,0,4,1,6,1,3,6,0
302,xB2,AV.auto,5,0,"I feel that this is very appropriate that the human has the ability to control the vehicle that they are in. Ultimately, the vehicle and safety is in their hands even if it is a self-driving car.",168,R_2tnFpi0pxvyr8qe,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,4,3,3,3,1,1,3,1,57,1,4,1,3,0,10,7,0
305,xB2,AV.auto,4,0,I think it's important to have these kinds of features since it reduces accidents. We find many cases where an accident can be prevented and this would be the best way to do it.,614,R_1PdYAv405Dh1gpd,2,1,1,1,1,1,2,1,1,0,1,1,2,0,1,1,2,1,2,0,7,0,1,1,4,2,1,1,3,1,28,0,4,1,5,1,4,5,1
320,xB2,AV.auto,5,0,"In cases of emergency, the passenger/driver should be able to override the auto-drive function. This way, if there are any technical errors, they can take control of the car.",159,R_25HqyIdyva9CA9R,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,1,1,5,1,2,0,3,1,26,0,3,0,3,0,3,7,0
330,xB2,AV.auto,4,0,I think it is a smart decision. It allows people to make split second decisions to ensure safety.,204,R_3EMC8EvSIo0PBNX,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,5,3,3,3,2,0,2,0,34,1,2,0,4,1,11,7,0
