pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,RepeatTurkerLabelCode
221,xB3,Genetic1.dementia,4,0,It is somewhat appropriate because it is additional information for the customer but it is not what they asked for originally. Having it being an option is nice though and I'm sure a lot of people would agree to seeing that information since they tested for it.,,R_UXciwG1PBZPdgd3,0
233,xA3,Genetic1.cancer,5,0,"I feel like it gives people either more peace of mind, or tell them they have a risk, and that they should take extra care of their health.",,R_2tamBA55hvrNUUC,0
238,xB3,Genetic1.dementia,3,0,"Assuming the customers involved agreed to the testing, I see no issue with the director making this decision.  The key here is that the customers are advised in advance that this is going to take place.",,R_31Wph1sgSR1dbpd,0
241,xA3,Genetic1.cancer,4,0,I believe it would be good to know your risks ahead of time.,,R_2yem2wRtmyd55VP,0
250,xA3,Genetic1.cancer,4,0,Well it seems like the director had no other choice but to act in a way that he did I think if I was in that position I would make the same choice,,R_pavpVDphSgO3RPr,0
253,xB3,Genetic1.dementia,2,1,"I feel the customer should be able to choose whether to get this additional, non-asked for information or not.",,R_2YFd6GX8tjJ0jY9,0
257,xA3,Genetic1.cancer,4,0,If there was the potential of coming down with a a certain kind of cancer I'd like to know about it.  That way I can keep an eye out for it and threw to do as much as possible to try to minimize my odds of getting cancer.  I hear that early detection is one of the most important things in treating cancer.,,R_2zdraFRLwNNH9yt,0
260,xB3,Genetic1.dementia,4,0,"It doesn't seem irresponsible to test for dementia, and if you can easily and responsibly test for something, then you should. However of all the conditions that could be tested for, I feel there are more important ones.",,R_88m3th6c7nM5EZP,0
270,xA3,Genetic1.cancer,4,0,"I think it's appropriate if the customer indicates initially that they want this, or at least if they know that this is what's being done. As long as the customer is consenting, there is no ethical issue here.",,R_24IAgBc5IWcCewE,1
276,xB3,Genetic1.dementia,4,0,This information can be crucial to take preventative measures to prevent this type of disease. It's a preventive action,,R_2WxnJRv77V7G0Cp,0
281,xA3,Genetic1.cancer,5,0,Genetic mapping of health risks is as important as ancestry mapping.,,R_20tpMZ98pUPjF3r,0
286,xB3,Genetic1.dementia,3,0,The intention is good but it leaves people wondering whether they should look at the results and see their diagnosis. Some people would be left mentally distressed over the idea of them potentially having dementia but never wanted to see the results to begin with.,,R_AKvolqtd0fnrK5H,0
290,xA3,Genetic1.cancer,4,0,In addition to helping the individual learn their ancestry the director and his company have the unique opportunity to warn the people of their potential health risks. That way the individual can take the necessary precautions to maintain a healthy life.,,R_2chGohg29EHZSy6,0
296,xB3,Genetic1.dementia,3,0,Nothing to tell about this,,R_1g1sgiAW9sFDiBu,1
302,xB3,Genetic1.dementia,3,0,"I feel this way because I believe it's harmless. If the person decides they want to know the results, then there's no harm in my opinion.",,R_3m3FQcQtJs6i9SI,0
312,xA3,Genetic1.cancer,5,0,If it was me I would like to choose if I'm told about the possibility of having cancer or something like that.,,R_1kSu2KmG85BBJ8f,0
314,xA3,Genetic1.cancer,4,0,"I chose my answer, because the director is making a caring effort to help customers know more about their future health issues, so that he could prevent future health scares to his customers.",,R_3m34CM0RhJ6HxVI,0
315,xB3,Genetic1.dementia,4,0,"I think it's appropriate because dementia is a disease that steals people's memories. If they knew they had a genetic chance of getting it, they could potentially take some action to prepare for a time when their memory may fail them, such as keeping journals, organizing photos and this type of thing, even audio or videotaping themselves with family and friends.",,R_2y8xYcr9jOllmuE,0
325,xB3,Genetic1.dementia,5,0,"I think that it is appropriate. The Dr. is able to offer a service that may be beneficial to the future of someones health. If the person doesn't want the service, he/she has the option to decline.",,R_3iQgYRVkFreQzd6,0
328,xA3,Genetic1.cancer,2,1,"I guess it's a little inappropriate ONLY if the customers don't know they are receiving this kind of health screening in the first place--and the paragraph doesn't say that people are told up front, but only that they are given the option to see results AFTER testing is done. If they are told up front, then there is nothing wrong with it and it may potentially be something very helpful.",,R_1KpPX1IKyVfp56a,0
341,xA3,Genetic1.cancer,5,0,As long as the customers understand that this is a test for certain types of cancer and not about their general health it is a good idea.  it is also a good idea to give the customers the option of choosing whether or not they want to know this information.,,R_1rO2MFLcKHV2xZn,0
343,xB3,Genetic1.dementia,2,1,Why would someone want to know if they are at risk of having dementia?  It does not make sense to me and would probably cause a lot of worry.,,R_eguRmcUdoPDq8CZ,0
350,xB3,Genetic1.dementia,2,1,nothing,,R_vvHVNs8eiAFes37,0
351,xA3,Genetic1.cancer,4,0,It seems that testing for chances of getting cancer later in life is a good issue to test since only one test may be ran.,,R_2q41QvNlMubCP65,0
12,xA4,Genetic2.actionable,4,0,I believe it's the right thing to do.,,R_1qgGReJuNyqGimd,0
15,xB4,Genetic2.all,4,0,to be honest i just choose this at random,,R_1cZxUnunkhUHV7t,0
19,xA4,Genetic2.actionable,4,0,People might want to know that information from a new source.  If it is optional then it is not required.,,R_3QMkUbM7Ojjnay1,0
21,xA4,Genetic2.actionable,4,0,I think he is doing it to be good and I don't see any problem with it.,,R_pmweJeU3KcEjdvP,0
26,xB4,Genetic2.all,5,0,"As long as the customer has a choice in the matter, I do not object at all.",,R_3ek4hBJT0E4WurE,0
38,xB4,Genetic2.all,4,0,The offer is free and is being offered which means you have a choice in saying if you want the testing done.,,R_R808nccSilZobKh,0
44,xA4,Genetic2.actionable,5,0,I think this is very good it shows the CEO cares for his own workers and he's concerned. This also shows a possible concern for the company or whatever he's over and that he's a good CEO always watching over his interest.,,R_11gSXq1EL90zBvg,0
47,xB4,Genetic2.all,5,0,I think that it very important and very kind of him to take this step.,,R_D30fJPxfbxggMJb,0
49,xA4,Genetic2.actionable,5,0,"I know this has been a big subject of debate with legal and ethical issues. However, if people are at risk for certain conditions, it can be helpful to start a dialogue with a medical professional, even if these conditions never materialize for that individual.",,R_Av48KQ38L3aHSQV,0
63,xA4,Genetic2.actionable,3,0,I can't really say why it would or wouldn't be appropriate since I've never had to think about something like this.,,R_bygAQtHTkeXuBSF,0
68,xB4,Genetic2.all,4,0,"Having access to information seems valuable. While learning that you have a risk factor for an untreatable genetic condition might be upsetting for some people, people can simply opt not to get the information if they are concerned.",,R_24A8NOPkhBcWg33,0
72,xA4,Genetic2.actionable,4,0,"I think his idea is good and adds value to the service, but there may be unforeseen consequences such as if insurance companies were to misuse the info.  I'd be tempted to get a free genetic analysis, but would be very careful to read what they are permitted to do with my data.",,R_0NRpvihuCjB3b3j,0
79,xA4,Genetic2.actionable,3,0,I feel that the additional choices are better for all.,,R_WC1MU4D2Raq7gnn,0
85,xB4,Genetic2.all,2,1,"well I just went with my gut. when you think about ceo's you think about greed and selfishness,",,R_3HRKbUq5mIlgnSf,1
94,xA4,Genetic2.actionable,5,0,"i feel guilty
",,R_3KJaONXzoPSPX7w,0
98,xA4,Genetic2.actionable,2,1,that's nasty,,R_1jEfcNr0LaXeOxM,0
104,xB4,Genetic2.all,5,0,"He is offering a service that may help save lives.  Not only is it a good business decision, it is also a good moral decision.",,R_3GfE7mUrDBl9RZ9,0
117,xA4,Genetic2.actionable,4,0,"I am sort of split on this topic.  I agree that the health risks should be available, but only with relatives in the tree that have already died.  I don't think living relative information should be shared.  I'm actually not sure how I feel about personal information being shared, but think people should know.",,R_8qAc7IQnZE0qLzH,0
123,xB4,Genetic2.all,5,0,"I would like to have the option of knowing what diseases I am at risk for.  If this gives me that information, I can get an early start at the possibility of preventing it or lessening the symptoms.",,R_VKfT4P0UnNCKHgR,0
125,xA4,Genetic2.actionable,2,1,"Personal privacy is very important, especially related to health.  How would the CEO use the results of these genealogical tests?  Would a specific test result cause the employee to pay more for their health insurance?   Too many unanswered questions, regarding the CEO's motivation.
",,R_a9ObDSpZgJxowvv,0
139,xA4,Genetic2.actionable,5,0,People want to know if they have a genetic risk. The CEO is giving them the option in case they decide they want to see and take it further if they are at risk. I see nothing wrong with this.,,R_2OOotFZu6v043JQ,0
143,xA4,Genetic2.actionable,5,0,"I think his decision will help a lot of people, and that he is trying to help the public",,R_1Lu7UjRi3Y86UQG,0
152,xB4,Genetic2.all,1,1,"Without proper counseling and without being under the supervision of a doctor, getting certain types of results could be very difficult to deal with emotionally. I think some of this information should still only be sent to medical professionals for their patients.",,R_30vZU009dsK8nqu,0
158,xB4,Genetic2.all,4,0,The people have a right to know about any health risks that may effect them. It might be go to lead with the fact nothing can be done about it in case the person does not want to know though.,,R_QmPec637xogEDhn,0
163,xA4,Genetic2.actionable,4,0,I think that's a nice thing to do. I like that.,,R_2UYMJ53GVjXZJXF,0
174,xA4,Genetic2.actionable,2,1,CEO have to take care of the needs of the people and also their safety.,,R_O3f4xS3OrnIZRAd,0
176,xB4,Genetic2.all,4,0,I wanted it,,R_3s0auayw3rjvEC0,0
183,xA4,Genetic2.actionable,5,0,"If people knew that they have a genetic mutation they might avoid things that could cause it to worsen. If they did that they would stop or slow the process of whichever disease they have, or will have. This information could save thousands of lives.",,R_2ygcCdbCKnKdGoL,0
189,xB4,Genetic2.all,1,1,"I don't think it's appropriate to offer these finding in this context. This is something that should be addressed by a personal health professional in private, not through a geneaology source.",,R_1M0unq8F4upKDPH,0
194,xA4,Genetic2.actionable,4,0,"I think that the CEO is genuine in wanting to help his clients by offering to see if they have genetic risks for certain health conditions.  The clients have the option to agree to this offer.  The most important thing is for this CEO to assure his clients that their privacy is a must, and that will not be compromised.  The testing and surrounding results must remain private, unless the client gives permission for his/her results to be made public.",,R_3UyAEl6MEUTalbP,0
201,xB4,Genetic2.all,4,0,"If people want to know if they are prone to these mutations, they have a right to know.  If they know, they can start doing something about it.",,R_23f3WMo07uaObBh,0
208,xA4,Genetic2.actionable,5,0,I think it's appropriate since he is only looking for genetic conditions that people can do something about. It would not be appropriate to tell them about factors that have no cure.,,R_UMAYX0pznBni3El,1
209,xB4,Genetic2.all,4,0,"I believe that the decision made by the CEO was somewhat appropriate as he is not crossing lines with this option. It is merely another option given to his clients, not forced upon them and they have the option to see the results but can also choose not to.",,R_SOuWh6tUDB4yyyZ,0
215,xA4,Genetic2.actionable,5,0,"If the information is available, there is no reason that a paying customer shouldn't have access.",,R_2RUm90MFlf0nlyU,0
220,xB4,Genetic2.all,4,0,People should know if there families have higher risks for certain things. People can choose on their own too accept the knowledge or not. People can prevent or cope with conditions.,,R_2WuICyesAoi0d7R,0
225,xB4,Genetic2.all,4,0,"I feel like it's an appropriate decision, however this could become inappropriate, depending on who has access to the genetic information.",,R_3iHWcbaFuC8PVTm,0
228,xA4,Genetic2.actionable,5,0,I think it's appropriate for the CEO to do this because he's informing customers of their potential risks before they make a decision.,,R_1GDHJvJ4A7PPEjM,0
240,xA4,Genetic2.actionable,5,0,The people deserve to see these problems. He even gives them the option to or not to view it. This was the appropriate response.,,R_2TntQf5LI1gysP8,0
244,xB4,Genetic2.all,4,0,"I believe it is certainly a kind gesture by the CEO, as it could certainly end up helping multiple people discover health conditions they would not have known otherwise. This will allow clients to prepare in whatever manner possible depending upon the disease or condition that is discovered. I do wonder if it is cost-effective for the CEO to offer this additional benefits.",,R_417AAX9dvJbqpXz,0
248,xB4,Genetic2.all,5,0,Leaving it up to the clients to see is the best thing he could do in my opinion because they should be the ones to make the  choice.,,R_6ooBF1kw6rPHbpv,0
249,xA4,Genetic2.actionable,4,0,"I feel that if people would like this information, it is appropriate for the CEO of this company to release it. I think it is important to provide disclaimers so that consumers can be aware of what this information means.",,R_1mVFddQu424NiZE,0
258,xA4,Genetic2.actionable,5,0,I believe that that this CEO is giving individual's the opportunity to know whether they need to take more steps to monitor their health. I believe he has good intentions.,,R_1H6N8PnYVagGi6W,0
274,xB4,Genetic2.all,5,0,"I think that regardless of whether or not each condition can be prevented, it is nice for the CEO to offer the option to know. Even if it manages to help just one person live a little longer, it is for the best. If someone decides that they do not want to know, the simply do not have to look.",,R_30eNUPteh8dPoaE,0
277,xA4,Genetic2.actionable,5,0,He wants to help people and is giving them the option to see if they are at risk so they can get treated if necessary.,,R_24uhaf5naB6T5Tn,0
284,xB4,Genetic2.all,4,0,"It's a good gesture for most. Some people aren't going to their product for that information and may not want to think about it, though.",,R_1MiZb0kdj67BYn7,0
288,xA4,Genetic2.actionable,5,0,He's trying to help out society in the way his company can. The empathy he shows towards society is very rare in this day and age.,,R_2X57hJykHLo42si,0
292,xA4,Genetic2.actionable,3,0,It is his choice to do that. It is a personal thing that has nothing to do with work matters.,,R_dgTDcFneZcYhVPr,0
305,xB4,Genetic2.all,5,0,It should be the client's choice regardless of the health conditions being preventable or able to be reduced. The CEO making that option available is what I would want any CEO to do.,,R_3oXbydYBOBI69SQ,0
307,xA4,Genetic2.actionable,3,0,I see this type of industry and disease mongering and preying on people. Accessing genetic code from people to check for disease that can be prevented or mitigated simply through a sound meal plan and exercise is fraudulent.,,R_1Ia6QL7qEH8y0k8,0
316,xB4,Genetic2.all,4,0,people need to know the facts,,R_1qX0MDNSgk643nv,0
323,xA4,Genetic2.actionable,3,0,"As long as people know ahead of time what tests they are subjecting their DNA to, it's not a problem.",,R_eo31OcdCKZDQBgJ,0
331,xB4,Genetic2.all,4,0,"I think the decision to offer people an option to know more about their genetic risks is appropriate, especially since customers will ultimately decide on whether or not they want to view the information. However, I did not choose very appropriate because people might not be well informed that genetic risks do not always translate to a condition.",,R_3DhYKSiNMt3XK2O,0
332,xA4,Genetic2.actionable,4,0,I think it's appropriate. Some people would like to see the results and some may not. Gives them the option.,,R_2xYtOhPj8RRYmAk,0
335,xB4,Genetic2.all,4,0,"His decision could help some people get help for their conditions before it is too late. However, it could also bring some negative feelings if people are unaware of potentially difficult health conditions.",,R_2q8xQautT8BXLlR,0
337,xA4,Genetic2.actionable,5,0,"I think the CEO is doing all they can to ensure that people can be treated for illnesses and know their risks as early as possible. I think it is admirable to offer them this service, when they are not required to.",,R_1F9eLyAZHZArENf,0
346,xB4,Genetic2.all,2,1,It is not really guaranteed if their health risks will be prevented or reduced in any way.,,R_bPJpulTngYkExAl,0
353,xA4,Genetic2.actionable,4,0,Offering a service that helps people is an appropriate decision. I chose somewhat because there isn't a clear motive as to what the CEO has to gain by offering this service. The paragraph also doesn't mention a cost to the clients. Should I assume it is free? Based on my feelings toward CEOs I'm going to assume it is not free.,,R_2E17mcKyIkHqgFE,0
357,xA4,Genetic2.actionable,3,0,"Some people might want to know this information, but unless he can assure that their information will never be shared then it could cause a problem for them in the future.",,R_NUBwfBQveZmw6TD,0
359,xB4,Genetic2.all,4,0,I think that it is thoughtful and it still gives the person the choice in whether or not they want to access the information,,R_3elfnqVLowfBt3U,0
2,xB6,Dating2.questions,3,0,its a good a guess as any,,R_1rvpwLt1QBTxz3w,0
3,xA6,Dating2.friends,4,0,"I think its a fair thing to do, many people get along with mutual friends and its not unheard of to use this method.",,R_2VszFVYGNUOFPxv,0
4,xB6,Dating2.questions,5,0,It is a non-biased way to show people others that are like minded,,R_1GP52Nnabb4zNue,0
20,xA6,Dating2.friends,5,0,"I chose very appropriate, because a lot of the time the best relationships come from people already in your inner-circle in my opinion.",,R_9M0OX7XO3pL6RgZ,0
29,xB6,Dating2.questions,4,0,It seems like the best way to get real matches.,,R_9ZbLfZRd8s3aXLz,0
35,xA6,Dating2.friends,3,0,"Well, I think it's a bad idea, for one. But I wouldn't call it either appropriate or inappropriate as much as I would call it stupid.",,R_1Q6J9jbzLvtfBdb,0
40,xA6,Dating2.friends,2,1,"It just seems very closed-off in the sense that the person most likely won't want to meet people through a dating app that he or she has so many mutual friends with or friends-of-friends with. A dating app is supposed to, in my opinion, lead to you meeting new people that aren't related in any way to your social circle. People might be reluctant to use it if they're only going to be matched with someone based on the number of friends and friends-of-friends that they share on Facebook. In addition, one match a day is too little.",,R_wXJVlTHv4DVt3VL,0
41,xB6,Dating2.questions,5,0,"I feel like that is a good way to ""match"" up users with one another. Chemistry and compatibility are important.",,R_2xJMPzmpBJU93pb,0
52,xA6,Dating2.friends,3,0,I think dating websites can match you using any algorithm they want. I don't think any are appropriate or inappropriate.,,R_2sSJzBJp9wgQ71I,0
62,xA6,Dating2.friends,3,0,I don't feel it's a bad idea. Some people are looking for more matches and some are not. It all depends on the person,,R_2qwOykhz25ZyCcD,0
65,xB6,Dating2.questions,4,0,"From what I know, this is how a dating app is supposed to work.  Dating apps are supposed to match people based on their commonality.",,R_DAEDBynhe1315G9,0
67,xB6,Dating2.questions,5,0,Sounds like a reasonable way to pick out people who might like each other.,,R_Ckb1MH4tEP3NA41,0
74,xA6,Dating2.friends,2,1,I think Facebook is a completely different kind of social media.  People may well want to keep those connections separate from who they are dating.  In addition if any of those people were dating contenders they would have probably already connected without the use of another app.,,R_SJZ0hdLs8g5U7M5,0
80,xA6,Dating2.friends,5,0,I think this is a good way to match because it is likely that you know someone that knows them personally so you can ask them what they think of that person. So if there are any red flags you might know about them and take those into account before meeting up in person.,,R_1E4hmdf9NpYVYjW,0
81,xB6,Dating2.questions,5,0,It's a great way to start showing people other people that they might be interested based on the commonly shared answer to the questions they were asked. I don't feel like it's invasive or rude way to go about a feature in a dating app.,,R_1CecaaiHJd0ovjv,0
92,xA6,Dating2.friends,4,0,it helps close in on matches that you have a higher potential of having something in common with. the chances of finding someone this way sounds better than a complete stranger,,R_3HpHJpCpicxY0TV,0
96,xB6,Dating2.questions,5,0,I think that it is appropriate because there could more potential matches out there. It would be fun to see different personalities come into play.,,R_0x4IbAP6Xxb2l7b,0
105,xB6,Dating2.questions,4,0,Its good to have some things in common with a potential match.  This is a fairly common in dating apps to get a suggested match.,,R_1BRC9Q6ofoj7ie8,0
109,xA6,Dating2.friends,4,0,I think it may be somewhat appropriate to match people on mutual friends they have in common. If you know someone mutual then they have a sense for how each person is and may have some information on them that is important when determining whether they're suitable for each other.,,R_2verStoNXJa99Bo,0
110,xA6,Dating2.friends,2,1,i don't think they should get facebook friends involved. we are on the app to meet new people off of social media platforms.,,R_1psyQhF6NAmMAOg,0
119,xB6,Dating2.questions,4,0,"finding people of similar personality types can work, statistically at least.",,R_O8wR9U0ZUKBNfeF,0
124,xB6,Dating2.questions,4,0,"I would think that 'matches' would generally have similarities in likes, opinions....so if they've answered questions the same they should be a 'match' for each other.",,R_1DXSRAzQF6EaohB,0
132,xA6,Dating2.friends,2,1,"If it was to do that, im guessing it'd need permission and stuff. It kind of seems like it might get into my friends info and that not all that cool.",,R_Q4gH4Cj8rm6u1Zn,0
141,xA6,Dating2.friends,3,0,I don't believe it's either appropriate or inappropriate.  It just sounds like a dumb way to match people.,,R_zSiicreGhl0kvAt,0
142,xB6,Dating2.questions,5,0,"I think it is fair to match users based on similarities between their profile questions. If I were using this site, that is how I would prefer to be matched with someone.",,R_1CxrEx4Vzhw4AUr,0
144,xB6,Dating2.questions,4,0,"I choose this option as it's seems pretty honest. I would think that when people answer questions in the same way that there is a very close understanding and connection. It can be their personality, which overall will help improve the dating with the matchers.",,R_3hbU0UcyDq1FoS3,0
149,xA6,Dating2.friends,3,0,"I chose this option because how many friends and friends of friends have on Facebook doesn't say any thing about the person. One can choose how many frinds one has so it does not mean a thing as far as ""matching"" people.",,R_5hYnUKUwnif5PC9,0
157,xA6,Dating2.friends,3,0,i don't think its a good idea off interests and mutual friends alone,,R_264lKsBBjt31qRA,0
162,xB6,Dating2.questions,4,0,It would show some things the two have incommon but on a very limited basis,,R_2tfJlkJ9wgRTVcS,0
170,xA6,Dating2.friends,3,0,I think that is the way it should be.,,R_3L0y6XE5VqkhgS9,0
173,xB6,Dating2.questions,5,0,I think it makes sense to match people from the questions they answered. At least they will have those things in common.,,R_2VDBtUBdmtnW60z,0
184,xB6,Dating2.questions,5,0,This actually makes a lot of sense to me.  People with the same answers should be compatible.,,R_ToQPymj9iNowV4l,1
185,xA6,Dating2.friends,4,0,I'm not sure I would want to app suggesting people based off my friends list. But at the same time at least you could do your on investigation of the person.,,R_3QLsvRnsHkiceea,0
190,xB6,Dating2.questions,5,0,I think it is smart to suggest potential matches by things they have in common.  It makes weeding through profile after profile easier for the user.,,R_1j8qLN7FDTeinKY,0
198,xA6,Dating2.friends,2,1,"I'm not sure that the dating app needs access to my Facebook. Also, while online dating is certainly more accepted than it once was that doesn't mean I want my entire social circle to know about it. Friends of friends doesn't mean a good match.",,R_3hu3QukPivSzxwY,0
202,xB6,Dating2.questions,4,0,"If people are on a dating app, they expect to receive matches suggested to them by the app.",,R_3nSNPa1WW7CfEbD,0
211,xA6,Dating2.friends,4,0,"I think this is somewhat appropriate. You friends are people that you like and enjoy. If a dating app can suggest potentials based on your friends and friends of friends, then you may have a more success rate of a good match between two people.",,R_3dWb53gPvi9M8Qw,0
224,xB6,Dating2.questions,4,0,I suppose it is good to have common histories but this is not a guarantee of compatibility.  Interests would be a better indicator than demographics.,,R_3iXa7qDiVUV8Kw9,0
229,xA6,Dating2.friends,4,0,I think it's a decent idea. Although I would feel weird letting the dating site access my fscebook..,,R_2zkAMtjtQwKRtg5,0
234,xB6,Dating2.questions,4,0,I think it's a good way of showing people others who may have similarities and common interests.,,R_NVaRr98BtpQlYxH,0
237,xB6,Dating2.questions,2,1,If the computer finds a match that has the same interests as you then your more likely  to find a match. Someone that you could be with for a while.,,R_3oNjUngAFGJ5EjU,0
242,xA6,Dating2.friends,1,1,"The number of friends on Facebook may have nothing to do with personality or like/dislikes in clothing, culture or activities.  This seems like a poor method to match people resulting in many incompatibilities.",,R_3pgWMnfqOkSglZn,1
247,xB6,Dating2.questions,1,1,just because a person filled out more or less profile questions doesn't mean that people should be matched based on those answers. they should be matched by compatibility.,,R_3h3LKpBUAVWLeKx,0
252,xA6,Dating2.friends,4,0,Easier to meet up with or find information about someone if they are a friend of a friend. You could ask your friend about her friend and if she would be interested in a person like yourself etc.,,R_yE1jC4ZXnDxeQDf,0
263,xA6,Dating2.friends,4,0,More friends in common makes you feel like you may 'know them',,R_32QG5gJPkKsRuzT,0
264,xB6,Dating2.questions,4,0,Seems like the best option. I believe what they do is appropriate and fair,,R_PSxWfkJUJTCU7tL,0
272,xA6,Dating2.friends,4,0,I think it matching people based on common friends is appropriate because it shows they might have something in common.  It would be a jumping off point for further conversation online or on a date,,R_5iqmMqOCro2yqgV,0
278,xB6,Dating2.questions,3,0,its not necessarily a bad thing,,R_bKretownEqw4wzT,0
283,xB6,Dating2.questions,4,0,"I could see how that might work because it would give the people a common interest. However, sometimes opposites attract. I think the founders need to be careful to make the questions that they use for this task to be questions revolving around beliefs rather than person interests. I.E. two people who both identify as Catholic rather than two people who mark the same movie as their favorite.",,R_1CswWmLtdgnq2BT,0
285,xA6,Dating2.friends,2,1,It appears that the founders make the decision about the matches rather than the users having the freedom to contact their matches based upon their preferences.,,R_3mjVPmFnFtxYjpc,0
295,xA6,Dating2.friends,4,0,"Because they might share similar interests based on who they are friends. This seems like an okay version, but I can think of better ways to suggest matches.",,R_DkJH0WqNN3xPWzn,0
303,xA6,Dating2.friends,3,0,I feel like using mutual friends is an okay idea but I think using common interest would work better.,,R_1DB8XxWG1nlWAuj,0
311,xB6,Dating2.questions,4,0,"If the people have similar interests based on set questions, they will likely get along. Similar answers will help match people with the same hobbies or personalities. They will have more in common and less awkward first date with more to talk about.",,R_6r5p1dWz5cwHPj3,0
317,xB6,Dating2.questions,5,0,I chose this option because I like how your paired with users with the same answers.,,R_3dFbffCowdZvr5D,0
318,xA6,Dating2.friends,1,1,"I don't like the idea because it generates you a new match daily hence where's that leave the person you may have been previously likening?! It seems like vey unhealthy dating measures, I personally would not use the app.",,R_2fpvENGiCEzxHbZ,0
324,xB6,Dating2.questions,3,0,"I chose that option because it didn't lean to heavily to one side or the other. I don't agree with dating apps and there premise, but that's the world we live in, and there are dating apps in the real word that are more superficial than this matching policy.",,R_9vLGzSF1j1m9N5v,0
339,xB6,Dating2.questions,4,0,"similarities in profiles could mean people are compatible, so i think it is appropriate",,R_bQtjlm5jKhZq69H,0
342,xA6,Dating2.friends,2,1,"I think that it is somewhat appropriate because it just suggests a new match.  However, it is being too forward in suggesting another person.  I thought the idea of dating apps was to browse by yourself for a good match.",,R_VQhj7hj18coc6FH,0
345,xB6,Dating2.questions,5,0,It goes by the computer generated answer to the profile questions a client asks.  The computer is guessing by questions who is similar and would make a good fit.,,R_2CNAQt4qdWItI4S,0
352,xA6,Dating2.friends,4,0,"I think it sounds like a good, fun idea",,R_2TtnXH4KaQXAp1O,0
8,xB2,Dating1.somewhat,4,0,Sometimes it seems opposite attract.  It would be good not to be so similar.,,R_bsaTc02SICpzQbv,0
10,xA2,Dating1.very,4,0,"I don't see why this is harmless. If you match up with someone with very similar tastes as you, I believe you should be happy. This is what the customer signed up for, anyway.",,R_2V8gv5JyVeUgiu5,0
13,xA2,Dating1.very,4,0,It will help people get along easier. There will be a higher chance for people to get to know each other if they start out with things in common.,,R_3CP0rGSOS4OrCFX,0
18,xB2,Dating1.somewhat,4,0,i dont see an issue tweaking the product like this,,R_UF7gdSFwvJa4YnL,0
24,xA2,Dating1.very,5,0,I feel like letting people match on how they are similar is a good thing. I think this will allow for more people who have a lot in common to match and find connections.,,R_3oZVh7IlsK4zVDd,0
30,xB2,Dating1.somewhat,4,0,I don't see anything inappropriate with it. It sounds like a good change to increase customer satisfaction.,,R_2fxNWB6eh5QTo2m,0
51,xB2,Dating1.somewhat,3,0,"It is his website, he can do what he wants.  Users don't have to use the site or date the matches.",,R_2TGD8duAQGgtfk4,0
58,xA2,Dating1.very,5,0,People that are serious about dating don't want to waste time and energy dealing with people that they are not compatible with. The CEO is only trying to improve customer satisfaction by ensuring that customers meet the right person.,,R_1eQylXt5JvMM42t,0
59,xA2,Dating1.very,5,0,It seems like the way that most dating sites work.,,R_1QAvy7n3bwjc1Yz,0
60,xB2,Dating1.somewhat,4,0,I choose this option because they are somewhat similar and many couples need to only some similarities to be connected.  My husband and I have some similarities but we are very different in ways as well.,,R_bm6jlhdb3gUMzXX,0
69,xB2,Dating1.somewhat,2,1,It is fine as long as he is up front about it. It would kind of help people.,,R_6rEI28ke4nw7dlv,0
75,xA2,Dating1.very,5,0,It keeps people from randomly contacting people that really aren't a good fit for them.,,R_1f6KbnQKqBb0IkX,0
78,xB2,Dating1.somewhat,4,0,A person who is a good match for you shouldn't be exactly like you.  They should have some core values that are similar but it's good to have someone who likes some different things.  They can bring you out of your box and let you experience more of life.,,R_1rAjMYpsrnsQ0iV,0
84,xA2,Dating1.very,4,0,He is trying to match people together based on their interests.  I think it's a good idea that makes his business better.,,R_2rAelxliqcHSTLl,0
93,xA2,Dating1.very,5,0,"Being ""very similiar"" allows you to meet new people that you otherwise might not encounter.",,R_XHrbblgF7FKaOAx,0
100,xB2,Dating1.somewhat,2,1,"It would be better if he disseminated this new practice to users. It's a bit shady but he isn't just randomly matching people, at least.",,R_2vemRgANUMJ3azL,0
106,xB2,Dating1.somewhat,2,1,I think he should allow members to contact anyone.,,R_xxvuSJVC08x6ReV,1
108,xA2,Dating1.very,3,0,because it a toss up you only can expect so much in this situation so i stay neutral,,R_1MLCaUieGJOpvX3,0
111,xB2,Dating1.somewhat,3,0,"ITs up to the customers of this service to decide whether or not they like this new algorithm.  If they are dissatisfied, they will express disapproval, or possibly unsubscribe from this service.",,R_2xKqvtYbmcFlibi,0
116,xA2,Dating1.very,5,0,"It is a logical way of achieving his goal.  The website is supposed to match people who interest each other, so matching similar people should reasonably accomplish this.",,R_qxxik6HD2fGZqFz,0
128,xA2,Dating1.very,1,1,I feel that his actions are misleading.,,R_2COeCYqKTer2n5h,0
131,xB2,Dating1.somewhat,4,0,"They say opposites attract, but obviously a couple has to have something in common as well. Therefore, I chose somewhat appropriate because by matching couples with somethings in common but not everything in common the CEO will likely create better matches.",,R_XsP4AnWCZx90hXj,0
133,xA2,Dating1.very,4,0,"The reason for my choice is because by matching people who are similar to each other, they will have more things to bond with. By bonding with people with similar interests, longer relationships will be developed because they are similar to each other. This will increase the chances of the them dating each other which can spread as a story and bring others to the dating service.",,R_2zFN1Pcp3UZgNwT,0
