StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,xA1,xB1,xA2,xB2,xA3,xB3,xA4,xB4,xA5,xB5,xA6,xB6,free_response
2017-09-20 14:15:17,2017-09-20 14:19:58,0,173.81.132.249,100,280,1,2017-09-20 14:19:58,R_3fW4JobXmKMlVc0,,,,,38.296798706055,-81.554702758789,anonymous,EN,,,,,,4,,,,,,,To me I think it is great that they test for another disease. This way a person knows if they will have dementia.
2017-09-20 14:18:02,2017-09-20 14:20:14,0,4.35.92.11,100,132,1,2017-09-20 14:20:14,R_0NRpvihuCjB3b3j,,,,,40.714294433594,-74.005996704102,anonymous,EN,,,,,,,4,,,,,,"I think his idea is good and adds value to the service, but there may be unforeseen consequences such as if insurance companies were to misuse the info.  I'd be tempted to get a free genetic analysis, but would be very careful to read what they are permitted to do with my data."
2017-09-20 14:16:51,2017-09-20 14:20:19,0,184.226.99.255,100,208,1,2017-09-20 14:20:19,R_1odOmJ43Ervu76f,,,,,29.770202636719,-95.362800598145,anonymous,EN,,,,,,2,,,,,,,There's little information about whether customers have agreed to this prior to testing.  Will using some of this material jeopordize the original ancestry analysis or possibly give an incomplete answer to dementia test.  More disclosure is needed.
2017-09-20 14:17:44,2017-09-20 14:20:20,0,174.45.240.207,100,155,1,2017-09-20 14:20:20,R_SJZ0hdLs8g5U7M5,,,,,45.766098022461,-108.57890319824,anonymous,EN,,,,,,,,,,,2,,I think Facebook is a completely different kind of social media.  People may well want to keep those connections separate from who they are dating.  In addition if any of those people were dating contenders they would have probably already connected without the use of another app.
2017-09-20 14:19:38,2017-09-20 14:20:34,0,173.93.84.103,100,55,1,2017-09-20 14:20:34,R_1f6KbnQKqBb0IkX,,,,,34.148406982422,-77.861999511719,anonymous,EN,,,5,,,,,,,,,,It keeps people from randomly contacting people that really aren't a good fit for them.
2017-09-20 14:19:55,2017-09-20 14:21:18,0,108.66.82.72,100,83,1,2017-09-20 14:21:18,R_22lfMRaCM0L6Tr4,,,,,32.625198364258,-90.022903442383,anonymous,EN,,3,,,,,,,,,,,I don't trust the concept of self driving cars and think this will be disastrous for everyone.
2017-09-20 14:19:39,2017-09-20 14:21:19,0,73.177.103.254,100,99,1,2017-09-20 14:21:19,R_RmZTIQ3x7i22Ra1,,,,,35.285995483398,-89.708099365234,anonymous,EN,,,,,3,,,,,,,,"I don't understand if this is offered or done without their consent. if it's done without consent it's very inappropriate. No test should be done without consent, whether you want results or not."
2017-09-20 14:20:26,2017-09-20 14:22:10,0,151.202.49.156,100,103,1,2017-09-20 14:22:10,R_1rAjMYpsrnsQ0iV,,,,,40.668701171875,-74.114303588867,anonymous,EN,,,,4,,,,,,,,,"A person who is a good match for you shouldn't be exactly like you.  They should have some core values that are similar but it's good to have someone who likes some different things.  They can bring you out of your box and let you experience more of life. "
2017-09-20 14:19:53,2017-09-20 14:22:21,0,69.7.127.79,100,148,1,2017-09-20 14:22:21,R_WC1MU4D2Raq7gnn,,,,,40.626495361328,-106.92720031738,anonymous,EN,,,,,,,3,,,,,,I feel that the additional choices are better for all.
2017-09-20 14:20:55,2017-09-20 14:23:41,0,72.220.86.68,100,165,1,2017-09-20 14:23:41,R_1E4hmdf9NpYVYjW,,,,,32.636093139648,-117.05319976807,anonymous,EN,,,,,,,,,,,5,,I think this is a good way to match because it is likely that you know someone that knows them personally so you can ask them what they think of that person. So if there are any red flags you might know about them and take those into account before meeting up in person.
2017-09-20 14:19:29,2017-09-20 14:23:56,0,75.174.130.254,100,266,1,2017-09-20 14:23:56,R_1CecaaiHJd0ovjv,,,,,43.612106323242,-116.39149475098,anonymous,EN,,,,,,,,,,,,5,"It's a great way to start showing people other people that they might be interested based on the commonly shared answer to the questions they were asked. I don't feel like it's invasive or rude way to go about a feature in a dating app. "
2017-09-20 14:22:05,2017-09-20 14:24:02,0,24.93.67.158,100,116,1,2017-09-20 14:24:03,R_3NvUDBpEZsNbZIe,,,,,35.123199462891,-80.934303283691,anonymous,EN,,,,,,1,,,,,,,"It amounts to an unauthorized use of the client's genetic materials, I would expect a company to only do something like those additional tests with prior authorization from the client.  Furthermore, if such testing were able to be performed, the type of testing, i.e. what is being tested for, should also be up to the client, and not the company to decide. "
2017-09-20 14:23:53,2017-09-20 14:25:06,0,172.3.220.145,100,72,1,2017-09-20 14:25:06,R_2zvxpoUiwe0rkLF,,,,,29.48210144043,-98.455596923828,anonymous,EN,,,,,,,,,3,,,,"Because this technology is so new the outcome of allowing the car to be self driven is not known so I dont know if this is an appropriate decision or not. "
2017-09-20 14:23:05,2017-09-20 14:25:15,0,75.120.221.99,100,129,1,2017-09-20 14:25:15,R_2rAelxliqcHSTLl,,,,,33.646392822266,-86.569602966309,anonymous,EN,,,4,,,,,,,,,,He is trying to match people together based on their interests.  I think it's a good idea that makes his business better.
2017-09-20 14:21:34,2017-09-20 14:25:40,0,138.254.99.50,100,245,1,2017-09-20 14:25:40,R_3HRKbUq5mIlgnSf,,,,,31.549301147461,-97.146697998047,anonymous,EN,,,,,,,,2,,,,,"well I just went with my gut. when you think about ceo's you think about greed and selfishness,"
2017-09-20 14:22:52,2017-09-20 14:25:52,0,207.254.165.131,100,179,1,2017-09-20 14:25:52,R_1mfp2PZj11fUyiA,,,,,37.350601196289,-94.681900024414,anonymous,EN,1,,,,,,,,,,,,"When a light is turning yellow, there are some cars that need to excelerate to get through or they will end up stopped partially in the intersection, but there are other times there is plenty of room to stop. If you are behind two or more vehicles, each in a different lane, that are accelerating because there is not enough stopping distance, and there are no other cars around that are deccelerating, then you would accelerate and end up in the intersection after the light turned red."
2017-09-20 14:23:44,2017-09-20 14:26:09,0,104.187.116.174,100,145,1,2017-09-20 14:26:10,R_1dM2HTg9tazrfJM,,,,,32.919296264648,-96.982002258301,anonymous,EN,,,,,4,,,,,,,,The decision is up to the customer/adult.
2017-09-20 14:24:09,2017-09-20 14:26:23,0,96.59.248.8,100,134,1,2017-09-20 14:26:23,R_x9DPzyUc7TrBmeJ,,,,,27.866104125977,-82.326499938965,anonymous,EN,,,,,,,,,,5,,,Well it would be a lot safer if you can override the system in case of emergency. I would be less likely to get in a car that i could not control in case i had to.
2017-09-20 14:23:04,2017-09-20 14:27:01,0,217.73.137.124,100,237,1,2017-09-20 14:27:01,R_1pYD8QTulIFMjlx,,,,,41.327499389648,19.818893432617,anonymous,EN,,,,,,,,,5,,,,it is more appropriate for the car to be controlled by human beings. We can not fully believe in a car driving system. It may happen that the system implemented in the car has problems then they should intervene to solve the problem and to avoid accidents
2017-09-20 14:25:16,2017-09-20 14:27:14,0,45.56.36.155,100,118,1,2017-09-20 14:27:14,R_4ZrGii7K7HMr8rv,,,,,40.339294433594,-111.57089996338,anonymous,EN,,5,,,,,,,,,,,"A yellow light means to slow down, so as long as the car isn't coming to a complete stop where it stands at a yellow light, braking when coming upon a yellow light is the exact physical action one should take."
2017-09-20 14:27:14,2017-09-20 14:27:30,0,69.242.182.26,100,16,1,2017-09-20 14:27:30,R_2ZKUXjgTsIngdr0,,,,,38.992706298828,-94.215103149414,anonymous,EN,,,,,,3,,,,,,,n/a
2017-09-20 14:25:02,2017-09-20 14:27:53,0,71.218.160.5,100,171,1,2017-09-20 14:27:54,R_3HpHJpCpicxY0TV,,,,,39.694793701172,-105.03359985352,anonymous,EN,,,,,,,,,,,4,,it helps close in on matches that you have a higher potential of having something in common with. the chances of finding someone this way sounds better than a complete stranger
2017-09-20 14:27:17,2017-09-20 14:28:24,0,97.84.70.221,100,67,1,2017-09-20 14:28:24,R_XHrbblgF7FKaOAx,,,,,37.069198608398,-121.55670166016,anonymous,EN,,,5,,,,,,,,,,"Being ""very similiar"" allows you to meet new people that you otherwise might not encounter."
2017-09-20 14:29:15,2017-09-20 14:30:14,0,138.128.246.20,100,58,1,2017-09-20 14:30:14,R_3KJaONXzoPSPX7w,,,,,40.739105224609,-73.982597351074,anonymous,EN,,,,,,,5,,,,,,"i feel guilty
"
2017-09-20 14:29:29,2017-09-20 14:31:20,0,73.192.238.54,100,110,1,2017-09-20 14:31:20,R_1loU4BxnGPZseUR,,,,,39.080001831055,-121.55169677734,anonymous,EN,,,,,,,,,,5,,,the override option would make people feel safe and in control if the need happens.
2017-09-20 14:24:13,2017-09-20 14:31:49,0,68.59.23.65,100,456,1,2017-09-20 14:31:50,R_0x4IbAP6Xxb2l7b,,,,,42.375595092773,-83.108497619629,anonymous,EN,,,,,,,,,,,,5,"I think that it is appropriate because there could more potential matches out there. It would be fun to see different personalities come into play. "
2017-09-20 14:30:15,2017-09-20 14:31:53,0,207.172.209.88,100,97,1,2017-09-20 14:31:53,R_2SB9zDEH3P12L2q,,,,,42.415496826172,-71.175598144531,anonymous,EN,1,,,,,,,,,,,,"I think this would be dangerous ... some drivers misjudge their timing, etc. when they're near a traffic light, and if an automated car imitated them it could lead to bad accidents. Also, even if a driver nearby makes the light, there's no guarantee that a car behind it would -- or that ongoing traffic would adjust."
2017-09-20 14:32:41,2017-09-20 14:32:54,0,67.7.233.42,100,12,1,2017-09-20 14:32:54,R_1jEfcNr0LaXeOxM,,,,,47.01969909668,-92.08699798584,anonymous,EN,,,,,,,2,,,,,,that's nasty
2017-09-20 14:31:38,2017-09-20 14:33:07,0,72.33.2.72,100,88,1,2017-09-20 14:33:07,R_2VKNjk84njEZoxL,,,,,43.073104858398,-89.40119934082,anonymous,EN,,,,,5,,,,,,,,"People should know if they will suffer from something later in life, and the director is helping them find out what they might suffer from. He's giving them knowledge of their possible future, and it is a good thing to do."
2017-09-20 14:31:03,2017-09-20 14:33:10,0,73.126.71.86,100,126,1,2017-09-20 14:33:10,R_2vemRgANUMJ3azL,,,,,42.296997070312,-71.219596862793,anonymous,EN,,,,2,,,,,,,,,"It would be better if he disseminated this new practice to users. It's a bit shady but he isn't just randomly matching people, at least."
2017-09-20 14:31:31,2017-09-20 14:33:13,0,74.9.178.122,100,101,1,2017-09-20 14:33:13,R_RVox0IfFhb2sie5,,,,,41.777893066406,-72.703201293945,anonymous,EN,,,,,,3,,,,,,,"I'm leaning more towards middle-of-the-road because i don't know the other medical disorders that the test would be capable of identifying. Dementia seems like a legitimate health issue that others might want to know, but if there were other items like, cancer for example, I might disagree with the directors decision. "
2017-09-20 14:32:29,2017-09-20 14:34:15,0,47.37.177.106,100,105,1,2017-09-20 14:34:15,R_2xPi7TlT4QsIclg,,,,,33.862701416016,-118.18069458008,anonymous,EN,,,,,,,,,5,,,,"I think it's important to have some sort of override to the autonomy of the cars.  Also, knowing that there is a sense of control when you need it will give people peace of mind when riding in one of these vehicles."
2017-09-20 14:30:31,2017-09-20 14:35:04,0,76.107.21.139,100,273,1,2017-09-20 14:35:04,R_12lpHd51AoLTdcJ,,,,,32.388198852539,-93.806602478027,anonymous,EN,,,,,,,,,,5,,,"If there happens to be computer error, then a person has to take control to prevent an accident"
2017-09-20 14:33:56,2017-09-20 14:35:25,0,108.55.86.163,100,89,1,2017-09-20 14:35:26,R_3GfE7mUrDBl9RZ9,,,,,40.391494750977,-76.438102722168,anonymous,EN,,,,,,,,5,,,,,"He is offering a service that may help save lives.  Not only is it a good business decision, it is also a good moral decision."
2017-09-20 14:34:53,2017-09-20 14:36:07,0,174.126.196.171,100,73,1,2017-09-20 14:36:07,R_1BRC9Q6ofoj7ie8,,,,,43.494400024414,-116.61790466309,anonymous,EN,,,,,,,,,,,,4,Its good to have some things in common with a potential match.  This is a fairly common in dating apps to get a suggested match.
2017-09-20 14:33:32,2017-09-20 14:36:32,0,64.183.42.97,100,179,1,2017-09-20 14:36:32,R_xxvuSJVC08x6ReV,,,,,34.076202392578,-118.31039428711,anonymous,EN,,,,2,,,,,,,,,"I think he should allow members to contact anyone. "
2017-09-20 14:35:28,2017-09-20 14:36:55,0,168.169.226.88,100,87,1,2017-09-20 14:36:55,R_2bVrYRE1Bag9aaZ,,,,,42.481704711914,-79.328201293945,anonymous,EN,,4,,,,,,,,,,,"I think that it most cases this is the best option, based on the assumption that the collision danger is that of cross traffic. However, I would only support this if the algorithms that control this decision also take into account cars behind the vehicle, so that the braking isn't done so sudden that it causes the driver behind the car to hit the vehicle. "
2017-09-20 14:35:52,2017-09-20 14:37:05,0,174.204.1.107,100,73,1,2017-09-20 14:37:06,R_1MLCaUieGJOpvX3,,,,,38.739501953125,-76.911796569824,anonymous,EN,,,3,,,,,,,,,,because it a toss up you only can expect so much in this situation so i stay neutral
2017-09-20 14:35:14,2017-09-20 14:37:50,0,99.122.203.160,100,156,1,2017-09-20 14:37:51,R_2verStoNXJa99Bo,,,,,41.649993896484,-83.674102783203,anonymous,EN,,,,,,,,,,,4,,"I think it may be somewhat appropriate to match people on mutual friends they have in common. If you know someone mutual then they have a sense for how each person is and may have some information on them that is important when determining whether they're suitable for each other. "
2017-09-20 14:37:23,2017-09-20 14:38:49,0,99.153.165.97,100,86,1,2017-09-20 14:38:50,R_1psyQhF6NAmMAOg,,,,,26.114303588867,-80.384002685547,anonymous,EN,,,,,,,,,,,2,,i don't think they should get facebook friends involved. we are on the app to meet new people off of social media platforms.
2017-09-20 14:37:21,2017-09-20 14:38:55,0,73.79.233.39,100,93,1,2017-09-20 14:38:55,R_2xKqvtYbmcFlibi,,,,,40.335693359375,-75.926902770996,anonymous,EN,,,,3,,,,,,,,,"ITs up to the customers of this service to decide whether or not they like this new algorithm.  If they are dissatisfied, they will express disapproval, or possibly unsubscribe from this service."
2017-09-20 14:36:18,2017-09-20 14:38:57,0,71.218.134.249,100,158,1,2017-09-20 14:38:57,R_29v2O6CKxs3speg,,,,,39.731994628906,-104.98390197754,anonymous,EN,4,,,,,,,,,,,,"There is usually only time for one car to go through a yellow light safely.  If all cars were programmed to match the braking behavior of that one car approaching the yellow life, this would be fine.  But if the one car approaching the yellow light is accelerating and the other cars match that behavior, it would be dangerous."
2017-09-20 14:38:13,2017-09-20 14:39:14,0,174.228.142.201,100,60,1,2017-09-20 14:39:14,R_323eWniFbLJdjEZ,,,,,26.621704101562,-81.840599060059,anonymous,EN,,,,,,,,,5,,,,"I think that until these cars are fully tested and we know more about them, having a human option to intervene is a safe idea."
2017-09-20 14:37:52,2017-09-20 14:39:39,0,172.98.84.195,100,106,1,2017-09-20 14:39:39,R_2e8CgOQKKPdjsGl,,,,,33.748001098633,-84.385803222656,anonymous,EN,,,,,,,,,,3,,,it may give positive nor negative opinion of the people
2017-09-20 14:36:51,2017-09-20 14:39:51,0,73.126.58.15,100,180,1,2017-09-20 14:39:51,R_2VD3hDhumEgwAGU,,,,,41.315795898438,-73.135398864746,anonymous,EN,,,,,2,,,,,,,,It should be an optional addition to the ancestry test. Employees of this company should be able to opt out of the cancer screening because the information may be used against them.
2017-09-20 14:40:10,2017-09-20 14:41:08,0,108.236.6.76,100,58,1,2017-09-20 14:41:09,R_qxxik6HD2fGZqFz,,,,,29.781295776367,-90.044403076172,anonymous,EN,,,5,,,,,,,,,,"It is a logical way of achieving his goal.  The website is supposed to match people who interest each other, so matching similar people should reasonably accomplish this."
2017-09-20 14:39:06,2017-09-20 14:41:26,0,68.48.214.15,100,139,1,2017-09-20 14:41:26,R_8qAc7IQnZE0qLzH,,,,,43.248596191406,-86.138298034668,anonymous,EN,,,,,,,4,,,,,,"I am sort of split on this topic.  I agree that the health risks should be available, but only with relatives in the tree that have already died.  I don't think living relative information should be shared.  I'm actually not sure how I feel about personal information being shared, but think people should know.  "
2017-09-20 14:38:51,2017-09-20 14:41:55,0,124.105.111.119,100,183,1,2017-09-20 14:41:55,R_2v2m9xlMTLFT0Al,,,,,14.595504760742,120.97210693359,anonymous,EN,,,,,,5,,,,,,,I think it would be useful for people to know so they can prepare for any eventuality. I'd want to know myself if I could develop dementia.
2017-09-20 14:41:04,2017-09-20 14:42:11,0,184.15.49.30,100,66,1,2017-09-20 14:42:11,R_O8wR9U0ZUKBNfeF,,,,,39.410293579102,-80.477401733398,anonymous,EN,,,,,,,,,,,,4,"finding people of similar personality types can work, statistically at least."
2017-09-20 14:43:19,2017-09-20 14:43:40,0,73.245.0.242,100,20,1,2017-09-20 14:43:40,R_116f5veQiw220vF,,,,,26.184005737305,-80.133796691895,anonymous,EN,,,,,,3,,,,,,,"
I think this would be the best choice given my indefference towards the situation."
2017-09-20 14:41:44,2017-09-20 14:43:46,0,184.152.182.135,100,121,1,2017-09-20 14:43:46,R_1OJmiFFmPyXVetF,,,,,40.73860168457,-73.722396850586,anonymous,EN,,5,,,,,,,,,,,Because it seems like the most logical thing to do. In order to ensure safety of everybody the car should be programmed to slow down when they are close to a yellow light.
2017-09-20 14:44:30,2017-09-20 14:46:20,0,199.244.219.40,100,109,1,2017-09-20 14:46:21,R_272RamUs4rZYWJm,,,,,37.627304077148,-77.543701171875,anonymous,EN,,5,,,,,,,,,,,"I chose this option because it is the best out of the ones presented. With the breaking at yellow, it would prevent accidents from red light runners."
2017-09-20 14:45:34,2017-09-20 14:47:15,0,70.160.156.72,100,101,1,2017-09-20 14:47:15,R_VKfT4P0UnNCKHgR,,,,,36.67529296875,-75.91609954834,anonymous,EN,,,,,,,,5,,,,,"I would like to have the option of knowing what diseases I am at risk for.  If this gives me that information, I can get an early start at the possibility of preventing it or lessening the symptoms."
2017-09-20 14:45:59,2017-09-20 14:47:22,0,70.61.229.230,100,82,1,2017-09-20 14:47:22,R_1DXSRAzQF6EaohB,,,,,40.778793334961,-82.45719909668,anonymous,EN,,,,,,,,,,,,4,"I would think that 'matches' would generally have similarities in likes, opinions....so if they've answered questions the same they should be a 'match' for each other."
2017-09-20 14:45:46,2017-09-20 14:47:36,0,73.75.93.251,100,109,1,2017-09-20 14:47:36,R_a9ObDSpZgJxowvv,,,,,42.10319519043,-88.069900512695,anonymous,EN,,,,,,,2,,,,,,"Personal privacy is very important, especially related to health.  How would the CEO use the results of these genealogical tests?  Would a specific test result cause the employee to pay more for their health insurance?   Too many unanswered questions, regarding the CEO's motivation.
"
2017-09-20 14:47:41,2017-09-20 14:48:34,0,71.48.49.9,100,52,1,2017-09-20 14:48:35,R_1H74hPdL5aBcMzB,,,,,36.247299194336,-115.23220062256,anonymous,EN,,,,,5,,,,,,,,"It was appropriate because it is an important issue in society,  It also does not cost anymore. "
2017-09-20 14:46:55,2017-09-20 14:48:35,0,24.180.177.95,100,99,1,2017-09-20 14:48:36,R_8ukiOy91joGzOrT,,,,,42.770492553711,-83.746696472168,anonymous,EN,4,,,,,,,,,,,,if someone is speeding up the car might run a red light vs stopping.  However it will stop a lot of car from being rear ended by sudden stops.
2017-09-20 14:48:01,2017-09-20 14:50:53,0,50.233.75.62,100,172,1,2017-09-20 14:50:54,R_2COeCYqKTer2n5h,,,,,39.089202880859,-77.183502197266,anonymous,EN,,,1,,,,,,,,,,I feel that his actions are misleading.
2017-09-20 14:49:47,2017-09-20 14:51:53,0,24.182.135.46,100,125,1,2017-09-20 14:51:53,R_2TBQfOAK3uL88we,,,,,38.607604980469,-90.559700012207,anonymous,EN,,,,,,,,,,5,,,We have been driving without self-mode and it is the reason why we have to take a drivers test. This should be a rule.
2017-09-20 14:51:15,2017-09-20 14:52:10,0,68.134.73.80,100,54,1,2017-09-20 14:52:10,R_2sckITudQPLvy2L,,,,,39.47380065918,-76.289398193359,anonymous,EN,,,,,,,,,5,,,,"It allows people to use the safer self driving option while also allowing them to take control if they see the car is going the wrong way. "
2017-09-20 14:51:22,2017-09-20 14:53:27,0,173.80.99.180,100,124,1,2017-09-20 14:53:27,R_XsP4AnWCZx90hXj,,,,,38.239807128906,-81.49169921875,anonymous,EN,,,,4,,,,,,,,,"They say opposites attract, but obviously a couple has to have something in common as well. Therefore, I chose somewhat appropriate because by matching couples with somethings in common but not everything in common the CEO will likely create better matches."
2017-09-20 14:51:32,2017-09-20 14:54:57,0,172.14.18.184,100,205,1,2017-09-20 14:54:58,R_Q4gH4Cj8rm6u1Zn,,,,,38.714401245117,-121.85290527344,anonymous,EN,,,,,,,,,,,2,,"If it was to do that, im guessing it'd need permission and stuff. It kind of seems like it might get into my friends info and that not all that cool."
2017-09-20 14:54:50,2017-09-20 14:56:57,0,207.237.53.170,100,127,1,2017-09-20 14:56:57,R_2zFN1Pcp3UZgNwT,,,,,40.735397338867,-73.878303527832,anonymous,EN,,,4,,,,,,,,,,"The reason for my choice is because by matching people who are similar to each other, they will have more things to bond with. By bonding with people with similar interests, longer relationships will be developed because they are similar to each other. This will increase the chances of the them dating each other which can spread as a story and bring others to the dating service."
2017-09-20 14:54:43,2017-09-20 14:57:10,0,74.130.144.133,100,147,1,2017-09-20 14:57:10,R_sX7nlGgA345W1iN,,,,,38.758407592773,-85.807998657227,anonymous,EN,,5,,,,,,,,,,,A yellow sign is a signal to slow down because the light is about to turn red - this applies to humans so there's no reason it shouldn't apply to self driving cars too
2017-09-20 14:57:41,2017-09-20 14:58:37,0,67.242.110.168,100,56,1,2017-09-20 14:58:37,R_Z9tt1AljVq8lhUB,,,,,42.196197509766,-75.888496398926,anonymous,EN,,,,5,,,,,,,,,"I don't think anyone will be taken advantage of or have a bad experience. I also think that it will be a good move for the company. "
2017-09-20 14:58:10,2017-09-20 14:59:04,0,64.61.77.10,100,54,1,2017-09-20 14:59:05,R_2fllPLVc9SjyguD,,,,,40.727996826172,-73.945297241211,anonymous,EN,,,,,,,,,4,,,,"I am not sure about the safety of self-driving cars. "
2017-09-20 14:58:57,2017-09-20 14:59:09,0,69.174.173.116,100,11,1,2017-09-20 14:59:09,R_De3yyiiIuJZINGh,,,,,40.528198242188,-88.980102539062,anonymous,EN,,,,,4,,,,,,,,because it was best
2017-09-20 14:59:17,2017-09-20 15:00:29,0,70.191.126.62,100,71,1,2017-09-20 15:00:29,R_1f9IaFNiGBaI6NJ,,,,,41.481704711914,-81.802398681641,anonymous,EN,,,,,,2,,,,,,,"As someone who has a genetic condition, I would appreciate having this information so that I could make informed decisions about my and my family's health."
2017-09-20 14:59:06,2017-09-20 15:00:43,0,100.38.235.241,100,96,1,2017-09-20 15:00:44,R_2OOotFZu6v043JQ,,,,,40.861801147461,-73.315101623535,anonymous,EN,,,,,,,5,,,,,,People want to know if they have a genetic risk. The CEO is giving them the option in case they decide they want to see and take it further if they are at risk. I see nothing wrong with this.
2017-09-20 14:58:03,2017-09-20 15:01:24,0,24.38.42.178,100,200,1,2017-09-20 15:01:25,R_3pgKUNLxlCwPXGK,,,,,41.061004638672,-73.542900085449,anonymous,EN,,,,,,,,,,5,,,I applaud the decision of the CEO. Self-driving cars still have the probabilities that something might go wrong with the car's system and knowing that a human can have as much control over the car if something goes wrong or the human thinks that his life might be in danger means that the CEO of this company takes his potential clients safety in mind.
2017-09-20 15:00:58,2017-09-20 15:04:02,0,72.204.5.220,100,183,1,2017-09-20 15:04:02,R_zSiicreGhl0kvAt,,,,,36.118896484375,-93.984001159668,anonymous,EN,,,,,,,,,,,3,,"I don't believe it's either appropriate or inappropriate.  It just sounds like a dumb way to match people.  "
2017-09-20 15:03:27,2017-09-20 15:06:40,0,104.184.129.9,100,192,1,2017-09-20 15:06:41,R_1CxrEx4Vzhw4AUr,,,,,30.002807617188,-95.396301269531,anonymous,EN,,,,,,,,,,,,5,"I think it is fair to match users based on similarities between their profile questions. If I were using this site, that is how I would prefer to be matched with someone. "
2017-09-20 15:06:23,2017-09-20 15:07:40,0,206.212.36.160,100,77,1,2017-09-20 15:07:41,R_1Lu7UjRi3Y86UQG,,,,,38.422103881836,-82.404998779297,anonymous,EN,,,,,,,5,,,,,,"I think his decision will help a lot of people, and that he is trying to help the public"
2017-09-20 15:03:52,2017-09-20 15:08:47,0,98.116.6.114,100,295,1,2017-09-20 15:08:48,R_3hbU0UcyDq1FoS3,,,,,40.663101196289,-73.762199401855,anonymous,EN,,,,,,,,,,,,4,"I choose this option as it's seems pretty honest. I would think that when people answer questions in the same way that there is a very close understanding and connection. It can be their personality, which overall will help improve the dating with the matchers. "
2017-09-20 15:07:44,2017-09-20 15:08:56,0,97.83.88.158,100,71,1,2017-09-20 15:08:56,R_1OCV0VjXMbl1dfC,,,,,45.545196533203,-84.355003356934,anonymous,EN,,,,,5,,,,,,,,"I don't have any issues with value adding to a testing service.  If the potential testing can provide additional facts or information, then fine."
2017-09-20 15:07:26,2017-09-20 15:09:49,0,73.119.0.86,100,142,1,2017-09-20 15:09:50,R_3iQLrX8FVUU4QEe,,,,,42.399703979492,-71.031600952148,anonymous,EN,,,,4,,,,,,,,,iT SEEMS LIKE A REASONABLE WAY TO GET PEOPLE TOGETHER.  HAVING THE SAME INTERESTS IS WHY MOST PEOPLE START DATING IN THE FIRST PLACE.
2017-09-20 15:09:15,2017-09-20 15:10:26,0,96.243.40.85,100,71,1,2017-09-20 15:10:27,R_1E1fQR8FSCQeCvp,,,,,42.919692993164,-78.877899169922,anonymous,EN,,4,,,,,,,,,,,It appears to be that the director has decided in the interest of safety to stop the car rather than let it go through a late yellow light.
2017-09-20 15:12:17,2017-09-20 15:13:07,0,23.25.80.129,100,49,1,2017-09-20 15:13:07,R_1eW2I0FiDpIaCHF,,,,,40.449493408203,-79.987998962402,anonymous,EN,,,,,,4,,,,,,,"dementia is increasing in commonality.  "
2017-09-20 15:11:59,2017-09-20 15:14:12,0,108.35.85.168,100,133,1,2017-09-20 15:14:12,R_5hYnUKUwnif5PC9,,,,,40.94450378418,-74.069999694824,anonymous,EN,,,,,,,,,,,3,,"I chose this option because how many friends and friends of friends have on Facebook doesn't say any thing about the person. One can choose how many frinds one has so it does not mean a thing as far as ""matching"" people."
2017-09-20 15:13:14,2017-09-20 15:14:13,0,98.186.243.186,100,59,1,2017-09-20 15:14:13,R_3FRMwZ7LdXRyHaM,,,,,32.581405639648,-83.628601074219,anonymous,EN,,,5,,,,,,,,,,The point of a dating site is to be matched with people you are similar to so I think it was a great decision by the CEO.
2017-09-20 15:12:07,2017-09-20 15:14:26,0,64.107.3.126,100,138,1,2017-09-20 15:14:27,R_2pKMJmNBO6iIbHg,,,,,41.878402709961,-87.685203552246,anonymous,EN,4,,,,,,,,,,,,"I just felt it's the appropriate answer, given the chances of accidents."
2017-09-20 15:14:20,2017-09-20 15:16:10,0,72.129.153.70,100,110,1,2017-09-20 15:16:10,R_30vZU009dsK8nqu,,,,,44.52409362793,-87.905601501465,anonymous,EN,,,,,,,,1,,,,,"Without proper counseling and without being under the supervision of a doctor, getting certain types of results could be very difficult to deal with emotionally. I think some of this information should still only be sent to medical professionals for their patients."
2017-09-20 15:16:59,2017-09-20 15:17:47,0,99.89.114.48,100,48,1,2017-09-20 15:17:47,R_1qWnsKIpav5Lzrs,,,,,38.650100708008,-121.25340270996,anonymous,EN,,,,,,,,,2,,,,n/a
2017-09-20 15:16:25,2017-09-20 15:18:23,0,71.90.90.107,100,118,1,2017-09-20 15:18:23,R_24eMYb5cNAxFVS5,,,,,43.194595336914,-89.202499389648,anonymous,EN,,,,,,,,,,5,,,"Because the alternative does not make any sense whatsoever. "
2017-09-20 15:17:31,2017-09-20 15:18:31,0,99.60.73.17,100,60,1,2017-09-20 15:18:32,R_71bwwIaEviU5sNH,,,,,38.672897338867,-121.14880371094,anonymous,EN,,5,,,,,,,,,,,I think it is better to stop at a yellow light rather than risk going through it.
2017-09-20 15:17:36,2017-09-20 15:18:35,0,50.59.194.170,100,58,1,2017-09-20 15:18:35,R_2eX8S0lL3iGyBd1,,,,,32.350494384766,-86.25659942627,anonymous,EN,,,,,5,,,,,,,,"I think it's definitely helpful to some to see if they have the genetic markers for cancer, that way they know what to look for in the future. They don't have to look at the answers if they don't want to, no one is going to force them. "
