pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,RepeatTurkerLabelCode
140,B,DrugTeach.B,3,0,After explaining he should let them choose,,R_2QDktMsdB8DXU3Q,1,1,3,1,28,0,3,0,3,0,0
141,B,DrugTeach.B,5,0,Because he is a doctor. He has experience prescribing medicine. He has experience and training and schooling on the subject.,,R_3HMMZcohgSkEMzj,2,0,3,1,34,1,4,1,3,0,0
142,B,DrugTeach.B,4,0,"There is no difference between drug A and B. Because there is no difference in effects, either drug can be prescribed.",,R_3ee2LLgvpGm7sKI,1,1,3,1,45,1,3,0,2,0,0
143,B,DrugTeach.B,3,0,i just think its best,,R_2VEDV1a1v8neFov,1,1,3,1,32,0,4,1,3,0,0
144,B,DrugTeach.B,5,0,If both have the same impact on patients and the same affordability I see nothing wrong with it. About all that could be considered is using A if B wasn't working well for a patient.,,R_tWpLa1OQDFHvzPj,1,1,3,1,36,1,3,0,4,1,0
145,B,DrugTeach.B,4,0,"It is appropriate for the doctor to use a trusted drug usually, but I think he should still remain open to both options, since patients will have different needs.",,R_1ilBEqixTMOwD3l,1,1,3,1,43,1,2,0,3,0,0
146,B,DrugTeach.B,4,0,"If both of the drugs do the same thing and have little to no side effects for the patient, I think it's appropriate that he chooses to prescribe drug B. ",,R_3NwBluSuIAlzEkM,2,0,3,1,29,0,3,0,3,0,0
147,B,DrugTeach.B,2,1,He should compare and contrast the drugs before making a  final decision.,,R_6s61c6cWdW8XHJn,1,1,3,1,30,0,3,0,2,0,0
148,B,DrugTeach.B,3,0,"I don't know how well drug B performs to drug A, nor do I know the side effects and the cost. there's no way to really tell if he's doing good or bad.",,R_3j6AANExHagK9rO,1,1,3,1,38,1,6,1,6,1,0
149,B,DrugTeach.B,5,0,"Since both drugs are affordable and are solutions, then his decision is fine. He is not picking a more expensive drug, or a less effective drug, so I don't see anything wrong with his decision. He is helping his patients in more ways than one.",,R_1ou9HgXEYHeR3IC,1,1,1,0,27,0,3,0,3,0,0
150,B,DrugTeach.B,5,0,He prescribed the drug he felt was best. That is good judgement in my opinion.,,R_5A6dWnPkfGEePgl,1,1,3,1,25,0,4,1,3,0,0
151,B,DrugTeach.B,5,0,seems reasonable. ,,R_1JKn9V97O1sC5kR,1,1,3,1,33,0,4,1,5,1,0
152,B,DrugTeach.B,5,0,It sounds like both drugs are equally good.,,R_3ixpzedYVrNUiOT,2,0,3,1,55,1,4,1,5,1,0
1,B,Funds.More,5,0,The CEO is giving more options to his employees that might encourage some to invest for their retirement. The CEO is also leaving the decision up to each individual employee in how to proceed.,,R_3KZPQNuSlANzT6T,,0,,0,,0,,0,,0,0
2,B,Funds.More,5,0,The CEO is just trying to help people out by having more options.  It isn't hurting anyone and can be good for his company. ,,R_2Ejjq51wQXzrJAl,,0,,0,,0,,0,,0,0
3,B,Funds.More,4,0,It is a good start. It is helpful to his employees.,,R_ZmihwyTqxyZWeJP,,0,,0,,0,,0,,0,0
4,B,Funds.More,4,0,I think the CEO is doing the good deeds for his employees.,,R_33qb8evFYis1ceL,,0,,0,,0,,0,,0,0
6,B,Funds.More,5,0,He isnt requiring anything just providing options,,R_3Dv9JbwRFhAHBnB,,0,,0,,0,,0,,0,0
7,B,Funds.More,4,0,By him increasing the investment funds I don't see why not. It will be more money to retire on in the long run. ,,R_3MyOILNoR24fOso,,0,,0,,0,,0,,0,0
8,B,Funds.More,5,0,Increasing the number of options increases the likelihood that each employee will find a plan that suits his/her needs,,R_3QGnUFVZuAoCHSP,,0,,0,,0,,0,,0,0
9,B,Funds.More,4,0,It is nice that the CEO cares about his employees and diversifies the investment funds. I find it somewhat appropriate.,,R_pmlUxqdcDxKx3QR,,0,,0,,0,,0,,0,0
10,B,Funds.More,4,0,Helping prepare for retirement seems like a benefit.  I see no downsides here.,,R_3PZT1p00mfJqnKe,,0,,0,,0,,0,,0,0
11,B,Funds.More,2,1,I feel the extra options don't solve the problem. I think educating workers about the importance of investing in their retirement would yield better results.,,R_2bPMJi9QLvoeajh,,0,,0,,0,,0,,0,1
12,B,Funds.More,2,1,I chose this option as somewhat appropriate because it shows the CEO cares and it is in some ways helpful. I only said somewhat appropriate because I'm not sure how much this would actually increase investment ,,R_3NKeUzRtmDjTP9V,,0,,0,,0,,0,,0,0
13,B,Funds.More,4,0,More options can be more attractive although I hope the CEO knows why his employees hesitate to enroll in the investment fund.,,R_1jWjlpT0pbUtUHO,,0,,0,,0,,0,,0,0
14,B,Funds.More,4,0,He wants staff to save for the future.  It is an ok incentive...perhaps a company match?,,R_3FRtGYxHvOeXLJx,,0,,0,,0,,0,,0,0
15,B,Funds.More,5,0,I think it's a great idea. It will give people more reason to enroll in the company program.,,R_3CNJdnHhq8Q2Zpl,,0,,0,,0,,0,,0,0
16,B,Funds.More,5,0,I think it is appropriate because the CEO is looking out for his employees. That's always a good thing. Adding more options can't hurt.,,R_OdQrIl2M9wLumIh,,0,,0,,0,,0,,0,0
17,B,Funds.More,5,0,A boss is making sure his emplotess are saving for retirement. Nothing wrong with that.,,R_1Q9JsSJ1TQaFxfG,,0,,0,,0,,0,,0,0
18,B,Funds.More,2,1,The CEO is interfering with people's current financial options. Some may not appreciate this.,,R_ah1YzMSCDj1y7sd,,0,,0,,0,,0,,0,0
19,B,Funds.More,5,0,He wants his employees to invest in themselves,,R_1msAOPbmNs7B9d6,,0,,0,,0,,0,,0,0
20,B,Funds.More,5,0,It is good to encourage saving. Having more choices will mean more people will participate.,,R_3oSJjuZ1xVY335o,,0,,0,,0,,0,,0,0
22,B,Funds.More,3,0,"Maybe there are more options that require people to allot less of their income towards a retirement savings. Also I chose this because the company could also offer a matching incentive of sorts, say 50/50 or something like that. Choices are good but people dont save because they are afraid to not have that extra money. ",,R_3gXjkNKB79l25EH,,0,,0,,0,,0,,0,0
23,B,Funds.More,4,0,"I see many positives in this scenario. The CEO is giving out more options for his employees, which can only have a positive outcome. Especially when they start signing up for them, as it will help them greatly in the long run.",,R_2Ei330FTovYzHjs,,0,,0,,0,,0,,0,0
24,B,Funds.More,5,0,It is good to have more options to plan for the future. The last days of your life should be comfortable.,,R_1EWGM2Kk2q0PcPS,,0,,0,,0,,0,,0,0
25,B,Funds.More,5,0,It is very appropriate.,,R_3ISMBY9ZjkJTWYo,,0,,0,,0,,0,,0,0
26,B,Funds.More,1,1,Attractive options helps.  People may enroll more.  Help people save.,,R_1OH8VzgdV33MLpz,,0,,0,,0,,0,,0,0
27,B,Funds.More,5,0,"The CEO seems to care about their employees, therefore he gives more option so that perhaps they will be more inclined to select a retirement plan. By doing so, employees will be able to plan ahead. ",,R_UgsG6Wa1DfYhUZj,,0,,0,,0,,0,,0,0
28,B,Funds.More,4,0,"Well, I don't see why not, but I doubt it will help. The employees probably can't afford to join the plan, and that's why they don't.",,R_RyrwymuW127AjE5,,0,,0,,0,,0,,0,0
29,B,Funds.More,5,0,Because it is a good way to save and the company pitches in to help.,,R_tM308fpfNh27Mxb,,0,,0,,0,,0,,0,0
94,B,Funds.Decrease,2,1,"This seems very wrong-headed to me. If people are too stupid to choose among ten different investment funds, they need education, not less choices. Funneling people into a narrower set of plans just means that people who do know what they're doing or who bother to research won't have as much flexibility as before.",,R_2WvDX7WyNSLjXn2,1,1,3,1,45,1,5,1,2,0,0
95,B,Funds.Decrease,2,1,"People aren't signing up because of financial reasons, not because of being overwhelmed by investment options. He should instead have a matching fund or something to help the employees. ",,R_ai46hdD116PQaLT,2,0,3,1,32,0,3,0,1,0,0
96,B,Funds.Decrease,2,1,"not creative
",,R_2xXLk82804Imr49,2,0,4,0,25,0,4,1,4,1,0
97,B,Funds.Decrease,5,0,It's a good idea because if employees don't know much about retirement plans they're going to feel overwhelmed and possibly just ignore making a decision and leave things as they are which is going to be really bad when they get to be retirement age and it's too late to save much.,,R_1msE4WFOAhswxJ3,2,0,3,1,50,1,3,0,1,0,0
98,B,Funds.Decrease,2,1,"Let employees make the choice, if some are confused than making a 'top five' recommendation, or schedule training classes.",,R_24HrTFD3Iq63ah5,2,0,3,1,39,1,4,1,5,1,0
99,B,Funds.Decrease,2,1,"I have experienced the pitfalls of fewer plan options.  Mostly, the lack of flexibility over a range of investment options is the biggest drawback.  Most mutual funds are sharply focused on their investments and not all perform well all the time.  It is good to be able to have more options to fit one's lifestyle and goals.",,R_2t2PHtfmnoU4saW,2,0,3,1,68,1,4,1,2,0,0
100,B,Funds.Decrease,5,0,good,,R_PRSqAoyKjgC1MLn,2,0,3,1,30,0,6,1,5,1,0
101,B,Funds.Decrease,4,0,"I believe this could be a good move, but it would highly be dependent on if this is the reason people are not investing in my company retirement plans.  I think a better tactic, before removing valuable options for his employees should be to survey the employees and inquire why more people aren't choosing to take advantage of the retirement plan opportunity.",,R_bjijZo7qvVA8ZrP,2,0,3,1,31,0,6,1,3,0,0
102,B,Funds.Decrease,5,0,That is a very good place to start by limiting the options.  Having a smaller amount of funds would allow the message behind the investment funds to penetrate further within the employee group.,,R_1H7wV8umRCARP14,1,1,3,1,37,1,5,1,2,0,0
103,B,Funds.Decrease,2,1,"I do not think that is the best idea. At this point, I would think most people know what is best for their families and it is just dumbing down the system. ",,R_1r85DayeDaMEXD4,1,1,1,0,39,1,6,1,3,0,0
104,B,Funds.Decrease,3,0,"Mmm I'm not sure if this is the best idea. People like having choices, and some folks just don't want to participate.",,R_9WQMklvl3qGBRct,1,1,3,1,31,0,3,0,2,0,0
105,B,Funds.Decrease,3,0,I think if anything this makes it worse as there are less options to invest into.,,R_1QnNFEgrcNUkYkT,1,1,3,1,29,0,4,1,4,1,0
106,B,Funds.Decrease,3,0,It isn't up to the CEO to decide what our investment option numbers should be. It is nice that they are trying to help but I don't think limiting the number of investment choices will change whether or not people invest. It's not their problem.,,R_1H5bw1MKh8RMfyy,2,0,3,1,48,1,6,1,6,1,0
107,B,Funds.Decrease,1,1,It was unethical.,,R_cUuKwOYsU5JeLV7,2,0,3,1,34,1,2,0,1,0,0
108,B,Funds.Decrease,4,0,I would be overwhelmed by many options too and would find it easier to choose if there weren't as many.,,R_10Yt1fcydgSZQZy,2,0,3,1,28,0,4,1,2,0,0
109,B,Funds.Decrease,3,0,I'm not sure if this method is valid. It seems somewhat random and more options might be better in this case.,,R_12b7NLy2UZN6OCQ,1,1,5,0,31,0,3,0,3,0,0
110,B,Funds.Decrease,1,1,Hes trying to encourage them to invest in their future. He took away half the investment funds as to not overwhelm them which in the long run was a was of looking out for employees and being helpful,,R_3E9KCRptPGZ1Zda,2,0,3,1,34,1,2,0,5,1,0
111,B,Funds.Decrease,4,0,Can't blame the CEO for this. Can blame the bankers though for doing everything they possibly can to create a culture of debt.,,R_2zCjsOnRmHRdjpH,1,1,3,1,51,1,3,0,2,0,0
112,B,Funds.Decrease,2,1,"I can understand the company guy wanting workers to do that.  On the other hand, the interests of the employees should come first and they should have choices.  Perhaps they can find a better investment?  They should have the option.",,R_1E08W1cJtfwwVV8,1,1,3,1,41,1,4,1,3,0,0
113,B,Funds.Decrease,2,1,"I myself feel overwhelmed when I have too many choices about things I am not educated on, but, it would be better for the employer to have educational seminars about all the choices available so that the employees can decided for themselves.",,R_1PSPx8oPgXygyt1,2,0,3,1,38,1,4,1,3,0,0
114,B,Funds.Decrease,5,0,It's appropriate because people do often become overwhelmed of to many options are presented. It's better to keep it clean and simple.,,R_338gbWlZnipES6m,2,0,3,1,29,0,2,0,2,0,0
115,B,Funds.Decrease,2,1,more options is always better,,R_2q46deGpsFNao80,2,0,3,1,34,1,3,0,2,0,0
116,B,Funds.Decrease,1,1,I do not think this will benefit employees and it seems like a ridiculous approach to helping the issue.,,R_2di6o8yG7ljDzNM,1,1,2,0,39,1,2,0,2,0,0
117,B,Funds.Decrease,4,0,"I think it's a good idea if you are an employee that can afford to save for retirement. Unfortunately, someone like me who lives paycheck to paycheck doesn't have a dime to spare for retirement. So it wouldn't matter what types of retirement plans are offered, I wouldn't be able to afford it.",,R_3qJ7VBu20H21i59,2,0,3,1,35,1,3,0,3,0,0
118,B,Funds.Decrease,2,1,He should leave as many options because they may fill different types of retirement needs for his employees,,R_2B96GOAkPYmTL0D,2,0,4,0,24,0,4,1,4,1,0
119,B,Funds.Decrease,4,0,The logic is sound,,R_2TT1QqmvuXOwvEO,1,1,3,1,21,0,2,0,1,0,0
120,B,Funds.Decrease,4,0,"While it isn't the CEO's business what his workers do for savings and investments, it is good that he is looking out for them in the long run.",,R_ePRegizS0lk6jDz,1,1,1,0,40,1,3,0,1,0,0
121,B,Funds.Decrease,5,0,Well to many choices is not good,,R_3CUw7XBPrE6i6n9,2,0,1,0,45,1,3,0,3,0,0
62,A,Funds.Highlight,5,0,"Seems like he is looking out fr his employees, ",,R_2z5OewjPGZZfH1g,1,1,3,1,37,1,2,0,4,1,0
63,A,Funds.Highlight,1,1,Because i think that is a great idea to encourage people to start saving for their retirements.,,R_3siAFmyQqhyKzZn,2,0,2,0,25,0,3,0,2,0,0
64,A,Funds.Highlight,5,0,People need to save more money for retirement. A lot of people don't like reading page after page of stuff so having the most popular is a good idea. It will getp eople to save even if its not 100% geninune.,,R_2EnpcEZj8VmX9XH,1,1,3,1,26,0,4,1,4,1,0
65,A,Funds.Highlight,5,0,He is helping them to ensure they have money to live on when they are no longer able to work. I think that this is very responsible of him. ,,R_2eb2zPFpYwQTYQq,2,0,3,1,44,1,3,0,3,0,0
66,A,Funds.Highlight,5,0,"I appreciate the CEO looking out for his employees by encouraging retirement while at the same time, not forcing them to do anything about it.",,R_ZwSvLXf0dyKRgIN,2,0,4,0,23,0,4,1,3,0,0
67,A,Funds.Highlight,2,1,It is good that he is pushing the retirement plan but should not be pushing specific items within the overall plan. ,,R_3CB3T9rq3PuiHsH,1,1,3,1,29,0,6,1,6,1,0
68,A,Funds.Highlight,4,0,"By highlighting this information, it draws attention to these options.  I would assume that there may be a lot of paperwork and this would help the new hires by assuming that the information highlighted is important and worth their attention.",,R_1LhS83pWb9tpdUl,2,0,3,1,37,1,3,0,2,0,0
69,A,Funds.Highlight,5,0,He is engaging in the new people and getting them involved. He wants to contribute to the employes,,R_2ztHciHkKNn6HjU,2,0,3,1,38,1,2,0,3,0,0
70,A,Funds.Highlight,4,0,He is only really suggesting something not forcing them to. And honestly i wish my boss had done this when I first started.,,R_2e9G6UhDNKxfzJb,1,1,3,1,34,1,3,0,2,0,0
71,A,Funds.Highlight,3,0,I think this is up to the CEO and that is personal preference. Members can still make their own decisions if they research them all so don't see this as good or bad either way.,,R_CepioxaO9UBgiRz,2,0,3,1,35,1,4,1,6,1,0
72,A,Funds.Highlight,5,0,"It is a non-intrusive way of encouraging employees to invest more in their retirement. The CEO doesn't have an obligation to do something like this, but it is nice that she is. ",,R_ClWuaudZvXi1d4J,2,0,3,1,28,0,6,1,1,0,0
73,A,Funds.Highlight,4,0,I think this is somewhat appropriate because it points the employees in the right direction and helps them come up with and build a retirement plan.,,R_3HouUTkeUlze6Yj,1,1,3,1,21,0,2,0,3,0,0
74,A,Funds.Highlight,5,0,This is fine. There is nothing being forced on anyone so I don't see what is wrong with them promoting a certain program.,,R_UDzO8ChEsuIM6vT,1,1,3,1,38,1,6,1,3,0,0
75,A,Funds.Highlight,5,0,It's always a good idea to promote employer savings plans and to educate new hires to what's available and the benefits and risks or each available plan. This gives the employee an incentive to participate while giving them a choice of which plan(s) to contribute to or even to decline participation at all.,,R_1CIKhaPcMojFZw6,2,0,3,1,62,1,3,0,1,0,0
76,A,Funds.Highlight,3,0,"It's a good idea to encourage employee to enroll in savings plan, but there may be bias on which funds he would suggest his employees to invest in.",,R_YVSLjCn3W0kHrRD,2,0,4,0,55,1,3,0,5,1,0
77,A,Funds.Highlight,4,0,it pushes people to save for when they're older ,,R_1DNZevRzuMek1zl,2,0,3,1,26,0,1,0,2,0,0
78,A,Funds.Highlight,3,0,It may be popular and it might get some newly hired employees but it is imperative to showcase the importance of the plans.,,R_eQzwJcuuqa6ht3b,1,1,4,0,24,0,4,1,1,0,0
79,A,Funds.Highlight,3,0,He didn't really do anything,,R_1C9dPdqaA1Hr3SJ,1,1,3,1,27,0,2,0,2,0,0
80,A,Funds.Highlight,5,0,He is just advertising his retirement plan,,R_3MQYMYyAbIyD196,2,0,3,1,20,0,2,0,3,0,0
81,A,Funds.Highlight,4,0,"I think that the CEO has an admirable goal and a good strategy, but I think that there are more reasons that new employees choose not to invest in retirement.",,R_USWU8spem2kvezn,2,0,3,1,40,1,6,1,5,1,0
82,A,Funds.Highlight,4,0,It will help awareness. Then maybe he will get more sign ups,,R_2WIpETd3yzAG3T6,2,0,1,0,22,0,3,0,1,0,0
83,A,Funds.Highlight,5,0,Retiremtnt is important and he is just putting a little emphasis on a good idea without ptressure,,R_3hnYGTQyN4oA2KA,2,0,3,1,56,1,2,0,3,0,0
84,A,Funds.Highlight,5,0,"I think it's totally appropriate, just maybe not the best way to get people to actually enroll. I think they should automatically put a portion of people's salaries in a 401k. But telling people the most popular funds will probably make the process easier for people.",,R_2rZ1s6PfhvqbuYe,2,0,3,1,27,0,6,1,2,0,0
85,A,Funds.Highlight,5,0,I agree. Many people are simply not invested in investing for their future. I think an auto enroll would be a good idea. I think most people would stick with it.,,R_1QfsOD5wl1BL9f5,1,1,3,1,39,1,3,0,4,1,0
86,A,Funds.Highlight,1,1,The CEO is inappropriate because he is limiting the employees choices.,,R_1EYiSTt4fqkiWml,1,1,1,0,29,0,2,0,1,0,0
87,A,Funds.Highlight,5,0,It is a great plan for employees of the company.,,R_2DOaSFNbbH0Krco,1,1,3,1,25,0,4,1,3,0,0
88,A,Funds.Highlight,5,0,Most people don't sign up for a retirement fund because it seems to be complicated or overwhelming.  This would make it easier for those individuals but allow people who are more interested in choosing their own investment strategy the opportunity to do so,,R_3h09BUdHIJkLXgC,1,1,3,1,33,0,6,1,6,1,0
89,A,Funds.Highlight,5,0,This Ceo cares about his people and wants to help so of course this is okey,,R_enRYhqd9XL6WlFv,1,1,3,1,27,0,2,0,5,1,0
90,A,Funds.Highlight,2,1,Because it appears the CEO is looking out for the wellbeing of his or her employees by making sure to highlight some of these options possible making them seem more attractive or bringing more attention to them.,,R_1gFII5g3eXOA73I,2,0,3,1,24,0,4,1,3,0,0
91,A,Funds.Highlight,5,0,I think the CEO's idea is good because he needs to get that information out to new employees and it would be useful to present the most popular options.,,R_1flS9L41N61BpTt,1,1,3,1,50,1,2,0,2,0,0
92,A,Funds.Highlight,5,0,This encouragement to enroll might increase new employees loyalty to remain in the company for a long period of time. This loyalty will increase morale and performance over the long haul! ,,R_plnT2CnEekd7biN,2,0,3,1,39,1,3,0,3,0,0
93,A,Funds.Highlight,3,0,This seems like something the CEO should be transparent with his employees to begin with.,,R_3Orhk6bVTVJDsCJ,1,1,2,0,30,0,3,0,2,0,0
153,B,Funds.Automatic,3,0,a,,R_2qmjdeipW6UFb5q,1,1,2,0,1,0,6,1,2,0,0
154,B,Funds.Automatic,2,1,"While the CEO may think he's doing his employees a favor, his employees should have full control over what they do with their wages. It's my understanding that such savings plans automatically divert some of the employee's wages into the fund for convenience. However, many people have debts and bills to pay which take top priority over saving for the future, and ""locking away"" some of that expected money could cause them difficulties. I also believe it would be an unnecessary hassle for employees to have to un-enroll themselves from the program.

Employees should be given the options to enroll immediately upon hiring OR wait to do so until a later date.",,R_24H6oSlNJcoHI85,2,0,"2,3",0,27,0,3,0,1,0,0
155,B,Funds.Automatic,4,0,I agree that everyone should be saving for retirement but I'm not sure if people should be automatically enrolled in a program without authorization from the employee. ,,R_3oMW9V2JmhOx2dO,2,0,3,1,28,0,4,1,3,0,0
156,B,Funds.Automatic,4,0,It is okay as long as they are fully informed. it can help them out and they can easily decline.,,R_b7V4Ge5kla2AoAV,1,1,2,0,29,0,3,0,3,0,0
157,B,Funds.Automatic,2,1,"It isn't his right to choose for them.  It's like a subscription you can cancel anytime, while the company is banking on the fact that you will forget to cancel or change your plan",,R_3231kmI7YzC7x5j,2,0,3,1,35,1,4,1,5,1,0
158,B,Funds.Automatic,5,0,"He lets the employees change afterward if they don't like it so he is not invading their freedom of choice.  He selects the most popular plan, not the cheapest one, so he is looking out for them.",,R_W9edOQc7UfWs3bX,1,1,3,1,33,0,4,1,4,1,0
159,B,Funds.Automatic,1,1,He is taking a proactive measure to benefit his employees. He's also leaving the ultimate decision up to them.,,R_01bXeKrAGxfjY6R,1,1,"2,3,5",0,21,0,3,0,3,0,0
160,B,Funds.Automatic,5,0,"Employees are forced to invest in a pension plan, to try it out before they decide to stay.",,R_D2jEocibBUb9mIF,2,0,3,1,71,1,6,1,1,0,0
161,B,Funds.Automatic,5,0,"I think that this is a wise idea for high earners. However, some people make so little that they need their savings now, rather than later. I think that it should be an option, not a mandate. The CEO gives his employees a choice.",,R_OCKBVJMCnkymyJP,2,0,3,1,52,1,5,1,3,0,0
162,B,Funds.Automatic,4,0,some people dont want to miss out on money now but its important to save for when you dont have any other income. I believe it is a good choice to auto enroll the new employees but give the options if they want to withdraw from it they can.,,R_r2ryY21m47lmoWB,2,0,3,1,25,0,3,0,4,1,0
163,B,Funds.Automatic,4,0,I think it is fine because the employees get to make the real choice at the end. So automatically doing it first is not a big deal.,,R_12nYHYBGOy75kIh,2,0,1,0,28,0,4,1,4,1,0
164,B,Funds.Automatic,4,0,That seems like a fair way to help spur retirement savings.,,R_1E7n8dWBTplP50h,1,1,3,1,27,0,4,1,6,1,0
165,B,Funds.Automatic,4,0,"As long as the employees do not feel obligated to start putting their money toward retirement, this is a fine idea. New hires can get the paperwork and understand all the works, but it still should be their choice if they feel ready to think about retirement savings.",,R_1IGIidGqC6XJavx,1,1,3,1,29,0,4,1,3,0,0
166,B,Funds.Automatic,2,1,I think some people are intimidated by the process as they do not entirely understand. Employers do not always educate their employees properly about their options. ,,R_PFCHMzitytUIXkd,2,0,3,1,29,0,3,0,3,0,0
167,B,Funds.Automatic,2,1,People should be able to read the rules and make their own decisions.  It would be better to assign an HR person to tell them of their options.,,R_26eYoqT1tfxXJhY,2,0,3,1,37,1,6,1,5,1,0
168,B,Funds.Automatic,4,0,It gives the employees free chance to sign up for something the CEO wishes to do.,,R_1hX67OVHkxlNhOG,1,1,3,1,26,0,4,1,3,0,0
169,B,Funds.Automatic,5,0,It gives the employees an option to create funds for retirement,,R_1Nk0pYgKQWT3Swr,2,0,1,0,27,0,4,1,3,0,0
170,B,Funds.Automatic,5,0,It makes the process easier for employees so that they can have a retirement fund. ,,R_3noq1Ui155KL0mg,2,0,2,0,32,0,4,1,3,0,0
171,B,Funds.Automatic,4,0,I think it is OK for the company to choose a default option as long as the employees are properly informed and aware they can change or opt out if they would like.,,R_1KvX1N1EqJoyUNE,1,1,3,1,28,0,3,0,2,0,0
172,B,Funds.Automatic,5,0,"Often times, choosing retirement plans is confusing and daunting. Automatic enrollment is wonderful!",,R_25tDNNqxvbflreS,2,0,3,1,30,0,4,1,3,0,0
173,B,Funds.Automatic,5,0,I agree with this CEO that this action will make people who might just brush the retirement plan off without a thought at least think about it.,,R_3m30rFjj5GBBTHM,2,0,3,1,57,1,3,0,1,0,0
174,B,Funds.Automatic,5,0,"This is a good idea. If they start right off with being enrolled then they will not notice a difference in their paycheck as it will be the same. Whether they forget about it or not, they might choose to keep it since they will already be enrolled.",,R_1ePgSoJTslg0Zp2,2,0,3,1,48,1,2,0,3,0,0
175,B,Funds.Automatic,4,0,I think it would help people to make the right decision. ,,R_1ifnxYxMZnH388d,2,0,3,1,28,0,2,0,6,1,0
176,B,Funds.Automatic,1,1,He is forcing people something that they may not even want. He could've just informed and encouraged people of the investment funds instead.,,R_3iPEIE83OzpArJn,1,1,2,0,28,0,3,0,2,0,0
177,B,Funds.Automatic,5,0,"This makes it incredibly simple to start saving for retirement. As long as it's easy to opt out, this is a great idea.",,R_3kERcZxCttxlJFx,2,0,3,1,43,1,3,0,2,0,0
178,B,Funds.Automatic,2,1,"I feel as if this is not something that the CEO has a right to do. It's not necessarily insidious, but it's definitely inappropriate to make decisions without employee consent and could open the way for misconduct if the terms are obscured. ",,R_1mVjxw3BK6v4se0,1,1,3,1,30,0,4,1,4,1,0
179,B,Funds.Automatic,3,0,good idea but everyone as different goals and is different place in their life.,,R_578NbZW22N4cNGx,1,1,3,1,36,1,4,1,5,1,0
180,B,Funds.Automatic,4,0,"Because its making a good decision and they can always pull out ,I think people don't want to take the time to do it or don't know enough about it to make the right decisions.",,R_2pWC1UfCAO5C2o3,2,0,3,1,45,1,3,0,2,0,0
181,B,Funds.Automatic,1,1,I feel the person should be given their own choice on to join or not.  If you automatically enroll them and they might feel obligated when they really don't want it.,,R_1HjAclCI4vlMua8,2,0,3,1,55,1,3,0,1,0,0
182,B,Funds.Automatic,1,1,He should just not automatically sign me up. I should be able to choose for myself ,,R_eQCaAXSIOe9pi6d,2,0,3,1,49,1,3,0,5,1,0
183,B,Funds.Automatic,5,0,"The CEO is just in taking this action to encourage his employees to opt into a retirement plan. If employees are not happy with this decision, they have the option of changing their investments or removing themselves from the plan.",,R_294IFmHXzm4hijJ,1,1,4,0,24,0,4,1,4,1,0
184,B,Funds.Automatic,2,1,It is the employees choice whether to enroll or not. ,,R_1mrZz6xemmoCz5q,2,0,3,1,50,1,3,0,2,0,0
185,B,Funds.Automatic,2,1,I think saving for a retirement fund should be the decision of the employee and not the employer.  This sounds very pushy.  It does not sound right.  I think he should offer the information to employers but not automatically make them chose to opt out. They should decide on their own if they want to join.  ,,R_27Ih6eRUkP0nSGp,2,0,3,1,46,1,4,1,2,0,0
186,B,Funds.Automatic,4,0,I don't see much problem with this.  It's a little misleading to automatically enroll people but saving for retirement is important and everyone should be doing it anyways.,,R_1rMpGluzg68BuzI,1,1,3,1,20,0,3,0,1,0,0
187,B,Funds.Automatic,5,0,I think this is a great idea because it might give people a chance to see what it's like before they reject it. I think it's a lot easier for people to just ignore it or try if for a month or so if they don't have to make the choice themselves.,,R_2Vx0Em4QePGCBZY,2,0,"1,3",0,50,1,3,0,2,0,0
188,B,Funds.Automatic,1,1,What if the fund fails? He might be exposing the company to lawsuits,,R_1QH3UgJJOrdjw5A,1,1,3,1,65,1,3,0,2,0,0
1,A,DutyHours.16,5,0,16 hours is a long time to be awake and performing medical procedures. It is best to be safe and protect the patients.,,R_3KZPQNuSlANzT6T,1,1,3,1,29,0,6,1,3,0,0
2,A,DutyHours.16,5,0,16 hours of good work is better  than 24 with a life-affecting mistake.  Doctors need lots of experience but sleep-deprived doctors won't learn much either. ,,R_2Ejjq51wQXzrJAl,2,0,3,1,24,0,6,1,2,0,0
3,A,DutyHours.16,5,0,Accrediting bodies should take into account factors that affect the people getting their accreditation ,,R_ZmihwyTqxyZWeJP,2,0,1,0,39,1,6,1,5,1,0
4,A,DutyHours.16,3,0,"Although the idea is good, it may not be a bad idea for the new doctor to get used to the fact of lacking sleep. It is hard to judge whether it is good or not.",,R_33qb8evFYis1ceL,2,0,4,0,42,1,4,1,4,1,0
6,A,DutyHours.16,5,0,Because they are doing what is best for the residents and that's who matters ,,R_3Dv9JbwRFhAHBnB,2,0,3,1,32,0,3,0,1,0,0
7,A,DutyHours.16,5,0,By cutting back on the hours of the first year residents it would potentially cut back on mistakes. The residents would be more alert and do a better job. ,,R_3MyOILNoR24fOso,1,1,1,0,34,1,3,0,2,0,0
8,A,DutyHours.16,5,0,"Excellent! It is hard for me to function after an 8 hour shift - I can't imagine working any longer than that. The shorter the shifts, the more refreshed the residents will be and the less medical errors will be made.",,R_3QGnUFVZuAoCHSP,2,0,3,1,27,0,5,1,1,0,0
