StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,badge,poster,bp_short,bp_long,free_response,sex,race,age,education,income,god,intuition,science,SC0,free_response - Topics
8/3/17 12:27,8/3/17 12:32,IP Address,173.17.172.201,100,273,TRUE,8/3/17 12:32,R_C9tmHEJu5BkT48F,,,,,36.19790649,-76.35109711,anonymous,EN,,,,Very inappropriate,"If he is sure one or the other would save lives, why not do both? It seems a feasible solution. Why risk more lives? ",Female,White,64,Some College,"Less than $20,000",Neither agree nor disagree,Somewhat disagree,Strongly agree,6,Unknown
8/3/17 12:31,8/3/17 12:32,IP Address,68.99.132.102,100,68,TRUE,8/3/17 12:32,R_9zqRNwrTHuNU5qx,,,,,33.35279846,-111.7890015,anonymous,EN,,,,Somewhat appropriate,"I guess he wants to see what works best, so going forward, they can do a better job.",Female,White,34,Some College,"Between $80,000 and $100,000",Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,8,Unknown
8/3/17 12:31,8/3/17 12:32,IP Address,50.192.47.17,100,77,TRUE,8/3/17 12:32,R_3PHVjYQ00WsbQJL,,,,,33.78439331,-84.21350098,anonymous,EN,,Very appropriate,,,It's always right to let people know the risks.,Male,Asian,28,Four-Year College Degree,"Between $40,000 and $60,000",Neither agree nor disagree,Strongly disagree,Strongly agree,5,Unknown
8/3/17 12:30,8/3/17 12:33,IP Address,108.176.128.225,100,154,TRUE,8/3/17 12:33,R_1Ok7SmkXehMM4Ud,,,,,40.72140503,-73.74310303,anonymous,EN,,,,Somewhat inappropriate,It sounds like they are conducting an experiment with humans. It seems like they have no value for human life.,Male,Black/African-American,25,Four-Year College Degree,"Between $60,000 and $80,000",Somewhat agree,Strongly agree,Neither agree nor disagree,12,Unknown
8/3/17 12:31,8/3/17 12:33,IP Address,63.145.75.130,100,145,TRUE,8/3/17 12:33,R_22ugsmrY0MBx3nv,,,,,40.45080566,-104.6893997,anonymous,EN,,,,Very appropriate,Safety precautions are listed in both conditions. This can help determine which way is better.,Male,White,38,Graduate Degree,"Between $60,000 and $80,000",Strongly agree,Somewhat disagree,Somewhat agree,9,Unknown
8/3/17 12:31,8/3/17 12:33,IP Address,73.116.60.25,100,150,TRUE,8/3/17 12:33,R_3ehm7NpMJbqK2SY,,,,,38.66810608,-121.3735962,anonymous,EN,,,Somewhat inappropriate,,This is very unnecessary. I cannot see how this will help the patients in any way. The doctors area already knowledgeable about the procedure (at least they should be at this point) and they don't need this extra stress added to them.,Male,White,31,Four-Year College Degree,"Between $20,000 and $40,000",Strongly agree,Somewhat agree,Somewhat agree,11,Unknown
8/3/17 12:31,8/3/17 12:34,IP Address,50.49.247.34,100,141,TRUE,8/3/17 12:34,R_1DHgtQ6IYg8zzdJ,,,,,43.08990479,-77.63760376,anonymous,EN,,Very appropriate,,,This is completely reasonable.  If it leads to less infections and only requires specific rooms and a list of safety precautions it is a very wise decision.,Male,White,36,Some College,"Between $60,000 and $80,000",Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,8,Unknown
8/3/17 12:31,8/3/17 12:34,IP Address,211.36.133.3,100,142,TRUE,8/3/17 12:34,R_1pmrVg2z6xYP8da,,,,,37.51119995,126.9740906,anonymous,EN,,,,Very appropriate,"Both options intend to reduce infections, with little chance of causing additional harm. Without knowing which will provide better results, there is no cause to prefer one over the other. ",Male,Hispanic of Latino,39,Four-Year College Degree,"Between $80,000 and $100,000",Somewhat disagree,Strongly disagree,Strongly agree,4,Unknown
8/3/17 12:29,8/3/17 12:34,IP Address,136.61.83.179,100,276,TRUE,8/3/17 12:34,R_2c56hRHMSJcibH4,,,,,39.10580444,-94.59329987,anonymous,EN,,Very appropriate,,, I don't think it does any harm and having the poster in every procedure room means that the doctors performing the procedure will certainly remember the guidelines and have absolutely no excuse for not following them.,Male,"Black/African-American,White",29,Some College,"Between $40,000 and $60,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 12:19,8/3/17 12:34,IP Address,49.146.67.247,100,941,TRUE,8/3/17 12:34,R_2tLKltnDKoFxrGD,,,,,14.60420227,120.9822083,anonymous,EN,,,Somewhat appropriate,,To see the differencr between the group,Male,White,29,Some College,"Between $40,000 and $60,000",Somewhat agree,Strongly agree,Neither agree nor disagree,12,Unknown
8/3/17 12:32,8/3/17 12:35,IP Address,97.91.80.77,100,158,TRUE,8/3/17 12:35,R_33kegt1LTJD0PIC,,,,,42.581604,-88.54090118,anonymous,EN,Very appropriate,,,,"It doesn't hurt anything, for one. Also, it ensures that if doctors are unsure of the precautions, they always have the instructions with them. The most important thing is to make sure people are safe and healthy, and this should help that.",Male,White,30,Some College,"Less than $20,000",Strongly agree,Strongly agree,Somewhat disagree,14,Unknown
8/3/17 12:33,8/3/17 12:35,IP Address,70.95.43.222,100,109,TRUE,8/3/17 12:35,R_3KBfUSptkrJPRTQ,,,,,32.81829834,-117.1966019,anonymous,EN,,Very appropriate,,,"I think it is helpful because even though there's ""common sense"" with safety precautions. There still should be a list to help out surgeons anyway.",Female,Asian,29,Four-Year College Degree,"Less than $20,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 12:34,8/3/17 12:35,IP Address,69.124.216.92,100,51,TRUE,8/3/17 12:35,R_2CVyrGMGo9B4ThI,,,,,40.85339355,-73.41149902,anonymous,EN,,,Neither inappropriate nor appropriate,,i would need more,Female,White,26,Four-Year College Degree,"Between $60,000 and $80,000",Strongly agree,Somewhat agree,Somewhat agree,11,Unknown
8/3/17 12:34,8/3/17 12:36,IP Address,72.202.150.167,100,91,TRUE,8/3/17 12:36,R_1HnwY3yFOP4rW9N,,,,,39.03799438,-95.72779846,anonymous,EN,Somewhat inappropriate,,,,It implies that the doctors are unfamiliar with the procedure. It would make the patients uncomfortable.,Male,White,40,Some College,"Between $20,000 and $40,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 12:24,8/3/17 12:36,IP Address,130.132.173.120,100,688,TRUE,8/3/17 12:36,R_9zdw0KNxseGNH7r,,,,,41.30940247,-72.9240036,anonymous,EN,Very appropriate,,,,I think it's a good idea because it will remind doctors about the safety precautions and will hopefully lower the infection rate.,Female,White,28,Four-Year College Degree,"More than $100,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 12:17,8/3/17 12:37,IP Address,173.188.52.57,100,1172,TRUE,8/3/17 12:37,R_2ttcVrXCdFaZ3wD,,,,,41.38639832,-81.30419922,anonymous,EN,,Somewhat inappropriate,,,People will stop getting treatment all together. They will be nervous about the procedures they might need.,Female,White,37,Four-Year College Degree,"Between $20,000 and $40,000",Somewhat agree,Somewhat disagree,Somewhat agree,8,Unknown
8/3/17 12:34,8/3/17 12:38,IP Address,50.86.53.73,100,229,TRUE,8/3/17 12:38,R_1Lb4JIfoToXik5j,,,,,32.21609497,-89.88990021,anonymous,EN,,,Somewhat inappropriate,,I just don't understand how where the safety precautions are printed is relevant to the procedure or the well-being of the patient. To test his ideas he should have one group of patients be tested with his first idea to reduce infection and another group be tested with his second idea to reduce infection.,Female,White,19,Some College,"Between $20,000 and $40,000",Neither agree nor disagree,Somewhat disagree,Somewhat agree,7,Unknown
8/3/17 12:35,8/3/17 12:38,IP Address,173.81.161.236,100,179,TRUE,8/3/17 12:38,R_2dAbXeXtAdSdOzB,,,,,39.39390564,-80.29389954,anonymous,EN,,Somewhat inappropriate,,,I think it will add to the patient's discomfort and worry.,Female,White,33,Some College,"Between $20,000 and $40,000",Strongly agree,Somewhat agree,Somewhat disagree,13,Unknown
8/3/17 12:35,8/3/17 12:38,IP Address,50.192.66.225,100,185,TRUE,8/3/17 12:38,R_3r1zBLopFR0U0rY,,,,,29.6197052,-95.63500214,anonymous,EN,,,,Somewhat inappropriate,I think it is better to list the precautions by hanging them on the wall.  To have them listed on the back of a badge where patients cannot see them and are unaware is wrong. ,Male,Hispanic of Latino,38,Four-Year College Degree,"Between $60,000 and $80,000",Somewhat agree,Neither agree nor disagree,Somewhat agree,9,Unknown
8/3/17 12:33,8/3/17 12:38,IP Address,134.174.110.22,100,321,TRUE,8/3/17 12:38,R_1pA8S4OGcNXgCwF,,,,,42.32209778,-71.13339996,anonymous,EN,,,,Neither inappropriate nor appropriate,"I think that it's tough because it can be a life or death thing, but if there is no information or research up front, you need to start somehow. This is probably borderline inappropriate, because for something  this serious, you'll probably need to do a bit more research and then pivot towards whichever way has the highest survival rate.",Male,White,30,Four-Year College Degree,"More than $100,000",Somewhat disagree,Somewhat disagree,Strongly agree,5,Unknown
8/3/17 12:38,8/3/17 12:39,IP Address,66.31.194.183,100,54,TRUE,8/3/17 12:39,R_2yd3DXXzrWXxsJn,,,,,41.74569702,-69.97530365,anonymous,EN,,,Very inappropriate,,Each patient should be treated equally,Female,White,31,Four-Year College Degree,"Between $40,000 and $60,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 12:23,8/3/17 12:39,IP Address,172.248.196.112,100,949,TRUE,8/3/17 12:39,R_1EjucopSIidEWwC,,,,,33.91290283,-118.3439026,anonymous,EN,,,Neither inappropriate nor appropriate,,"This seems to be testing a placebo effect, where if the patient knows there is a possible risk of infection, the overall number of infections may rise.",Male,Hispanic of Latino,32,High School Degree,"Between $20,000 and $40,000",Strongly agree,Somewhat agree,Neither agree nor disagree,12,Unknown
8/3/17 12:18,8/3/17 12:40,IP Address,98.237.97.36,100,1329,TRUE,8/3/17 12:40,R_CeLZCWUUEBfTSk9,,,,,40.35479736,-75.90750122,anonymous,EN,,,Very inappropriate,,I would think a doctor should have either adequate knowledge or training of proper safety precautions and they should have the sole responsibility of advising patients of the risk. ,Male,White,22,Some College,"Between $80,000 and $100,000",Somewhat agree,Somewhat disagree,Strongly agree,7,Unknown
8/3/17 12:32,8/3/17 12:40,IP Address,135.84.114.234,100,477,TRUE,8/3/17 12:40,R_3qW4lDlxuEjOmOH,,,,,40.88589478,-74.04679871,anonymous,EN,,,Somewhat appropriate,,I guess he feels alot of infections are cause due to lack of correct procedures. Some people are more successful with instructions in their face.,Female,Hispanic of Latino,30,Some College,"Between $20,000 and $40,000",Somewhat agree,Somewhat agree,Somewhat agree,10,Unknown
8/3/17 12:38,8/3/17 12:40,IP Address,68.110.91.62,100,159,TRUE,8/3/17 12:40,R_2D5oOuNPxRZQ39w,,,,,31.95820618,-110.6930008,anonymous,EN,,,,Somewhat inappropriate,"It seems inappropriate to be doing a test like this using patients whose actual health is on the line. It's not a huge deal, I guess, the instructions being printed in different places, but maybe if they were testing on patients where mistakes could lead to deadly infections it wouldn't feel so bad.",Female,White,33,Some College,"Less than $20,000",Strongly agree,Somewhat disagree,Somewhat agree,9,Unknown
8/3/17 12:38,8/3/17 12:41,IP Address,104.52.25.66,100,180,TRUE,8/3/17 12:41,R_27s4TwamN1cbDuW,,,,,34.13000488,-118.3386002,anonymous,EN,,Very appropriate,,,I think that it would be very helpful to have a poster that lists the standard safety procedures. I think it would help stave off infections and inappropriate procedures.,Female,"White,Asian",42,Four-Year College Degree,"Between $40,000 and $60,000",Somewhat agree,Somewhat disagree,Strongly agree,7,Unknown
8/3/17 12:36,8/3/17 12:41,IP Address,99.168.122.72,100,314,TRUE,8/3/17 12:41,R_20VhGMbVojbvtsa,,,,,28.49589539,-81.23880005,anonymous,EN,Neither inappropriate nor appropriate,,,,I don't know if it will make the dr look bad with this information on him/or her. I wouldn’t want to know what the dr was doing if it were me getting it done. ,Female,White,42,High School Degree,"Between $40,000 and $60,000",Strongly agree,Neither agree nor disagree,Somewhat agree,10,Unknown
8/3/17 12:39,8/3/17 12:42,IP Address,174.102.42.118,100,141,TRUE,8/3/17 12:42,R_3Jg8xkXjhQ0orZW,,,,,39.44389343,-84.41680145,anonymous,EN,,Very appropriate,,,"I think the doctor should explain the risks involved, but it's good to have it up as a secondary way for patients to understand the risks. You can't have too much knowledge. ",Male,White,39,High School Degree,"Between $80,000 and $100,000",Somewhat agree,Neither agree nor disagree,Somewhat agree,9,Unknown
8/3/17 12:41,8/3/17 12:43,IP Address,74.222.120.89,100,127,TRUE,8/3/17 12:43,R_3nSKDtmaWZHDPtl,,,,,33.9203949,-80.34149933,anonymous,EN,,,,Neither inappropriate nor appropriate,Need more information. Who approved this experiment. Where is the documentation for it. Where the patients notified of this and do they have a choice to opt out of it. ,Female,Black/African-American,24,Four-Year College Degree,"Between $20,000 and $40,000",Neither agree nor disagree,Somewhat disagree,Strongly agree,6,Unknown
8/3/17 12:41,8/3/17 12:44,IP Address,24.47.101.45,100,166,TRUE,8/3/17 12:44,R_1QgPGNJm45izLyg,,,,,41.06100464,-73.54290009,anonymous,EN,,,Very appropriate,,I think it's fine.  It gives the same info but the info is in a different location.  I think the poster might be more noticeable though.  ,Female,White,37,Some College,"Between $20,000 and $40,000",Neither agree nor disagree,Strongly disagree,Somewhat agree,6,Unknown
8/3/17 12:42,8/3/17 12:45,IP Address,74.72.128.92,100,194,TRUE,8/3/17 12:45,R_3kIhTRyyqnZSrME,,,,,40.77690125,-73.98130035,anonymous,EN,,,,Somewhat inappropriate,I think they are just risking peoples lives. It would be best to just provide everyone with the proper instructions. ,Female,Hispanic of Latino,31,Some College,"Between $20,000 and $40,000",Neither agree nor disagree,Somewhat disagree,Somewhat agree,7,Unknown
8/3/17 12:44,8/3/17 12:45,IP Address,74.47.123.246,100,67,TRUE,8/3/17 12:45,R_3VMs0rK2WZ4NE4x,,,,,41.49169922,-75.98490143,anonymous,EN,,Somewhat appropriate,,,It helps the doctor complete there job.,Male,White,34,Graduate Degree,"More than $100,000",Neither agree nor disagree,Somewhat disagree,Strongly agree,6,Unknown
8/3/17 12:44,8/3/17 12:45,IP Address,71.86.184.161,100,106,TRUE,8/3/17 12:45,R_DTd5CwIwn0ZZqhz,,,,,45.75660706,-87.15709686,anonymous,EN,,,Somewhat appropriate,,He's making an active decision to see what works and it doesn't directly effect the patient health because they're still at the same risk of infection.,Female,White,26,Some College,"Between $20,000 and $40,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 12:45,8/3/17 12:46,IP Address,68.6.71.179,100,67,TRUE,8/3/17 12:46,R_2Xd30OJAjkdLqEQ,,,,,34.0184021,-119.7252045,anonymous,EN,,Very appropriate,,,"this is appropriate, because it would reduce infections",Male,Asian,20,Some College,"More than $100,000",Neither agree nor disagree,Somewhat agree,Somewhat agree,9,Unknown
8/3/17 12:44,8/3/17 12:46,IP Address,76.10.23.236,100,120,TRUE,8/3/17 12:46,R_vCdxARAsr5yyBPP,,,,,30.37609863,-91.17829895,anonymous,EN,Somewhat inappropriate,,,,He isn't informing patients on the deadly infection risk,Female,Black/African-American,22,Four-Year College Degree,"Between $20,000 and $40,000",Somewhat agree,Somewhat disagree,Somewhat agree,8,Unknown
8/3/17 12:40,8/3/17 12:48,IP Address,23.121.163.90,100,472,TRUE,8/3/17 12:48,R_1HTdCM69QinBYR3,,,,,42.63330078,-84.53769684,anonymous,EN,Somewhat inappropriate,,,,I said somewhat inappropriate because to me it seems like they have to carry it around due to inability to remember. The medical professionals should be able to remember standard safety precautions. ,Female,White,23,High School Degree,"Between $60,000 and $80,000",Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,8,Unknown
8/3/17 12:47,8/3/17 12:49,IP Address,172.98.67.142,100,124,TRUE,8/3/17 12:49,R_1Orkh1jG9CkIi1e,,,,,43.64559937,-79.37539673,anonymous,EN,Somewhat appropriate,,,,I'm not sure. It just seems odd to know a doctor is relying on a cheat sheet to save my life.,Male,White,35,High School Degree,"Between $60,000 and $80,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 12:48,8/3/17 12:50,IP Address,69.94.170.4,100,128,TRUE,8/3/17 12:50,R_2pVUQHJim30pLEo,,,,,32.00559998,-102.1886978,anonymous,EN,,Somewhat appropriate,,,It seems that it would make those performing the procedure more accountable.,Male,White,48,Some College,"Between $40,000 and $60,000",Somewhat disagree,Somewhat disagree,Strongly agree,5,Unknown
8/3/17 12:48,8/3/17 12:50,IP Address,72.194.80.2,100,129,TRUE,8/3/17 12:50,R_1OUCWIFUyTLBedT,,,,,33.57170105,-117.7288971,anonymous,EN,,,Neither inappropriate nor appropriate,,I believe both ways can be effective. At this point there's no way to know until afterwards to see which one is better,Male,Asian,30,Four-Year College Degree,"Between $40,000 and $60,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 12:47,8/3/17 12:50,IP Address,68.63.223.26,100,187,TRUE,8/3/17 12:50,R_2EbFcSPHCnrt3IT,,,,,45.16520691,-93.18890381,anonymous,EN,,,Somewhat appropriate,,I think that's somewhat appropriate because patients receiving the treatment should have access to the precautions. Patients should have full information as far as what's happening to them.,Female,White,28,Graduate Degree,"More than $100,000",Strongly agree,Neither agree nor disagree,Neither agree nor disagree,11,Unknown
8/3/17 12:49,8/3/17 12:51,IP Address,70.127.128.230,100,126,TRUE,8/3/17 12:51,R_09eURYmDkOW5KbT,,,,,28.08590698,-82.72669983,anonymous,EN,,,,Very appropriate,"Care and precaution is used in both instances, and there's no consensus on which method of showing the safety precautions is better. Patients wouldn't mind if the doctor had the measures on a badge or in plain site on a poster.",Male,Asian,35,Four-Year College Degree,"Between $20,000 and $40,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 12:49,8/3/17 12:52,IP Address,104.181.143.222,100,170,TRUE,8/3/17 12:52,R_zYH0x8oTw4u13e9,,,,,34.08810425,-117.464798,anonymous,EN,Somewhat appropriate,,,,"Said hospital director is taking a ""viable"" approach--in making sure a doctor who may perform said procedure is well-versed and certified to do so in a safely manner.",Male,Hispanic of Latino,24,High School Degree,"More than $100,000",Strongly agree,Somewhat disagree,Somewhat agree,9,Unknown
8/3/17 12:50,8/3/17 12:52,IP Address,104.159.209.252,100,93,TRUE,8/3/17 12:52,R_2ziLLyqfnj93avZ,,,,,43.07499695,-89.45929718,anonymous,EN,,Very appropriate,,,People should be informed of risks and what the staff should be doing to avoid issues.,Female,White,52,Four-Year College Degree,"More than $100,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 12:49,8/3/17 12:52,IP Address,108.179.186.33,100,178,TRUE,8/3/17 12:52,R_Z7rXcWRrkTsH3C9,,,,,47.66059875,-122.2919006,anonymous,EN,,,,Somewhat appropriate,"His intentions are good, because his overall goal is to reduce infections. However, this kind of test might be better conducted on non-human subjects. Even though in both cases, the info is available for the doctors on correct procedures, if the study results in one group actually surviving better than the other, then that means that the study put the less-surviving group's lives at an unnecessary risk. ",Female,White,23,Some College,"Between $20,000 and $40,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 12:51,8/3/17 12:53,IP Address,97.93.148.125,100,97,TRUE,8/3/17 12:53,R_SGBvmtbJuJaRKOB,,,,,34.06990051,-117.9421005,anonymous,EN,Somewhat appropriate,,,,I think it's appropriate because it will probably make patients more aware of the risks of the procedure.,Female,Asian,25,Four-Year College Degree,"Between $20,000 and $40,000",Somewhat agree,Somewhat disagree,Somewhat agree,8,Unknown
8/3/17 12:51,8/3/17 12:55,IP Address,45.19.246.79,100,217,TRUE,8/3/17 12:55,R_3j0y2SNP9ebM6gn,,,,,33.74110413,-84.10929871,anonymous,EN,,,Very appropriate,,Anything would help the understanding of this deadly infections so they can be stop or control is a good thing,Male,White,65,High School Degree,"Less than $20,000",Somewhat agree,Neither agree nor disagree,Somewhat agree,9,Unknown
8/3/17 12:55,8/3/17 12:56,IP Address,66.87.94.6,100,63,TRUE,8/3/17 12:56,R_3e4wIDKiYSpTTfJ,,,,,39.9611969,-82.99880219,anonymous,EN,,Very appropriate,,,It is good because it will remind any performing the procedure to follow the guidelines.,Male,White,32,Four-Year College Degree,"Between $40,000 and $60,000",Strongly agree,Neither agree nor disagree,Somewhat agree,10,Unknown
8/3/17 12:56,8/3/17 12:57,IP Address,108.201.209.82,100,75,TRUE,8/3/17 12:57,R_AHcWUV7nyn3CE2l,,,,,33.86390686,-84.1242981,anonymous,EN,,,Somewhat inappropriate,,"I think that the patient may be at risk by this experiment, which is why I chose this option.",Male,Asian,19,Some College,"More than $100,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 12:58,8/3/17 12:58,IP Address,65.34.233.117,100,32,TRUE,8/3/17 12:58,R_WlDgcAopMDiZIMF,,,,,25.73410034,-80.35939789,anonymous,EN,,Neither inappropriate nor appropriate,,,It is what it is,Male,Hispanic of Latino,22,Some College,"Less than $20,000",Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,9,Unknown
8/3/17 12:57,8/3/17 12:59,IP Address,75.173.105.223,100,149,TRUE,8/3/17 12:59,R_ZC4eTXp7V8QWLe1,,,,,35.09950256,-106.5177994,anonymous,EN,Somewhat inappropriate,,,,"I think it would be a good resource for a new doctors, but it would concern me if an established doctor had to look at the list. I feel that he or she should already know what they are doing.",Female,White,41,Four-Year College Degree,"Between $60,000 and $80,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 12:58,8/3/17 13:00,IP Address,74.141.154.30,100,173,TRUE,8/3/17 13:00,R_25GRaq3c2GeEWbM,,,,,39.01629639,-84.59809875,anonymous,EN,,,Somewhat inappropriate,,"I feel ike the director shouldn't be experimenting with anyone's health.  If they know both of these options work, provide both from the get go! ",Female,White,33,Some College,"Between $60,000 and $80,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 12:58,8/3/17 13:01,IP Address,208.184.137.114,100,162,TRUE,8/3/17 13:01,R_1DN1bLSsGlCU52m,,,,,36.12010193,-115.0876999,anonymous,EN,,,,Somewhat inappropriate,Deciding to treat based off this particular experiment is inappropriate. You have to account for skill levels of the providers in this case and you have to make sure the providers are adequately trained. Treating a patient should be based on evidence supporting that particular treatment. But one study suggesting treatment is better because of arbitrary outcomes as listed here wouldn't be good for the patients.,Male,White,27,Graduate Degree,"Between $40,000 and $60,000",Somewhat agree,Somewhat agree,Somewhat agree,10,Unknown
8/3/17 12:59,8/3/17 13:01,IP Address,107.77.219.189,100,117,TRUE,8/3/17 13:01,R_2aCR2jcKo1OQFbd,,,,,32.77870178,-96.82170105,anonymous,EN,,,Very inappropriate,,I don't feel that changing where the information is made available will change the outcome of the number of being getting an infection.,Female,Hispanic of Latino,33,Four-Year College Degree,"Less than $20,000",Somewhat agree,Strongly agree,Somewhat agree,11,Unknown
8/3/17 12:58,8/3/17 13:03,IP Address,24.154.176.123,100,287,TRUE,8/3/17 13:03,R_296Nzaiu8LWbyYy,,,,,40.91400146,-79.93199921,anonymous,EN,,,,Very appropriate,Either way gives the necessary information about the chance of infection.  The method with the highest survival rate will be the method used to give out this info.,Female,White,64,Four-Year College Degree,"Between $60,000 and $80,000",Strongly agree,Somewhat agree,Neither agree nor disagree,12,Unknown
8/3/17 13:01,8/3/17 13:03,IP Address,199.107.68.202,100,132,TRUE,8/3/17 13:03,R_1PZBbi8dsTKzlH0,,,,,39.7460022,-75.54660034,anonymous,EN,,Neither inappropriate nor appropriate,,,"I think it is neither because it is most likely to be ineffective.  Also, it should be targeted to those doing the procedure specifically.",Male,White,40,Graduate Degree,"More than $100,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:04,8/3/17 13:05,IP Address,98.214.43.100,100,59,TRUE,8/3/17 13:05,R_3qRa0zLIdkVImYZ,,,,,39.9315033,-91.38400269,anonymous,EN,,,,Neither inappropriate nor appropriate,i think this is a smart way to do it,Male,White,26,High School Degree,"Between $20,000 and $40,000",Neither agree nor disagree,Somewhat agree,Somewhat agree,9,Unknown
8/3/17 13:03,8/3/17 13:05,IP Address,98.252.152.34,100,169,TRUE,8/3/17 13:05,R_1go8sAGnT2Br0ap,,,,,33.72419739,-84.46829987,anonymous,EN,Very appropriate,,,,Having a list of safety precautions could cut down on the amount of infections to the patients.,Female,Black/African-American,59,Four-Year College Degree,"Between $40,000 and $60,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:04,8/3/17 13:06,IP Address,172.97.7.163,100,99,TRUE,8/3/17 13:06,R_e5nuu8V41XyERjz,,,,,34.06970215,-103.3305969,anonymous,EN,Somewhat appropriate,,,,The more safety precautions against doctors making mistakes is a very good idea.,Female,White,32,Four-Year College Degree,"Between $60,000 and $80,000",Strongly agree,Neither agree nor disagree,Neither agree nor disagree,11,Unknown
8/3/17 13:06,8/3/17 13:07,IP Address,159.45.186.46,100,54,TRUE,8/3/17 13:07,R_0U4zLA3ktmWANTX,,,,,37.79089355,-122.4017029,anonymous,EN,,,Neither inappropriate nor appropriate,,I think they have access to the same information ,Male,White,27,Four-Year College Degree,"Between $20,000 and $40,000",Neither agree nor disagree,Somewhat agree,Somewhat agree,9,Unknown
8/3/17 13:06,8/3/17 13:08,IP Address,71.38.64.232,100,102,TRUE,8/3/17 13:08,R_1JWTuw17AzsYVAL,,,,,36.15109253,-115.1104965,anonymous,EN,,Somewhat appropriate,,,THERE IS NOTHING WRONG WITH WORK REMINDERS ESPECIALLY WITH MEDICAL TREATMENTS LIKE THIS. AS LONG AS IT IS NOT VISUAL TO PATIENTS IT IS OK IMO.,Male,Asian,55,Some Graduate School,"Between $60,000 and $80,000",Strongly agree,Somewhat agree,Somewhat agree,11,Unknown
8/3/17 13:06,8/3/17 13:09,IP Address,50.207.252.82,100,156,TRUE,8/3/17 13:09,R_3mkOGU2vEgSnvKA,,,,,42.28300476,-71.12090302,anonymous,EN,,,Somewhat inappropriate,,"I think it is inappropriate for the patients to be unwitting subjects to this experiment. While I don't see any particular problem with the experiment, the patients should be informed what is going on.",Female,White,33,Graduate Degree,"Between $80,000 and $100,000",Somewhat agree,Somewhat disagree,Somewhat agree,8,Unknown
8/3/17 13:07,8/3/17 13:09,IP Address,76.181.124.164,100,120,TRUE,8/3/17 13:09,R_5axmCfuZ8ynFn6p,,,,,40.00970459,-82.67179871,anonymous,EN,,Very appropriate,,,This is important so patients know they are being treated by a standard that will reduce the possibility of them receiving an infection. It also shows the hospitals commitment to keep patients safe and reducing the amount of infections to as low as possible.,Female,"Hispanic of Latino,White",26,Four-Year College Degree,"Between $20,000 and $40,000",Strongly agree,Neither agree nor disagree,Somewhat agree,10,Unknown
8/3/17 13:08,8/3/17 13:10,IP Address,24.255.44.26,100,122,TRUE,8/3/17 13:10,R_bP1EDTfzq2ij73P,,,,,33.66690063,-112.1856995,anonymous,EN,,,,Somewhat appropriate,"It will allow him to figure out which way works best for the doctors.  Although, I think the doctors shouldn't need a reminder of the correct steps to take.",Female,White,42,High School Degree,"Between $20,000 and $40,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:08,8/3/17 13:10,IP Address,104.14.113.218,100,100,TRUE,8/3/17 13:10,R_3EPWyGAwByi6gUA,,,,,32.74060059,-97.38020325,anonymous,EN,Very appropriate,,,,"This will help to make sure that the proper safety precautions are taken, thus saving lives and preventing infection.",Female,White,41,Four-Year College Degree,"Between $60,000 and $80,000",Somewhat disagree,Somewhat disagree,Somewhat agree,6,Unknown
8/3/17 13:08,8/3/17 13:10,IP Address,73.2.112.59,100,95,TRUE,8/3/17 13:10,R_2dK3DjRasQwUsxx,,,,,36.40629578,-119.3809052,anonymous,EN,,,Somewhat inappropriate,,Because youre putting half of the people at risk of something they wouldn't get otherwise.,Male,Hispanic of Latino,23,Some College,"Between $20,000 and $40,000",Somewhat disagree,Somewhat agree,Somewhat agree,8,Unknown
