StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,badge,poster,bp_short,bp_long,Q30,plants,gene1,Earth,Radioact,Lasers,Electrons,Continents,Gender,Antibiotics,degree,Degree_spec,Sex,Race,Age,Edu,Income,God,Intuition,Science,SC0,SC1,Degree_spec - Topics
8/1/17 15:54,8/1/17 15:56,0,160.87.89.242,100,120,1,8/1/17 15:56,R_3kOn6pyQmKj9psw,,,,,33.7454071,-117.8919983,anonymous,EN,,5,,,The steps need to be taken to minimize risk for infection.  These signs will serve as good reminders.,2,1,1,2,2,1,1,1,2,2,,1,4,30,6,6,5,3,4,10,9,
8/1/17 15:53,8/1/17 15:57,0,99.181.167.149,100,217,1,8/1/17 15:57,R_2EFPRbgzcu8fa6l,,,,,41.52000427,-88.2016983,anonymous,EN,,,,2,"If the procedure is not safe enough or memorable enough to complete by the doctor, then I do not think they should perform it at all.",2,1,1,2,2,2,1,1,1,2,,2,3,21,3,3,2,2,5,5,7,
8/1/17 15:55,8/1/17 15:57,0,108.65.124.80,100,82,1,8/1/17 15:57,R_3FUuIBZkX7bzCzw,,,,,28.45170593,-81.46530151,anonymous,EN,,5,,,"The posters can't harm, only help.",2,1,1,2,1,2,1,1,1,2,,2,3,21,3,2,3,2,5,6,6,
8/1/17 15:52,8/1/17 15:57,0,162.198.143.20,100,255,1,8/1/17 15:57,R_3ikVBbLJrY3cyNv,,,,,41.07229614,-81.54740143,anonymous,EN,,3,,,"I've never heard of this before, but if there are too many deadly infections, then I say, why not try it? I assume other ideas are out there and maybe have been tried. I know I heard recently that doctors and anyone around patients needs to wash their hands constantly to cut down on infections.",2,2,2,1,1,1,1,1,2,2,,2,3,62,2,3,4,4,3,11,5,
8/1/17 15:54,8/1/17 15:57,0,107.10.219.222,100,134,1,8/1/17 15:57,R_307CeiyjhWd6k5t,,,,,41.44520569,-81.69960022,anonymous,EN,,,,2,"Given that the director apparently thinks such precautions are necessary, it would probably make sense to implement them throughout the hospital during a time frame much shorter than a year.",2,1,1,2,1,1,1,1,2,2,,1,3,36,4,3,1,1,5,3,8,
8/1/17 15:51,8/1/17 15:57,0,24.225.125.42,100,351,1,8/1/17 15:57,R_OGYqY2Be8BQJ5VT,,,,,48.14639282,-96.17649841,anonymous,EN,,,1,,"The experiment doesn't have a control group that isn't using either of the new ideas.  He needs a control group to be able to see if the procedures actually help.  Also, depending on what precisely the doctor wishes to measure with the other two groups, there may be competing influences.  For example, if the group with the doctor with the ID badge has far fewer infections, one can't be sure that it was because of the ID badge, or that he even read the instructions on it.",2,1,1,2,2,1,1,1,2,1,chemical engineering,1,3,39,4,2,3,3,4,8,9,
8/1/17 15:52,8/1/17 15:57,0,69.249.134.144,100,318,1,8/1/17 15:57,R_2xEss3eKrnSpFVH,,,,,40.36109924,-75.32009888,anonymous,EN,,,4,,He doesn't know for sure if the poster and badges will help and he must figure out how to stop deadly infections.,1,1,1,2,1,1,1,2,1,2,,1,3,28,2,5,2,2,5,5,5,
8/1/17 15:52,8/1/17 15:57,0,108.41.197.153,100,271,1,8/1/17 15:57,R_2OPS9hxa2btpK0k,,,,,40.69439697,-73.99060059,anonymous,EN,,,,4,The decision shouldn't have much impact on the patients health which is the most important fact. Regardless it should help to reduce the infections.,2,1,1,2,2,2,1,2,2,2,,2,2,28,3,3,1,1,5,3,7,
8/1/17 15:55,8/1/17 15:57,0,99.170.164.172,100,150,1,8/1/17 15:57,R_1JLvDtHzr9izHtP,,,,,33.6638031,-84.73310089,anonymous,EN,2,,,,"In a way they probably should, but i think it should be memorized",2,1,1,2,2,2,1,1,2,2,,2,3,56,3,2,5,5,4,12,8,
8/1/17 15:51,8/1/17 15:57,0,205.153.204.1,100,350,1,8/1/17 15:57,R_1LSXwJgSw5CEEoS,,,,,42.44400024,-122.1741028,anonymous,EN,,,,4,It think that which ever one is implemented should be used. Or both used at the same time. ,2,1,1,2,2,1,1,1,2,2,,1,3,43,3,5,3,2,4,7,9,
8/1/17 15:56,8/1/17 15:57,0,68.59.64.228,100,59,1,8/1/17 15:57,R_wZfNUwneodgt8UF,,,,,31.26170349,-85.41419983,anonymous,EN,,,3,,"I feel there is a good reason for this, so that is all. ",1,1,1,2,2,2,1,2,2,2,,1,"2,3",25,4,2,4,5,3,12,6,
8/1/17 15:55,8/1/17 15:57,0,108.20.174.186,100,146,1,8/1/17 15:57,R_3sgiuKJU6Pq3kMi,,,,,42.31170654,-71.27220154,anonymous,EN,,,,1,"neither of these make sense. So there will be warning labels either on the doctor or the wall that say what, be careful?",2,1,1,2,2,1,1,1,1,2,,1,3,36,3,6,3,3,3,9,8,
8/1/17 15:55,8/1/17 15:58,0,70.177.99.210,100,135,1,8/1/17 15:58,R_3ke2vjG9pvBDGSv,,,,,36.06069946,-95.80639648,anonymous,EN,,4,,,"It might make some patients nervous. I also think that the benefits outweigh the downsides and if it prevents infections, it's worth it.",2,1,1,2,2,1,1,1,2,2,,1,3,24,3,2,1,1,5,3,9,
8/1/17 15:55,8/1/17 15:58,0,69.248.217.239,100,145,1,8/1/17 15:58,R_3Ec1FNTN8Al9bwW,,,,,39.38699341,-74.62169647,anonymous,EN,,,,4,"I feel like both are appropriate since they both include the safety steps, but in different ways. I don't see any glaring issues with the experiment.",2,1,1,1,2,1,1,1,1,2,,1,3,28,4,4,4,4,3,11,7,
8/1/17 15:56,8/1/17 15:58,0,75.132.108.44,100,137,1,8/1/17 15:58,R_6sVEp1oYxD4zo5P,,,,,38.60189819,-89.9138031,anonymous,EN,5,,,,It doesn't hurt to remind people of how to be careful,2,1,1,2,2,1,1,1,2,2,,1,3,37,4,3,1,1,4,4,9,
8/1/17 15:56,8/1/17 15:58,0,107.2.80.154,100,114,1,8/1/17 15:58,R_24uTGiIohSDrLCC,,,,,44.80459595,-93.13710022,anonymous,EN,5,,,,"It is a simple idea, non-intrusive, and mitigates the risk of the procedure by making sure it is done safely.",2,1,1,2,2,1,1,1,2,2,,1,3,27,3,1,1,1,5,3,9,
8/1/17 15:52,8/1/17 15:58,0,47.42.167.134,100,390,1,8/1/17 15:58,R_UL0qMORftJNkfqV,,,,,43.21650696,-123.3417053,anonymous,EN,,,,4,I think it is somewhat appropriate because the director is not putting anyone to additional risk and may provide a better way to prevent infections that may be caused by the procedure.  Not completely certain this is ethical however as he is using human beings as experiment subjects without their or their providers knowledge,2,1,1,2,1,1,1,1,2,2,,2,3,67,4,5,4,1,4,7,8,
8/1/17 15:52,8/1/17 15:58,0,174.55.181.51,100,351,1,8/1/17 15:58,R_uk7k7Jf68TKE5ep,,,,,40.35139465,-75.93060303,anonymous,EN,,,,4,WHile I think that it is kind of careless not to make sure they are implemented to all. I think it is still an effort to make sure people know and learn them. So if it helps to identify a way to make it be a standard then whatever works.,2,1,1,2,2,1,1,1,2,2,,2,3,54,3,2,3,2,5,6,9,
8/1/17 15:56,8/1/17 15:58,0,72.84.245.230,100,137,1,8/1/17 15:58,R_6yyOHSYo6ErFrwZ,,,,,37.46769714,-77.58999634,anonymous,EN,,,,5,"I think it's a reasonable theory, and certainly doesn't risk health. I do think, however, that there should be a control group.",2,1,1,2,2,1,1,1,2,2,,2,3,41,6,6,5,2,5,8,9,
8/1/17 15:56,8/1/17 15:58,0,24.23.93.247,100,162,1,8/1/17 15:58,R_2CuY8xpDfqaFHqV,,,,,33.5243988,-81.94239807,anonymous,EN,5,,,,It is a good idea that wouldn't cost a pot of money to implement ,2,1,1,2,2,1,1,1,2,1,Computer science ,1,3,24,3,2,1,1,5,3,9,
8/1/17 15:54,8/1/17 15:58,0,99.100.237.177,100,275,1,8/1/17 15:58,R_3qUsW1T0eLk3XGt,,,,,42.60960388,-83.0515976,anonymous,EN,,,,3,I would think the doctors should already be trained and have those procedures down pat before becoming a doctor,2,1,1,2,2,1,1,1,2,2,,2,3,52,3,6,3,2,4,7,9,
8/1/17 15:54,8/1/17 15:59,0,71.9.22.214,100,255,1,8/1/17 15:59,R_ZxYKddQrmqnO5DH,,,,,39.52960205,-119.813797,anonymous,EN,1,,,,The director is trying to give doctors a handy checklist to make sure they follow the proper procedures.,2,1,1,2,1,2,1,1,2,1,Computer Science ,2,"3,5",49,4,2,1,1,5,3,7,
8/1/17 15:55,8/1/17 15:59,0,70.214.43.132,100,215,1,8/1/17 15:59,R_1ONwcfd7EE4Dldb,,,,,38.581604,-121.4944,anonymous,EN,4,,,,"It will not hurt to have that batch, and hopefully it will remind doctors to follow procedures.",2,1,1,2,2,1,1,2,1,2,,2,3,42,6,6,5,5,4,12,7,
8/1/17 15:55,8/1/17 15:59,0,74.217.93.212,100,237,1,8/1/17 15:59,R_aWvLPTBX2nJ3pJL,,,,,37.75100708,-97.8219986,anonymous,EN,,4,,,Anything to help the doctors would be great. A friendly reminder could help.,2,1,1,2,2,1,1,2,2,2,,1,3,37,4,6,1,1,5,3,8,
8/1/17 15:55,8/1/17 15:59,0,173.170.231.4,100,253,1,8/1/17 15:59,R_6gHvbtRDn96hxsd,,,,,27.9098053,-82.78839874,anonymous,EN,,,4,,The physican is attempting to raise awareness about these infections both passively with a new badge (easily ignored) and actively (in a specialized area with printed directions).,2,1,1,2,1,1,1,1,1,2,,2,3,32,3,3,1,1,5,3,7,
8/1/17 15:58,8/1/17 15:59,0,68.134.31.130,100,76,1,8/1/17 15:59,R_1EXpfFykrOJrkA9,,,,,39.20579529,-76.7480011,anonymous,EN,,,4,,helps remember ,1,1,1,2,1,2,1,1,2,2,,1,3,20,3,3,1,1,5,3,6,
8/1/17 15:56,8/1/17 15:59,0,206.246.3.140,100,185,1,8/1/17 15:59,R_2tECbAkYeuwN1iz,,,,,36.6578064,-94.43190002,anonymous,EN,,,,4,"As long as the doctors pay attention to where the recommended treatments are written, the patients should be fine. The respective doctors just need to remember whether or not the recommended treatments are written on their badges or on posters.",2,1,1,2,2,1,1,1,2,2,,1,3,32,4,3,5,3,4,10,9,
8/1/17 15:56,8/1/17 15:59,0,98.156.69.35,100,213,1,8/1/17 15:59,R_6FEu0UGNqIpOpmp,,,,,39.01469421,-94.73950195,anonymous,EN,,5,,,because he is the hospital director and its his job to do these things,2,1,1,2,2,1,1,1,2,1,associates in CADD,2,3,36,3,2,3,1,5,5,9,
8/1/17 15:53,8/1/17 15:59,0,99.89.89.192,100,397,1,8/1/17 15:59,R_25ASNzL9fT2xhmC,,,,,34.08790588,-83.93720245,anonymous,EN,,,4,,These two ideas are still not enough to ensure doctors follow standard safety precautions,2,1,1,2,1,2,1,2,1,2,,1,3,35,4,2,5,2,5,8,5,
8/1/17 15:56,8/1/17 15:59,0,12.218.182.74,100,177,1,8/1/17 15:59,R_UWsU3dEtWZA17zz,,,,,27.78959656,-80.59960175,anonymous,EN,,5,,,I think it does no harm and helps to promote safe behavior,2,1,1,2,2,1,1,1,2,2,,1,3,32,2,2,1,1,5,3,9,
8/1/17 15:55,8/1/17 15:59,0,184.101.100.156,100,255,1,8/1/17 15:59,R_0lEHoIHWxfopoAx,,,,,33.42230225,-111.8226013,anonymous,EN,,,,5,I think because both doctors will have access to the information it is appropriate to test which method works better.  There doesn't seem to be any actual risk involved. ,2,1,1,2,2,2,1,1,2,2,,2,3,39,4,4,4,2,4,8,8,
8/1/17 15:55,8/1/17 15:59,0,73.158.44.143,100,285,1,8/1/17 15:59,R_cHHuOD6JR4iqxC9,,,,,37.56700134,-121.9828949,anonymous,EN,,4,,,Perform safety actions are very important for doctors.,2,1,2,2,2,1,1,1,1,2,,2,4,28,4,4,3,3,4,8,7,
8/1/17 15:54,8/1/17 15:59,0,70.168.7.208,100,310,1,8/1/17 15:59,R_1nNKH1OOCY5tG9q,,,,,41.62590027,-71.21340179,anonymous,EN,,,4,,"This seems a reasonable way to determine which method of reinforcing the ideas to reduce infection is better. Both of the methods (name tag and poster on the wall) seems like it might work, though I would guess that the poster will turn out better.",2,1,1,2,2,1,1,1,2,2,,1,3,61,4,2,2,2,4,6,9,
8/1/17 15:55,8/1/17 15:59,0,71.30.123.5,100,292,1,8/1/17 15:59,R_3NESKTu11r2DsAh,,,,,33.97920227,-81.2589035,anonymous,EN,5,,,,Because it would help the doctors to remember a task that they were trained to follow that they might forgot if they did not have a reminder.,2,1,1,2,1,1,1,2,1,2,,1,3,32,2,2,5,5,1,15,6,
8/1/17 15:57,8/1/17 15:59,0,172.79.13.47,100,153,1,8/1/17 16:00,R_3DdA05E1uKwxWIk,,,,,41.13059998,-85.12889862,anonymous,EN,,,,4,"Is a good theory and test, I just feel bad for the 1/2 that doesn't do as well since doctors should all be relatively equal. ",2,1,1,2,1,1,1,1,2,1,Organizational Leadership and Supervision. ,2,3,30,4,5,1,1,5,3,8,
8/1/17 15:56,8/1/17 15:59,0,174.22.16.61,100,195,1,8/1/17 16:00,R_1IPZO4TQQsrkJzS,,,,,44.06900024,-123.0825043,anonymous,EN,2,,,,I think they only need to reference this when they are doing the procedure. Having the info on the equipment used to do the procedure would seem more appropriate,2,1,1,2,2,1,1,1,2,2,,2,3,55,6,1,1,2,3,6,9,
8/1/17 15:54,8/1/17 15:59,0,98.113.33.202,100,355,1,8/1/17 16:00,R_T56zvkp6a9e4SXf,,,,,40.76370239,-73.77249908,anonymous,EN,2,,,,I think doctors should memorize all the safety steps and be able to perform the procedure without looking at the list. I'm not sure if all the doctors would actually look at the list while performing the procedure.,2,1,1,2,1,1,1,1,2,2,,2,4,35,4,4,1,1,5,3,8,
8/1/17 15:56,8/1/17 16:00,0,172.113.96.178,100,188,1,8/1/17 16:00,R_2RR06kh47ecqcH7,,,,,33.91290283,-118.3439026,anonymous,EN,4,,,,with the list of standard safety precautions on the back this be beneficial for the doctors help prevent infections ,2,1,1,1,2,1,1,2,1,2,n/a,1,2,28,2,1,4,2,5,7,6,
8/1/17 15:54,8/1/17 16:00,0,72.243.57.217,100,357,1,8/1/17 16:00,R_3TSGsZjn2wx7mFP,,,,,33.95019531,-86.45420074,anonymous,EN,,,1,,It is good that the patients and doctors know all the risks,2,1,1,2,1,1,2,1,1,2,,2,3,36,3,1,3,3,3,9,6,
8/1/17 15:58,8/1/17 16:00,0,208.64.115.10,100,123,1,8/1/17 16:00,R_2QlIK4NSsOBk9wZ,,,,,42.48970032,-71.15950012,anonymous,EN,,,,5,Either way it is safer than the previous way in which nothing was posted. This finds the best way,2,1,1,2,2,1,1,1,2,2,,1,3,34,3,6,1,1,5,3,9,
8/1/17 15:57,8/1/17 16:00,0,69.113.105.220,100,204,1,8/1/17 16:00,R_2Y4kVHJHtva9oLr,,,,,40.62010193,-73.75189972,anonymous,EN,,4,,,Its just guidelines and some doctors might or not see it when performing the procedure. It would be better to do a training program so all doctors are aware.,2,1,1,2,2,2,1,2,1,1,Mechanical Engineering,1,2,26,4,3,1,2,5,4,6,
8/1/17 15:55,8/1/17 16:00,0,47.146.51.78,100,280,1,8/1/17 16:00,R_3qW3hk01TrU8vjp,,,,,34.22489929,-117.3760986,anonymous,EN,,,4,,"The director is justified in trying to reduce infections by innovative means.  However, if he thinks both the poster and the badge  will help doctors then he could just use both for all patients.  ",2,1,1,2,2,1,1,1,1,2,,1,2,28,6,5,2,2,4,6,8,
8/1/17 15:56,8/1/17 16:00,0,70.198.67.180,100,230,1,8/1/17 16:00,R_1o5TK5r4Oh5VbEw,,,,,39.90510559,-86.11589813,anonymous,EN,,,,4,Not a randomized trial. But a good start to reducing or attempting to reduce infections.,2,1,1,2,2,1,1,2,2,2,,1,3,59,3,4,1,1,5,3,8,
8/1/17 15:57,8/1/17 16:00,0,47.34.191.149,100,218,1,8/1/17 16:00,R_2Wu86sQYWu6SkzK,,,,,33.90710449,-118.0766983,anonymous,EN,,4,,,"I think that it definitely wouldn't hurt to have the posters around and they might serve as a helpful reference. However, in practice I think that most doctors are unlikely to pay attention to the posters when they are busy with their day to day work.",2,1,1,2,2,1,1,1,2,2,,2,2,23,4,3,1,2,5,4,9,
8/1/17 15:57,8/1/17 16:00,0,70.140.24.236,100,187,1,8/1/17 16:00,R_31KHnO5S34uLpa9,,,,,29.91560364,-95.64910126,anonymous,EN,,,4,,i feel the doctor knows what he is doing,2,1,1,1,1,1,1,1,2,2,,2,3,44,2,4,5,3,3,11,7,
8/1/17 15:59,8/1/17 16:00,0,132.205.236.34,100,79,1,8/1/17 16:00,R_2urKdmM9tHgchte,,,,,45.50090027,-73.58769989,anonymous,EN,,4,,,I don't see why it would be inappropriate. He is giving a reminder to all. ,1,2,2,2,2,2,1,2,1,2,,1,4,27,3,3,2,4,4,8,3,
8/1/17 15:58,8/1/17 16:00,0,196.52.39.30,100,160,1,8/1/17 16:00,R_2AGQScFVgbryiqk,,,,,33.44839478,-112.0739975,anonymous,EN,3,,,,"The director's decision is not likely to harm anything but it's also improbable to be helpful either. The act of touching the ID card during insertion of the tube, to consult the safety steps, is just inviting more germs into the scenario.",2,1,1,2,2,1,1,1,2,2,,2,3,33,4,4,1,1,5,3,9,
8/1/17 15:56,8/1/17 16:01,0,107.5.108.210,100,267,1,8/1/17 16:01,R_3312BUXO4hfoplo,,,,,41.8618927,-84.60379791,anonymous,EN,,1,,,I think this is very inappropriate because it would lead to undue stress for the patient.  I think the risks should be explained to the patients [and apparently the doctors] in private so that the patients can make an informed decision.,2,1,1,2,1,2,1,1,2,2,,2,3,51,4,4,5,3,4,10,7,
8/1/17 15:59,8/1/17 16:01,0,45.52.4.130,100,70,1,8/1/17 16:01,R_3MzggniqQW3uP9I,,,,,40.6230011,-87.6969986,anonymous,EN,,4,,,I think it could hurt some patients,2,1,2,2,1,1,2,1,2,2,,2,3,37,3,3,3,4,4,9,6,
8/1/17 15:57,8/1/17 16:01,0,216.109.13.100,100,184,1,8/1/17 16:01,R_1kRlw7ACSETcUMu,,,,,31.16650391,-87.07610321,anonymous,EN,,4,,,"It is nice to have a reminder, but I suspect that the doctors will be preoccupied with what they are doing and not even notice the posters when they are in the midst of a procedure.",2,1,1,2,2,1,1,2,2,2,,1,3,46,6,4,5,5,5,11,8,
8/1/17 15:59,8/1/17 16:01,0,136.33.85.178,100,127,1,8/1/17 16:01,R_1pY9HdVOlILc6fs,,,,,39.270401,-94.46459961,anonymous,EN,5,,,,I think this would be a fine idea just to keep everyones mind fresh and give them a heads up when working and to be safe while doing so.,2,1,1,1,2,2,1,2,1,2,,1,3,30,3,2,4,3,3,10,5,
8/1/17 15:58,8/1/17 16:01,0,24.54.107.2,100,194,1,8/1/17 16:01,R_OKc19OXGh3soflv,,,,,32.44880676,-81.78320313,anonymous,EN,5,,,,"Even though they should be trained, it would be a great reminder. If it helps cut down infections it will be beneficial. ",2,1,1,2,2,2,1,1,1,2,,2,3,31,4,2,5,4,2,13,7,
8/1/17 16:00,8/1/17 16:01,0,172.11.220.144,100,81,1,8/1/17 16:01,R_9oGPVCmsGdSfNAd,,,,,39.6473999,-84.15730286,anonymous,EN,,2,,,It's insulting to the doctor's intelligence.,1,1,1,2,1,1,1,1,2,2,,1,3,35,4,2,1,1,5,3,7,
8/1/17 15:58,8/1/17 16:01,0,97.105.96.145,100,200,1,8/1/17 16:01,R_1jy76ZSGmgvcC5T,,,,,33.91369629,-98.49340057,anonymous,EN,,,,2,"It is inappropriate because the patients are being used as unwitting test subjects.  They have no choice but to ""participate"" in this ""experiment"".",2,1,1,2,2,1,2,1,2,2,,1,3,38,3,3,5,5,2,14,8,
8/1/17 15:57,8/1/17 16:01,0,68.131.68.39,100,240,1,8/1/17 16:01,R_1kMPZNvyCwGH2RB,,,,,36.84629822,-76.09790039,anonymous,EN,,5,,,The decision is appropriate because it highlights the procedures necessary to reduce infection. Having doctors constantly viewing it during a surgery ensures that they don't have a misstep that could lead to the infection that could be deadly.,2,1,1,2,2,1,1,1,2,1,electrical engineering,1,1,26,6,4,5,4,4,11,9,
8/1/17 15:57,8/1/17 16:01,0,64.239.192.71,100,247,1,8/1/17 16:01,R_DAzWTl0UsE3DHfb,,,,,32.13439941,-91.7111969,anonymous,EN,5,,,,I see nothing wrong with the directors decision.  If it saves a single life or prevents one infection it is worth it.,2,1,1,2,2,1,2,1,1,2,,2,3,27,4,4,5,5,3,13,7,
8/1/17 15:59,8/1/17 16:01,0,70.199.7.14,100,103,1,8/1/17 16:01,R_2XpJlvNi0I5zo99,,,,,40.3217926,-79.33830261,anonymous,EN,,,4,,It will save the patients live.  It will also help people when they are sick in the future.,1,1,1,2,1,2,1,1,2,2,,1,3,43,4,3,4,5,5,10,6,
8/1/17 15:54,8/1/17 16:01,0,107.12.251.52,100,422,1,8/1/17 16:01,R_2wvQyQR3ZEP12ec,,,,,34.8789978,-76.90129852,anonymous,EN,,5,,,I felt like the director's decision was very appropriate. He just wants to make sure all of the doctors follow directions and that is probably the best way to do it.,2,1,1,2,2,2,1,2,2,2,,2,1,26,3,2,4,2,4,8,7,
8/1/17 15:56,8/1/17 16:01,0,47.196.80.90,100,344,1,8/1/17 16:01,R_3EnUZmYuDpIGqo7,,,,,27.95869446,-82.29499817,anonymous,EN,,4,,,Since people seem to be getting infections it is a good idea to remind doctors of the steps of the procedure if it will help reduce but on the other hand there is no statement stating that doctors aren't following the right steps and that is what is truly causing the infections,2,1,2,1,2,2,2,1,2,2,,2,3,35,2,4,2,3,3,8,5,
8/1/17 16:01,8/1/17 16:01,0,70.138.153.28,100,54,1,8/1/17 16:01,R_2VqhqVCIYuwaY3g,,,,,29.67349243,-95.47930145,anonymous,EN,,,3,,bhjkj,1,1,1,1,1,1,1,1,1,1,,2,1,22,4,5,2,3,3,8,5,
8/1/17 15:57,8/1/17 16:02,0,73.242.236.97,100,252,1,8/1/17 16:02,R_w5W7IVBHGKgLmhj,,,,,35.14450073,-106.6446991,anonymous,EN,,4,,,"I think anything that can help doctors, even subconsciously if they just glance past the poster, can help them better serve their patients.  Infections can be bad so making sure everyone involved is informed on how to prevent and treat them is good management in my opinion.",2,1,1,2,2,1,1,1,2,2,,2,3,33,4,2,1,1,4,4,9,
8/1/17 15:58,8/1/17 16:02,0,23.243.46.17,100,225,1,8/1/17 16:02,R_3D0X69GRhLLUtUP,,,,,33.81880188,-118.0377045,anonymous,EN,1,,,,I think it's inappropriate because having something to remind you to perform on someone's life sounds ridiculous.  It will make the patient lose confidence in the doctor's ability.  ,2,1,1,2,2,1,1,1,1,2,,2,4,32,3,6,2,2,4,6,8,
8/1/17 15:57,8/1/17 16:02,0,96.253.1.186,100,299,1,8/1/17 16:02,R_86ykFyHSV4AGy8F,,,,,41.67829895,-71.27079773,anonymous,EN,,,5,,"I think the posters on the wall are a really great idea.  They would serve as a good reminder for the doctor, and he could go over them often.",2,1,1,1,2,1,1,1,1,2,,2,3,34,2,4,1,1,5,3,7,
8/1/17 15:57,8/1/17 16:02,0,71.198.72.81,100,297,1,8/1/17 16:02,R_Ao3E3PahHdmjoqZ,,,,,37.81159973,-122.2420044,anonymous,EN,4,,,,"A doctor should really know the procedure by memory if they're working on someone that placed their lives in their hands. It is still a good reminder to have a checklist just to make sure or minimize chance of infection, but it might be a distraction having to review the list constantly.",2,1,1,2,2,1,1,1,2,1,Computer Science,1,4,28,4,3,1,1,5,3,9,
8/1/17 15:53,8/1/17 16:02,0,173.23.161.73,100,554,1,8/1/17 16:02,R_2ExYGrZYPYzQ43o,,,,,42.02999878,-93.59049988,anonymous,EN,,,,5,It's an everyday reminder on what to do. The doctor is more then likely to see the reminder. Sometimes things can be forgotten and I can see where this could help. At least it couldn't hurt.,2,1,2,2,2,2,1,1,2,2,,2,3,52,2,2,5,4,1,14,7,
8/1/17 15:52,8/1/17 16:02,0,73.183.80.218,100,590,1,8/1/17 16:02,R_bIosbYshxdFBf6p,,,,,40.4835968,-79.74639893,anonymous,EN,5,,,,It's appropriate because there is obviously a concern for infection. It's troublesome that doctors don't remember standard safety precautions but if it helps that's good.,2,1,1,2,1,2,1,1,2,2,,2,3,45,3,2,4,4,4,10,7,
8/1/17 15:54,8/1/17 16:02,0,66.87.81.208,100,482,1,8/1/17 16:02,R_29s1rX10nDdcuh6,,,,,38.8927002,-76.94300079,anonymous,EN,,,,2,I think it is a good way to test the two ideas. I think one year is enough time to see which method works. However the methods are not equal . One method requires no effort from the doctor (poster) the other method requires the doctor to remember to wear the badge and remember to look at the badge before treating a patient .,2,1,1,2,2,1,1,1,2,2,,2,1,38,6,6,5,3,4,10,9,
8/1/17 15:59,8/1/17 16:02,0,177.237.20.85,100,229,1,8/1/17 16:03,R_D2A5pCxhYA8CE1z,,,,,28.21670532,-105.3167038,anonymous,EN,2,,,,"It would just be odd for a trained professional to be carrying these instructions mid-surgery. With that said, even though it's a bit inappropriate, if that would mean less people with infections, I wouldn't mind it.",2,1,1,2,2,1,1,1,2,2,,1,2,30,4,3,1,2,4,5,9,
8/1/17 15:59,8/1/17 16:03,0,205.182.135.3,100,234,1,8/1/17 16:03,R_1HjiBjPv1hQ36Xc,,,,,33.74899292,-84.38800049,anonymous,EN,,,1,,I feel like by giving the doctors access to the safety precautions while they are working is a great way to give them the information they need to complete a safe and effective procedure. ,2,1,1,2,2,1,1,1,2,1,Bachelor of Science in Accounting,2,3,37,4,3,4,2,4,8,9,
8/1/17 16:00,8/1/17 16:03,0,174.71.41.86,100,177,1,8/1/17 16:03,R_1CCMjmINI3wIv5f,,,,,41.29930115,-96.16660309,anonymous,EN,,,4,,I think it’s a good point of reference for them to be able to remember and implement procedures that are life saving.,2,1,1,2,1,2,1,1,2,2,,1,3,36,4,4,1,1,5,3,7,
8/1/17 15:59,8/1/17 16:03,0,72.160.72.177,100,234,1,8/1/17 16:03,R_ApW66IVdJyZ5rMt,,,,,46.40260315,-122.9604034,anonymous,EN,,,5,,"Since doctors have so much knowledge crammed into their head over a number of years, having something in their face to remember the little details is a great wake up call.  Everyone becomes complacient with their normal duties and are apt to miss steps unless reminded of them.",2,1,2,2,2,1,1,2,2,1,parasitilogy,2,3,54,6,4,5,3,4,10,7,
8/1/17 15:57,8/1/17 16:03,0,75.182.219.232,100,353,1,8/1/17 16:03,R_1GVQ7hclOJYBpjv,,,,,35.48129272,-78.35140228,anonymous,EN,,,1,,Neither the badge nor the poster is likely to affect the doctor's performance. They already know these tips. ,2,1,1,2,1,1,2,1,2,1,Applied Behavior Analysis,2,3,48,4,2,2,2,5,5,7,
8/1/17 16:01,8/1/17 16:03,0,184.13.41.74,100,136,1,8/1/17 16:03,R_z0V5mai4jdj3Zh7,,,,,38.30479431,-81.75769806,anonymous,EN,,5,,,Any measure that can help patients receive better care is a welcome addition to a hospital. Anything should be considered if it means saving lives and suffering for patients. ,2,1,1,2,2,1,1,1,2,2,,1,3,26,3,1,1,1,5,3,9,
8/1/17 16:00,8/1/17 16:03,0,99.127.82.244,100,181,1,8/1/17 16:03,R_2dYcut0yIXVnZlw,,,,,28.58979797,-81.49279785,anonymous,EN,5,,,,"Sometimes in high pressure, high-stress situations a written reminder can help ease your mind and trigger memory.",2,1,1,2,2,1,1,1,2,2,,2,3,36,2,3,3,3,4,8,9,
8/1/17 16:02,8/1/17 16:03,0,69.181.182.105,100,48,1,8/1/17 16:03,R_1N5rFgaMagKQf5S,,,,,37.769104,-122.4449005,anonymous,EN,,,3,,n/a,2,2,2,2,1,2,1,2,2,1,,2,3,30,3,4,3,3,4,8,4,
8/1/17 15:56,8/1/17 16:03,0,66.8.231.140,100,456,1,8/1/17 16:03,R_2Sq6hzhekPcBGqY,,,,,19.71080017,-155.8739929,anonymous,EN,,,1,,The doctor should not experiment like this without running through a simulation that does not  include actual patient groups.  There must be informed consent.,2,1,1,2,2,2,1,2,2,2,,1,3,28,4,4,3,2,5,6,7,
