StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,xA1,xB1,xAB1,xA2,xB2,xAB2,xA3,xB3,xAB3,xA4,xB4,xAB4,xA5,xB5,xAB5,xA6,xB6,xAB6,xA7,xB7,xAB7,FreeResponse,PlantFood,GenesAnswer,Earth,Radioact,Lasers,Electrons,Continents,Gender,Antibiotics,degree,Degree_spec,God,Intuition,Science,Sex,Race/Ethnicity,Age,Education,Income,SC0,SC1
2017-10-27 17:04:34,2017-10-27 17:08:14,0,24.129.37.28,100,219,1,2017-10-27 17:08:15,R_21ERySWdImjqISp,,,,,30.353302001953,-81.499000549316,anonymous,EN,,,,,,4,,,,,,,,,,,,,,,,"I think it's a good way to find out which drug is better however I'm not sure how moral or ethical it is. Each patient should be treated individually and prescribed whatever drug works best but if Dr. Jones does not know which drug works best I think this ""experiment"" is appropriate.",2,1,1,2,1,2,1,1,2,2,,4,4,5,2,3,31,4,4,7,9
2017-10-27 17:03:23,2017-10-27 17:09:08,0,71.60.142.209,100,345,1,2017-10-27 17:09:09,R_2Spk53DsFPHOPK4,,,,,40.283706665039,-79.382102966309,anonymous,EN,,,,,,,,,4,,,,,,,,,,,,,"Because I think that people should invest in their retirement, however, I think that it should be the persons choice. I think that what this CEO is doing is a form of trickery.",2,1,1,2,2,1,1,1,2,2,,5,3,4,2,3,42,4,3,9,10
2017-10-27 16:58:28,2017-10-27 17:09:44,0,73.57.26.137,100,676,1,2017-10-27 17:09:45,R_3PzVemsSOtQBjka,,,,,27.255004882812,-80.247596740723,anonymous,EN,,,,,,,,,,,,,,,,2,,,,,,"I think it should be done by Health and Human Services, then fo before Congress for approval.",2,1,1,2,2,1,1,1,2,2,,3,3,5,2,3,48,3,6,9,7
2017-10-27 17:07:18,2017-10-27 17:09:59,0,72.223.40.201,100,160,1,2017-10-27 17:09:59,R_1PRzlaZLBZMhxJj,,,,,33.24870300293,-111.63430023193,anonymous,EN,4,,,,,,,,,,,,,,,,,,,,,"He is looking out for his patients when it comes to cost and the effects of the medicine. ",2,1,1,2,1,2,1,1,1,2,,1,1,5,2,3,27,3,2,6,3
2017-10-27 17:10:38,2017-10-27 17:12:41,0,73.114.18.252,100,122,1,2017-10-27 17:12:42,R_vYtyDn4p2l4ATcd,,,,,41.763702392578,-72.685096740723,anonymous,EN,,,,,,,,,,4,,,,,,,,,,,,I think he believes if he gives a bonus the teachers will do better in teaching their students.,2,1,1,2,1,2,1,1,1,2,,1,4,3,2,3,21,2,1,6,8
2017-10-27 17:09:48,2017-10-27 17:12:44,0,47.223.89.219,100,175,1,2017-10-27 17:12:45,R_1Iobw5AuM9Cf0i2,,,,,33.620101928711,-95.600303649902,anonymous,EN,,,,,,,,,4,,,,,,,,,,,,,I do not think it is their place to decide what employees should do for retirement.  I think it should be the employees option if this is what he is going to do.,2,2,1,1,1,1,1,1,1,2,,5,4,3,2,3,39,3,3,5,12
2017-10-27 17:09:28,2017-10-27 17:13:26,0,208.85.77.1,100,237,1,2017-10-27 17:13:26,R_1Hp10nA0e5BNsCA,,,,,42.349594116211,-71.074600219727,anonymous,EN,,,,,,,3,,,,,,,,,,,,,,,"I don't think the CEO's decision is going to have any adverse effects, but I doubt that it will change the status quo. Those employees who are not enrolling in the company retirement savings plan are likely doing so because they a) don't know about it, b) can't afford to put that money away, or c) are already overwhelmed by the choices and are afraid of making the wrong decision. 10 investment funds sounds like a good number of options already, and I don't think increasing it to 15 will entice more employees to enroll. ",2,1,1,2,2,1,1,2,2,2,,1,1,5,2,3,31,6,5,8,3
2017-10-27 17:10:24,2017-10-27 17:14:49,0,99.203.128.99,100,264,1,2017-10-27 17:14:49,R_10YhpzN6fngwldv,,,,,42.225601196289,-83.268501281738,anonymous,EN,,,,,,,,,,,,,,,4,,,,,,,Some people in one group are going to want to be in the other group.  People would complain that it's not fair either way.,2,1,1,2,2,1,1,1,1,2,,3,2,4,2,3,36,3,1,8,7
2017-10-27 17:11:17,2017-10-27 17:16:55,0,64.21.211.131,100,337,1,2017-10-27 17:16:55,R_1i2s3nt9BLS3g74,,,,,38.034606933594,-122.19509887695,anonymous,EN,,,,,,,,,,,,,,,,,,3,,,,I think it would be important to really evaluate what would be the most sucessful and effective to distribute resources and make the program successful. It would be a waste of resources to find out later than the format was ineffective.,2,1,1,2,1,1,1,1,2,2,,1,3,4,2,3,43,6,4,8,6
2017-10-27 17:12:08,2017-10-27 17:17:41,0,67.11.179.185,100,333,1,2017-10-27 17:17:42,R_3JasF46tuYiRz6d,,,,,29.586303710938,-98.527397155762,anonymous,EN,,,,5,,,,,,,,,,,,,,,,,,because doctors at the clinic tend to choose either drug a or b. Given the information the drugs are mostly the same.,2,1,1,2,2,1,1,2,2,2,,1,1,5,1,3,33,2,4,8,3
2017-10-27 17:14:30,2017-10-27 17:18:24,0,168.17.25.86,100,233,1,2017-10-27 17:18:24,R_2QlnasksU0JSxTE,,,,,33.940994262695,-83.434097290039,anonymous,EN,,,4,,,,,,,,,,,,,,,,,,,i think that what he did is perfectly fine,2,1,1,2,2,2,1,1,1,2,,4,3,5,1,1,18,3,6,7,8
2017-10-27 17:15:01,2017-10-27 17:19:48,0,71.88.79.52,100,286,1,2017-10-27 17:19:48,R_3hGBy1pFpR6xxWC,,,,,29.517196655273,-90.658096313477,anonymous,EN,,,,,,,,,,,,4,,,,,,,,,,It is appropriate to test students outcomes by benefiting the teachers. I am not fully confident in it because it shouldn't really have much impact on how the students do.,2,2,1,2,2,1,1,1,1,2,,5,5,4,1,3,26,4,3,7,12
2017-10-27 17:15:59,2017-10-27 17:20:24,0,68.207.24.21,100,264,1,2017-10-27 17:20:24,R_xg5RqK7lSiV7kZz,,,,,28.356597900391,-99.143600463867,anonymous,EN,,,,,,,,5,,,,,,,,,,,,,,It sounds to me like the CEO cares about the well-being of the company's employees and is trying to help them. This is a good thing.,2,1,1,2,1,1,1,1,1,2,,4,4,5,1,3,31,3,4,7,9
2017-10-27 17:18:58,2017-10-27 17:21:01,0,159.118.214.164,100,122,1,2017-10-27 17:21:01,R_3e3oOsvVkXgPNqX,,,,,30.382598876953,-89.373001098633,anonymous,EN,,,,,,,5,,,,,,,,,,,,,,,the ceo is trying to help,2,1,1,2,1,1,1,1,2,2,,4,3,4,2,3,33,4,5,8,9
2017-10-27 17:18:38,2017-10-27 17:21:08,0,173.71.177.71,100,149,1,2017-10-27 17:21:08,R_3Hn3zpmMaZIGmNs,,,,,40.441299438477,-80.106399536133,anonymous,EN,,,,,,2,,,,,,,,,,,,,,,,I think medicine is primarily done on these types of experiments to get the best results.  I don't think he is doing anything wrong by trying them for a year and seeing what the best outcome is.,2,1,1,2,1,1,2,1,2,2,,4,4,5,2,3,43,3,4,7,9
2017-10-27 17:20:27,2017-10-27 17:22:32,0,68.191.158.84,100,125,1,2017-10-27 17:22:33,R_1l4DMrMy5OWA0La,,,,,45.184494018555,-93.839698791504,anonymous,EN,,,,,,,,,,,,,,,,,,,,2,,"Just based on my gut feeling.  I just feel that this was somewhat inapporopriate. ",1,2,1,2,1,2,2,1,1,2,na,3,3,3,1,3,27,4,3,3,9
2017-10-27 17:18:50,2017-10-27 17:23:10,0,74.136.164.62,100,260,1,2017-10-27 17:23:11,R_22KdB6zyZ6zO4QR,,,,,36.919906616211,-84.167900085449,anonymous,EN,,5,,,,,,,,,,,,,,,,,,,,I think this doctor is trying to help his patients. He is choosing a drug that they can afford. It doesn't have many side affects.,2,1,1,2,2,1,1,1,1,2,,4,4,4,2,3,38,2,1,8,10
2017-10-27 17:04:11,2017-10-27 17:23:37,0,73.45.23.36,100,1166,1,2017-10-27 17:23:38,R_wYptVialDNABuUh,,,,,41.538101196289,-87.684196472168,anonymous,EN,,,,,,,,,,,,,,,,,,,5,,,I decided very appropriate because it will motivate unemployed people and the monthly job fairs will help them seek employment.,2,1,1,2,1,1,1,1,2,2,,5,3,5,2,1,57,3,1,8,9
2017-10-27 17:15:44,2017-10-27 17:23:42,0,73.83.166.152,100,477,1,2017-10-27 17:23:42,R_1IF4sphws9RO2ZY,,,,,47.57600402832,-122.39950561523,anonymous,EN,,,,,5,,,,,,,,,,,,,,,,,"Without any other extenuating circumstances like being paid by one drug company or the other, Dr. Jones seems to think the patient would be best served with B. This in my mind would be based on his training and experience.",2,1,1,2,2,1,1,1,2,2,,3,3,4,1,3,65,4,2,9,8
2017-10-27 17:20:45,2017-10-27 17:24:05,0,172.58.158.227,100,200,1,2017-10-27 17:24:06,R_1o1KujvWGgOpW3f,,,,,35.227096557617,-80.843101501465,anonymous,EN,,,,,,,,,,,,,,,,,,,3,,,i think its a great way to help people who cant find a job but i think aLOT OF PEOple will take advantage of that,1,1,1,2,1,1,1,1,2,2,,4,3,3,2,3,31,3,2,7,10
2017-10-27 17:20:34,2017-10-27 17:24:40,0,47.176.19.115,100,246,1,2017-10-27 17:24:41,R_RDNpVz0ji9uJPpv,,,,,34.645202636719,-120.02439880371,anonymous,EN,,,,,,,,,,,,,,5,,,,,,,,"It teaches them to survive on their own, without relying on handouts to escape poverty. It is an investment in people.",2,1,1,2,2,1,1,1,2,1,Electrical engineering,1,1,5,1,3,32,4,4,9,3
2017-10-27 17:22:01,2017-10-27 17:25:12,0,24.1.163.76,100,190,1,2017-10-27 17:25:12,R_3DtFdEjgTSzQohE,,,,,41.848297119141,-87.629096984863,anonymous,EN,5,,,,,,,,,,,,,,,,,,,,,Because his patients can afford it and they can handle the side effects.,2,1,1,2,2,1,1,2,2,2,,5,4,5,1,3,31,3,3,8,10
2017-10-27 17:19:03,2017-10-27 17:25:44,0,97.113.68.146,100,400,1,2017-10-27 17:25:45,R_24QolqeVvrKjVGp,,,,,47.482894897461,-122.21710205078,anonymous,EN,,,,,,,,,,,,,,,,,,,,,5,"When deciding policy, it should be based on data and facts. By employing a science experiment in this manner, congress is able to make policies that are effective.",2,1,1,2,2,1,1,2,2,2,,3,1,5,1,3,22,3,4,8,5
2017-10-27 17:22:05,2017-10-27 17:26:45,0,100.14.228.237,100,280,1,2017-10-27 17:26:46,R_12Fs2KxwGm38mLD,,,,,39.815994262695,-75.504501342773,anonymous,EN,,,,,,,,,,,,,4,,,,,,,,,Everyone deserves to have shelter. If a roof leaks that should be verified and fixed. This will also enhance the health of the families.,2,1,1,2,2,1,1,1,1,2,,5,3,4,1,3,71,4,4,8,10
2017-10-27 17:27:07,2017-10-27 17:31:35,0,66.18.39.217,100,267,1,2017-10-27 17:31:36,R_3r1c5n05C0Dm4Mh,,,,,35.170501708984,-85.209503173828,anonymous,EN,,,,5,,,,,,,,,,,,,,,,,,"I don't see the particular difference between the two medications. There's a reason a qualified doctor would prescribe one medication over another. They're both the same price and are prescribed for the same reason, so it seems like he chose medication A for a reason. ",2,1,1,2,1,1,1,1,1,2,,1,1,5,1,3,30,4,3,7,3
2017-10-27 17:30:27,2017-10-27 17:33:28,0,174.230.143.187,100,180,1,2017-10-27 17:33:28,R_3gRPNOLSN3nDZLj,,,,,37.751007080078,-97.821998596191,anonymous,EN,,,,,,,,,,,,,,,,5,,,,,,"It seems that the congress wants the best people available to help with the country's welfare and health. ",2,1,1,2,1,1,1,1,1,2,,4,2,4,2,3,30,3,4,7,8
2017-10-27 17:30:39,2017-10-27 17:33:34,0,140.107.167.253,100,174,1,2017-10-27 17:33:34,R_3fCPgqAgVStUyzw,,,,,47.673797607422,-122.34190368652,anonymous,EN,,,,,,,,,,,,3,,,,,,,,,,"Teachers get a bonus regardless, although teachers themselves may prefer one over another.",2,1,2,2,2,1,1,1,2,2,,2,2,4,1,4,47,4,3,8,6
2017-10-27 17:31:17,2017-10-27 17:33:42,0,192.23.22.213,100,144,1,2017-10-27 17:33:43,R_RLy5g4lYI1dzV3r,,,,,29.748901367188,-95.467796325684,anonymous,EN,,,,,4,,,,,,,,,,,,,,,,,He may of done research on the two medications and noticed B was more effective or that more patients liked that medicine or had better outcomes.,2,1,1,2,1,1,1,1,1,2,,5,4,4,2,3,37,2,4,7,11
2017-10-27 17:28:53,2017-10-27 17:34:10,0,99.65.161.92,100,317,1,2017-10-27 17:34:11,R_3PgywKsmHRap6Ck,,,,,42.3291015625,-83.487701416016,anonymous,EN,,,,,,,,,,,,,,,4,,,,,,,"I think both options are compelling and I think those choices can help poverty stricken people, both options have the ability to help people in poverty. ",2,1,1,2,1,1,1,1,2,2,,5,5,2,2,3,46,3,4,8,14
2017-10-27 17:30:47,2017-10-27 17:35:02,0,206.248.17.202,100,255,1,2017-10-27 17:35:02,R_CdiYMGBTB8gdcnT,,,,,37.260406494141,-98.628799438477,anonymous,EN,,,,,,,,,,,,,2,,,,,,,,," People who are in extreme poverty rarely own a home. It seems like a waste of resources to me.",2,1,1,2,2,1,1,2,2,2,,2,2,4,1,3,48,3,1,8,6
2017-10-27 17:30:49,2017-10-27 17:35:31,0,68.84.204.82,100,281,1,2017-10-27 17:35:31,R_3soTtoV3uhwwMky,,,,,32.336898803711,-111.05020141602,anonymous,EN,,,,,,,5,,,,,,,,,,,,,,,Because it gives employees more options and makes them more determined to participate in the investments.,2,1,1,2,1,1,1,1,1,2,,5,5,4,2,3,45,2,2,7,12
2017-10-27 17:25:12,2017-10-27 17:35:58,0,108.116.227.59,100,645,1,2017-10-27 17:35:58,R_3J91EPpsQg4uIwI,,,,,27.942993164062,-82.524002075195,anonymous,EN,,,,,,,,,,,5,,,,,,,,,,,The superintendent sees merit in the research results and can see that those results can have a positive impact on his goal of improved student outcomes. He is pursuing his goals by using a positive approach with the teachers.,2,1,1,2,1,1,1,1,1,1,Computer Science,5,4,5,2,3,51,5,4,7,10
2017-10-27 17:33:52,2017-10-27 17:36:32,0,174.193.135.173,100,160,1,2017-10-27 17:36:33,R_2uNUOWE309VteSs,,,,,35.387405395508,-80.406700134277,anonymous,EN,,,,,,,,,,,2,,,,,,,,,,,They already get those times off,2,1,1,2,2,1,1,1,2,2,,5,3,5,2,3,38,3,6,9,9
2017-10-27 17:34:05,2017-10-27 17:37:23,0,66.41.63.197,100,197,1,2017-10-27 17:37:24,R_a5W6nMQEidKuAgh,,,,,42.271102905273,-89.09400177002,anonymous,EN,,,5,,,,,,,,,,,,,,,,,,,This is a scientific way to determine which drug works best for the doctor's patients.,2,1,1,2,2,1,1,1,2,1,Computer Science,2,1,4,1,3,24,4,2,9,5
2017-10-27 17:26:38,2017-10-27 17:37:33,0,104.145.229.10,100,654,1,2017-10-27 17:37:33,R_1jJagZei3CH32gy,,,,,25.77409362793,-80.181701660156,anonymous,EN,,,,,,,,,,,,,,,,,5,,,,,"Since there is not enough medical staff, recruitment and training some people will be better than nothing.",2,1,1,2,2,1,1,1,2,2,,5,4,4,2,3,33,4,2,9,11
2017-10-27 17:35:27,2017-10-27 17:38:01,0,99.89.114.106,100,154,1,2017-10-27 17:38:02,R_1N1VjqiLoVrGCyu,,,,,38.650100708008,-121.25340270996,anonymous,EN,,,,,,,,,,,,,,,,,5,,,,,The government should encourage people to become health aides because that might be the only medical help some people can get.,2,1,1,2,2,1,1,1,2,2,,2,2,4,2,3,53,6,6,9,6
2017-10-27 17:37:29,2017-10-27 17:40:37,0,206.211.104.1,100,187,1,2017-10-27 17:40:37,R_3gMZM0ZsyHWbDVX,,,,,37.502304077148,-77.569297790527,anonymous,EN,,,,,,,,4,,,,,,,,,,,,,,"He is trying to help his employees prepare for the future but maybe shouldn't tell them what funds to invest in, just show what the returns are for the investment funds available to invest in",2,1,1,2,2,1,1,1,2,2,,5,5,4,2,3,36,4,6,9,12
2017-10-27 17:35:04,2017-10-27 17:40:41,0,74.199.15.40,100,337,1,2017-10-27 17:40:42,R_3HXnn14fEehbxow,,,,,42.514404296875,-83.015899658203,anonymous,EN,,,,,,,,,,,,,,,,,,,2,,,"Where I think it could really help (the money) for those unemployed as they are lookingg for a job, I think to many will take the money, half hardly look for a job, at least for the first 5 months just for the money.  I think the monthly job fairs is a good ideaa.",2,1,1,2,1,2,2,1,1,2,,5,4,2,2,3,56,3,2,5,13
2017-10-27 17:37:27,2017-10-27 17:42:33,0,70.126.28.222,100,305,1,2017-10-27 17:42:33,R_1qeoBhNwVWl0dal,,,,,28.483703613281,-82.549598693848,anonymous,EN,,,,,,,,,3,,,,,,,,,,,,,He is just trying to help.  I don't think you can judge his action appropriate or inappropriate.,2,1,1,2,2,1,1,1,2,2,,1,2,4,1,3,51,3,4,9,5
2017-10-27 17:40:03,2017-10-27 17:43:06,0,73.22.106.120,100,182,1,2017-10-27 17:43:07,R_un2rtP6fOOlPT8d,,,,,42.010604858398,-88.667098999023,anonymous,EN,,,,,,,,,,,,,,,,,,,,4,,"If someone has been attending job fairs for 12 months and actively looking for work, then they probably need the help that $500 a month will give them.",2,1,1,2,2,1,1,1,2,2,,1,1,5,1,3,35,3,2,9,3
2017-10-27 17:37:57,2017-10-27 17:44:00,0,97.119.143.85,100,363,1,2017-10-27 17:44:01,R_2PbcD8dxu8QfGsE,,,,,40.180801391602,-77.213897705078,anonymous,EN,,5,,,,,,,,,,,,,,,,,,,,Because he chose an affordable and safe medication to treat his patients with high blood pressure. I find that appropriate and safe and feel he's doing what's in the best interest of the patients.,2,1,1,2,2,1,1,1,2,2,,5,4,2,2,3,36,3,3,9,13
2017-10-27 17:42:22,2017-10-27 17:47:15,0,45.56.57.232,100,292,1,2017-10-27 17:47:15,R_1M6VLRxH6RYtPzA,,,,,40.22639465332,-111.69699859619,anonymous,EN,4,,,,,,,,,,,,,,,,,,,,,It is appropriate because this medication has been approved by the FDA and it will help them despite the side effects.,2,1,1,2,2,1,1,1,2,2,,4,4,4,1,2,24,4,2,9,10
2017-10-27 17:42:21,2017-10-27 17:48:20,0,24.116.234.17,100,358,1,2017-10-27 17:48:20,R_WcbJEO5VARWWgP7,,,,,33.638305664062,-96.724502563477,anonymous,EN,,,,,,,,,,5,,,,,,,,,,,,The state correlation between teacher happiness and student scores would be worth the money spent on the bonus.,2,1,1,2,2,1,1,1,2,2,,5,5,3,2,3,48,6,6,9,13
2017-10-27 17:47:08,2017-10-27 17:48:35,0,76.184.115.122,100,87,1,2017-10-27 17:48:35,R_1eCzFoC6zpR7cgZ,,,,,32.951293945312,-96.715400695801,anonymous,EN,,,,,,,,,,,,,4,,,,,,,,,it seems like a good use of donated funds,1,1,1,2,2,2,1,2,2,2,,3,2,4,2,"1,3",27,3,2,6,7
2017-10-27 17:40:31,2017-10-27 17:49:01,0,67.217.153.226,100,509,1,2017-10-27 17:49:02,R_DtJ1mXRGQyFBrrP,,,,,36.264297485352,-95.827697753906,anonymous,EN,,,,,,,,,,,,,,,,,,,,,5,"Because it will help encourage the people to find jobs. Unlike most government assistance programs, there is a time limit set forth. I would also add that each person that receives the assistance should have to attend the job fairs as well as put in a few hours of community service in order to help with the coverage cost of the program not only now but for future users.",2,1,1,2,2,1,1,1,2,1,medical technology,3,2,4,2,3,33,4,2,9,7
2017-10-27 17:41:48,2017-10-27 17:50:16,0,99.127.36.102,100,507,1,2017-10-27 17:50:16,R_3NE9FimMAB8FwHo,,,,,29.998001098633,-90.134002685547,anonymous,EN,,,,,,,,,,,,,,,,,,5,,,,"Congress is addressing a very important issue which is a shortage of health care workers. Doing a test run, and then deciding which marketing technique worked best is a smart idea. In the end it will result in the highest quality workers getting the positions, which will help each district. ",2,1,1,2,2,1,1,1,2,1,Psychology,5,2,5,1,3,27,4,2,9,8
2017-10-27 17:42:43,2017-10-27 17:50:21,0,216.134.245.124,100,457,1,2017-10-27 17:50:21,R_3FRrXiPzEAsIwcI,,,,,35.873199462891,-92.071701049805,anonymous,EN,,,,,,,,,,,5,,,,,,,,,,,I think that the superintendent was right by giving extra vacation days because if the teachers are well-rested and happy then they will perform better.,2,1,1,2,2,1,1,2,2,2,,5,5,5,2,3,52,3,1,8,11
2017-10-27 17:45:58,2017-10-27 17:51:26,0,76.93.178.64,100,328,1,2017-10-27 17:51:27,R_3dLBg1hdIAzfHNT,,,,,32.995407104492,-117.07530212402,anonymous,EN,,,,,,,,,4,,,,,,,,,,,,,"This is the CEo of the company and he is chooses to conduct an internal experiment. ",2,1,1,1,2,1,1,1,1,2,,1,2,4,2,3,25,4,2,7,5
2017-10-27 17:45:08,2017-10-27 17:51:54,0,66.108.67.102,100,406,1,2017-10-27 17:51:55,R_8CCEhn5rYZ3BvZD,,,,,40.714797973633,-73.793899536133,anonymous,EN,,,,,,,,,,,,,,,,,,4,,,,"I think it is somewhat appropriate to publicize the social and career benefits of a Health Assistant, w/o the qualifications, at first. This is due the nations lack of nurses and doctors in isolated rural areas. But make sure to recruit those who have the qualifications for the position.  That include screenings in criminal background, etc.",2,1,1,2,1,1,1,2,2,2,,2,1,5,2,1,39,6,2,7,4
2017-10-27 17:47:07,2017-10-27 17:52:52,0,24.127.216.243,100,344,1,2017-10-27 17:52:52,R_3lPGMB8myuQbXUi,,,,,42.252700805664,-84.288902282715,anonymous,EN,,,,,,,,,,4,,,,,,,,,,,,Because it's kind of a win-win situation. The students will probably do better and he will have happier teachers. Most teachers are underpaid usually anyway so giving them a bonus seems appropriate to me.,2,1,1,2,2,1,1,1,2,2,,4,2,2,2,3,56,3,2,9,10
2017-10-27 17:48:47,2017-10-27 17:54:58,0,73.70.40.144,100,370,1,2017-10-27 17:54:59,R_zd0TsZwJSWrQMjD,,,,,36.624893188477,-121.82569885254,anonymous,EN,,,,,,,,,,,,,,,,4,,,,,,"It will somewhat appeal to the right candidates based on a match between their assumed personal values.  But they are recruiting for positions that will likely be considered hard to fill, and candidates still have to earn a living wage and possibly give up some creature comforts they may be used to.  So I think they would also do well to consider including some information about pay and/or benefits so that candidates would know that they would not suffer huge financial hardship in taking this position.",2,1,1,2,2,1,1,1,2,1,Psychology,2,1,4,2,4,54,6,1,9,5
2017-10-27 17:50:31,2017-10-27 17:56:13,0,71.203.234.153,100,341,1,2017-10-27 17:56:13,R_6LH0fxBxk22YL0l,,,,,36.067901611328,-86.719398498535,anonymous,EN,,,,,,,,,,,,,,,2,,,,,,,"I think the director is probably acting out of a desire to do the most with his money that he can, but it makes me uncomfortable to think about using indigent people in another country as test subjects for something that could radically alter their lives. Also, they should be allowed to select what they want to do with the money; why wouldn't he trust them to know what would be best for themselves?",2,1,1,2,2,1,1,1,2,2,,2,1,3,2,3,29,6,2,9,6
2017-10-27 17:52:57,2017-10-27 17:58:31,0,71.84.155.54,100,333,1,2017-10-27 17:58:31,R_2DYAGF4C0QSP1nv,,,,,33.232406616211,-97.110801696777,anonymous,EN,,,,,,4,,,,,,,,,,,,,,,,"While the basis of his decision appears sound, ie both drugs are affordable, there is an even split between the doctors in his office that prescribe them, it still seems as if there should be some choice in prescribing them based on an individual patients response to the drug.  It would be to say, well pain relievers still do pretty much the same thing so take whatever you want, and that is not the case.",2,1,1,2,2,1,1,1,2,2,,1,2,4,1,3,49,3,3,9,5
2017-10-27 17:56:52,2017-10-27 17:58:35,0,207.225.150.4,100,103,1,2017-10-27 17:58:36,R_1hWsqeqcEMie46I,,,,,44.927795410156,-93.116203308105,anonymous,EN,,,,,,,,,,,,,,,,,,,,4,,"I love the idea of encouraging unemployed citizens to attend job fairs, while also helping them out",2,1,1,2,2,1,1,1,2,2,,1,1,5,2,3,25,4,2,9,3
2017-10-27 17:52:21,2017-10-27 17:59:03,0,108.7.3.247,100,402,1,2017-10-27 17:59:04,R_1kOL6z9zNQEopI9,,,,,42.342407226562,-71.087799072266,anonymous,EN,,,,,,,,,,,,,,,,,5,,,,,"Sometimes there is not enough time to get all the health care professionals you need so you can get these people to do it. With a severe shortage of nurses this is a great alternative.  People may be able to survive ",2,1,1,2,1,1,1,1,2,2,,2,4,4,2,1,20,2,3,8,8
2017-10-27 17:56:18,2017-10-27 17:59:40,0,73.79.230.109,100,202,1,2017-10-27 17:59:41,R_2f22vvIOf6pWFtn,,,,,40.417297363281,-79.937202453613,anonymous,EN,,5,,,,,,,,,,,,,,,,,,,,"Too obvious to bother explaining.  Duh... Dr. Jones found the lost ark. ",2,1,1,2,2,1,1,1,2,2,,1,1,5,1,3,40,3,1,9,3
2017-10-27 17:55:09,2017-10-27 18:01:22,0,72.252.251.186,100,373,1,2017-10-27 18:01:23,R_3ivQRVY8PkWUn5h,,,,,18,-76.800003051758,anonymous,EN,,,,,,,,5,,,,,,,,,,,,,,"It is appropriate for the CEO to  at least provide the option for the newly hired employee.  this give them the opportunity to start saving for retirement early.  He also provide the necessary options for them to choose, which is a good gesture.",1,1,1,2,1,1,1,1,1,2,,1,2,2,1,1,40,3,1,6,7
2017-10-27 17:59:07,2017-10-27 18:01:30,0,172.58.142.199,100,142,1,2017-10-27 18:01:31,R_2rGG4kPpRGpp1z5,,,,,41.946304321289,-87.812698364258,anonymous,EN,,,4,,,,,,,,,,,,,,,,,,,I think its a good idea to test out medications on patients and get results. I think its also good because you can see which medication works properly and which doesn't.,1,1,1,1,2,1,1,2,1,2,,3,3,4,2,3,23,2,4,5,8
2017-10-27 17:59:28,2017-10-27 18:01:47,0,66.215.102.8,100,138,1,2017-10-27 18:01:48,R_3QXEUFe8K6fixwt,,,,,34.204696655273,-118.30239868164,anonymous,EN,4,,,,,,,,,,,,,,,,,,,,,"I believe it is appropriate because he chose a drug with very little known side effects. ",2,1,1,2,2,2,1,1,2,2,,3,2,4,2,3,27,4,3,8,7
2017-10-27 17:57:25,2017-10-27 18:02:04,0,67.197.167.191,100,278,1,2017-10-27 18:02:04,R_25Hs5tfCpxHSUZK,,,,,34.966003417969,-81.080703735352,anonymous,EN,,,,,,,5,,,,,,,,,,,,,,,The more options you have for investing your money the better off you are.  You can have a wider range of funds from the least risky to very risky.,2,1,1,2,2,1,1,1,2,2,,5,4,4,1,3,59,4,6,9,11
2017-10-27 18:00:58,2017-10-27 18:02:53,0,24.171.89.199,100,114,1,2017-10-27 18:02:54,R_3ErQltse8xwCHn6,,,,,38.927307128906,-90.881896972656,anonymous,EN,,,,,5,,,,,,,,,,,,,,,,,Both drugs are acceptable medications to give to the patient.,2,1,1,1,1,1,1,1,1,2,,3,5,4,2,3,26,3,4,6,10
2017-10-27 18:00:38,2017-10-27 18:03:05,0,128.197.141.204,100,147,1,2017-10-27 18:03:06,R_1hMsa900oQzhal2,,,,,42.345092773438,-71.099296569824,anonymous,EN,,,,2,,,,,,,,,,,,,,,,,,"Both options have been approved by the fda, but there must still be subtle differences between the two that could inpact the use in different patients. I feel that it is never safe to assume the same drug will work the same on everyone.",2,1,1,2,2,1,1,2,2,2,,3,2,4,1,3,25,4,3,8,7
2017-10-27 18:01:13,2017-10-27 18:04:53,0,73.26.246.119,100,219,1,2017-10-27 18:04:54,R_2vdK3xLP00KfUiY,,,,,35.063903808594,-106.4787979126,anonymous,EN,,,,,,,,,,,,1,,,,,,,,,,"How the benefit affects each teacher will depend on the teacher's individual circumstance. All of them should get the same benefit to accurately test what the benefit does to student outcomes, otherwise the school could end up with teachers that are low on money getting extra vacation, and teachers who want vacation time getting bonus money they don't need as much. It could cause contention between teachers and would not give an accurate picture of student outcomes.",2,1,1,2,2,1,1,1,2,2,,5,3,4,2,3,23,3,2,9,10
2017-10-27 17:59:07,2017-10-27 18:05:36,0,162.230.110.122,100,388,1,2017-10-27 18:05:37,R_1Ioz3SF3iqyrPC5,,,,,28.580093383789,-81.44100189209,anonymous,EN,,,,,,,,,,,,,,,,,,,5,,,Because they are providing a safety net for these people while also trying to encourage the actions they should be taking to get off of the welfare. People shouldn't just 'get' the money unless they are seeking employment,2,1,1,2,2,1,1,1,2,2,,3,2,5,1,3,33,4,3,9,6
