pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId
303,xB2,Genes1.dementia,1,1,"The customers are paying for ancestry testing; not medical testing. If he wants to offer it as an option, that would be okay, but to do it without getting their consent seems inherently wrong.",,R_2e8q3ZO8D4mRsiZ
304,xAB2,Genes1.AB,4,0,I think that its a cool idea and the experiment will help them see what works,,R_3PtKDqYqZMJ0IWs
306,xA2,Genes1.cancer,4,0,It's optionable for the consumer so it doesn't not affect them negatively,,R_22VTuQsJHlMGHrw
313,xAB2,Genes1.AB,5,0,It causes no harm to the customer as long as it's not more costly.  The customer has the option to view it or not.,,R_2a9nEgTdlTpkd3q
317,xB2,Genes1.dementia,5,0,becuase they are  telling you what to expect and knowing thre reason for the test it is appropriate.,,R_12f43xrm8Smguto
319,xAB2,Genes1.AB,1,1,"It seems odd that the director makes the decision rather than the customer. I think because it is related to health information, they should provide consent to have the test done and select the appropriate unless they have agreed to be randomly assigned to a test. Otherwise, I think it is unethical.",,R_2Bnfsf8loE5TBoG
320,xA2,Genes1.cancer,2,1,"Because unless that option was made available to the consumer before requesting the ancestry test, it violates their rights and is not being totally honest about what their DNA results and genetic material is being used for. Customers should have the right to make that request on their own.",,R_1IplHzJ6mMOLGu6
326,xB2,Genes1.dementia,2,1,"If somebody is not interested in finding out about their health in the first place, it is inappropriately intrusive to order a test on them, just because you have some material with which to run a test. People are given an option at a late point, which is the only slightly positive aspect of this.",,R_2wjBUWsRtp4wsJC
332,xA2,Genes1.cancer,3,0,I don't have an opinion on what he did. Some may find it invasive and some may find it helpful.,,R_u2kXDn898OCBDtT
335,xAB2,Genes1.AB,4,0,"It is only somewhat appropriate because the director should ask the person which test they would have to be performed. The person may have additional insight, which could help the director choose the test that would be more useful.",,R_PZBohpyiHhEFKw1
337,xB2,Genes1.dementia,1,1,"People need to make that decision,  not a company.",,R_3hFHovP5IkyLeof
345,xAB2,Genes1.AB,2,1,"Someone may already have information about the trait randomly selected for them, and thus the testing would be useless.    The people should be given the option of which screening is performed.",,R_PILkjg9tPuow0q5
346,xA2,Genes1.cancer,1,1,"I chose this option, because it will help fight cancer and more people will have the chance to live longer.",,R_UsuSkdKkGD4uskp
348,xB2,Genes1.dementia,5,0,"Although the option of not getting tested for dementia is not optional, the option to view the result is, and therefore it is okay because there is no harm if you don't know your result and that information.",,R_2Qy3kYcHbZ1TG8T
354,xA2,Genes1.cancer,1,1,"It should be up to the customers as to whether or not this is checked, not him. I know that once they have the DNA, they could check everything at once, but it should still be down to the individual. The records should also be destroyed afterwards.",,R_1Fbqe8Cki8KNvTF
357,xAB2,Genes1.AB,3,0,My decision is based upon the fact that not neither option matters. For later in life most people will be diagnosed with either condition for it is just part of getting older in life.,,R_1iqyHOQf87zytZn
359,xB2,Genes1.dementia,4,0,I think it could be important for people to understand their risks. Dementia can be delayed in most cases if people are at higher risk.,,R_3HBpBHnGoTsiFGY
8,xB3,Genes2.all,3,0,It could be seen as a personal matter to customers. It just seems a little weird.,,R_3G8nQp7jeup9ACo
13,xB3,Genes2.all,3,0,"He's is giving them the opportunity. They have a say in the matter. However, the passage does not make it clear to me whether or  not he is having the testing conducted before consulting the clients",,R_1mOe2J7sEACVKz9
15,xAB3,Genes2.AB,2,1,He did not receive consent from these test subjects beforehand. This makes the process unethical.,,R_2SvsWu2hijV6pdb
16,xA3,Genes2.actionable,5,0,It's good that he wants to help others since he has the capability to do so.  It is still for the client to decide whether to use the service or not.,,R_1OlTobIrU1uIF9d
20,xAB3,Genes2.AB,5,0,It is very helpful to know about family health conditions and ways to prevent future diseases.  Knowing if you have genetic mutations would be very helpful.,,R_2UbzwOD1xWY4HDd
21,xA3,Genes2.actionable,4,0,"While there are some concerns about how the privacy of this data will be protected during the transmission to the patient, in general, giving patients more information if they freely choose to seek it out is a good thing.",,R_3D09KriWljey3eY
25,xB3,Genes2.all,5,0,If I paid for this I would like the most information I could get and knowing about these risks could be helpful,,R_3r2KGoarlRcIprf
31,xB3,Genes2.all,2,1,I think most people would prefer not to know if they had a genetic condition that could not be prevented or cured. It would just create more worry while there would be nothing they could do about it.,,R_6XaLji5SqnZSF3P
36,xAB3,Genes2.AB,4,0,"It's very important to always do your past research, in order to move forward with anything that is future related. Taking the right precautions for preventions.",,R_2aELv35YlKXldHS
39,xA3,Genes2.actionable,5,0,People deserve to know if they are at risk so they can make the appropriate steps to get better.  The CEO is doing the right thing.,,R_3QJAV1KUWAPY393
45,xB3,Genes2.all,5,0,Because this will give a person an opportunity to know about their health. Even if nothing can be done it is good to know what you can expect about your health in the future.,,R_6sMyHoOdc680Ytr
50,xAB3,Genes2.AB,1,1,Because he could prevent risks.,,R_3NIiDrX1w3UWMoJ
54,xA3,Genes2.actionable,5,0,I think genetic testing for health issues is very important for people especially if they do know anything about their family history. This could help prevent a terminal medical problem later in life. This would be great for a CEO to offer this and put the quality of life over a business decision.,,R_3HTtqJ0Mjx1D8gl
60,xB3,Genes2.all,4,0,"It's better to know if you have any genetic risks for conditions, regardless of whether they're preventable, because the more you know about yourself, the better choices you can make.",,R_3nPJ7HTK1JEbO0u
64,xA3,Genes2.actionable,5,0,"I'd say very appropriate, because he is already offering one service and is giving the consumer the Option of seeing more, not forcing those results on them. Having the choice would be nice, especially when given the example of someone being adopted, they may have no prior knowledge of their health risks. This test would be a 2 for 1.",,R_2RQi7oabpziX3OF
69,xB3,Genes2.all,5,0,I THINK PEOPLE HAVE RIGHT TO KNOW IF THEY WANT TO KNOW WHAT PROBLEM THEY MAY FACE IN THE FUTURE,,R_1pSFSI9evu1RR7j
70,xAB3,Genes2.AB,2,1,"I think all people should be offered the same treatment in this scenario, especially for awareness sake. I think the CEO should make a concrete decision and not a split one.",,R_w4ZsmgHALpEkaQh
75,xA3,Genes2.actionable,5,0,I think it is appropriate because the CEO is allowing people to see results of diseases they can prevent or reduce their risk for. This allows people to lives healthier lives and maximize their chances of avoiding the disease.,,R_2uOR4Jw74bfhhl6
77,xB3,Genes2.all,4,0,"I think i is good because some people want to know, probably not only for themselves, but their offspring or loved ones.So they should have the right to know.  However, for some of us, that don't want to know, it's good there would be the option where we could choose to opt out.",,R_ZfsrmS6lhMX1ieZ
87,xA3,Genes2.actionable,5,0,It will benefit families in the long run. Families will be able to take steps to make sure that they don't experience stress based on their children's potential condition.,,R_2WSfV5d3Svh3GoT
88,xAB3,Genes2.AB,5,0,"I felt the CEO's decision is very appropriate because as someone in a position of power, he should help people as much as he can, which is exactly what he wants to do. Thus I really appreciate that he would go out of his way to help people treat their health risks or see if they are vulnerable to any. Sure there might be worries that the CEO may be gathering all these sensitive information for their own gain, but I feel that is not what he wants to achieve.",,R_bgvRHhO9Fl8VetX
91,xB3,Genes2.all,2,1,"I think that this can induce panic if some people, but it can also help people prepare for a genetic mutation and take the necessary steps for possible prevention.",,R_9H8296rz1oHyz9T
94,xA3,Genes2.actionable,4,0,"it should be looked at a service to consumers to better themselves, however, the security has to be tight because this could be very sensitive information",,R_2xDi0mqH6PIQtRo
99,xAB3,Genes2.AB,1,1,He's testing on humans without their complete knowledge,,R_1pFnJmYp42Wmjfc
101,xB3,Genes2.all,5,0,If people want to see these results and get this kind of information it seems very appropriate for the company to provide it to the consumer. I don't see why they wouldn't provide the service.,,R_1di5qp1EeosnGsW
110,xB3,Genes2.all,4,0,It is a good idea to have this option readily available for customers that want to take advantage. The only thing that bothers me is if insurance companies could get a hold of this information.,,R_1obsgdozGghxR7o
114,xA3,Genes2.actionable,5,0,"The CEO is helping people so this is appropriate. He wants to stop people from becoming sick, which is the right thing to do.",,R_wMMKPI7Fx6Jl24F
115,xAB3,Genes2.AB,4,0,As he will offer the other half the option to see if they have any genetic risks for health conditions,,R_3Hv0CCHPwvxHEQe
117,xB3,Genes2.all,4,0,I think it was great of the CEO to do this and give the people the opportunity .  It makes him look like a good guy and it probably helps the clients out alot.,,R_2R85L3PrHE3UEOO
119,xAB3,Genes2.AB,4,0,"I think that either way the CEO is trying to help his clients. I think that this is a step in the right direction, alerting all clients about any existing conditions that are preventable or curable so that they can take action to do so. In addition, he is offering additional information that can be made available upon request. But perhaps all clients should learn about both the preventable and unpreventable diseases and illnesses so that they are aware and can take appropriate action.",,R_3R8v3feNY8hDF0K
129,xA3,Genes2.actionable,5,0,If you're going to go so far as to research your heritage it makes perfect sense to me to look further into your medical history to see what ailments you could possibly contract.,,R_3JEtHbyzGeswRoz
130,xB3,Genes2.all,5,0,"People have every right to know what health risks they have, even if there is nothing that can be done about them.",,R_10SBHh9Ax5WHlPw
131,xA3,Genes2.actionable,5,0,"If I was researching my genealogy and it turned up a health-threatening genetic mutation, I would certainly want to be made aware of it.",,R_1K8bNajfvssbYht
134,xAB3,Genes2.AB,1,1,If you know you have these traits than youcan do things that help treat it or prevent it.,,R_1ClLqlMBmITSAmv
143,xA3,Genes2.actionable,5,0,The more you know about your health the better.,,R_1jP6w1ICfBoiS7c
148,xAB3,Genes2.AB,3,0,I think it's a fine experiment. So long as people have a choice in finding out,,R_3MLuL6NECIP2TnV
151,xB3,Genes2.all,5,0,It is appropriate because he is helping others. I would take the test.,,R_3kccBuIB668meZk
153,xAB3,Genes2.AB,4,0,"It's a test trial so he can see which option people respond to better and I agree with his decision both ways because the people have to find out anyways whether it's good or bad news, but it's just how they can take the news that counts",,R_3el7BDkyP3K3cU8
160,xB3,Genes2.all,5,0,I believe it is important to have full disclosure in revealing any information obtained from these tests.  Withholding genetic information seems immoral.,,R_rdx5BqWpvRrIelj
161,xA3,Genes2.actionable,5,0,I think its admirable that he wants to help so many people.,,R_2WCOqch75VCa3Ex
167,xA3,Genes2.actionable,5,0,"The offer to see any genetic issues you might have is completely for the health of others. It is a good idea, and might help prevent diseases.",,R_1P66f3nrp0ODUyA
169,xB3,Genes2.all,4,0,"Because to offer this, it would mean that people could start to take precautions to better their lives and try to prevent genetic illnesses.",,R_2awMbMGXueLyxXI
171,xAB3,Genes2.AB,2,1,"I think the CEO should offer all the relevant risks available to the client, preferably on a scale where the degree of the risk determines its placement, with minor risks being the first to be discussed and severe risks being the last. I thought the decision was somewhat inappropriate because it seems that the company lacks any real basis for only sharing treatable risks versus those that cannot be treated, especially given that a client could opt to view the complete results in either option. I'd feel me trust in a company were abused if I learned they carried out a strategy such as the one described above. It just doesn't seem ethical to withhold information based on random conditions, only then to offer the complete set of results, as if that's supposed to appear anything but an arbitrary choice at that point. I'd say the decision was very inappropriate if not for the fact that the CEO's company is offering a service of an apparently great worth to people, and potentially lifesaving for clients.",,R_1rfBcdztxG2iE2M
180,xAB3,Genes2.AB,2,1,Well for one mentally this can cause great harm.. If you have a health condition you can do nothing to control  them. They need to have the advice of a doctor not this company because tests can be wrong. They need someone to help them understand there are things that can be done and you can watch health conditions so they do not get worse and you can live as long as you are able.,,R_1fiMh6uYzBri2Jd
181,xA3,Genes2.actionable,5,0,"While learning about one's genealogy is interesting, it also helps to know if there are certain health risks due to our genes that we might not be aware about. It would help people make changes in their lifestyle to reduce the risk/prevent an illness.",,R_C7UNC6ZhicGeEVP
182,xB3,Genes2.all,5,0,People can make up their own minds if they want to see their own genetics including risks. It is wrong for the medical establishment to be gatekeepers on information about people's own bodies.,,R_eRTJsJQ3p4zhC3n
183,xB3,Genes2.all,5,0,I was raised in orphange and didn't know my family history so this is very interesting to me.,,R_3PELbGfERQy3yGG
184,xA3,Genes2.actionable,1,1,"First, I am concerned about the reliability of that information.  Does the data collection and analyses meet medical standards?  I recall reading an article about identical triplet women from Minnesota who did the DNA ancestry testing and received differing results.  This implies the quality of testing is probably best described ""as for entertainment use only"".

If the information is provided solely to the person for their sole use and disclosure, then I find that use somewhat acceptable.  I would strongly advise that person to confirm this information with redundant testing from a qualified medical practitioner in which the testing meets medical standards.

My concern is if that information enters the public domain, either by hacking or by sale to others.  Could that information then be misused?  We have had to many breaches of major systems (Equifax, etc.).   Could someone be bombarded with unsolicited emails / phishing / spam because the hacked / sold information indicates someone has a medical condition?  Could a person be denied a financial transaction (e.g. loan), if the information indicates a high risk of an early death?  If a third party (e.g. lender) uses this information, are they required to disclose it?  Does the victim (e.g. the prospective borrower) then need to fight it in court or get official medical testing to prove / disprove.",,R_3salULxXqwsoG9P
194,xAB3,Genes2.AB,4,0,I think they all should receive the same options instead of splitting them in half,,R_211F9sAQqqqwYnY
196,xAB3,Genes2.AB,5,0,CEO seems to be trying to accommodate all relevant personnel,,R_2xFetauUtI1Lzmj
200,xA3,Genes2.actionable,4,0,Since the customers will have a choice of viewing the results or not it is fine.,,R_86oQuCLkXlkyY8x
205,xB3,Genes2.all,4,0,"I think it's awesome that the company is offering something that will tangibly benefit it's customers.  The customer also will have the option to view or not, which means that if they don't want to they don't have to look at the results. It's very philanthropic.",,R_3nrw3lrKaE9vpP2
206,xA3,Genes2.actionable,5,0,He is just trying to help out and I don't think this is a problem. I think people could use this information and work with their doctors to stay healthy.,,R_sZ5tgPTg49j8mWt
213,xAB3,Genes2.AB,2,1,why not offer both tests to both groups?,,R_1LUbtvOADXQP2wg
218,xA3,Genes2.actionable,5,0,"It shows that the CEO is concerned for the people's well-being seeing as he decided on this.  If it is possible for a client to know in advance if they have genetic risks for health conditions that can be prevented or reduced, they should be able to do this.  It shows care on the CEO's part and an effort to be prepared.",,R_3O1j7u9eR5FLO1X
224,xB3,Genes2.all,4,0,It is appropriate as long as customer opts in AND the results are private.  Is there an additional charge or is this included?,,R_31pE9xOG8lu1Xml
227,xAB3,Genes2.AB,3,0,"Running such tests are neither appropriate or inappropriate, but my answer is what it is because I find it odd that he will do preventative and non-preventative in two different groups.",,R_8wx9M3VAMMUsMwN
231,xB3,Genes2.all,5,0,He is generally giving a helping hand to his employees and to the people around them. Preventing certain diseases can really help the community.,,R_301zg8iJaPORkMi
232,xA3,Genes2.actionable,5,0,I think this would be a hopeful service rather than depressive.  It would be good to know.,,R_pbD0Nar9SRztFkJ
234,xAB3,Genes2.AB,1,1,I think all clients should know all the results. It seems completely inappropriate to give only half of the clients information on conditions that cannot be prevented nor reduced.,,R_2EtoTOYoqPPGpNO
239,xAB3,Genes2.AB,2,1,All clients should have the option to see all genetic risks for any kind of health condition they might have. Being selective with that information is inappropriate.,,R_1mkDwGDUox2xdW3
246,xA3,Genes2.actionable,5,0,It would be helpful if you knew what genetic health risks you have so you can prevent them or reduce it.  If you don't want to know then you have that option.,,R_3lzzfpAA9TEK66d
248,xB3,Genes2.all,4,0,"The CEO is offering the choice to the customer,  The choice is ultimately up to the customer.",,R_3UWAO2Uueg6Rf3z
258,xA3,Genes2.actionable,5,0,"If clients can determine such risks and have the possibility of reducing or even preventing health issues, it is advantageous.",,R_1hxLAwQiu2BLlD2
259,xAB3,Genes2.AB,2,1,Some people do not even want the option.,,R_DvnZxU5xALJ6AmJ
263,xAB3,Genes2.AB,5,0,Because there is a chance someone will have something that can not be prevented and it is in my opinion better to know than not know.  There is nothing inappropriate about providing knowledge.,,R_1DYkzQOLCfuKeD1
264,xB3,Genes2.all,5,0,"A person has a right to know about his/her body's history. Self-preservation is a basic trait, and any information that affects a being's health relative to existence becomes part of that basic trait.",,R_3LkhvCaICKKHkVU
270,xA3,Genes2.actionable,4,0,based on the info,,R_3GDjtqUEE9fvrbY
277,xB3,Genes2.all,2,1,"Genetic test results are informative, but best relayed by a genetic counselor who can speak more clearly to what the results mean for any given individual. I think it's a bad thing to share these results with people who aren't trained to properly interpret what the results mean, especially in regards to what risk they actually carry.",,R_1Ed3Sdslz5Hzmn8
281,xAB3,Genes2.AB,1,1,To know life threatening information about someone and without hold it is morally wrong regardless if it can be helped or not,,R_3im897yxuVr9qrG
283,xA3,Genes2.actionable,3,0,NOTHING,,R_3fC7MrAYraP25Qw
286,xAB3,Genes2.AB,1,1,It is in appropriate to offer different services to different people. If he wants to help he should offer the same service to everyone.,,R_3qI2YLndgO0nD8D
289,xA3,Genes2.actionable,5,0,HE IS ONLY OFFERING FOR ONES THAT CAN BE PREVENTED AND IT IS THE CLIENTS DECISION TO GET THE RESULTS.  THERE IS NOTHING WRONG WITH THAT.,,R_3p5p6zFINQxloVL
292,xB3,Genes2.all,1,1,It's only right to show all the information to the clients. Especially if they are potentially existential.,,R_RXC8Fr6JRFNimEF
300,xAB3,Genes2.AB,1,1,100% of customers should be offered the ability to see if they have any genetic risks.,,R_2ExSFVL4EONK33S
307,xB3,Genes2.all,4,0,"It is a thoughtful offer to make these testing options available to all of his clients; however, if it is an inevitable condition is may make the rest of the lives living in constant fear of what is to come. I personally would want to know either way that way I could be aware of what may happen and live my life accordingly to make the most of it.",,R_3m44Rr5yTsHAlbH
309,xA3,Genes2.actionable,3,0,The decision sounds neutral.,,R_3haanzdpaBjlfDV
314,xB3,Genes2.all,3,0,Clients can take it or refuse the option by their choice. It is not being forced upon the clients.,,R_3kgJKzFdYH6kWZ7
318,xB3,Genes2.all,3,0,"I chose neither inappropriate or appropriate. On one hand it is nice to be forewarned about health issues. On the other hand if they cannot be prevented or reduced it could cause depression, etc.",,R_1OHw41zpUfCgaEk
324,xAB3,Genes2.AB,2,1,"The customers are paying for a different service, and genetically probing individuals is a breach of privacy.",,R_07oU2DJkJupGC41
329,xA3,Genes2.actionable,3,0,In a way it would be good but also private information that you would have to give out,,R_2Br4SWNbjmbRd7M
333,xA3,Genes2.actionable,3,0,"I don't really have an opinion.   I can see why it's wrong because it could increase abortion in mothers with children w/ genetic mutation.  On the other hand, it makes sense to try and help when we can if a disease can be cured or prevented.",,R_2ScdC1lfnlUOL4w
342,xB3,Genes2.all,3,0,"I'm torn on this. On the one hand, I think people should generally be allowed unfettered access to information about themselves, including genetic conditions.On the other hand, people who opt to learn about genetic mutations, particularly those without treatment and possible devastating long-term prognoses, may be totally unprepared for the results they receive. The scenario, as described, doesn't really provide any path for assistance to those who may receive very bad news. I might also add that genetic testing is not foolproof, so I'd be very hesitant about allowing a company to send out missives that basically say, ""Here are your results. By the way, you have a fatal disease.""",,R_296xguVySKPxOkm
343,xA3,Genes2.actionable,3,0,I'm not sure which it would be. Meaning are different customers going to see the results of the tests? Or just the client?,,R_3erjRGa654ahMvV
349,xB3,Genes2.all,4,0,"IT would be nice that people can see if they have genetic mutations. However, this could result in potential discrimination towards those who have uncurable diseases.",,R_Rhk6PaOW2X3Hyo1
352,xAB3,Genes2.AB,4,0,I believe that the CEO's decision is appropriate because customers in both test conditions have the option to review the results offered to them. Each customers gets to review their results.,,R_2wU0Yq6HMdpfft9
353,xA3,Genes2.actionable,5,0,The more this data is available health choices will be clearer. If I had a genetic risk I would want to know about it.,,R_24BgnXTeGCxTfuL
362,xB3,Genes2.all,2,1,He is only trying to make money and these tests can't be reliable and they are costly,,R_2ypHbLqLksXjaZb
363,xAB3,Genes2.AB,1,1,"I feel like by selecting this option, the CEO is playing with people life and health.  All clients should get the same options.",,R_2E16bdDbQnfcDU8
2,xAB1,OKC.AB,4,0,They are still somewhat similar so it's not too devious of an experiment,,R_ThjZY5S5x2vl7Lb
7,xA1,OKC.very,4,0,It makes sense.  It is simply more efficient to match people up who are similar to each other.,,R_3rOJq0TgRus0SVH
17,xAB1,OKC.AB,5,0,It's appropriate because it's a good business experiment so the CEO can improve their matching system for their customers.,,R_b3qq0YRrIP2g4al
18,xB1,OKC.somewhat,2,1,"If customers believe they will only be able to contact people who are a match and they do not know of the CEO's new system, then it is inappropriate. Especially if people are paying for this service.",,R_bEPDBVfcd6f6pYB
19,xA1,OKC.very,5,0,"Having a site that matches people up for dates has an important job to do, the more ways to match people the better. Just going by tastes and habits is very broad, there should be more ways for people to find a connection. Only having tastes and habits could end up matching a lot of people with a lot of other people they will not end up being interested in. The more questions asked the better",,R_1mrTD5EoOIY0nT6
23,xA1,OKC.very,4,0,I think that this is a good idea and people on the site will like it.,,R_24jkf0yZcHoIFAa
24,xAB1,OKC.AB,1,1,He changed the procedure and he did not give the people signing up the option of which process to be used. Its not fair.,,R_A7OgczFKzKld0uB
26,xB1,OKC.somewhat,3,0,People do not need to be absolutely similar to appreciate each other.,,R_1C48Kv1EHb0wEkF
34,xAB1,OKC.AB,3,0,"I think it might be a worthwhile experiment, as similarities do not always mean a good match. People might be a better match for each other if they have some differences. I think it is good of the CEO to try different things to get better results.",,R_0wHxtZzX4YCUt57
37,xA1,OKC.very,3,0,cuz i have no idea if its good bad or whatever. is the ceo trump or musk. is it just random matching or math.,,R_2WvhjhHJfUrOTBG
41,xB1,OKC.somewhat,4,0,"It's acceptable to tweak the formula for what constitutes a match, as long as it is not a major departure from what customers signed up for, and the changes are explained.",,R_ZwRPtxAVtSKG5DX
44,xAB1,OKC.AB,2,1,He needs to disclose how he is matchong people.  The people need to know.,,R_1g7JuBOtJdaxLjJ
46,xA1,OKC.very,4,0,Customers could be more satisfied if they received more matches by expanding the amount of similarity.,,R_1renc3d0mb4Nujf
48,xB1,OKC.somewhat,4,0,"If the main goal is to increase the number of matches, it makes sense to match people based on somewhat similarities. Otherwise, the only way they would match is if they were perfectly similar, which is unlikely.",,R_3NOkWQ1bdf7NjWN
52,xB1,OKC.somewhat,2,1,"If people's interests and personalities are not similar, it will be more difficult to establish and maintain a relationship",,R_3EFK79Ddo9XoJw3
56,xAB1,OKC.AB,4,0,"I think there is no perfect way to match people, but some people like very similar qualities in a match, while others may want some differences.  It at least gives people more options to meet matches.",,R_2EmJQVRAWhHIEgz
58,xA1,OKC.very,3,0,I am not familiar enough with dating services to know how they match people,,R_2coBl4drnLRoeFX
65,xB1,OKC.somewhat,3,0,I suppose if he puts this in the sign up disclaimer it would be ok. Opposites attract.,,R_DcKYBnmj5pvRcWJ
67,xAB1,OKC.AB,3,0,"I think it's an ok thing to do, and it's not really hurting anyone.  But I could see how some people would be angry if they found out and see it as deceptive.",,R_aag9rsicdGyjoTn
73,xA1,OKC.very,4,0,People on dating sites that are matched up to tohers would rather have a match with someone Very similar than someone just similar.,,R_zTo6tQQmfWcKAZH
78,xB1,OKC.somewhat,4,0,Because no one us perfectly matched...no fun in being with someone the same as you,,R_1DDbc3mLjcyQoSQ
81,xA1,OKC.very,4,0,the ceo is promising to match people based on questions answered. what he would be doing is cheating people of real matches and although they will be similar matches they are not true matches,,R_3qKy7P2W6yV09Ki
83,xAB1,OKC.AB,5,0,I think it is a good idea to try both ways. Being too alike isn't always the best for a relationship.,,R_1OYPI9XXnESMkMq
86,xB1,OKC.somewhat,5,0,Because being with someone who is exactly like you or similar to you often doesnt work for everyone. Sometimes its good to be a little different from your spouse or partner.,,R_R97c31ZERyWxc2d
89,xA1,OKC.very,2,1,because people believe they are contacting people who are a match for them and not someone that is just similar,,R_1LCoacrNDkbfp2o
93,xA1,OKC.very,5,0,"Not everyone who is identical to you in terms of tastes will be a match, because there will be other areas of their life where there are stark discrepancies or differences (e.g., politics, religion, etc.).",,R_2Cr0odW3undMora
95,xB1,OKC.somewhat,3,0,I think the customers should decide if they are close. I don't think s computer algorithm could take everything into consideration,,R_9MFZZ1XHFNIymjf
97,xAB1,OKC.AB,5,0,The CEO is testing a program that is intended to better the product in the future without harming anyone.,,R_1gw1x7hrtLK3lct
108,xA1,OKC.very,5,0,"I think that is part of the point of the website, trying to find someone who is very similar to you and what you're looking for.",,R_Wp4LJYroUvw8LE5
111,xAB1,OKC.AB,1,1,"the way he has chosen to match people defeats the purpose of the website, and is lying to people.",,R_Q6qpt2eSXmZy4al
112,xB1,OKC.somewhat,5,0,"Seems like a reasonable approach to me. Would result in more matches to choose from and letâ€™s face it, most people donâ€™t want a partner who is exactly the same as them.",,R_6g6d6RoLdgd2JgZ
118,xB1,OKC.somewhat,4,0,I think it's appropriate depending on how it's presented. If you let the users know how big of a match they are the lesser matches would be identified to them,,R_29b8Ow3dYPjjpLE
123,xA1,OKC.very,4,0,No two adults can agree or be the same in what their opinions or how they live.  Besides that would be quite boring!,,R_r1GwQ2KxpHQlCMx
127,xAB1,OKC.AB,5,0,The CEO should be able to do whatever he wants with his website. If people don't like the way things are being done they can leave the website.,,R_3G7FgnukFpSSISq
137,xA1,OKC.very,4,0,I find it the appropriate answer.,,R_3s0871QiK1v2u0U
138,xB1,OKC.somewhat,3,0,it seems like it's neither appropriate nor inappropriate because there is no way to know if this will help people find better matches. We don't know if this will be better or worse so it seems more like an experiment that cannot yet be judged.,,R_2Y8ROcyUf6j5auW
140,xAB1,OKC.AB,1,1,"The original system is based on the customers tastes and habits.  If the criteria is changed to just
similar answers; the quality of the matches will suffer.  This is not fair to the customers.",,R_2bOAYsgoXaeP0bI
141,xB1,OKC.somewhat,2,1,i would want matches of people who were somewhat similar to me and not identical to me,,R_3qyDrFVtB2XZXWb
142,xAB1,OKC.AB,3,0,it seems like its the right one to make.,,R_2DTEs42gZzWXihs
144,xA1,OKC.very,4,0,Isn't that what online dating services are about? :),,R_1erWDs2paCntSKs
154,xA1,OKC.very,5,0,The CEO's decision would improve customer satisfaction and allow users to have more options and freedom when using the service so I think the decision was appropriate.,,R_2Pd0OLcJWULqfkM
156,xAB1,OKC.AB,4,0,When you build your own business of course you are going to make it better and better you going to find ways to search the individual opinion.,,R_6hz3wx7Z5HEadiN
165,xA1,OKC.very,5,0,Okcupid does the same thing. It shows how much of a match you are to the other person.,,R_x5EWJ4Oz0tu18it
166,xAB1,OKC.AB,3,0,I have not dealt with such an issue before. This would really be a hard thing to do or think about the right way to do this.,,R_yD9qxb3WF1OiK3L
172,xB1,OKC.somewhat,3,0,"I think the CEO wants to try to increase the number of potential matches (which might be good for the customer), but it's a little shady because the customers are being matched up with people who may not fit their needs or desires. I think the appropriateness of the situation depends on how the company advertises itself.  You want to maintain integrity, but also increase opportunities for love matches.",,R_x6kVJ542HUBLXEt
174,xB1,OKC.somewhat,5,0,I think a good couple is similar somewhat but not exactly the same.,,R_1jrf28NP6RGbkPX
176,xAB1,OKC.AB,3,0,"I understand his choice. it certainly wouldn't harm anyone who already chose to join a ""not for sure"" thing. It will also make the service more reliable in the future.",,R_1FPbCUqhvk1nPJe
187,xA1,OKC.very,3,0,"Although people can choose who they want to meet, the CEO is trying a different algorithm that might bring satisfying results to both parties.  As long as they are fully informed of this matter than I feel this new website is appropriate.  If both parties are not informed of the intent of the website, than I feel it is inappropriate.",,R_b75utHCzh2lGdrj
189,xAB1,OKC.AB,4,0,it's appropriate because that way it will show which groups have better success rate.,,R_1pnRuVfIVGnagTK
193,xB1,OKC.somewhat,4,0,I see nothing wrong with the scenario as long as the company informs its consumers of the change in their matching selection. So I would say its appropriate and may actually improve the company tremendously.,,R_2aqSrZD9I96EaHV
197,xB1,OKC.somewhat,2,1,I think it's better for people who meet through websites to have similarities. I think this makes for a more positive experience and proof that the site matched them with what they were looking for.,,R_2VQq3qdPi8wH29z
202,xA1,OKC.very,3,0,"Because no one will know if the matches will work out until it is tried, if people are answer the same chances are they may match",,R_3elu2mXw02sBXSJ
203,xAB1,OKC.AB,4,0,It is a good idea to test the new procedure as long as the parties involved consent to the new way,,R_2dSkaiVToBYbl6H
207,xAB1,OKC.AB,2,1,It's not fair to the customers who may get a misleading report about matching another. Somewhat is not a close match at all.,,R_1NlGDl1C9gWkd8W
211,xB1,OKC.somewhat,4,0,"I'd rather date a clone of me, but some may not.",,R_2RV9O7pdeXpBjPW
221,xA1,OKC.very,5,0,It is appropriate because it shows compatibility potential.,,R_3qDOY7AlYbj24Hl
223,xAB1,OKC.AB,4,0,"I think that it's valid for him to test his new options on various people. However, I also think it would be a good idea to disclose to customers that this is happening, and that they might be one option or the other (he doesn't have to tell them which one), especially if they are paying for the service.",,R_2wQsi19NQoRBHdj
225,xB1,OKC.somewhat,2,1,It should be more than one person making those decisions for a company like that. There should be a better way to match people than that.,,R_WfFEhkBSCHlm0U1
235,xA1,OKC.very,4,0,That seems to be a logical way to do compatibility as an entry level filter.,,R_2Wx7ZuT9bTXa5RK
