StudyType,ExperimentCode_MS,StudyDescription,R File,pid,Scenario,genericCond,scenarioCond,policyOrAB,cond,dv,Duration,ResponseId,FreeResponse,Disagreement,dv_binary,Objection,condLabel,BenefitFinal,LearningFinal,AbsenceHarmFinal,EqualityFinal,PhysicalRiskFinal,OtherRiskFinal,IneffectiveFinal,NotEnoughInformationFinal,RandomizationFinal,ExperimentationFinal,InequalityFinal,NoEquipoiseFinal,BadDesignFinal,NoticeFinal,ConsentFinal,TooLongFinal,PickAPolicyFinal,GoodIntentFinal,BadIntentFinal,StatusQuoFinal,PatientConfidenceFinal,CoddledExpertsFinal,WorkHasAlreadyBeenDoneFinal,AgentsAlreadyKnowFinal,AgentsShouldAlreadyKnowFinal,ExpertsAlreadyKnowFinal,ExpertsShouldAlreadyKnowFinal,ParticipantKnowsBestFinal,PatientAlreadyShouldKnowFinal,BenefitSA,BenefitWC,LearningSA,LearningWC,AbsenceHarmSA,AbsenceHarmWC,EqualitySA,EqualityWC,PhysicalRisk/HarmSA,PhysicalRisk/HarmWC,OtherRisk/HarmSA,OtherRisk/HarmWC,IneffectiveSA,IneffectiveWC,NotEnoughInfoSA,NotEnoughInformationWC,RandomizationSA,RandomizationWC,ExperimentationSA,ExperimentationWC,InequalitySA,InequalityWC,NoEquipoiseSA,NoEquipoiseWC,BadDesignSA,BadDesignWC,NoticeSA,NoticeWC,ConsentSA,ConsentWC,TooLongSA,TooLongWC,PickAPolicySA,PickAPolicyWC,GoodIntentSA,GoodIntentWC,BadIntentSA,BadIntentWC,StatusQuoSA,StatusQuoWC,PatientConfidenceSA,PatientConfidenceWC,CoddledExpertsSA,CoddledExpertsWC,WorkHasAlreadyBeenDoneSA,WorkHasAlreadyBeenDoneWC,AgentsAlreadyKnowSA,AgentsAlreadyKnowWC,AgentsShouldAlreadyKnowSA,AgentsShouldAlreadyKnowWC,ExpertsAlreadyKnowSA,ExpertsAlreadyKnowWC,ExpertsShouldAlreadyKnowSA,ExpertsShouldAlreadyKnowWC,ParticipantKnowsBestSA,ParticipantKnowsBestWC,PatientAlreadyShouldKnowSA,PatientAlreadyShouldKnowWC,NecessaryRevealSA,AmbiguousSA,Disagreement
Experiment,3,ManyDomains,abE12,887,DrugTeach,A,Drug A,Policy,xA2,5,278,R_BE8mzF9E8GLxaz7,"Drug A has presumably been approved by the FDA, is affordable and has tolerable side effects. One drug is just as acceptable as the other in this case, so I have no reason to believe that the selection of Drug A is anything less than very appropriate.",0,0,Non-Object,DrugTeach.A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,891,DrugTeach,A,Drug A,Policy,xA2,5,302,R_30wUJoQMF0qJhf2,"As the professional, Dr. Jones has the responsibility to prescribe whichever medication he sees best fits his patient's needs. Therefore, his decision is highly appropriate since he ultimately gets to make the most appropriate medical decisions.",0,0,Non-Object,DrugTeach.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,915,DrugTeach,A,Drug A,Policy,xA2,5,233,R_2Vjsk3dUWW5cu7T,As a doctor he should be providing his patients with the most effective medication. If he feels that it is prescription A then he should be prescribing that.,0,0,Non-Object,DrugTeach.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,966,DrugTeach,A,Drug A,Policy,xA2,5,209,R_yOdBffH23fjzv7H,"According to the information given, both drugs are affordable and patients can tolerate the side effects, so regardless of which drug the Doctor prescribes the result will be the same, thus his decision is appropriate.",0,0,Non-Object,DrugTeach.A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,991,DrugTeach,A,Drug A,Policy,xA2,5,343,R_eDmPnnPtKg8Oywp,"if both provide the same benefit and cost, with no problems ---  no reason not to prescribe the medication",1,0,Non-Object,DrugTeach.A,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,992,DrugTeach,A,Drug A,Policy,xA2,5,189,R_3Mii2QuCcETbqRH,I chose that it was very appropriate because both drugs were affordable and their patients were able to tolerate there side effects.,0,0,Non-Object,DrugTeach.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1032,DrugTeach,A,Drug A,Policy,xA2,4,172,R_1js40LKncy4AShi,"Just because an establishment prescribes only those 2 drugs, that doesn't mean there's not something else out there better that he should look into.",0,0,Non-Object,DrugTeach.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1033,DrugTeach,A,Drug A,Policy,xA2,3,183,R_87dY0FqKaGZdyxz,There is no comparison if A is better than B.,1,0,Non-Object,DrugTeach.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1064,DrugTeach,A,Drug A,Policy,xA2,5,1197,R_PMqzIXTqKlpt6Qp,"I choose it because its the best option for his patient with high blood pressure. And as a doctor working in the clinic, he probably know the best drug to prescribe.",1,0,Non-Object,DrugTeach.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1089,DrugTeach,A,Drug A,Policy,xA2,5,213,R_1o5B9GuTVrGn8X0,"Assuming the efficacy of the drugs is similar, the burdens to the patients in terms of cost are equal.",1,0,Non-Object,DrugTeach.A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1112,DrugTeach,A,Drug A,Policy,xA2,5,289,R_12yk1lYPYKfsywD,It sounds like the Doctor is doing the right thing because either medicine is suppose to work without side effects so whatever one he chooses is OK.,0,0,Non-Object,DrugTeach.A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1127,DrugTeach,A,Drug A,Policy,xA2,5,313,R_2pJk3td4kLYMPWU,He chose drug A because it treats high blood pressure and there is no description of what drub B does.,1,0,Non-Object,DrugTeach.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1148,DrugTeach,A,Drug A,Policy,xA2,3,658,R_3oR5WXhOVFGambM,"You have indicated they are both affordable, effective, with tolerable side effects.  Without more detail, I could not think of anything that would sway me one way or the other as to judge his choice.  I do think 'affordable' and 'tolerable' are pretty subjective terms to apply to all patient sets, so I would want to know more about the difference in costs and side effects before I decided if it was appropriate for the doctor to have chosen drug 'B'.",1,0,Non-Object,DrugTeach.A,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1167,DrugTeach,A,Drug A,Policy,xA2,4,954,R_33rwyRLGKQ7flOx,"Both drug A and drug B are good, appropriate choices. They both treat high blood pressure, have tolerable side effects and other doctors prescribe drug A like Dr. Jones. I chose ""Somewhat Appropriate"" because it isn't explicitly stated if Dr. Jones would allow a patient to switch to Drug B if the patient wanted to. I know the side effects are tolerable, but I think there should be a bit of leeway for patients in that regard to be able to see which one suits them best.",1,0,Non-Object,DrugTeach.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1185,DrugTeach,A,Drug A,Policy,xA2,4,190,R_vqLKv9rUfyDpkVb,His objective is to help people control their blood pressure.  There are many options and ways to do that.,1,0,Non-Object,DrugTeach.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1208,DrugTeach,A,Drug A,Policy,xA2,5,207,R_1GBoQ8taai5gwcy,"Given the information provided, I don't know any difference between drug A and B.  So seems appropriate to pick one of them",0,0,Non-Object,DrugTeach.A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1235,DrugTeach,A,Drug A,Policy,xA2,5,330,R_1jv3NZEEtp7A5yA,"If there are 2 drugs that have both been approved by FDA, they both are affordable,side effects are tolerable and they appear to work, then it would be appropriate to prescribe either of the drugs. Usually it is whichever drug the individual Dr has had the most success with.",0,0,Non-Object,DrugTeach.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1275,DrugTeach,A,Drug A,Policy,xA2,3,376,R_22rhKJycRuuhvB5,It doesn't necessarily say any difference between the two drugs so it does not warrant any positive or negative comparisons between them.,1,0,Non-Object,DrugTeach.A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1309,DrugTeach,A,Drug A,Policy,xA2,4,329,R_3nAe9KKpRPTwh7T,"It is an appropriate medication, but it would've more appropriate to let patients know there are two medications that are available and give his recommendation based on his experience, but let the patient decide. This would likely encourage patients to speak up about minor side effects or concerns since they know there is an alternative.",0,0,Non-Object,DrugTeach.A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1317,DrugTeach,A,Drug A,Policy,xA2,4,172,R_2BzzIj3d6U0rlXd,"you said he wants to provide good care, so he obviously has some reason to think that this drug is better for his patients than the other option.",0,0,Non-Object,DrugTeach.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1352,DrugTeach,A,Drug A,Policy,xA2,4,231,R_3OoZ9bgEzEFIZlA,"Both drugs seem like they would be acceptable choices as the side effects of each can be tolerated by the patients. Additionally, both can treat the condition so either choice would be appropriate.",0,0,Non-Object,DrugTeach.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1366,DrugTeach,A,Drug A,Policy,xA2,4,314,R_1dgLfQ1lqYOHuLJ,Both drugs are safe for the client and don't result in any real benefit to the doctor. There is reallreason why the doctors decision should be thought of as unreasonable.,0,0,Non-Object,DrugTeach.A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1401,DrugTeach,A,Drug A,Policy,xA2,3,369,R_3GcBiqM2JygR7DL,Either drug is appropriate to treat the illness.,1,0,Non-Object,DrugTeach.A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1444,DrugTeach,A,Drug A,Policy,xA2,5,175,R_6sSTnyKYxBYyEql,"I chose option A because Dr. Jones behaved like a doctor should. Both medicines were about the same in terms of affordability and side effects, so it's appropriate to prescribe drug A.",1,0,Non-Object,DrugTeach.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1453,DrugTeach,A,Drug A,Policy,xA2,4,209,R_3p4Edm8tUtqKlcR,It could be appropriate based on price and side effects.  I suppose the drugs effectiveness needs to be considered as well.  But there is no mention of it in the passage.,0,0,Non-Object,DrugTeach.A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1490,DrugTeach,A,Drug A,Policy,xA2,3,362,R_1eEQ3PXaYhXFYSk,Both drugs provide the same benefit with the same costs. Doctor Jones choosing drug A has no appropriateness based on the provided information.,0,0,Non-Object,DrugTeach.A,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1494,DrugTeach,A,Drug A,Policy,xA2,4,220,R_1O0oF1McGSQ1GI9,"He doesn't have any evidence that this is not the best drug for the patients he sees. He is going with what he knows and all side effects are similar. There is no reason he shouldn't prescribe patients this drug, although he didn't do much of his own research.",1,0,Non-Object,DrugTeach.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1508,DrugTeach,A,Drug A,Policy,xA2,4,308,R_1dzcoYSaTzJeHjw,"I guess the doctor is choosing the drug he thinks is best for his patients. That being said, I think he should focus on teaching his patients to make lifestyle and diet changes instead to deal with their high blood pressure, but I guess this isn't an attractive option since it wouldn't make him any money.",0,0,Non-Object,DrugTeach.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1548,DrugTeach,A,Drug A,Policy,xA2,5,604,R_2EfMxa2oqijovk1,"The reason I chose this option is because both drugs A and B are used to treat high blood pressure. So, in this regard Doctor Jones's decision in prescribing drug A to his patients is very appropriate as the others doctors in this walk-in clinic either prescribe drug A or prescribe drug B to treat high blood pressure.",0,0,Non-Object,DrugTeach.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1556,DrugTeach,A,Drug A,Policy,xA2,5,209,R_3RmxFLKLkSfv5Ql,While both drugs are probably comparable with few differences I presume the doctor has researched both and decided A was the better alternative assuming he is not compensated.,1,0,Non-Object,DrugTeach.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1564,DrugTeach,A,Drug A,Policy,xA2,5,254,R_2dYEFFOpwfEUmiP,"It seems reasonable that doctor Jones just wants to make sure that his patients get the best possible treatment for their high blood pressure. in his opinion, that option is Drug A, so it makes sense that he chooses to prescribe that.",0,0,Non-Object,DrugTeach.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1586,DrugTeach,A,Drug A,Policy,xA2,5,143,R_2ea3NWN4nQRTUMN,Both drugs seemed to be effective with equal side effects so either should be appropriate.,1,0,Non-Object,DrugTeach.A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1613,DrugTeach,A,Drug A,Policy,xA2,3,402,R_T1OvvjbGcYOAoCZ,"Both options are affordable and have manageable side affects.  Both options have similar risk vs rewards, so the doctor is not doing anything beneficial or negative.",1,0,Non-Object,DrugTeach.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1623,DrugTeach,A,Drug A,Policy,xA2,5,149,R_2DNDnG3xkN5sL9G,He is giving medicine that will help patients with high blood pressure. They are affordable.,0,0,Non-Object,DrugTeach.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1651,DrugTeach,A,Drug A,Policy,xA2,5,141,R_3JFFbniTzAwfovD,Drug A is known to treat high blood pressure. It makes sense to prescribe that drug.,0,0,Non-Object,DrugTeach.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1688,DrugTeach,A,Drug A,Policy,xA2,3,288,R_12xPJwUbo1oXuuf,His choice of drug to prescribe is his to decide based on professional opinion.,0,0,Non-Object,DrugTeach.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1746,DrugTeach,A,Drug A,Policy,xA2,5,280,R_2pXkuncJQYULGSV,"Since both drugs are affordable and patients can tolerate their side effects, I do not see what difference it makes which one he uses",0,0,Non-Object,DrugTeach.A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1749,DrugTeach,A,Drug A,Policy,xA2,5,143,R_usMFAWMS1ho5e6J,Both drug A and drug B are affordable with tolerable side effects. So either option would be reasonable and okay for Doctor Jones to supply.,0,0,Non-Object,DrugTeach.A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1783,DrugTeach,A,Drug A,Policy,xA2,3,431,R_2SJHQkUwbXJDHqt,"I don't  see what is wrong with his decision, since both drugs are about the same. I do not trust doctors, however, and the way they push drugs is criminal. The most moral decision in my opinion is to not prescribe anything.",0,0,Non-Object,DrugTeach.A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1787,DrugTeach,A,Drug A,Policy,xA2,4,270,R_1f2xUGvDSCTH7Xl,"It seems that Drug A and Drug B are similar enough that either drug can be used to treat high blood pressure. Because of such similarities, his decision to arbitrarily decide prescribing Drug A was somewhat appropriate. It is not very appropriate because he should do some more research to see if Drug A is indeed the superior drug.",1,0,Non-Object,DrugTeach.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
