,ID,Time Started,Time Finished,dv,free_response,condition,raw_condition,polarity,Gender,Race,Age,Education,Income,duration,numerical_dv
34,613782639,5/2/18 18:03,5/2/18 18:06,Somewhat inappropriate,While the experiment doesn't sound dangerous and the doctor is prescribing appropriate medication it is more ethical for him to tell his patients about the experiment and let them decide a.) if they want to participate and b.) if they want to decide whether they are prescribed drug a or b.,ab,ab,reverse,female,white,25 - 34,high_school,lower_i,139,2
35,-2042425411,5/2/18 18:02,5/2/18 18:02,Very inappropriate,He's not looking at the benefits or how this may affect the random people he's picking,ab,ab,reverse,female,white,25 - 34,university,middle_ii,24,1
36,-61774964,5/2/18 18:16,5/2/18 18:18,Neither inappropriate nor appropriate,The results are the only thing that counts.,ab,ab,reverse,male,white,45 - 54,high_school,lower_i,77,3
37,744740222,5/2/18 17:59,5/2/18 18:00,Very appropriate,Because we need that in our life it's helpful,ab,ab,reverse,male,white,18 - 24,high_school,lower_ii,19,5
38,-1604548081,5/2/18 18:14,5/2/18 18:14,Somewhat appropriate,I like it,ab,ab,reverse,male,white,35 - 44,high_school,high_ii,10,4
39,-1240415920,5/2/18 17:58,5/2/18 17:59,Very appropriate,I consider my self a successful person,ab,ab,reverse,female,prefer_not_to_say,25 - 34,high_school,lower_i,35,5
40,-1475410013,5/2/18 18:09,5/2/18 18:09,Very appropriate,Because it's the right one,ab,ab,reverse,male,white,45 - 54,high_school,lower_i,20,5
41,-9731898,5/2/18 18:06,5/2/18 18:06,Very appropriate,He have the knowledge on what he's doing and he's particular of what he gave his patient,ab,ab,reverse,male,black,35 - 44,vocational_technical_college,lower_ii,47,5
42,-468225634,5/2/18 18:02,5/2/18 18:03,Very appropriate,We should know what we are eating and drinking...not be poisoned by our own food and drinks,ab,ab,reverse,female,black,25 - 34,high_school,lower_i,85,5
43,1397915303,5/2/18 18:00,5/2/18 18:01,Somewhat appropriate,It doesn't say if the patients are aware of what he is doing. If they are then I would say it's appropriate.,ab,ab,reverse,female,white,25 - 34,high_school,lower_ii,54,4
44,-1562328164,5/2/18 18:00,5/2/18 18:01,Somewhat inappropriate,The doctor is not a pharmaceutical company in the research and development department. He has no right to test on patients.,ab,ab,reverse,female,white,25 - 34,high_school,lower_ii,76,2
45,1765677559,5/2/18 17:59,5/2/18 18:00,Somewhat appropriate,because in a way i can relate and see why this is a good idea.,ab,ab,reverse,female,white,25 - 34,high_school,lower_i,23,4
46,891002909,5/2/18 17:58,5/2/18 17:58,Somewhat appropriate,To see how each drugs work,ab,ab,reverse,female,white,45 - 54,high_school,lower_ii,24,4
47,-1569965891,5/2/18 18:01,5/2/18 18:02,Neither inappropriate nor appropriate,Not all drugs work the same for every person,ab,ab,reverse,female,white,25 - 34,high_school,lower_i,27,3
48,-234973890,5/2/18 17:58,5/2/18 17:58,Somewhat appropriate,Na,ab,ab,reverse,female,white,25 - 34,university,lower_ii,7,4
49,1919478457,5/2/18 18:06,5/2/18 18:06,Neither inappropriate nor appropriate,Cause,ab,ab,reverse,female,white,18 - 24,high_school,lower_i,5,3
50,775954522,5/2/18 18:01,5/2/18 18:01,Very appropriate,They’re both effective treatments,ab,ab,reverse,female,white,25 - 34,university,lower_ii,13,5
51,-1762738591,5/2/18 18:01,5/2/18 18:01,Very inappropriate,He isn’t considering the people just the results,ab,ab,reverse,male,white,25 - 34,university,middle_ii,20,1
52,1295682514,5/2/18 18:03,5/2/18 18:03,Very appropriate,Cause they pills help out alot,ab,ab,reverse,female,hispanic,25 - 34,high_school,lower_i,18,5
53,1187473073,5/2/18 18:06,5/2/18 18:06,Very appropriate,Sounds like a good dr,ab,ab,reverse,female,white,> 54,postgraduate,lower_ii,37,5
54,986981442,5/2/18 18:02,5/2/18 18:02,Very appropriate,If it will help people i think he should do that,ab,ab,reverse,female,white,25 - 34,vocational_technical_college,prefer_not_to_say,14,5
55,1559884853,5/2/18 18:08,5/2/18 18:08,Neither inappropriate nor appropriate,Because I chose the option,ab,ab,reverse,male,white,35 - 44,high_school,lower_i,15,3
56,1199076293,5/2/18 18:04,5/2/18 18:05,Neither inappropriate nor appropriate,I don't approve or dis approve of medicine. I personally don't approve of the medicine.,ab,ab,reverse,female,white,25 - 34,high_school,lower_i,50,3
57,-1477468143,5/2/18 18:13,5/2/18 18:13,Very inappropriate,Because it needed an answer,ab,ab,reverse,male,white,> 54,vocational_technical_college,lower_i,25,1
58,-678762623,5/2/18 18:17,5/2/18 18:17,Neither inappropriate nor appropriate,I don't know,ab,ab,reverse,male,asian,45 - 54,vocational_technical_college,lower_i,14,3
59,53266904,5/2/18 17:58,5/2/18 18:00,Somewhat appropriate,Because  I. Agree with it,ab,ab,reverse,female,black,45 - 54,postgraduate,lower_ii,92,4
60,325435631,5/2/18 18:15,5/2/18 18:15,Somewhat inappropriate,Thanks so there is no way I will have a great day at school didn't get to know each round and add a little.,ab,ab,reverse,male,white,25 - 34,university,lower_i,10,2
61,-448504554,5/2/18 18:02,5/2/18 18:03,Somewhat appropriate,I'm not sure I just feel it,ab,ab,reverse,female,hispanic,35 - 44,high_school,lower_ii,12,4
62,2098461227,5/2/18 18:03,5/2/18 18:05,Somewhat appropriate,It makes sense to prescribe the medicine that works best on the long one for the most people if side effects are the same. My only concern Is that if the patient doesn't respond he is willing to try and change or if the patient specifically requests another drug that is appropriate he would prescribe as long as the patient didn't have medical issues that could cause problem if taken.,ab,ab,reverse,female,white,25 - 34,high_school,middle_ii,135,4
63,-223640766,5/2/18 18:05,5/2/18 18:06,Somewhat inappropriate,He’s doing the experiment unbeknownst to the patients. They should at least be aware.,ab,ab,reverse,male,hispanic,45 - 54,university,high_i,32,2
64,436531219,5/2/18 17:58,5/2/18 17:58,Somewhat appropriate,if doctor thinks it's best that way I think its ok,ab,ab,reverse,male,hispanic,35 - 44,high_school,lower_i,32,4
65,810064409,5/2/18 17:59,5/2/18 18:00,Very appropriate,Because drs. Are always right,ab,ab,reverse,female,white,18 - 24,high_school,lower_i,28,5
66,1558234701,5/2/18 18:05,5/2/18 18:06,Somewhat appropriate,If he does the experiment with customers knowledge and it proves one is better than the other then thats great if it is proven to actually help,ab,ab,reverse,female,multiracial,35 - 44,high_school,lower_ii,52,4
67,1180930889,5/2/18 18:17,5/2/18 18:18,Very appropriate,He is experimenting,ab,ab,reverse,male,hispanic,25 - 34,high_school,lower_ii,13,5
68,-513315620,5/2/18 18:00,5/2/18 18:01,Very appropriate,By doing it that way more studies can be done on which drug helps a person better,ab,ab,reverse,female,white,18 - 24,high_school,lower_i,39,5
69,-46167507,5/2/18 18:10,5/2/18 18:10,Somewhat appropriate,Very good,ab,ab,reverse,male,white,25 - 34,postgraduate,high_i,10,4
70,479704731,5/2/18 18:01,5/2/18 18:01,Somewhat appropriate,Both helped patients and doctor isn’t harming patients,ab,ab,reverse,female,asian,18 - 24,high_school,lower_i,21,4
71,-996991342,5/2/18 18:04,5/2/18 18:04,Very appropriate,Because it seems like a good idea,ab,ab,reverse,female,white,25 - 34,university,middle_i,14,5
72,-32781128,5/2/18 18:13,5/2/18 18:13,Somewhat appropriate,Honestly I dont know if this is something that doctors are allowed to do. I think if there is an option than that should be discussed with the patients,ab,ab,reverse,male,hispanic,35 - 44,high_school,middle_i,28,4
73,431065112,5/2/18 18:01,5/2/18 18:02,Somewhat appropriate,well I feel it's often scary when dealing with meds as I have two special needs children who are on very high dosages of very strong meds,ab,ab,reverse,female,white,45 - 54,vocational_technical_college,middle_i,46,4
74,-875973499,5/2/18 18:11,5/2/18 18:11,Somewhat inappropriate,"he should offer his patients a choice and make a recommendation, not choose for them",ab,ab,reverse,male,white,35 - 44,university,high_iii,20,2
75,206210545,5/2/18 18:18,5/2/18 18:18,Neither inappropriate nor appropriate,Drugs,ab,ab,reverse,male,prefer_not_to_say,25 - 34,university,prefer_not_to_say,10,3
76,576552808,5/2/18 18:07,5/2/18 18:08,Very appropriate,It's a  experiment.  The best drug wins.,ab,ab,reverse,male,white,35 - 44,high_school,lower_i,56,5
77,611510566,5/2/18 18:00,5/2/18 18:01,Very appropriate,I just think it's fine cause I think he wants to make sure he prescibes only the most trusted drug type to his patients. Im sure he knows what he's doing and will make the right decision(s).,ab,ab,reverse,male,white,25 - 34,postgraduate,lower_ii,45,5
78,-1491362282,5/2/18 18:08,5/2/18 18:08,Somewhat inappropriate,you're running a test on peoples lives. It would be appropriate only if they were aware and willing to participate.,ab,ab,reverse,male,white,18 - 24,university,high_iii,28,2
79,319547718,5/2/18 18:03,5/2/18 18:04,Somewhat appropriate,"Because it is a great idea to figure out which medication works the best, but not all medications will work the same for everyone.",ab,ab,reverse,female,white,35 - 44,university,lower_ii,13,4
80,-1528475618,5/2/18 18:06,5/2/18 18:06,Somewhat appropriate,it help that healthy food comes out,ab,ab,reverse,male,white,25 - 34,university,lower_ii,12,4
81,794211584,5/2/18 18:02,5/2/18 18:02,Very appropriate,love it,ab,ab,reverse,female,white,25 - 34,university,high_ii,1,5
82,-500408832,5/2/18 18:05,5/2/18 18:06,Somewhat appropriate,I think drug trials are good. But that is as long as the patients are aware and agree to it.,ab,ab,reverse,female,white,> 54,vocational_technical_college,high_iii,38,4
83,-196681651,5/2/18 18:07,5/2/18 18:08,Somewhat appropriate,"Good to see which drug is more successful, but care must be shown to possible adverse reactions",ab,ab,reverse,male,white,> 54,postgraduate,high_i,44,4
84,-1058840027,5/2/18 18:02,5/2/18 18:02,Very appropriate,I know i can trist them.,ab,ab,reverse,female,hispanic,18 - 24,high_school,lower_ii,19,5
85,1526093923,5/2/18 18:11,5/2/18 18:12,Very appropriate,Because anyone would rather use an effective drug over one that doesnt work as well.,ab,ab,reverse,male,white,35 - 44,vocational_technical_college,middle_i,42,5
86,1376723380,5/2/18 18:06,5/2/18 18:06,Somewhat appropriate,If they both work and one is cheaper,ab,ab,reverse,female,white,35 - 44,high_school,middle_i,34,4
87,946912738,5/2/18 17:59,5/2/18 18:01,Neither inappropriate nor appropriate,There is not enough info,ab,ab,reverse,female,white,25 - 34,high_school,lower_i,68,3
88,1609809503,5/2/18 18:17,5/2/18 18:17,Very appropriate,Best different meds has its own side effects,ab,ab,reverse,male,white,25 - 34,high_school,lower_i,26,5
89,-486044103,5/2/18 18:00,5/2/18 18:01,Somewhat appropriate,If both medications are already being prescribed I don't see the harm.,ab,ab,reverse,female,white,25 - 34,high_school,lower_ii,38,4
90,-43197690,5/2/18 18:02,5/2/18 18:03,Somewhat appropriate,I agreed with him.,ab,ab,reverse,male,white,> 54,vocational_technical_college,high_iii,32,4
91,-148560293,5/2/18 18:10,5/2/18 18:11,Somewhat appropriate,This way your getting 2 different results...and can figure the best of the 2,ab,ab,reverse,male,white,35 - 44,high_school,lower_ii,50,4
92,536416188,5/2/18 18:01,5/2/18 18:02,Very appropriate,Because he studying the medicine,ab,ab,reverse,male,white,45 - 54,vocational_technical_college,middle_ii,49,5
93,-130794659,5/2/18 18:12,5/2/18 18:13,Neither inappropriate nor appropriate,Different stroke for different . Folk,ab,ab,reverse,male,white,> 54,university,lower_i,22,3
94,1909780885,5/2/18 18:03,5/2/18 18:03,Neither inappropriate nor appropriate,He is the doctor so he should  no what he is doing,ab,ab,reverse,male,white,45 - 54,middle_school,lower_i,49,3
95,-857612913,5/2/18 18:05,5/2/18 18:06,Very appropriate,The doctor is going to go with the one drug that works better and get rid of the other drug that isn't doing its job correctly,ab,ab,reverse,female,white,35 - 44,high_school,lower_ii,65,5
96,1794710425,5/2/18 18:01,5/2/18 18:03,Neither inappropriate nor appropriate,It's some what like a hit or miss..especially since it involves using people to test effects. I don't necessarily think it's a bad thing because it helps determine which medications are effective.,ab,ab,reverse,female,black,25 - 34,university,lower_ii,121,3
97,-511355009,5/2/18 18:04,5/2/18 18:05,Somewhat inappropriate,He is putting patients into unsafe conditions without them knowing it. This does not seem right and very dangerous too.,ab,ab,reverse,female,asian,25 - 34,university,lower_ii,45,2
98,585456010,5/2/18 18:04,5/2/18 18:05,Somewhat appropriate,Because sometimes people can't afford to pay for medication,ab,ab,reverse,female,white,> 54,high_school,lower_i,67,4
99,-868453197,5/2/18 18:03,5/2/18 18:03,Very appropriate,I chose that option because that's the best way to find out out of A and B which one will do better,ab,ab,reverse,female,other,18 - 24,high_school,lower_i,26,5
100,441075185,5/2/18 18:10,5/2/18 18:11,Somewhat appropriate,The experimento is stable and can be monitored but he has to take into accont about other factors. Such as thier diet or them being active,ab,ab,reverse,male,hispanic,14 - 17,high_school,prefer_not_to_say,96,4
101,-1979475017,5/2/18 18:05,5/2/18 18:05,Very appropriate,very good,ab,ab,reverse,female,hispanic,25 - 34,high_school,lower_ii,8,5
102,-39143424,5/2/18 18:06,5/2/18 18:07,Very appropriate,He is doing his own test study based off clients in his community. Looks like he's trying to better serve his patients.,ab,ab,reverse,female,white,35 - 44,postgraduate,lower_ii,63,5
103,-904480351,5/2/18 18:03,5/2/18 18:03,Very appropriate,It is very appropriate because both drugs are affordable and effective and could become a solution for the patients,ab,ab,reverse,female,white,18 - 24,high_school,lower_i,37,5
104,683712046,5/2/18 17:59,5/2/18 17:59,Somewhat appropriate,We have a lot of time to get a new phone and I will be there,ab,ab,reverse,male,white,25 - 34,vocational_technical_college,middle_ii,4,4
105,765844996,5/2/18 18:12,5/2/18 18:12,Very inappropriate,Because it easy,ab,ab,reverse,male,black,25 - 34,postgraduate,lower_ii,32,1
106,-351047474,5/2/18 18:05,5/2/18 18:05,Very inappropriate,People are not to be tested on,ab,ab,reverse,female,white,35 - 44,vocational_technical_college,middle_ii,25,1
107,-1722446053,5/2/18 18:05,5/2/18 18:05,Very appropriate,We need more safe medicine,ab,ab,reverse,female,white,45 - 54,vocational_technical_college,middle_i,34,5
108,-31137914,5/2/18 18:05,5/2/18 18:06,Very appropriate,He is trying to find out what is best for the paitence,ab,ab,reverse,female,white,25 - 34,high_school,lower_i,30,5
109,1933593572,5/2/18 18:06,5/2/18 18:06,Neither inappropriate nor appropriate,I don't know,ab,ab,reverse,female,hispanic,> 54,vocational_technical_college,lower_i,22,3
110,1330692493,5/2/18 18:01,5/2/18 18:04,Very appropriate,"Because both of the drugs were tested and both were approved that they had worked and had good outcomes. All of the doctors are using the drugs and prescribing them to the patients. This Doctor is going the extra mile to make sure which one works the best and after he finds out in a year which one works the best, he will use only that one. I think this is a good plan.",ab,ab,reverse,female,white,35 - 44,high_school,lower_ii,148,5
111,512015978,5/2/18 18:11,5/2/18 18:12,Very appropriate,If there is no other guidance and both are considered equivalent then it makes sense to see which one in practice might provide better results.,ab,ab,reverse,male,white,25 - 34,university,high_i,65,5
112,1861721429,5/2/18 18:02,5/2/18 18:03,Neither inappropriate nor appropriate,Because it my opinion,ab,ab,reverse,female,hispanic,35 - 44,vocational_technical_college,lower_i,14,3
113,-1092952478,5/2/18 18:01,5/2/18 18:02,Somewhat inappropriate,I believe humans should be prescribed to the right medicine not just any option.,ab,ab,reverse,female,latino,25 - 34,high_school,lower_ii,44,2
114,-1098281903,5/2/18 18:04,5/2/18 18:05,Somewhat appropriate,You should trust your doctors choice,ab,ab,reverse,male,white,45 - 54,high_school,lower_i,43,4
115,-803387864,5/2/18 18:15,5/2/18 18:17,Neither inappropriate nor appropriate,Cause he should not be using humans as Guinea pigs without them knowing it,ab,ab,reverse,male,white,> 54,high_school,middle_i,115,3
116,-695174294,5/2/18 18:03,5/2/18 18:04,Very appropriate,Because he is taking time to find a new way,ab,ab,reverse,female,hispanic,25 - 34,high_school,lower_i,46,5
117,1884545387,5/2/18 18:02,5/2/18 18:02,Neither inappropriate nor appropriate,She was yelling at me earlier for not feeding her fast enough for the office and a new carseat because she is getting too big for the one she has now Danny's going to try to hurt you too I 66m have to do what's,ab,ab,reverse,female,white,25 - 34,high_school,lower_ii,12,3
118,1681434069,5/2/18 18:13,5/2/18 18:14,Very inappropriate,Inappropriate can not use for human the test,ab,ab,reverse,male,hispanic,35 - 44,high_school,lower_ii,60,1
119,909108925,5/2/18 18:10,5/2/18 18:11,Very appropriate,"Medicine is based upon trial and error, so this kind of experimentation is needed.",ab,ab,reverse,male,white,35 - 44,high_school,lower_i,30,5
0,678244981,5/2/18 17:59,5/2/18 18:00,Neither inappropriate nor appropriate,Because it differs between person to person,abfixed,ab,fixed,male,white,25 - 34,vocational_technical_college,lower_i,38,3
1,2094269371,5/2/18 18:04,5/2/18 18:05,Very appropriate,"Because both are equal in terms of being affordable, approved by the FDA, etc. his method of prescribing these meds to find out which works better and using that for his patients makes a lot of sense.",abfixed,ab,fixed,female,white,25 - 34,university,lower_ii,56,5
2,938793978,5/2/18 18:09,5/2/18 18:09,Very appropriate,Because it is,abfixed,ab,fixed,male,other,25 - 34,high_school,lower_i,15,5
3,-1317455330,5/2/18 18:02,5/2/18 18:02,Somewhat appropriate,Because,abfixed,ab,fixed,female,hispanic,25 - 34,high_school,lower_i,25,4
4,-1435405019,5/2/18 18:00,5/2/18 18:00,Neither inappropriate nor appropriate,Patients are not experiments,abfixed,ab,fixed,female,asian,25 - 34,vocational_technical_college,middle_i,24,3
5,856555528,5/2/18 18:05,5/2/18 18:05,Somewhat inappropriate,Because the people that end up with the bad pills are going to suffer,abfixed,ab,fixed,female,hispanic,25 - 34,high_school,middle_i,37,2
6,-850901489,5/2/18 18:00,5/2/18 18:00,Somewhat inappropriate,I just don’t feel he made the right decision,abfixed,ab,fixed,female,white,35 - 44,university,middle_i,9,2
7,-302587027,5/2/18 18:04,5/2/18 18:04,Neither inappropriate nor appropriate,Yes good,abfixed,ab,fixed,female,hispanic,25 - 34,middle_school,prefer_not_to_say,8,3
8,-757721234,5/2/18 18:04,5/2/18 18:04,Somewhat appropriate,They both will work the same so why not just prescribe one only,abfixed,ab,fixed,female,hispanic,25 - 34,high_school,lower_ii,37,4
9,-1162893774,5/2/18 18:05,5/2/18 18:06,Somewhat appropriate,It is unclear if his pashents  know what he's doing,abfixed,ab,fixed,female,white,35 - 44,vocational_technical_college,lower_ii,66,4
10,-2060726635,5/2/18 18:04,5/2/18 18:04,Somewhat appropriate,"If both medications work and have minimal side effects, this seems reasonable.",abfixed,ab,fixed,female,white,25 - 34,university,middle_i,27,4
11,-707880681,5/2/18 18:00,5/2/18 18:01,Somewhat inappropriate,It is somewhat important,abfixed,ab,fixed,female,white,18 - 24,vocational_technical_college,lower_i,33,2
12,835761956,5/2/18 18:01,5/2/18 18:01,Somewhat appropriate,He is figuring out which one works best and will use the best one from then on.,abfixed,ab,fixed,female,white,35 - 44,university,middle_ii,21,4
13,-465136064,5/2/18 18:02,5/2/18 18:02,Neither inappropriate nor appropriate,Drugs are bad that is all,abfixed,ab,fixed,female,asian,35 - 44,high_school,lower_i,19,3
14,271997165,5/2/18 18:02,5/2/18 18:03,Very inappropriate,Bc not everyone’s body can tolerate the same medication. Some may have reactions too the chemicals within the drug,abfixed,ab,fixed,female,white,25 - 34,high_school,lower_i,23,1
15,-288103992,5/2/18 18:00,5/2/18 18:01,Very appropriate,Because it is awesome,abfixed,ab,fixed,female,asian,25 - 34,postgraduate,middle_i,25,5
16,1909440361,5/2/18 18:05,5/2/18 18:06,Neither inappropriate nor appropriate,I don't know. I feel it's not my job to judge people.,abfixed,ab,fixed,female,white,25 - 34,high_school,lower_ii,50,3
17,328788559,5/2/18 18:08,5/2/18 18:10,Very inappropriate,"If the effect of drugs is being studied and drugs are being randomly applied, patients need to be informed and their consent taken.",abfixed,ab,fixed,male,asian,35 - 44,postgraduate,middle_ii,80,1
18,-201383434,5/2/18 18:06,5/2/18 18:06,Somewhat appropriate,They have already been tested on.,abfixed,ab,fixed,female,white,25 - 34,university,middle_ii,24,4
19,1026101354,5/2/18 18:03,5/2/18 18:03,Somewhat inappropriate,Not for me,abfixed,ab,fixed,male,white,45 - 54,university,high_iii,10,2
20,1404986502,5/2/18 18:02,5/2/18 18:02,Somewhat appropriate,By BMI m. B nhvgbubhh jh jh n,abfixed,ab,fixed,female,white,25 - 34,university,middle_i,7,4
21,-1332426029,5/2/18 17:59,5/2/18 18:04,Very inappropriate,Always a good choi6,abfixed,ab,fixed,male,white,35 - 44,vocational_technical_college,middle_ii,274,1
22,-1418413331,5/2/18 18:04,5/2/18 18:04,Very appropriate,i think its the right choice,abfixed,ab,fixed,male,latino,35 - 44,high_school,lower_ii,32,5
23,-1195045090,5/2/18 18:04,5/2/18 18:04,Very inappropriate,People react differently to different medications. There should be more than one option available to his patients.,abfixed,ab,fixed,female,white,25 - 34,university,lower_ii,35,1
24,-1652444525,5/2/18 18:08,5/2/18 18:09,Very inappropriate,Offering only two medications while monitoring which works best with the least harmful side effects seems to be the safest and most effective way to try new drugs for patients.,abfixed,ab,fixed,male,hispanic,25 - 34,high_school,lower_ii,83,1
25,291572610,5/2/18 18:15,5/2/18 18:16,Very inappropriate,Because you don't make people take something they don't need,abfixed,ab,fixed,male,white,25 - 34,middle_school,prefer_not_to_say,73,1
26,-2036268422,5/2/18 18:05,5/2/18 18:05,Neither inappropriate nor appropriate,I dont understand what would b good or bad about it,abfixed,ab,fixed,female,white,18 - 24,high_school,middle_i,47,3
27,2042889682,5/2/18 18:06,5/2/18 18:06,Very inappropriate,He know what he talk a bout,abfixed,ab,fixed,female,white,45 - 54,high_school,lower_i,22,1
28,387904670,5/2/18 17:59,5/2/18 18:00,Very appropriate,I think it must be appropriate because the doctor will be seeing which medicine work better with the patients.,abfixed,ab,fixed,female,hispanic,18 - 24,high_school,prefer_not_to_say,67,5
29,-2098248978,5/2/18 18:06,5/2/18 18:06,Somewhat appropriate,None,abfixed,ab,fixed,female,hispanic,25 - 34,university,prefer_not_to_say,9,4
30,78170150,5/2/18 18:03,5/2/18 18:04,Somewhat appropriate,I don't see that anything is wrong with it because they are both used to treat the same thing. I do think the doctor should care more about the patients individually and not just use them for a experiment. After the year is up a person might need to use a and he decided to only prescribe b.,abfixed,ab,fixed,female,white,25 - 34,high_school,lower_i,92,4
31,322574786,5/2/18 18:03,5/2/18 18:05,Somewhat appropriate,What is better for some might be worse for others,abfixed,ab,fixed,male,white,> 54,high_school,high_i,86,4
32,-1064243437,5/2/18 18:03,5/2/18 18:03,Very appropriate,There bad for organs,abfixed,ab,fixed,female,hispanic,45 - 54,university,middle_ii,26,5
33,327603634,5/2/18 18:05,5/2/18 18:06,Very appropriate,I think that's as a good way y to see what medicines work the best without having to put a patient on a bunch to find out,abfixed,ab,fixed,female,white,35 - 44,high_school,lower_ii,38,5
34,-735594436,5/2/18 18:04,5/2/18 18:05,Neither inappropriate nor appropriate,Because i see that everyone has there own opinions and beliefs in for certain medicines. So we cannot totally disagree or agree. I am mutual with her answer.,abfixed,ab,fixed,female,white,25 - 34,high_school,lower_i,85,3
35,-664652346,5/2/18 18:04,5/2/18 18:05,Somewhat inappropriate,Is god and bad at the same time because help for high blood preassure bad had side effects,abfixed,ab,fixed,female,hispanic,18 - 24,high_school,prefer_not_to_say,46,2
36,504271169,5/2/18 18:06,5/2/18 18:06,Very inappropriate,Its suitable with statement,abfixed,ab,fixed,female,asian,25 - 34,university,lower_ii,19,1
37,843233456,5/2/18 18:02,5/2/18 18:02,Neither inappropriate nor appropriate,Not sure,abfixed,ab,fixed,male,white,18 - 24,middle_school,high_i,17,3
38,945308613,5/2/18 18:16,5/2/18 18:17,Very appropriate,Hes trying to figure out what the best medicine is,abfixed,ab,fixed,male,hispanic,35 - 44,postgraduate,middle_ii,18,5
39,2036887194,5/2/18 18:00,5/2/18 18:00,Very inappropriate,So he can see what drug is better,abfixed,ab,fixed,male,white,45 - 54,vocational_technical_college,lower_ii,42,1
40,-968927834,5/2/18 18:09,5/2/18 18:10,Somewhat inappropriate,As long as the medication is safe,abfixed,ab,fixed,male,hispanic,> 54,vocational_technical_college,lower_ii,34,2
41,1045473700,5/2/18 18:05,5/2/18 18:06,Very appropriate,He is trying to come to the conclusion based on his research and will proceed only with the best amongst the 2 medicines.,abfixed,ab,fixed,male,asian,25 - 34,university,middle_ii,69,5
42,1524716210,5/2/18 18:02,5/2/18 18:03,Very appropriate,The best way to see which is better,abfixed,ab,fixed,female,white,45 - 54,high_school,lower_i,19,5
43,1468881218,5/2/18 18:01,5/2/18 18:01,Somewhat inappropriate,Because you should have more studies on a medication before giving it out to patients,abfixed,ab,fixed,female,white,25 - 34,high_school,lower_i,27,2
44,-1160579506,5/2/18 18:05,5/2/18 18:06,Somewhat appropriate,I chose that option because he's testing the medication to see what one has the best results.  He wants to make sure it doesn't have bad side effects and helps the pati2nts,abfixed,ab,fixed,female,white,25 - 34,vocational_technical_college,middle_i,40,4
45,-941630018,5/2/18 18:13,5/2/18 18:13,Very appropriate,He is trying to get the best results for his patients,abfixed,ab,fixed,male,white,35 - 44,university,middle_ii,22,5
46,463151669,5/2/18 18:04,5/2/18 18:05,Somewhat appropriate,"I believe it's best to use the one with the best outcome , but not everyone is the same and can handle the drug the same as the next person",abfixed,ab,fixed,female,white,35 - 44,high_school,middle_i,52,4
47,-1963304788,5/2/18 18:14,5/2/18 18:15,Very inappropriate,Because he is using people to test a drug and the people are not being told . That's not the way to test a drug,abfixed,ab,fixed,male,latino,25 - 34,high_school,middle_i,79,1
48,-1097286222,5/2/18 17:59,5/2/18 17:59,Somewhat appropriate,Seems the same as the way they run other trials for medication,abfixed,ab,fixed,female,white,25 - 34,high_school,middle_i,19,4
49,366005478,5/2/18 18:04,5/2/18 18:05,Very appropriate,Tests are necessary to find truth,abfixed,ab,fixed,male,hispanic,18 - 24,university,middle_i,21,5
50,196661244,5/2/18 18:03,5/2/18 18:03,Very inappropriate,Excited,abfixed,ab,fixed,male,white,25 - 34,high_school,high_iii,6,1
51,1014717462,5/2/18 18:02,5/2/18 18:02,Somewhat appropriate,I did,abfixed,ab,fixed,male,hispanic,25 - 34,vocational_technical_college,lower_i,16,4
52,-820229081,5/2/18 18:03,5/2/18 18:03,Very inappropriate,Good,abfixed,ab,fixed,female,asian,25 - 34,middle_school,middle_ii,9,1
53,1930841100,5/2/18 18:16,5/2/18 18:16,Somewhat inappropriate,Because I don’t,abfixed,ab,fixed,male,asian,35 - 44,university,lower_i,14,2
54,1904073909,5/2/18 18:02,5/2/18 18:02,Very appropriate,Bc doctor's help people,abfixed,ab,fixed,female,white,18 - 24,high_school,middle_i,13,5
55,1567543888,5/2/18 18:05,5/2/18 18:06,Very appropriate,I chose this option because it ant pin potting Anny drug,abfixed,ab,fixed,female,white,45 - 54,high_school,middle_i,63,5
56,-1772528184,5/2/18 18:03,5/2/18 18:03,Very appropriate,Idk,abfixed,ab,fixed,female,white,18 - 24,high_school,lower_i,2,5
57,639406311,5/2/18 18:02,5/2/18 18:04,Somewhat appropriate,I don't think he's doing anything bad or unethical. He's doing an experiment to see which medicine is better and then using that information to hopefully be able to help future patients better.,abfixed,ab,fixed,female,white,18 - 24,high_school,prefer_not_to_say,95,4
58,1954685851,5/2/18 18:01,5/2/18 18:02,Neither inappropriate nor appropriate,Because sometimes the Doctor wants the patient to try their way before they prescribed medicine to their patient.,abfixed,ab,fixed,female,white,45 - 54,high_school,lower_i,91,3
59,1205495814,5/2/18 18:16,5/2/18 18:17,Somewhat appropriate,It's for a good reason I guess,abfixed,ab,fixed,male,white,25 - 34,high_school,lower_ii,27,4
60,-949540400,5/2/18 18:03,5/2/18 18:08,Very inappropriate,Medication should be prescribed on an individual basis. People react to medications differently so there is no one size fits all.,abfixed,ab,fixed,male,white,35 - 44,vocational_technical_college,lower_ii,284,1
61,1446137975,5/2/18 18:03,5/2/18 18:04,Neither inappropriate nor appropriate,"I think there are definitely two sides to the story and he made the best, most ethical, decision given the circumstances.",abfixed,ab,fixed,male,white,35 - 44,university,middle_i,47,3
62,455910721,5/2/18 18:03,5/2/18 18:03,Neither inappropriate nor appropriate,None,abfixed,ab,fixed,female,asian,25 - 34,university,lower_i,8,3
