pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,RepeatTurkerLabelCode
125,xAB1,Hours,3,0,"I've never worked in, or had extensive exposure to health care systems. My opinion in this matter is not based on a reasonable level of knowledge. ",,R_1rNsZf4l6M1pi2i,1,1,3,1,46,1,3,0,5,1,0
141,xAB1,Hours,4,0,"While I think the hours are absurd, I think it's a good mechanism for testing the theory. In the end, they'll be able to look at a variety of results to see which is best.",,R_tPxxp3k8lFRSkSJ,1,1,3,1,32,0,6,1,6,1,0
154,xAB1,Hours,5,0,there are important reasons to both sides and a happy medium needs to be discovered and implemented.,,R_2QSUKRUSxWOCzvE,1,1,3,1,29,0,3,0,2,0,0
167,xAB1,Hours,4,0,"they need to have details themselves that a difference in work limits have direct impacts on patient care. It is a difficult study, but i see the importance in the decision to test performance.  Doctors & those training to be, deserve to work appropriate hours.  in my view 16 hour days are beyond anyone's ability to perform at the highest level. ",,R_29ijVBWFZvxipF9,1,1,1,0,23,0,3,0,2,0,0
177,xAB1,Hours,1,1,The experiment seems like it would find the best practices for residents.,,R_10Z8uLnekmLeFr6,1,1,3,1,41,1,4,1,6,1,0
198,xAB1,Hours,4,0,"The accrediting body wants to give the hospitals some autonomy (which is appropriate). However, I would be concerned that some hospitals would pick longer shifts just so they can have more bodies in the hospital.",,R_1Duoe2bkycWz5Uj,2,0,3,1,24,0,5,1,2,0,0
203,xAB1,Hours,1,1,If the decision results in less competant doctos I feel it's innapropriate ,,R_YSU2PVLLKBfX8bf,2,0,3,1,27,0,3,0,2,0,0
220,xAB1,Hours,4,0,The accrediting body allows the hospitals to adopt the appropriate working hours based on their own systems. This is good as the hospitals have more flexibility. The first year residents can also decide on which hospital to join based on their preferences on working hours. ,,R_1jk6Q0Mrz5dJ0b9,2,0,3,1,24,0,4,1,4,1,0
231,xAB1,Hours,3,0,I can't think of any reason why it would be inappropriate. It's the accrediting body's prerogative.,,R_2tF5G4CzSSOUYgW,1,1,2,0,33,0,4,1,6,1,0
245,xAB1,Hours,5,0,"I think patient safety should be a hospital's priority. While hospitals do need to subject their residents to the rigors of medical work, it should not be done to an extent where it harms patient outcome.",,R_vlCWv9qoX8NcS09,1,1,3,1,28,0,3,0,4,1,0
252,xAB1,Hours,2,1,It appears that first year resident students will be required to do lengthy hours. I believe that requiring the resident students to do such lengthy hours is unhealthy and and not practical for the healthcare of the patients. ,,R_30wNvCRgCDk7fYK,1,1,1,0,51,1,4,1,6,1,0
254,xAB1,Hours,5,0,"because people need to be well rested to continue putting out exceptional work. It doesnt matter if the person thinks they can handle a bigger workload, they have it scheduled that way for a reason. The body and mind need to rest.",,R_tMrYkCejMaRLuIp,1,1,3,1,29,0,3,0,3,0,0
268,xAB1,Hours,5,0,"It makes sense to try both approaches. You can debate the merits of either idea, but you'll never know until you put it into action.",,R_22xdDGh23uOyGlT,1,1,3,1,32,0,4,1,4,1,0
280,xAB1,Hours,4,0,"This seems to make sense to me, although I've never thought about theses issues before.",,R_1Facz4wqzPocqG1,2,0,3,1,60,1,2,0,3,0,0
288,xAB1,Hours,4,0,"I think they are trying to see which policy works better and will probably adopt one over the other depending on how well the new doctors do under each policy. It sounds like it may work, but I think it would be more consistent and professional if they just stuck to one policy for all new doctors.",,R_20Y8SRrSisEKAky,2,0,3,1,44,1,3,0,4,1,0
298,xAB1,Hours,5,0,"I see the wisdom in both sides of this experiment, and I don't know myself what option is right.  However, I understand that the beneficiaries of this study would be patients, and this decision is designed with their best interest in mind.  If I was hospitalized, or if it were members of my family, I'd want them to get the best health care possible.  ",,R_r3DWUHGW9MMM8a5,1,1,3,1,48,1,6,1,6,1,0
301,xAB1,Hours,5,0,It is the best decision for this situation. I completely agree.,,R_YWURgnw8OoQ9aMh,1,1,2,0,37,1,4,1,4,1,0
318,xAB1,Hours,4,0,It seems to me they are trying to figure out the best schedules to be most effective for patients and residents.,,R_3houGJylb0qhXaQ,1,1,3,1,33,0,3,0,6,1,0
324,xAB1,Hours,4,0,It is using scientific method,,R_3fNKK8tJB2cIrfM,1,1,3,1,42,1,6,1,6,1,0
17,xAB9,Income,2,1,There has to be another way to help citizens find a job. Handing out money is not the solution.,,R_eP6Pt77QMZou7y9,2,0,2,0,40,1,4,1,5,1,0
18,xAB9,Income,4,0,"I would choose the $500 a month option.  I would try very hard to obtain employment, and would tend to believe I could find it relatively soon, and therefore make wages plus the $500 for some time.",,R_1NxMarEOI5BcUmm,1,1,3,1,65,1,4,1,3,0,0
24,xAB9,Income,2,1,It unfairly gives half of the unemployed reduced benefits.  The congress should apply a benefit fairly and evenly to all of those who qualify.,,R_4HJHLR3xPErCLZf,2,0,3,1,55,1,6,1,5,1,0
39,xAB9,Income,2,1,I believe this will create incentive for some people to not try to look for work due to the easy money given. I think the people getting money will grow depended on the money and will find a way to avoid working. ,,R_2Rb8EAemHQh8jOh,1,1,3,1,27,0,4,1,3,0,0
47,xAB9,Income,5,0,"I support Universal Basic Income programs to stimulate wages, and this is a step towards that sort of a program. This stimulates the national economy, boosting the need for more jobs, which will gives these unemployed workers more opportunities to become employed.",,R_2CHgTIhEKxvlFc2,1,1,3,1,27,0,3,0,2,0,0
71,xAB9,Income,5,0,Both programs will benefit the unemployed. It also gives the government the advantage of which program will be more effective.,,R_21cErEhqYb9pQWR,2,0,3,1,44,1,4,1,5,1,1
85,xAB9,Income,2,1,The government is paying citizens to be unemployed. Those who are receiving more money might delay their employment to reap full benefits and the total promised amount of money from this study. The incentive might change from finding a job to getting the money promised if unemployment continues. ,,R_1igm9dCnVcfFniH,2,0,"1,3",0,22,0,4,1,5,1,0
102,xAB9,Income,1,1,"Congress should not be using tax payer money to pay those who are unemployed, even for a short amount of time. This can lead to a GREAT deal of fraud. ",,R_2UfI7z89nlMR865,1,1,3,1,33,0,4,1,1,0,0
104,xAB9,Income,2,1,Funding for this support is not feasible if the budget is strained.  I might approve of such support if campaign finance contributions are taxed to keep the budget balanced.,,R_1nVXZLBpzRKTuLx,1,1,3,1,32,0,4,1,2,0,0
123,xAB9,Income,2,1,I do not understand how the congress can afford to spend all that money to people that are not working.  It seems as though either group would not try to find a job until after the payments had stopped.  I believe the money would be better spent educating the unemployed so they have skills to find jobs.  The congress should also help businesses create more jobs.,,R_AHfiG7IXGPs5b3P,2,0,3,1,68,1,3,0,2,0,0
126,xAB9,Income,2,1,It doesn't seem fair for them to get money even if they have a job.,,R_1MQxHrcpI7IX2g9,2,0,3,1,19,0,3,0,1,0,0
135,xAB9,Income,3,0,"Because it's an unknown experiment, so it's okay to try once, and see what happens. However, it could have a bad or a good outcome.",,R_31RdrqpIAfJh0C6,1,1,3,1,28,0,2,0,2,0,0
147,xAB9,Income,4,0,"I think it would be interesting to see how the results work out,because I could see both options being beneficial. Whichever does work out, would be a great way for the government to function from then on. ",,R_325iijGNCMmWlMm,2,0,3,1,31,0,3,0,4,1,0
156,xAB9,Income,3,0,"Once the person finds work, benefits should end.",,R_22lEFIQ7Lu7Tg8F,1,1,3,1,38,1,6,1,6,1,0
165,xAB9,Income,5,0,"I think that the intention of the congress to motivate unemployed people is very appropriate. Since it sees unemployment as a problem for its economy, I think it is good that it is testing potential solutions. ",,R_rjRY54JgIxUK6SR,2,0,3,1,22,0,5,1,2,0,0
176,xAB9,Income,2,1,I believe this to be a somewhat inappropriate decision because both systems could rather easily be abused and both only provide some kind of support for half the year. A system that would be harder to qualify for but was more consistently supportive would work better in my opinion.,,R_2rxz22SYQgc4Le3,2,0,3,1,22,0,4,1,2,0,0
187,xAB9,Income,2,1,"Not knowing the size of the population, I am uncertain how their method strives to motivate their citizens to seek out jobs. In the first option, citizens can wait 5 months before beginning to look for a job so as to maximize their earnings from the $1000/month six month period. In the second, it would serve more as a bonus rather than a driving incentive.",,R_7QJVgkXEx7dX43L,1,1,4,0,22,0,4,1,5,1,0
200,xAB9,Income,3,0,In a way it is fair but in a way it is unfair. If the government wants to do that then they need to come up with a way to pay citizens equally or at least close to equally if they all have to attend the monthly job fairs. ,,R_3EDYn1wGfZAOmDx,1,1,3,1,37,1,2,0,2,0,0
207,xAB9,Income,2,1,I selected somewhat inappropriate because there will be a large amount of people during the test that are going 6 months with the worse plan of the two plans being tested. The people should be able to select which plan they want to be tested on.,,R_1ffmbMRKNmljeoE,1,1,3,1,25,0,4,1,4,1,0
216,xAB9,Income,3,0,I just went with my gut. ,,R_6zHEPdmZ7dBzuRH,1,1,3,1,27,0,2,0,1,0,1
228,xAB9,Income,4,0,"It doesn't seem inappropriate. It seems like an alright idea to help people out who are struggling. Also, the job fairs could help workers find a new job.",,R_DM3jLlxSGEg8rM5,1,1,3,1,28,0,4,1,3,0,0
238,xAB9,Income,4,0,"It encourages people to find a job, while helping them with present needs.",,R_DIE6EdBiR5IEVKF,2,0,3,1,57,1,3,0,3,0,0
267,xAB9,Income,4,0,"It would seem possibly problematic to have two different groups of people taking on two different types of benefits. Random assignment would be the most scientific but also the least equitable. It would give the government some data to rely on, but also possible cause a rift between the two groups, so I chose somewhat appropriate.",,R_2uJWndZIDa8RrZg,1,1,3,1,38,1,4,1,2,0,0
273,xAB9,Income,4,0,"I think that it would be a good gauge to see which system would be better.  If one produces lower unemployment, that would be the choice",,R_3emL4DfAyMwOac5,2,0,3,1,40,1,6,1,6,1,0
282,xAB9,Income,1,1,It shows the congress is very concerned about the well being of the people.  ,,R_22Eb7RDXYuDhMtI,1,1,3,1,63,1,4,1,5,1,0
300,xAB9,Income,4,0,"I think both solutions have potential, and experimenting with both of them should show which is a better system - that's the appropriate part.  The somewhat choice is because I'm unsure how ethical it is to conduct an experiment on your populace.",,R_1LYk4lb7q0rKgC7,2,0,"3,4",0,50,1,4,1,5,1,0
313,xAB9,Income,5,0,"It encourages citizens to try to find a job. If they choose the $500, they will receive $3000 even if they find a job. If they choose the $1000, they could receive less or more money, depending on when or if they find a job. In either case, they are required to attend monthly job fairs, so they would have the opportunity to find a job if one is available.",,R_2WSkp1UXuOPdLYN,1,1,3,1,67,1,4,1,6,1,0
316,xAB9,Income,4,0,"People who are out of work may still have families and the need to support them. By still giving 500 dollars a month to people who find a job, they may have a chance to get out of debt and have incentive to stay employed. The other half won't have as much incentive to find work, but they will have quite a bit of dough to keep food on the table.",,R_1kH1Mbzivz49pGl,1,1,3,1,34,1,4,1,5,1,0
330,xAB9,Income,4,0,It isn't easy finding work with a lot of companies hiring people outside the county. Sometimes people just need help to get by.,,R_3D73mSPaSGPzibC,2,0,3,1,30,0,3,0,2,0,0
11,xAB3,Oxygen,4,0,both ranges fall within the best level,,R_30iwhA45I8u0gvB,2,0,3,1,41,1,3,0,5,1,0
28,xAB3,Oxygen,4,0,It may seem somewhat inhumane but if they already know that both options of levels are safe I dont see the harm. It may be the fastest way to perform the study as well.,,R_1dtdJGgwq32251o,1,1,5,0,25,0,4,1,2,0,0
33,xAB3,Oxygen,2,1,"If the babies will quite possibly die in the hospital anyhow, it could be viewed as a worthwhile cause to do such experiments. The goal obviously will be able to save more premature babies in the future with the information learned from this experiment. Without any detailed explanation, the head of the hospital's decision seems cold and cruel. But if the long term plan results in a higher survival rate, it may be for the best.",,R_2TEMze2eO0w5Wni,1,1,3,1,33,0,4,1,2,0,0
42,xAB3,Oxygen,2,1,He was doing his best with the information he had at the time. ,,R_2S9aSRceQedmOyl,1,1,3,1,36,1,4,1,1,0,0
55,xAB3,Oxygen,5,0,Both groups are within the accepted range so no harm will be done. ,,R_21aIp0OE41kKLXd,1,1,3,1,33,0,4,1,2,0,0
68,xAB3,Oxygen,1,1,It seems morally wrong to experiment of living human babies like that. Also no where in that paragraph did it mention that the head of hospital unit is receiving permission from the parents of the children to conduct this study. ,,R_2dGTzGtqVeacf0h,2,0,3,1,27,0,4,1,4,1,0
70,xAB3,Oxygen,4,0,"While the hospital unit head's decision is supposed to be in the best interest of treating babies, he does not acquire informed consent from the babies' parents about the treatment that they will be undergoing.",,R_bplp0h28I3Nd4sN,1,1,3,1,25,0,4,1,6,1,0
96,xAB3,Oxygen,2,1,Because these babies are real people and shouldn't be used as a test object. It doesn't sound morally right. I would think we should be able to use some other creature close to humans to test this out on. Rats are commonly used.,,R_1C7qycdV2IU14PL,1,1,4,0,29,0,4,1,5,1,0
107,xAB3,Oxygen,4,0,"I feel that this is a good way to test the appropriate level to support the baby without giving it too much or more than it needs. However, there could be a lot of babies that die because of the test. 1 year is a long time.",,R_3OdecwLaPXSg72B,1,1,3,1,28,0,5,1,2,0,0
119,xAB3,Oxygen,2,1,"because it doesnt seem like the received consent from the parents, and it seems like theres a more ethical way to conduct the experiment.",,R_3k6QrDbHafeIMeV,1,1,3,1,25,0,3,0,2,0,0
128,xAB3,Oxygen,4,0,The head doctor don't know what the optimum number is. So this is probably the best way to zoom in on the number which gives the highest survival. Another way is to closely monitor each and every baby's progress closely and adjust levels accordingly.,,R_D7TJjVt8FwydJ6N,1,1,4,0,37,1,4,1,5,1,1
133,xAB3,Oxygen,4,0,"   If it is unknown which oxygen amount is better for the children, and if neither of those oxygen amount hurts the children, this would be a very helpful experiment for future children who would also need this treatment. ",,R_1mX8Z5orNJoEaRP,2,0,2,0,22,0,3,0,2,0,0
148,xAB3,Oxygen,5,0,"I understand that the data would be important and has to be gathered somehow, but this seems the wrong way to go about it, potentially harming half of the babies. ",,R_3OrbervB3xdWklA,2,0,3,1,36,1,3,0,1,0,0
153,xAB3,Oxygen,4,0,"The values are within the known acceptable range, so why not try and pinpoint? It should be a non-issue that ultimately helps improve practices in the future.",,R_2VyDWec3hdNqhcL,1,1,3,1,29,0,4,1,2,0,0
166,xAB3,Oxygen,3,0,Both ranges are within the safe zone. The doctor is trying to help the infants.,,R_3psC3riKsJV5nrl,1,1,3,1,76,1,4,1,2,0,1
178,xAB3,Oxygen,4,0,Seems like he's risking half of the babies' lives more than the other half.,,R_32WKdZPgO7okjwC,2,0,3,1,70,1,3,0,1,0,0
191,xAB3,Oxygen,4,0,"I'm assuming that there are no ways for the doctors to look up this information or otherwise find out. Therefore, it's appropriate because the doctors are still putting the babies in the appropriate range. They are just narrowing it down to an even better range. It would be no different from a clinical trial with patients taking different types of drugs to determine the best one. Sometimes this is simply necessary to advance medicine. ",,R_2bNloduKCn6yKpS,2,0,3,1,32,0,6,1,5,1,0
205,xAB3,Oxygen,2,1,"While I can understand the goal of what he is attempting, and I can see that he has good intentions, it is highly unethical to experiment like this. It is especially inappropriate because he is counting on the deaths of babies to determine the results.",,R_1P18jbgP6R07h3p,2,0,3,1,24,0,2,0,1,0,0
208,xAB3,Oxygen,1,1,t's not moral to do an experiment like that. Especially not up to him.,,R_3nGDM1MhpcrlTi1,2,0,3,1,49,1,2,0,1,0,0
218,xAB3,Oxygen,5,0,"I think this is not very scientific, but given the resources the hospital has, it makes sense to do a pseudo-study to see what oxygen levels may be best. At least they are checking instead of pondering the whole time and guessing.",,R_1qXtOJcjEm4OpL0,1,1,4,0,30,0,4,1,5,1,0
227,xAB3,Oxygen,3,0,I'm kind of conflicted about this.  On one hand I don't like the idea of the babies being used for an experiment.  On the other hand maybe its good to prevent future deaths.,,R_6s1zimPvo1ZR1nP,2,0,3,1,37,1,2,0,4,1,0
244,xAB3,Oxygen,4,0,He is not endangering any lives.  The doctor is keeping the level at an acceptable rate for all.,,R_3m4AjN9zPZ1PEde,1,1,3,1,29,0,4,1,3,0,0
246,xAB3,Oxygen,2,1,"It would be okay if the parents knew about it and agreed to it. If they don't know about it, this would be unethical.",,R_UMXeeaOto2idkoV,2,0,3,1,39,1,5,1,3,0,0
260,xAB3,Oxygen,4,0,"The conclusions of this study will help future babies, no babies will be given a saturation level outside the acceptable range, and the risks to each control group are presumably equal.",,R_9GiTeTPb6RsvGPD,1,1,3,1,36,1,6,1,6,1,0
266,xAB3,Oxygen,1,1,"Although the doctor's intentions are good in the longterm, he cannot perform any experiment on human's without their knowledge and permission, or their guardian's. The outcome may be positive, but the means to get there is not okay, especially when human lives are at risk.",,R_3iL3Hfp4gzGvQbO,2,0,3,1,45,1,5,1,4,1,0
272,xAB3,Oxygen,2,1,Cause they're messing with human life and know the consequences. ,,R_x4NYfY1OAS9dMBP,1,1,3,1,33,0,4,1,3,0,0
287,xAB3,Oxygen,4,0,"Needs to get data somehow.  And this is not deliberately harming anyone.  If he gets initial data strongly one way or the other, it might be better to shorten the test and switch all to the superior treatment option.",,R_R8jyQ65v92boC5j,1,1,3,1,36,1,6,1,6,1,0
294,xAB3,Oxygen,5,0,He is more likely to correctly determine the ideal oxygen level and save more babies in the long run than arbitrarily continuing to choose a level between 85-95%.  There is no more risk involved to the babies being assigned a certain level than if a level was chosen arbitrarily.,,R_3kzv6PtdJzP0VTm,2,0,3,1,33,0,4,1,3,0,0
312,xAB3,Oxygen,4,0,Tough to do these types of experiments as it can hurt/kill some of the test subjects involved but in the long term may identify what can be life saving.,,R_3qwy8wH4jtk9MUp,1,1,3,1,31,0,4,1,4,1,0
321,xAB3,Oxygen,1,1,"I chose the option I chose because this question of testing of a scientific theory boils down to ethics. It is unethical to use human newborns as test subjects in this scenario. Not only are they not his kids, but they are some one else's. This experiment should be conducted upon test subjects that are not humans.",,R_1o0Gqw7lDhRAEWG,1,1,3,1,24,0,3,0,2,0,0
12,xAB6,HAssistants,5,0,It's a great idea because a year is a good amount of time to figure out which poster is better. ,,R_1jjMRwmeRJnjFtk,1,1,3,1,34,1,4,1,4,1,0
21,xAB6,HAssistants,3,0,I think it's a good way to test out the best way to promote the idea. The one that is more successful can get more money and effort.,,R_1qgkaVjahkn0hqA,2,0,4,0,32,0,3,0,2,0,0
23,xAB6,HAssistants,4,0,I feel this is a fair process.,,R_pxAG6aAKGYyZOlX,2,0,3,1,26,0,3,0,2,0,0
37,xAB6,HAssistants,4,0,The sentiment behind the Health Assistant is good but I'm unsure that it would be the most effective way of helping people.,,R_3rMs4PnIdsd1Igu,2,0,2,0,25,0,2,0,2,0,0
44,xAB6,HAssistants,2,1,"Using different sections as experiments, there is no control population.",,R_3MfjwgjESRSZQxg,2,0,3,1,30,0,3,0,2,0,0
60,xAB6,HAssistants,4,0,It's somewhat appropriate in that they are not misleading people into joining the profession. But I think it would be most beneficial if the information from both posters were altogether on one poster so everyone got the same information.,,R_2D2KqigLTiN5PSs,2,0,3,1,39,1,6,1,4,1,1
63,xAB6,HAssistants,4,0,This seems to be a viable model for deciding between two potential ways to recruit however it seems that waiting a year before determining which option is more effective is far too long. This could be done by some type of subset sampling.,,R_1DRMHILt3G6joth,1,1,3,1,31,0,3,0,4,1,0
69,xAB6,HAssistants,5,0,"There is nothing objectionable about this decision. It is not doing anything unethical and it just wants to do what's best. Thus, I think  congress' decision is very appropriate.",,R_u2qpwSdweENxRZL,1,1,2,0,27,0,3,0,2,0,0
88,xAB6,HAssistants,2,1,they should all be the same,,R_2rSLdqAIyX23T1K,2,0,3,1,28,0,4,1,3,0,0
100,xAB6,HAssistants,2,1,"The action of basically experimenting with getting applicants for a needed, important job is kind of worrying. This type of job should be done by people who are skilled and caring enough. To only emphasize that it could be a way to gain social respect or a better career is not a great idea. ",,R_O8e4wc5rHQepEwp,2,0,3,1,27,0,3,0,2,0,0
120,xAB6,HAssistants,4,0,"While both options may prove beneficial, it feels somewhat like an experiment that is being done without the consent of the target group.",,R_1l3IM4k9fcycLCx,1,1,5,0,41,1,3,0,2,0,0
150,xAB6,HAssistants,2,1,"I would like to see the nation recruit via a combination of both the social and career benefits of becoming a Health Assistant.  I feel that the true and honest nature of recruiting will bring a group of high-quality, career focused people who would be committed to the Health Assistant position on the basis of both social and professional aspirations. ",,R_1jB0Q1ifkxFu3AM,2,0,4,0,46,1,4,1,5,1,0
160,xAB6,HAssistants,4,0,I think this a very innovative way of addressing healtcare and the shortages throughout the area,,R_2E48n5Mwbfi0f4r,2,0,1,0,40,1,6,1,6,1,0
169,xAB6,HAssistants,4,0,People are attracted to opportunities for different reasons.,,R_3nj6qe3r3kgQmap,2,0,3,1,48,1,3,0,2,0,0
173,xAB6,HAssistants,5,0,"I think its a great way to get people to think about becoming a health aide. I like the poster with the career benefits because at the end of the day, people need to be paid for their hard work. This will be enticing.",,R_2S8s5yXkJt4Ccn7,2,0,3,1,34,1,1,0,4,1,0
188,xAB6,HAssistants,2,1,"I think this method of testing should not be at the expense of people's lives.  If the candidate does not have the credentials to serve the public, they should not have the ""opportunity"" to do so.  The candidate should already have the training and skills prior to fulfilling the role.",,R_qQmglpjqUmajrnb,1,1,3,1,29,0,4,1,6,1,0
202,xAB6,HAssistants,5,0,It's a good way to help those in need by creating something specifically for that need.,,R_3koCqFM95uowV3x,2,0,1,0,38,1,4,1,2,0,0
212,xAB6,HAssistants,4,0,I think it's fair to use this test as for research purposes. It will show how people react to the different types of advertising for this profession. ,,R_3DwscULL8p7fNJb,2,0,4,0,32,0,6,1,6,1,0
233,xAB6,HAssistants,5,0,I think both ways will attract some good people. It is a interesting way to test out  which way is the more efficient. ,,R_b2umoo9ipBw6Y3T,2,0,3,1,37,1,4,1,6,1,0
237,xAB6,HAssistants,5,0,It's appropriate to determine which part of the job and how it's advertised works best to pull qualified applicants to apply for the position. ,,R_1gnglYJjvo62MoD,2,0,3,1,44,1,6,1,6,1,0
250,xAB6,HAssistants,3,0,"Either is a valid way to draw applicants.  Either way will attract people who are serious about the role, even if for possibly different reasons.",,R_1r0VAD0lOUypoxl,2,0,3,1,54,1,6,1,5,1,0
255,xAB6,HAssistants,4,0,They are doing what they can to get people to work as Health Assistants. There is nothing illegal about seeing which poster brings in more people. It is an experiment.,,R_R1RRA9Rtqg1Zlo5,2,0,3,1,38,1,4,1,3,0,0
265,xAB6,HAssistants,2,1,"I believe that they should both be the same, as they are for the same country, and you want someone that is working in health to be focused on the impact that they can have on peoples lives and not the career benefits.",,R_sXR7s2xHCL8neBX,1,1,3,1,19,0,3,0,5,1,0
275,xAB6,HAssistants,4,0,I don't see anything wrong with using posters that attract the best candidates for the job. All organizations want the best candidates and this shouldn't be any different.,,R_dbDzz3Yw7b7UAUx,2,0,3,1,47,1,4,1,5,1,0
286,xAB6,HAssistants,2,1,The choices for candidates shouldn't be based on responses to posters. Candidates should be evaluated on some kind of test.,,R_2aQQPnTFivPvHf4,1,1,3,1,33,0,4,1,6,1,0
296,xAB6,HAssistants,4,0,"I don't see any issue with this approach.  Whatever they need to do to get people trained, it seems harmless and no different then watching commercials or reading advertisements. ",,R_3dRBY4I4YzeroVD,2,0,3,1,39,1,3,0,4,1,0
307,xAB6,HAssistants,4,0,Advertising to touch a person's social benefits rather than just career benefits is somewhat more appropriate because it focuses on the greater good.,,R_2ayRukB8sOdaefk,2,0,3,1,68,1,3,0,1,0,0
315,xAB6,HAssistants,4,0,It seems that the study is not harmful and could be useful in the future for figuring out how to best effectively market training programs. ,,R_2EnGoZjsA4nC2ea,2,0,3,1,32,0,4,1,2,0,0
3,xAB7,Scopes,4,0,I think that getting a colonoscopy at that age can help catch things that could save your life. Setting up an appointment should encourage people to follow through. ,,R_1Cl6dcMBUGn8Sqe,1,1,3,1,39,1,3,0,2,0,0
7,xAB7,Scopes,4,0,Neither idea is personally invasive and both have the best interests of the patients at heart. ,,R_3McEBabIdjGUUJI,2,0,3,1,65,1,3,0,2,0,0
19,xAB7,Scopes,2,1,"I think some might be offended and not do the test all together.   I think the best thing would be to find a bit more pleasant of a prep!  That is the worst part.   I barely could finish mine because it made me sick.  Thankfully the pharmacist suggested drinking broth before each swig of the prep.
",,R_2QX19RY82g5t3Ku,2,0,3,1,65,1,3,0,2,0,0
20,xAB7,Scopes,3,0,It's a good idea that the director is encouraging people to get colonoscopies but how appropriate their methods are depends on how the patients react to the different methods. That's why I chose neither appropriate or inappropriate. ,,R_3fr8AUOTuSslH80,2,0,3,1,22,0,3,0,6,1,0
32,xAB7,Scopes,4,0,It might get more people to get colonoscopies by providing them with an item or a service.  People like free stuff.,,R_0SMjKPzIzmzrpzr,2,0,3,1,33,0,4,1,3,0,0
49,xAB7,Scopes,4,0,"Because it does seem like both could work and make it less intimidating. I just don't know if everyone would appreciate it and feel well about it, so I chose somewhat appropriate.",,R_3lJRSNVj0uF5xOI,2,0,3,1,20,0,1,0,2,0,0
62,xAB7,Scopes,4,0,"I think the scheduling option is very appropriate, but the idea of sending out crossword puzzles is inappropriate.",,R_2uTzjzaJVM7yrEQ,2,0,3,1,30,0,5,1,2,0,0
79,xAB7,Scopes,2,1,"It seems like the medical director is kind of tricking the patients into getting a colonoscopy, which the patient most likely doesn't want even though its beneficial for them.",,R_3M4OkNhG3pOWSsi,1,1,4,0,19,0,2,0,4,1,0
83,xAB7,Scopes,1,1,This takes away people's agency.,,R_1C7PHgJBm5yoMxb,2,0,5,0,33,0,4,1,2,0,1
97,xAB7,Scopes,3,0,"it promotes screening So, it's a good thing.",,R_2CqxYQIIDYWwsQS,2,0,3,1,42,1,4,1,4,1,0
98,xAB7,Scopes,4,0,"It's true. Who wants to do this? It adds a little lightness and humor to a serious need to have these done but for some people, this may nudge but may not be enough to get them to do it anyhow.",,R_yxyaye4FR5ACtQl,2,0,3,1,55,1,3,0,6,1,0
109,xAB7,Scopes,2,1,"The first idea is good because it's not obtrusive.  The second idea of pre-screening is obtrusive and some might find it annoying.  No doubt, the half receiving an appointment without setting it up will be calling them to cancel or scream causing them a customer service nightmare.  Bad idea.",,R_211bx6gnF94qsgp,1,1,3,1,56,1,5,1,6,1,0
113,xAB7,Scopes,4,0,I found the procedure to be completely normal.,,R_cZ1zAH6XY7rITiF,1,1,3,1,30,0,3,0,1,0,0
132,xAB7,Scopes,2,1,"I think its weird and would be embarrassing, i also think they shouldnt be charged anyways if they dont show up. I think people should still have the choice to do it on their own and not have the doctor intervene into your personal business. ",,R_3qL2UjYAO9LqVas,1,1,3,1,27,0,1,0,1,0,0
138,xAB7,Scopes,3,0,This is not inappropriate because the medical doctor is just trying to create awareness for getting routine colonoscopies. I feel this is a good method to bring more people into the office to get there procedures done as their lives could depend on it. ,,R_p3G6tnMieRsteut,1,1,5,0,29,0,4,1,4,1,0
145,xAB7,Scopes,2,1,"I think scheduling an appointment for someone is a bit out of line, even if they aren't required to keep the appointment. It puts a burden on them.",,R_1P6s6AMjhrIFh2z,2,0,3,1,39,1,6,1,6,1,0
155,xAB7,Scopes,3,0,I didn't find anything offensive to me. Maybe some other people are sensitive and will find it inappropriate.,,R_u1BsU4YroV4ucyR,1,1,1,0,30,0,2,0,3,0,0
171,xAB7,Scopes,4,0,I felt at least some patients will turn up when you give some options,,R_3ixrlLhBQGcnHpA,1,1,4,0,32,0,4,1,4,1,0
174,xAB7,Scopes,4,0,"I think it makes sense to do a randomized control trial to see which method works better, although it should be ideally based in research and all variables should be controlled in order to get actual accurate results",,R_vMhdniLzBwx9xy9,2,0,3,1,22,0,4,1,3,0,0
186,xAB7,Scopes,5,0,preventive medicine is vital,,R_2SIHDjglnfMKNvW,1,1,3,1,33,0,4,1,3,0,0
194,xAB7,Scopes,5,0,It is important that people receive proper preventative health care. This saves everyone money in the long term. If there is anything that doctor's can do to increase preventative health screening they should do them.,,R_32WPDRuVncQyY5o,2,0,3,1,36,1,6,1,6,1,1
211,xAB7,Scopes,5,0,"The medical director is thinking outside the box to help his patients. It's an unconventional idea, however it does help people to think to start the motion. Also a good reminder since most people would avoid it if not prompt at the right time.  ",,R_8cgZgq6woq5z0GJ,2,0,4,0,37,1,4,1,3,0,0
222,xAB7,Scopes,5,0,I love the idea of using comedy to get people to take care of themselves. ,,R_3er9wnEOgiNtOPI,2,0,3,1,31,0,6,1,1,0,0
