StudyType,ExperimentCode_MS,StudyDescription,R File,pid,Scenario,genericCond,scenarioCond,policyOrAB,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,PlantFood,PlantFood_Correct,GenesAnswer,GenesAnswer_Correct,Earth,Earth_Correct,Radioact,Radioact_Correct,Lasers,Lasers_Correct,Electrons,Electrons_Correct,Continents,Continents_Correct,Gender,Gender_Correct,Antibiotics,Antibiotics_Correct,degree,Degree_spec,ScienceLitSummed,RandomizationAnswer,STEMdegree,God,Intuition,ScienceBelief,ScienceBelief_Reverse,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,IntuitionScore,IntuitionScore_ByHand,ScienceLitScore,Compensation,Everything after this column is unique to each experiment and was subjectively coded,RepeatTurkerLabelCode,MarkedForExclusion,whoMarked,Ineffective,Evidence,Intent,Consent,No Harm,Harm,Benefit,ExperimentRandom,,NegEquality,PosEquality,SQ,Action,help,exp,repeat_pollfish,misunderstand_pollfish,nonsense_pollfish,pole_pollfish,poleOrder_pollfish,Benefit,Learning,AbsenceofHarm,PosEquality,MedRiskHarm,OtherRiskHarm,Ineffective,Random,Experiment,NegEquality,Notice,Consent,Act,BestJudgment,GoodIntent,BadIntent,SQ,Misunderstand,IrrelUnclearOther,ORIGINAL God,ORIGINAL Intuition,ORIGINALScienceBelief,ORIGINALScienceBelief_Reverse,ORIGINAL Intuition  scale,Notes: intution questions coded opposite in this study.,,
Experiment,,Checklist:QualtricsExactReplication,abE3,208,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,4,0,not controlled study - but interesting to find out results if patients know what to be ware of.,129,R_1EZOddw1raLeyno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,209,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,2,1,It's a dangerous way to test his experiment. You can't experiment with people's lives.,61,R_32JF36dOl5a5pjw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,213,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,2,1,Neither method is proven. It is highly likely that those with procedure on a badge never look at it.,121,R_ysaM3XebYJOmIyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,217,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,4,0,"It seems unfair to the patients to assign them randomly when such serious side effects could be involved, but both groups are being treated by doctors who have access to the safety precautions. I don't think how those precautions are accessed makes much difference.",135,R_3MifAr5WGMa15OV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,220,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,2,1,There should be a standard set of procedures for both groups and they should be aware of the dangers of what they are doing and have it be understood by them. The half of the patients who get the doctor with the ID card might not like that and would rather be in the group with the precautions on the wall so they could read it themselves and vise versa. It would be inappropriate to have two sets of standard for different people.,182,R_1K9oIwJcBCQjR8O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,221,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,3,0,I feel like if that is what they need to do then that is what it is. When there is so many people you have to make choices.,318,R_3Eiq2bJSIFMT3rS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,225,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,1,1,It is very inappropriate because this is essentially human experimentation. This should be done under non-dangerous lab conditions rather than in the field.,89,R_2ymBHqTw1eA3x1f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,235,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,4,0,"I think that people could rush through things and become lazy, having a poster would be a reminder of all that is to be done. I think the poster is the best idea, as it is a reminder for everyone. I think it would be easy for a Dr. to not bother looking at the back of his ID badge for a refresher, plus that might make a patient lose confidence in him, this is why I chose ""somewhat appropriate"", I don't think the ID badge is the best place to list the precautions.",191,R_2TTtyHZSxP0YCBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,236,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,1,1,"Running a test on someone without their consent isn't okay, even if nobody is getting worse care than they originally did.",96,R_30dV7mZM88lOk5X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,237,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,4,0,"As long as the procedures gets displayed and they are not putting more difficulty in themselves, it would be appropriate, the experiment seems fair with the random method implied.",182,R_3GjhLvd8MRns9jd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,238,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,5,0,Great way to find out what works best or if there's any difference.,71,R_aWxAMGGnVBhfIJ3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,242,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,2,1,It subjects non consenting patients to tests that could put their health in serious danger.,187,R_2THm10Cd4lexJsr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,244,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,3,0,I am not sure. It might save lives.,64,R_ABBFgcdOeXYQQpP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,261,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,3,0,"I think as long as the doctor isn't doing anything to intentionally harm his patients, it's fine. I would also think the patients know what they're getting themselves into.",172,R_10HhfzqZ9y3VI5u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,262,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,4,0,The ID badges could be contaminated as they go into different wards of the hospital.,87,R_1hAUg5Nb1WN3FXQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,273,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,1,1,The story doesn't mention anything about the patients giving consent to the experiment.,93,R_8uC4xz72ICrUkZb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,274,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,3,0,The director's decision is supposed to be about how to reduce the infections. Not sure where the safety precautions are locate has to do with the process.,241,R_1mezrIP79fDq3L6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,276,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,3,0,"There is not really enough information to determine the appropriateness. Have the doctors gone through any training prior to this experiment, does the badge remove easily for reference, how big is the poster?",161,R_3Ma20Z5vcE8Ycvy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,284,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,2,1,I don't know how comfortable I am with this director using patients in potentially life-threatening situations as fodder for an experiment. I'm also not sure what he's trying to accomplish with said experiment.,195,R_3me1NLepAKgbUY3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,293,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,5,0,It is appropriate because the director is trying to reduce infections by reminding people who are already trained in precautions by experimenting on which - if either would be effective.,221,R_2wityTBJiBbGtkX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,299,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,3,0,"At first I thought this would put patients at greater risk of infection if they got a doctor that didn't check the precautions on the wall or on the ID, or if one is less effective. However a patient would be at risk of that anyway if their doctor didn't know the precautions or bother checking them.",156,R_rpWZEWQRhb3GHqp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,303,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,4,0,The precautions are listed but not everyone will look at the doctors id badge,104,R_sStfZnj66LwL74l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,307,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,4,0,The doctor doesn't seem to be taking any risks. His/Her experiment could potentially offer insight that would help future patients.,94,R_2q1Un7d4Jmk1n1u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,308,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,4,0,Seems like a reasonable precaution to ensure that doctors follow the safety procedures. But they need to take into account how thorough and knowledgeable the doctors were to begin with.,368,R_3Dop5kPTw5N1EEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,312,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,5,0,All involved have access to the same information. There is no danger to the patient.,143,R_PZ21xrsEzf3aFZD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,314,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,2,1,I don't think any of the conditions will change the outcome.,106,R_eCE9CQwiSnioAbn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,321,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,5,0,"Assuming that the Doctor's are already highly trained in how to prevent infection, this is an appropriate way of testing which method, if either, would better help remind the Doctor's of the safety precautions.",385,R_1Q4IU4HsNsIQJGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,324,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,1,1,I think it's slightly innapropiate to makes experiments at patient's expense.,188,R_72SHYavmOHjcGYN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,329,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,4,0,173.239.228.96,167,R_3L6KNY4ACVS5W6W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,332,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,5,0,A doctor should already know the precautions but it certainly doesn't hurt to have them available during the procedure. It would be unethical to have one group assigned to a doctor that hadn't been trained in the precautions or something like that. But this is just a way to try to see if having the precautions as a poster or on a badge will help more. Nothing about this is directly putting patient's in harm's way.,178,R_31aQjOvlRHNgv0K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,335,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,3,0,I chose this option because I really wasn't sure whether or not the project was a good idea.,157,R_3PLjrWHLIz8lUsY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,336,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,2,1,this doesn't seem like a good idea to have half the people treated by someone not as up to speed with latest precautions.,106,R_3J4TTAlshPYB2Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,347,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,1,1,The patients' decisions of whether or not they want to participate in these experiments is not part of the equation.,284,R_2QJMLBRNlaavWb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,358,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,2,1,"I would not want the procedures for a form of treatment that I am about undergo to be posted on a wall where I can read them. I don't mind for them to be told to me, but I don't want them where I can read them.",144,R_ahJDYbnZaAR8qKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,360,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,1,1,"There was no informed consent obtained by the patients, or mention of this study being approved by an IRB. Patients have the right to choose to be a part of a study, even if they do not know which group/panel they will be in.",135,R_2Tpbod2hboNa0qs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,363,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,2,1,"He is still risking one group's safety with the experiment. As a hospital director, this should not be something he tries himself and she be done by scientists and researchers instead.",131,R_2WIL44CzhDgejFp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,367,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,1,1,Hospitals should not experiment on their patients. Research should b conducted via studies with willing participants.,204,R_30jKAWFLRLpUrih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,369,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,5,0,I think it's appropriate because the conditions of the test are varied enough to give good data. It's not a terrible risk for patients since the infections are already occurring and this might give an insight into how best to minimize this.,212,R_1nOdOb51CUZiE4Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,372,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,4,0,I think it is important to do studies like this on the population. This is the only way to test in real world situations what method is better for informing patients about aftercare.,120,R_dj5OS05dXID5rZn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,373,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,1,1,A hospital should not perform experiments on unknowing patients. Patients should have the rights to completely understand the situation so they can decide themselves.,184,R_2PzKK9PgRnRUD5h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,375,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,1,1,There is no control group.,117,R_1FCUG2IcOqbolV6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,382,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,2,1,I think it is inappropriate because he's experimenting on people's health and life. There is no mention of whether the patients have given their consent for the experiment.,147,R_2duU69mNL3QzU3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,384,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,2,1,it doesn't seem right that patients would be randomly assigned. i feel they should have a choice in their own treatment.,74,R_2xzVkB4WFFrz6qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,33,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,4,0,"I think it's a good idea to have a poster listing the precautions on the wall, to warn patients. I would like all patients to get a understanding of the risks though, verbally most preferably.",129,R_2s5OF5Uv3ESYzTc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,34,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,2,1,I feel it's somewhat inappropriate because the people just looking at the poster won't have access to the same care as everyone else.,110,R_12EcnVYooQHPknE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,65,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,1,1,"Every patient is entitled to exactly the same rights to view the safety precautions, especially because it could be deadly. The patient should decide if they want to risk death.",391,R_2ZP4XFBY0JqVAlT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,117,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,3,0,"This seems to be testing a placebo effect, where if the patient knows there is a possible risk of infection, the overall number of infections may rise.",949,R_1EjucopSIidEWwC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,135,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,4,0,I think that's somewhat appropriate because patients receiving the treatment should have access to the precautions. Patients should have full information as far as what's happening to them.,187,R_2EbFcSPHCnrt3IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,245,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,2,1,he is basically treating people like lab rats which is not fair at all.Instead of showing people the safety measures he just gives one a poster while the others get a doctor.,98,R_vdEUghB03fBkZnX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,249,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,4,0,I think it will be an interesting experiment. It will show whether having the precautions readily at hand on the badge will sway a doctor's decision to perform the procedure.,125,R_eL41oWYuyqrAMEh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,298,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,4,0,It helps patients be more aware of the procedures that will take place. This will ensure that they understand what will be done.,241,R_3eqwZizIyfmsno3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,311,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,2,1,"I think the poster is the only logical option in this situation because the patients who see the doctor with the ID badge may not receive the necessary information, whereas the poster group will see it almost immediately upon checking into their room.",220,R_3hDVXHL3VckPJ5i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,343,Checklist_exact,AB,AB Test,AB Test,ABS,bp_short,4,0,I've had picc lines and mid lines before and I know all the risks. I think it is important to educate people about the risks and the director is trying to figure out the best way to do this.,74,R_0GI5ogHosSBaueR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,4,Checklist_exact,B,Poster,Policy,xB,poster,5,0,It's a simple solution that makes doctors more cognizant of conseq of their actions,71,R_2CD2E2TZt4Pn93R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,15,Checklist_exact,B,Poster,Policy,xB,poster,5,0,The posters would serve as a reminder/check list for medical staff and the patient can be proactive in their care by paying attention to whether or not the procedures were followed.,139,R_ST8EdYLB4HWCLsZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,17,Checklist_exact,B,Poster,Policy,xB,poster,5,0,It's very appropriate because this will remind the doctors of the safety precautions. This will also show the patients that the doctors take safety very seriously.,103,R_d4CUqHsYkriC46Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,18,Checklist_exact,B,Poster,Policy,xB,poster,2,1,I don't want to think about what could go wrong moments before I have to have it done. It's last minute and would make me fearful.,105,R_3KoQnAqPD1mxVdV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,19,Checklist_exact,B,Poster,Policy,xB,poster,5,0,"I think it's important for the doctor to be constantly reminded of safe practices, along with the patient to be aware of the safe practices to know when to speak up if they are not being followed.",116,R_3QSEp4xydA2bNqH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,30,Checklist_exact,B,Poster,Policy,xB,poster,5,0,A reminder is beneficial to the staff and informative for the patient.,140,R_5njE3mpPvV1KlSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,Checklist:QualtricsExactReplication,abE3,40,Checklist_exact,B,Poster,Policy,xB,poster,4,0,"If there is not a better way of doing this procedure, then I think it will help for all staff to have reminders on the wall of how to do it in the most safe way possible.",85,R_w0EBWwy4yqqtG6Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
