Participant,Code,SA,WC
R_33j9jFaPDEYjBbB,Not Enough Information,0,0
R_xbWast4fiAyHXl7,Not Enough Information,0,0
R_agUzDBnAEDmYzWp,Not Enough Information,1,0
R_2dtPbu3UG72QCea,Not Enough Information,0,0
R_1JPF3Tph3o9MdD7,Not Enough Information,0,0
R_Op3ON7X3S2UcFMJ,Not Enough Information,0,0
R_33l1L4IdIviNznX,Not Enough Information,0,0
R_3ELvyazvuHwCMCJ,Not Enough Information,0,0
R_O2P5puzlUeKIfMR,Not Enough Information,0,0
R_25ZqijXYb66F2lW,Not Enough Information,0,0
R_AckbkKA1vOfPDP3,Not Enough Information,0,0
R_2SlB6dy4BHSnBU6,Not Enough Information,0,0
R_1HdUXIgIlmOujTH,Not Enough Information,0,0
R_uzdDcxQlscvOPWp,Not Enough Information,0,0
R_22KdB6zyZ6zO4QR,Not Enough Information,0,0
R_2PbcD8dxu8QfGsE,Not Enough Information,0,0
R_1l4V2Nlu31aqakp,Not Enough Information,0,0
R_2ze9rLVcw0we5gm,Not Enough Information,0,0
R_1IQMjh4ODbBCB75,Not Enough Information,0,0
R_1mPC8v1RklkOP8k,Not Enough Information,0,0
R_2S0ouPx6tAADLrV,Not Enough Information,0,0
R_2fHGMWZeEB89zHA,Not Enough Information,0,0
R_32PXuL0RPy0ynJl,Not Enough Information,0,0
R_26o3ExrCIEG6ls5,Not Enough Information,1,1
R_3Ry0XSttaQ4ryY5,Not Enough Information,0,0
R_RXfNmtrXsqgiSZ3,Not Enough Information,0,0
R_1NsojY1SDzUwTQc,Not Enough Information,0,1
R_3oMJ8eX1Dffb1tb,Not Enough Information,0,0
R_WoEa3Q5s7Ymr0zf,Not Enough Information,0,0
R_1dzA2w0WQz9UZkZ,Not Enough Information,0,0
R_3EaoKSSLgmPXneZ,Not Enough Information,0,0
R_1etnSW2kPSGek2p,Not Enough Information,0,0
R_2P23QhM2T3zA4NY,Not Enough Information,0,0
R_24dbin5h9HYTGBE,Not Enough Information,0,0
R_3NJWmcaoaLrmQHH,Not Enough Information,0,0
R_3PhhBVBlJUQfMJO,Not Enough Information,0,0
R_27KeyPrdr0zpNvn,Not Enough Information,0,0
R_2zRNLF868A6meJa,Not Enough Information,1,0
R_1N9RvC3MQEnEEL4,Not Enough Information,0,0
R_3Pobo5Hi9P2OP3v,Not Enough Information,0,0
R_2QXqQrWxxD4XAkI,Not Enough Information,0,0
R_3G2O2AA8xEhURij,Not Enough Information,0,0
R_33k8AYmyE0uWeyT,Not Enough Information,0,0
R_2fe9Rs604Z7dkfm,Not Enough Information,0,0
R_1rD4XmeWL09NYV3,Not Enough Information,0,0
R_1M6RQv59zaA66oS,Not Enough Information,0,0
R_3JrwefAxu4NN8kK,Not Enough Information,0,0
R_9RWArcNPDn4eCPL,Not Enough Information,0,0
R_vDKjEhKlY3hKfyp,Not Enough Information,0,0
R_1BYoeEgpLCug2xD,Not Enough Information,0,0
R_31i2ABI90Bj7CHz,Not Enough Information,0,0
R_3g5BrG4WYnkplJP,Not Enough Information,0,0
R_pimCNhJ7nWyw9kR,Not Enough Information,0,0
R_2zAMOQPMz3ngVii,Not Enough Information,0,0
R_cMHSJr3XitDya5P,Not Enough Information,0,0
R_2AG37lmCHSGTauc,Not Enough Information,1,1
R_1Fg4BXcVKHfVB0c,Not Enough Information,0,0
R_1H6Nd6ghGEMuZKn,Not Enough Information,0,0
R_25GUhfGGJsPkEb8,Not Enough Information,0,0
R_2ZQZjdw7tat5ejA,Not Enough Information,0,0
R_3PR0AJJqHTYLzce,Not Enough Information,0,0
R_33v9PsScb54PFlM,Not Enough Information,0,0
R_1f8fTXxEMMvktIS,Not Enough Information,0,0
R_ZyN1jl50y4q90Nr,Not Enough Information,0,0
R_3fMLU4ZCDoUprk7,Not Enough Information,0,0
R_2f22vvIOf6pWFtn,Not Enough Information,0,0
R_1M6QGuYEN2ewi1a,Not Enough Information,0,0
R_2vcEq9vl8nDZJD1,Not Enough Information,0,0
R_2t095PgqUD3xA4s,Not Enough Information,0,0
R_31gPybP69RNoIfu,Not Enough Information,0,0
R_1pYSMrRQCmqNqMB,Not Enough Information,0,0
R_129YUObv0KuFv4N,Not Enough Information,0,0
R_3qVB5gabIW7JPT2,Not Enough Information,0,0
R_1OpGXKM3ufapNFW,Not Enough Information,0,0
R_1E0AFED46Mgh9lK,Not Enough Information,0,1
R_2uVxfHataSh04R0,Not Enough Information,0,0
R_OwDBRXaKmn8ZBqV,Not Enough Information,0,0
R_1EXoMWIHZR0tTCV,Not Enough Information,0,0
R_3NDKWxIQZsSLWIE,Not Enough Information,0,0
R_3Ja5Z6O88g7eQZ4,Not Enough Information,0,0
R_1H2JNvjVJBhHrG9,Not Enough Information,0,0
R_cM9703UMCOeGRzP,Not Enough Information,0,0
R_2wgChuH9sq7oC5K,Not Enough Information,0,0
R_1gzGFMgSul5ya4M,Not Enough Information,0,0
R_1C8vYBXdTpZyJEd,Not Enough Information,0,0
R_3jZg2BUbTF0F65F,Not Enough Information,1,1
R_2D7ExdLwugZt474,Not Enough Information,0,0
R_2QW0kc4rWyDn3nV,Not Enough Information,0,0
R_2ebvIHAxEksYxBL,Not Enough Information,0,0
R_bfLWIVm6jMx3sxH,Not Enough Information,0,0
R_2oCK8kcgtCVV6F3,Not Enough Information,0,0
R_0lDwHGsZJ9z5kqd,Not Enough Information,0,0
R_3pu7U6WsAmy6AHt,Not Enough Information,0,0
R_1rNSgHxcrrBBSVW,Not Enough Information,0,0
R_1HirW5xXWEFtYo8,Not Enough Information,0,0
R_1DZLRHmiIgxz6Gj,Not Enough Information,0,0
R_1LLmEU1VUDQDel7,Not Enough Information,0,0
R_2aqVjIHoEV3kOdr,Randomization,0,0
R_1NaxuGjT6Ve80pR,Randomization,0,0
R_eM3F2yCGxlE5Nvj,Randomization,0,0
R_D2ff4ZTBSPYyaIN,Randomization,0,0
R_1mPgH2ocFiKnMes,Randomization,0,0
R_1lhmMxuRmA49jFO,Randomization,0,0
R_2ZQ96tmje7J8uUA,Randomization,0,0
R_1LbAhOLqz6p8cj4,Randomization,0,0
R_1lfzrm1OEyEI3bZ,Randomization,0,0
R_1KjdQ9cz5tWNofu,Randomization,0,0
R_3OsSW5ifLWV0IFz,Randomization,0,0
R_3qsCpZmOqXxcWzv,Randomization,0,0
R_tLCVEjDDmuf3MTD,Randomization,0,0
R_2bZ9fG1rmUuO3mz,Randomization,0,0
R_1hLtNnPQzXeDNXw,Randomization,0,0
R_BLM725bOtcSNR3H,Randomization,0,0
R_9KXXSJbjKrTU08h,Randomization,0,0
R_2qlYN7qVf6zTQrD,Randomization,0,0
R_3nu6RJvwz2ylj6b,Randomization,0,0
R_xFSV2k6T0u1OjYZ,Randomization,0,0
R_D0jiqvYAsNrvkid,Randomization,0,0
R_3CAWj3iUjwTtSsl,Randomization,0,0
R_1PZh9dGF4XT9ryl,Randomization,0,0
R_3DtFdEjgTSzQohE,Randomization,0,0
R_1N9U52eXi5WEMyw,Randomization,0,0
R_2qk1l8AGlidQi6p,Randomization,0,0
R_3pfYuxRxVbk5psD,Randomization,0,0
R_RCi5RJjAlhNgfCN,Randomization,0,0
R_2P0iqiWAPHWjyJe,Randomization,0,0
R_1GIjjxKqN76eDsM,Randomization,0,0
R_25LRNKOsrRrZIKU,Randomization,0,0
R_2v2GDgHkUI05tLG,Randomization,0,0
R_ZLcSRbT0GlA1xE5,Randomization,0,0
R_PTAm61sSCcGdSOB,Randomization,0,0
R_2YlmxtBxNR3Sx2z,Randomization,0,0
R_2dRyed3Nd4cntNx,Randomization,0,0
R_31GkUsUVtGK26zz,Randomization,0,0
R_3R4a5ZNgCa7cp12,Randomization,0,0
R_yWvVEbJ74OwozGp,Randomization,0,0
R_735pTNgghkgBmGR,Randomization,0,0
R_2VdzWtnVQOf0bsY,Randomization,0,0
R_3g0izNanjrEe2WG,Randomization,0,0
R_2B2lUO1UefEvE3M,Randomization,0,0
R_3MExoPI9KqllhJ8,Randomization,0,0
R_XScuwbNkFDVUuzL,Randomization,0,0
R_3M3V0ejTpRCV2tT,Randomization,0,0
R_1Hek6Rj4ds7vrth,Randomization,0,0
R_2dgN7lVWGrycFn8,Randomization,0,0
R_2fJ56rdqYYZz7gr,Randomization,0,0
R_RfCuI6saP6nvHln,Randomization,0,0
R_a3FSGAOeGx3roC5,Randomization,0,0
R_WCIBtzJ4MP4gS8F,Randomization,0,0
R_9LxbVKS48mWCcLf,Randomization,0,0
R_1l076c7r3XYvP8c,Randomization,0,0
R_2906YMnVwxPc6Ol,Randomization,0,0
R_2wn5v5hJ2pEcJx9,Randomization,0,0
R_1mrY8tWciCgywnG,Randomization,0,0
R_YRKApWB1WuiGHiV,Randomization,0,0
R_3jdLAxKtLnZQ76U,Randomization,0,0
R_3FVvCnhw5gOn55Y,Randomization,0,0
R_2qxAkbgFFRMEmbY,Randomization,0,0
R_3fIeq60cvlT5nYZ,Randomization,0,0
R_2OPIic7OOqwpt6x,Randomization,0,0
R_1PRzlaZLBZMhxJj,Randomization,0,0
R_1M6VLRxH6RYtPzA,Randomization,0,0
R_3QXEUFe8K6fixwt,Randomization,0,0
R_3kFYbmL11gJJCZI,Randomization,0,0
R_3JL4ZWoJQH3j0Ht,Randomization,0,0
R_3ELN27IcY4ZjDAq,Randomization,0,0
R_3NXmu3nbW1D6dd7,Randomization,0,0
R_r0Tlb5zi9zEcQXT,Randomization,0,0
R_SJKA5TmM5q3ob2V,Randomization,0,0
R_XAmfoSXeawTPawh,Randomization,0,0
R_3e4sWbLXNKbte1q,Randomization,0,0
R_1r3u7KS7WbhGEEI,Randomization,0,0
R_25NMupvpSrU5kmT,Randomization,0,0
R_3p9M0Zp04hJbfyA,Randomization,0,0
R_27JdcmtitmuvYvq,Randomization,0,0
R_2zBcM9x8vK5gb1l,Randomization,0,0
R_2VKlF4WH4x5rSaq,Randomization,0,0
R_7VbbmnM4Z8Tebst,Randomization,0,0
R_VWJPhELsCkqPcWd,Randomization,0,0
R_1LItsoiN0iuV1Xl,Randomization,0,0
R_PFLC468XMpRJDCV,Randomization,0,0
R_tSA7WkZ4HlN6d0t,Randomization,0,0
R_3stS8Stdmai62Uw,Randomization,0,0
R_2VJd7Y9LJjWuDoS,Randomization,0,0
R_UaTc7swA0GX1nax,Randomization,0,0
R_27Jwdx9VlRZ3gSI,Randomization,0,0
R_0UQPDBgZxgAIaat,Randomization,0,0
R_9B9aO7F9aT52xLb,Randomization,0,0
R_1DuOSj3qvw7GBPT,Randomization,0,0
R_32RuEmXpWD13T3K,Randomization,0,0
R_31Es19OKRdLS7oE,Randomization,0,0
R_1GBNgobFTO5GSRB,Randomization,0,0
R_3rYeFVPBHkZUDeZ,Randomization,0,0
R_1lrtCYXZxAXXIhU,Randomization,0,0
R_2X0cHuSiaQfMPMN,Randomization,0,0
R_2WvbBY7RUlk00Wa,Randomization,0,0
R_2fHFAPylOKsa7P0,Randomization,0,0
R_3iEe6nyoYBYNtts,Randomization,0,0
R_2fvP5fW5giKpDXy,Randomization,1,0
R_2xS61b5um8y9m2j,Randomization,0,0
R_sdTphFjJeQlsWyZ,Randomization,0,0
R_2wbiPaUIURkmbPj,Randomization,0,0
R_rqMvcIQDV9PxeX7,Randomization,0,0
R_3hfGVhoyQKG9CL8,Randomization,0,0
R_3eq9R4nM4r4GnHi,Randomization,0,0
R_2Xp1C1MtxXr1RFG,Randomization,0,0
R_3nGU9mit4xmQIaZ,Randomization,0,0
R_3HGo80riwqQuEMF,Randomization,0,0
R_1mEjslq1kLZaOkZ,Randomization,0,0
R_3ilDlvfHgAFRpKp,Randomization,0,0
R_1H7WXa9t9DIz1cd,Randomization,0,0
R_YaeQRspVqPAXmZH,Randomization,0,0
R_26kTwYXw4YKcZ14,Randomization,0,0
R_rfPAlZVj4SKWghz,Randomization,1,1
R_1KkAqrYxGJs3FMk,Randomization,0,0
R_1Peim2X8AgfvN9r,Randomization,0,0
R_3ltuMfGPTTTpxjH,Randomization,0,0
R_2wN9dl0SVLQauON,Randomization,0,0
R_2E5IBceL8IDejcA,Randomization,0,0
R_2ttiwnSHmdtsKlo,Randomization,0,0
R_2Y5G1yuQBCz7d2M,Randomization,0,0
R_1ilfJWG8iapxNMj,Randomization,0,0
R_1Ldr7l6AkvHZ3rQ,Randomization,0,0
R_1F4aUazA9CdZWjQ,Randomization,0,0
R_NXUci5bevqS8REJ,Randomization,0,0
R_1K3As4LWrLGHSgt,Randomization,0,0
R_2COjIPq43Vvh66D,Randomization,0,0
R_1Nam4djXXn2pC2V,Randomization,0,0
R_31AxQ9wgKu5ztQG,Randomization,0,0
R_1MLKUX89GjP8jS4,Randomization,0,0
R_2YtFCvDmz8FvzMC,Randomization,0,0
R_bKqh3sskVOto8xz,Randomization,0,0
R_30rhbefJztmh31h,Randomization,0,0
R_2PheYdIzlLXeh6R,Randomization,0,0
R_3FQbox0neD4hOs0,Randomization,0,0
R_1HklJDrNl0osLDs,Randomization,0,0
R_2QlnasksU0JSxTE,Randomization,0,0
R_a5W6nMQEidKuAgh,Randomization,0,0
R_3DvwGsUhSMC9kuf,Randomization,0,0
R_2EvmAynyhs5scGm,Randomization,0,0
R_2ttZxgYMtgo3wLg,Randomization,0,0
R_XvQejvuF1fEca4N,Randomization,0,0
R_1ri699FpJPSazwM,Randomization,0,0
R_3L54Bsr44bdNxPK,Randomization,0,0
R_2414XWZjNp05lha,Randomization,0,0
R_1q4APLXoYw9rIIL,Randomization,0,0
R_WeuDgRyA37oSGRz,Randomization,0,0
R_3iJwqZpLWe8Z9zj,Randomization,0,0
R_2ctOETcrAGJpCz6,Randomization,0,0
R_2dY2cyPllspYHr8,Randomization,0,0
R_3NDG0qMODZ5CrK3,Randomization,0,0
R_22JnwIhxX0tQ2Z1,Randomization,0,0
R_tMvRYth35SJk849,Randomization,0,0
R_1IgUXIXCjNqsiW7,Randomization,0,0
R_2fqhKT94izD7KE3,Randomization,0,0
R_2qn3l0SRhI2VzrK,Randomization,0,0
R_qEFTTL5TexWQYDf,Randomization,1,1
R_1E6wlfKIWDecMXc,Randomization,0,0
R_1KxtxM8HfIvoRBp,Randomization,1,1
R_1daBzw0WwOjZx4T,Randomization,0,0
R_3xiRnaUNL8yDEqZ,Randomization,1,1
R_vc4KAMpEni3Al1L,Randomization,0,0
R_SHNUx2aUajQcwV3,Randomization,0,0
R_1MYQX9iSxkLmPla,Randomization,0,1
R_3qEjnmbaD0d67b8,Randomization,0,0
R_3dRnuclT0hMF2TE,Randomization,0,0
R_2c0cc9AvyF24vAH,Randomization,0,0
R_3kzTN7MikTnzgu1,Randomization,0,0
R_bDgEK97UPz7p0u5,Randomization,0,0
R_1OV1E344htK9xMJ,Randomization,0,0
R_2rvf5zeboihxXTZ,Randomization,0,0
R_2UYgrfbpZ0rVeG9,Randomization,0,0
R_2v7E79eLVzDE8EF,Randomization,0,0
R_3PjEbmhcLuOUzrb,Randomization,0,0
R_2PkafdMV3ikQSJa,Randomization,0,0
R_3PdAaZ3lyTuHYdK,Randomization,0,0
R_6nF9SXDhOwlJ25H,Randomization,0,0
R_TpB6xFgmszi9NW9,Randomization,0,0
R_2Pj7OIxOzftnDh0,Randomization,0,0
R_8HWROCH3fxdYDDP,Randomization,0,0
R_3L5NYbmvdrabT7h,Randomization,0,0
R_SUFHH0kzBpevVER,Randomization,0,0
R_3jw265ka7NVQ0QF,Randomization,0,0
R_2YAnEolBSzvcy82,Randomization,0,0
R_2aFWuyDQ8pHdBny,Randomization,0,0
R_3kHdzqdH28aDwhV,Randomization,0,0
R_1QoUKIXksg9fcT8,Randomization,1,1
R_2woBcEvMZXIWiYi,Randomization,0,0
R_XKWUW6c74KQFuxz,Randomization,0,0
R_33j9jFaPDEYjBbB,Randomization,0,0
R_xbWast4fiAyHXl7,Randomization,0,0
R_agUzDBnAEDmYzWp,Randomization,0,0
R_2dtPbu3UG72QCea,Randomization,0,0
R_1JPF3Tph3o9MdD7,Randomization,0,0
R_Op3ON7X3S2UcFMJ,Randomization,0,0
R_33l1L4IdIviNznX,Randomization,0,0
R_3ELvyazvuHwCMCJ,Randomization,0,0
R_O2P5puzlUeKIfMR,Randomization,0,0
R_25ZqijXYb66F2lW,Randomization,0,0
R_AckbkKA1vOfPDP3,Randomization,0,0
R_2SlB6dy4BHSnBU6,Randomization,0,0
R_1HdUXIgIlmOujTH,Randomization,0,0
R_uzdDcxQlscvOPWp,Randomization,0,0
R_22KdB6zyZ6zO4QR,Randomization,0,0
R_2PbcD8dxu8QfGsE,Randomization,0,0
R_1l4V2Nlu31aqakp,Randomization,0,0
R_2ze9rLVcw0we5gm,Randomization,0,0
R_1IQMjh4ODbBCB75,Randomization,0,0
R_1mPC8v1RklkOP8k,Randomization,0,0
R_2S0ouPx6tAADLrV,Randomization,0,0
R_2fHGMWZeEB89zHA,Randomization,0,0
R_32PXuL0RPy0ynJl,Randomization,0,0
R_26o3ExrCIEG6ls5,Randomization,0,0
R_3Ry0XSttaQ4ryY5,Randomization,0,0
R_RXfNmtrXsqgiSZ3,Randomization,0,0
R_1NsojY1SDzUwTQc,Randomization,0,0
R_3oMJ8eX1Dffb1tb,Randomization,0,0
R_WoEa3Q5s7Ymr0zf,Randomization,0,0
R_1dzA2w0WQz9UZkZ,Randomization,0,0
R_3EaoKSSLgmPXneZ,Randomization,0,0
R_1etnSW2kPSGek2p,Randomization,0,0
R_2P23QhM2T3zA4NY,Randomization,0,0
R_24dbin5h9HYTGBE,Randomization,0,0
R_3NJWmcaoaLrmQHH,Randomization,0,0
R_3PhhBVBlJUQfMJO,Randomization,0,0
R_27KeyPrdr0zpNvn,Randomization,0,0
R_2zRNLF868A6meJa,Randomization,0,0
R_1N9RvC3MQEnEEL4,Randomization,0,0
R_3Pobo5Hi9P2OP3v,Randomization,0,0
R_2QXqQrWxxD4XAkI,Randomization,0,0
R_3G2O2AA8xEhURij,Randomization,0,0
R_33k8AYmyE0uWeyT,Randomization,0,0
R_2fe9Rs604Z7dkfm,Randomization,0,0
R_1rD4XmeWL09NYV3,Randomization,0,0
R_1M6RQv59zaA66oS,Randomization,0,0
R_3JrwefAxu4NN8kK,Randomization,0,0
R_9RWArcNPDn4eCPL,Randomization,0,0
R_vDKjEhKlY3hKfyp,Randomization,0,0
R_1BYoeEgpLCug2xD,Randomization,0,0
R_31i2ABI90Bj7CHz,Randomization,0,0
R_3g5BrG4WYnkplJP,Randomization,0,0
R_pimCNhJ7nWyw9kR,Randomization,0,0
R_2zAMOQPMz3ngVii,Randomization,0,0
R_cMHSJr3XitDya5P,Randomization,0,0
R_2AG37lmCHSGTauc,Randomization,0,0
R_1Fg4BXcVKHfVB0c,Randomization,0,0
R_1H6Nd6ghGEMuZKn,Randomization,0,0
R_25GUhfGGJsPkEb8,Randomization,0,0
R_2ZQZjdw7tat5ejA,Randomization,0,0
R_3PR0AJJqHTYLzce,Randomization,0,0
R_33v9PsScb54PFlM,Randomization,0,0
R_1f8fTXxEMMvktIS,Randomization,0,0
R_ZyN1jl50y4q90Nr,Randomization,0,0
R_3fMLU4ZCDoUprk7,Randomization,0,0
R_2f22vvIOf6pWFtn,Randomization,0,0
R_1M6QGuYEN2ewi1a,Randomization,0,0
R_2vcEq9vl8nDZJD1,Randomization,0,0
R_2t095PgqUD3xA4s,Randomization,0,0
R_31gPybP69RNoIfu,Randomization,0,0
R_1pYSMrRQCmqNqMB,Randomization,0,0
R_129YUObv0KuFv4N,Randomization,0,0
R_3qVB5gabIW7JPT2,Randomization,0,0
R_1OpGXKM3ufapNFW,Randomization,0,0
R_1E0AFED46Mgh9lK,Randomization,0,0
R_2uVxfHataSh04R0,Randomization,0,0
R_OwDBRXaKmn8ZBqV,Randomization,0,0
R_1EXoMWIHZR0tTCV,Randomization,0,0
R_3NDKWxIQZsSLWIE,Randomization,0,0
R_3Ja5Z6O88g7eQZ4,Randomization,0,0
R_1H2JNvjVJBhHrG9,Randomization,0,0
R_cM9703UMCOeGRzP,Randomization,0,0
R_2wgChuH9sq7oC5K,Randomization,0,0
R_1gzGFMgSul5ya4M,Randomization,0,0
R_1C8vYBXdTpZyJEd,Randomization,0,0
R_3jZg2BUbTF0F65F,Randomization,0,0
R_2D7ExdLwugZt474,Randomization,0,0
R_2QW0kc4rWyDn3nV,Randomization,0,0
R_2ebvIHAxEksYxBL,Randomization,0,0
R_bfLWIVm6jMx3sxH,Randomization,0,0
R_2oCK8kcgtCVV6F3,Randomization,0,0
R_0lDwHGsZJ9z5kqd,Randomization,0,0
R_3pu7U6WsAmy6AHt,Randomization,0,0
R_1rNSgHxcrrBBSVW,Randomization,0,0
R_1HirW5xXWEFtYo8,Randomization,0,0
R_1DZLRHmiIgxz6Gj,Randomization,0,0
R_1LLmEU1VUDQDel7,Randomization,0,0
R_2aqVjIHoEV3kOdr,Experimentation,0,0
R_1NaxuGjT6Ve80pR,Experimentation,0,0
R_eM3F2yCGxlE5Nvj,Experimentation,0,0
R_D2ff4ZTBSPYyaIN,Experimentation,0,0
R_1mPgH2ocFiKnMes,Experimentation,0,0
R_1lhmMxuRmA49jFO,Experimentation,0,0
R_2ZQ96tmje7J8uUA,Experimentation,0,0
R_1LbAhOLqz6p8cj4,Experimentation,0,0
R_1lfzrm1OEyEI3bZ,Experimentation,0,0
R_1KjdQ9cz5tWNofu,Experimentation,0,0
R_3OsSW5ifLWV0IFz,Experimentation,0,0
R_3qsCpZmOqXxcWzv,Experimentation,0,0
R_tLCVEjDDmuf3MTD,Experimentation,0,0
R_2bZ9fG1rmUuO3mz,Experimentation,0,0
R_1hLtNnPQzXeDNXw,Experimentation,0,0
R_BLM725bOtcSNR3H,Experimentation,0,0
R_9KXXSJbjKrTU08h,Experimentation,0,0
R_2qlYN7qVf6zTQrD,Experimentation,0,0
R_3nu6RJvwz2ylj6b,Experimentation,0,0
R_xFSV2k6T0u1OjYZ,Experimentation,0,0
R_D0jiqvYAsNrvkid,Experimentation,0,0
R_3CAWj3iUjwTtSsl,Experimentation,0,0
R_1PZh9dGF4XT9ryl,Experimentation,0,0
R_3DtFdEjgTSzQohE,Experimentation,0,0
R_1N9U52eXi5WEMyw,Experimentation,0,0
R_2qk1l8AGlidQi6p,Experimentation,0,0
R_3pfYuxRxVbk5psD,Experimentation,0,0
R_RCi5RJjAlhNgfCN,Experimentation,0,0
R_2P0iqiWAPHWjyJe,Experimentation,0,0
R_1GIjjxKqN76eDsM,Experimentation,0,0
R_25LRNKOsrRrZIKU,Experimentation,0,0
R_2v2GDgHkUI05tLG,Experimentation,0,0
R_ZLcSRbT0GlA1xE5,Experimentation,0,0
R_PTAm61sSCcGdSOB,Experimentation,0,0
R_2YlmxtBxNR3Sx2z,Experimentation,0,0
R_2dRyed3Nd4cntNx,Experimentation,0,0
R_31GkUsUVtGK26zz,Experimentation,0,0
R_3R4a5ZNgCa7cp12,Experimentation,0,0
R_yWvVEbJ74OwozGp,Experimentation,0,0
R_735pTNgghkgBmGR,Experimentation,0,0
R_2VdzWtnVQOf0bsY,Experimentation,0,0
R_3g0izNanjrEe2WG,Experimentation,0,0
R_2B2lUO1UefEvE3M,Experimentation,0,0
R_3MExoPI9KqllhJ8,Experimentation,0,0
R_XScuwbNkFDVUuzL,Experimentation,0,0
R_3M3V0ejTpRCV2tT,Experimentation,0,0
R_1Hek6Rj4ds7vrth,Experimentation,0,0
R_2dgN7lVWGrycFn8,Experimentation,0,0
R_2fJ56rdqYYZz7gr,Experimentation,0,0
R_RfCuI6saP6nvHln,Experimentation,0,0
R_a3FSGAOeGx3roC5,Experimentation,0,0
R_WCIBtzJ4MP4gS8F,Experimentation,0,0
R_9LxbVKS48mWCcLf,Experimentation,0,0
R_1l076c7r3XYvP8c,Experimentation,0,0
R_2906YMnVwxPc6Ol,Experimentation,0,0
R_2wn5v5hJ2pEcJx9,Experimentation,0,0
R_1mrY8tWciCgywnG,Experimentation,0,0
R_YRKApWB1WuiGHiV,Experimentation,0,0
R_3jdLAxKtLnZQ76U,Experimentation,0,0
R_3FVvCnhw5gOn55Y,Experimentation,0,0
R_2qxAkbgFFRMEmbY,Experimentation,0,0
R_3fIeq60cvlT5nYZ,Experimentation,0,0
R_2OPIic7OOqwpt6x,Experimentation,0,0
R_1PRzlaZLBZMhxJj,Experimentation,0,0
R_1M6VLRxH6RYtPzA,Experimentation,0,0
R_3QXEUFe8K6fixwt,Experimentation,0,0
R_3kFYbmL11gJJCZI,Experimentation,0,0
R_3JL4ZWoJQH3j0Ht,Experimentation,0,0
R_3ELN27IcY4ZjDAq,Experimentation,0,0
R_3NXmu3nbW1D6dd7,Experimentation,0,0
R_r0Tlb5zi9zEcQXT,Experimentation,0,0
R_SJKA5TmM5q3ob2V,Experimentation,0,0
R_XAmfoSXeawTPawh,Experimentation,0,0
R_3e4sWbLXNKbte1q,Experimentation,0,0
R_1r3u7KS7WbhGEEI,Experimentation,0,0
R_25NMupvpSrU5kmT,Experimentation,0,0
R_3p9M0Zp04hJbfyA,Experimentation,0,0
R_27JdcmtitmuvYvq,Experimentation,0,0
R_2zBcM9x8vK5gb1l,Experimentation,0,0
R_2VKlF4WH4x5rSaq,Experimentation,0,0
R_7VbbmnM4Z8Tebst,Experimentation,0,0
R_VWJPhELsCkqPcWd,Experimentation,0,0
R_1LItsoiN0iuV1Xl,Experimentation,0,0
R_PFLC468XMpRJDCV,Experimentation,0,0
R_tSA7WkZ4HlN6d0t,Experimentation,0,0
R_3stS8Stdmai62Uw,Experimentation,0,0
R_2VJd7Y9LJjWuDoS,Experimentation,0,0
R_UaTc7swA0GX1nax,Experimentation,0,0
R_27Jwdx9VlRZ3gSI,Experimentation,0,0
R_0UQPDBgZxgAIaat,Experimentation,0,0
R_9B9aO7F9aT52xLb,Experimentation,0,0
R_1DuOSj3qvw7GBPT,Experimentation,0,0
R_32RuEmXpWD13T3K,Experimentation,0,0
R_31Es19OKRdLS7oE,Experimentation,0,0
R_1GBNgobFTO5GSRB,Experimentation,1,0
R_3rYeFVPBHkZUDeZ,Experimentation,1,1
R_1lrtCYXZxAXXIhU,Experimentation,1,1
R_2X0cHuSiaQfMPMN,Experimentation,1,1
R_2WvbBY7RUlk00Wa,Experimentation,0,0
R_2fHFAPylOKsa7P0,Experimentation,0,0
R_3iEe6nyoYBYNtts,Experimentation,1,1
R_2fvP5fW5giKpDXy,Experimentation,0,0
R_2xS61b5um8y9m2j,Experimentation,0,0
R_sdTphFjJeQlsWyZ,Experimentation,0,0
R_2wbiPaUIURkmbPj,Experimentation,1,0
R_rqMvcIQDV9PxeX7,Experimentation,0,0
R_3hfGVhoyQKG9CL8,Experimentation,0,0
R_3eq9R4nM4r4GnHi,Experimentation,0,0
R_2Xp1C1MtxXr1RFG,Experimentation,0,0
R_3nGU9mit4xmQIaZ,Experimentation,0,0
R_3HGo80riwqQuEMF,Experimentation,0,0
R_1mEjslq1kLZaOkZ,Experimentation,0,0
R_3ilDlvfHgAFRpKp,Experimentation,0,0
R_1H7WXa9t9DIz1cd,Experimentation,0,0
R_YaeQRspVqPAXmZH,Experimentation,0,0
R_26kTwYXw4YKcZ14,Experimentation,0,0
R_rfPAlZVj4SKWghz,Experimentation,0,0
R_1KkAqrYxGJs3FMk,Experimentation,1,1
R_1Peim2X8AgfvN9r,Experimentation,0,0
R_3ltuMfGPTTTpxjH,Experimentation,0,0
R_2wN9dl0SVLQauON,Experimentation,0,0
R_2E5IBceL8IDejcA,Experimentation,0,0
R_2ttiwnSHmdtsKlo,Experimentation,0,0
R_2Y5G1yuQBCz7d2M,Experimentation,0,0
R_1ilfJWG8iapxNMj,Experimentation,0,0
R_1Ldr7l6AkvHZ3rQ,Experimentation,0,0
R_1F4aUazA9CdZWjQ,Experimentation,0,0
R_NXUci5bevqS8REJ,Experimentation,0,0
