StudyType,ExperimentCode_MS,StudyDescription,R File,Scenario,genericCond,scenarioCond,policyOrAB,cond,dv,Duration,ResponseId,FreeResponse,Disagreement,pid,DisagreementPostMeeting,dv_binary,Objection,condLabel,BenefitFinal,LearningFinal,AbsenceHarmFinal,EqualityFinal,PhysicalRiskFinal,OtherRiskFinal,IneffectiveFinal,NotEnoughInfoFinal,RandomizationFinal,ExperimentationFinal,InequalityFinal,NoEquipoiseFinal,BadDesignFinal,NoticeFinal,ConsentFinal,TooLongFinal,PickAPolicyFinal,GoodIntentFinal,BadIntentFinal,StatusQuoFinal,PatientConfidenceFinal,CoddledExpertsFinal,WorkHasAlreadyBeenDoneFinal,AgentsAlreadyKnowFinal,AgentsShouldAlreadyKnowFinal,ExpertsAlreadyKnowFinal,ExpertsShouldAlreadyKnowFinal,ParticipantKnowsBestFinal,PatientAlreadyShouldKnowFinal,BenefitSA,BenefitWC,LearningSA,LearningWC,AbsenceHarmSA,AbsenceHarmWC,EqualitySA,EqualityWC,PhysicalRisk/HarmSA,PhysicalRisk/HarmWC,OtherRisk/HarmSA,OtherRisk/HarmWC,IneffectiveSA,IneffectiveWC,NotEnoughInformationSA,NotEnoughInformationWC,RandomizationSA,RandomizationWC,ExperimentationSA,ExperimentationWC,InequalitySA,InequalityWC,NoEquipoiseSA,NoEquipoiseWC,BadDesignSA,BadDesignWC,NoticeSA,NoticeWC,ConsentSA,ConsentWC,TooLongSA,TooLongWC,PickAPolicySA,PickAPolicyWC,GoodIntentSA,GoodIntentWC,BadIntentSA,BadIntentWC,StatusQuoSA,StatusQuoWC,PatientConfidenceSA,PatientConfidenceWC,CoddledExpertsSA,CoddledExpertsWC,WorkHasAlreadyBeenDoneSA,WorkHasAlreadyBeenDoneWC,AgentsAlreadyKnowSA,AgentsAlreadyKnowWC,AgentsShouldAlreadyKnowSA,AgentsShouldAlreadyKnowWC,ExpertsAlreadyKnowSA,ExpertsAlreadyKnowWC,ExpertsShouldAlreadyKnowSA,ExpertsShouldAlreadyKnowWC,ParticipantKnowsBestSA,ParticipantKnowsBestWC,PatientAlreadyShouldKnowSA,PatientAlreadyShouldKnowWC,NecessaryRevealSA,NecessaryRevealWC,AmbiguousSA,AmbiguousWC,TrustAgent
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,208,R_31GkUsUVtGK26zz,"As long as it is is okay'ed by the FDA it should be okay to give to patients. Plus, it is affordable with limited side effets.",1,1065,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,208,R_3R4a5ZNgCa7cp12,he is prescribing a drug that's indicated for his patients' conditions. It's affordable and will do more good than harm.,1,1077,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,162,R_yWvVEbJ74OwozGp,Unfortunately in America rising drug costs need to be considered when Doctors are prescribing medications.,1,1108,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,4,324,R_735pTNgghkgBmGR,I think the doctor cares about their patients and wanted to make sure the patients can afford the drug. The side effects of the drug is tolerable so the drug seems very safe.,1,1143,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,314,R_2VdzWtnVQOf0bsY,He is prescribing a medication that is both cost effective for his patient as well as something that will benefit the patients health. He also took into consideration the negative effects of the medication and decided that the medication would have more positive effects then negative.,0,1168,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,4,248,R_3g0izNanjrEe2WG,I think that it is good thing that the medicine is affordable and side effects are tolerable.,1,1266,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,215,R_2B2lUO1UefEvE3M,It's affordable and the side effects aren't bad enough for people to stop taking it.  Pretty much a good bet.,1,1287,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,196,R_3MExoPI9KqllhJ8,I feel that Dr. Jones is knowledgeable.  I feel that he is looking out for the welfare of his patients and the drug that was chosen is affordable and the side effects are tolerable.  I feel like the doctor made a good decision.,1,1326,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,203,R_XScuwbNkFDVUuzL,"Dr Jones is choosing an affordable option for most of his patients. While there are side effects, they seem to be minuscule.",1,1374,0,0,Non-Object,Drug.A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,165,R_3M3V0ejTpRCV2tT,"The side effects are likely small to the patient, along with also being affordable.",1,1445,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,232,R_1Hek6Rj4ds7vrth,The doctor is considering affordability and toleration of side effects in prescribing need medication. Profit motive does not seem to get in the way of treatment.,1,1457,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,4,476,R_2dgN7lVWGrycFn8,"I do like that the drug the doctor prescribed is affordable and with low side effects, but there are several reasons I cant say it's totally appropriate. First it doesn't say if the drug Dr. Jones prescribed is one of the FDA approved drugs. Secondly, I am not a proponent of immediately using drugs without looking for the cause or determining if diet or lifestyle change can remedy the situation without drugs.",1,1624,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,191,R_2fJ56rdqYYZz7gr,Dr. Jones selected a drug that was effective while also being affordable.  It also states patients are able to tolerate the side effects.,1,1648,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,165,R_RfCuI6saP6nvHln,"He chose a treatment that was affordable, effective and his patients could tolerate the side effects. This was his job to do, so it was appropriate to do it.",1,1733,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,3,338,R_a3FSGAOeGx3roC5,"I can see Doctor Jones' logic. They are trying to find a drug that is affordable and mild side effects. Maybe, the other drugs have high cost and low side effect or lower cost and high side effect. It was a happy medium",1,1808,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,4,250,R_WCIBtzJ4MP4gS8F,"Based on the information provided, Drug A has side effects, which is common in many medicines. I do not think that the doctor would select a medicine that would hurt patients even more. It isn't clear that Drug A was approved, but it seems like a decision that the doctor thought about wisely.",1,1942,0,0,Non-Object,Drug.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,4,257,R_9LxbVKS48mWCcLf,Dr. Jones is patient minded and has chosen a drug is both affordable and well tolerated by patients.  The only draw back I would consider is the fact that the same drug may not be effective on all of his patients.,1,2012,0,0,Non-Object,Drug.A,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,175,R_1l076c7r3XYvP8c,Affordable and will help the patient assuming it is FDA cleared. Almost every med has a side effect.,1,2067,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,209,R_2906YMnVwxPc6Ol,It has been approved by the FDA and is most likely affective. It is affordable with little or no side effects,1,2119,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,4,374,R_2wn5v5hJ2pEcJx9,"The drug Dr Jones prescribes to his patients is safe, effective, affordable and its side effects can be tolerated. There doesn't seem to be any reasons why it would not be an appropriate decision",0,27,0,0,Non-Object,Drug.A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,176,R_1mrY8tWciCgywnG,"Dr. Jones appears to be looking out for his patients, and not trying to deceive them by selling a product he doesn't believe in.",0,42,0,0,Non-Object,Drug.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,188,R_YRKApWB1WuiGHiV,"Because it seems as though the Doctor is not only concerned about his patients, but also about the price as well and side effects.",0,153,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,372,R_3jdLAxKtLnZQ76U,His choice sounds like what any other doctor would prescribe for his patients.  He has considered the cost and its effectiveness.,0,189,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,4,169,R_3FVvCnhw5gOn55Y,It is not mentioned if Drug A is the one approved by the FDA but it seems that he is choosing a drug that is both effective and has minimal bothersome side effects.,0,228,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,346,R_2qxAkbgFFRMEmbY,"He should know , as part of his job, what medications are good for his patients. Part of providing quality care is selecting quality healthcare products.",0,269,0,0,Non-Object,Drug.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,198,R_3fIeq60cvlT5nYZ,Because its affordable and patients can tolerate its side effects. Shows the Dr cares about his patients and not getting money to push drugs.,0,313,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,456,R_2OPIic7OOqwpt6x,"I have chosen my answer because I have high blood pressure and take medication.  If it was not for Medicare and Medicaid, I would not be able to afford my much needed medication.",0,392,0,0,Non-Object,Drug.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,4,160,R_1PRzlaZLBZMhxJj,He is looking out for his patients when it comes to cost and the effects of the medicine.,0,505,0,0,Non-Object,Drug.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,4,292,R_1M6VLRxH6RYtPzA,It is appropriate because this medication has been approved by the FDA and it will help them despite the side effects.,0,543,0,0,Non-Object,Drug.A,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,4,138,R_3QXEUFe8K6fixwt,I believe it is appropriate because he chose a drug with very little known side effects.,0,560,0,0,Non-Object,Drug.A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,211,R_3kFYbmL11gJJCZI,Dr Jones is looking out for the well being of his patients. Giving them drug A will lower their blood pressure,0,597,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,423,R_3JL4ZWoJQH3j0Ht,It makes sense,0,693,0,0,Non-Object,Drug.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,177,R_3ELN27IcY4ZjDAq,He is concerned about his patients and their ability to afford and use necessary medication,0,719,0,0,Non-Object,Drug.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,4,228,R_3NXmu3nbW1D6dd7,"It's appropriate for him to choose to prescribe what he sees as a good option. However, if he is doing so also because, say, he has a relationship with that particular drug company or not giving his patients the option of selecting a different drug, that is problematic",0,734,0,0,Non-Object,Drug.A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,198,R_r0Tlb5zi9zEcQXT,"High blood pressure is more harmful than tolerable side effects, and since the medication is affordable, it seems like a good option for those who need to lower their blood pressure.",0,753,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,611,R_SJKA5TmM5q3ob2V,docter serve is very use of patient  good treatment to his patient,0,911,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,1632,R_XAmfoSXeawTPawh,"Dr, Jones cares about patients very much. He is very passionate and responsible! He is very caring and make sure to give right medications. He is not only a doctor, but also a good scientist to help his patients using diagnostic methods to identify the problems, which are very good scientific approach to resolve problems.",0,1034,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,165,R_3e4sWbLXNKbte1q,The drug was approved by the FDA. He is a doctor and ethically used good judgement when prescribing the drug to his patients.,0,1176,0,0,Non-Object,Drug.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,1066,R_1r3u7KS7WbhGEEI,"Dr Jones is prescribing, this medicine to get blood pressure under control. It's U.S. Food and Drug Adm safe .Dr Jones is doing the appropriate to lower blood pressure.",0,1270,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,130,R_25NMupvpSrU5kmT,"The medication he prescribes treats the medical problem, and is manageable in terms of costs and side effects.",0,1333,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,132,R_3p9M0Zp04hJbfyA,"Of course it is fine, he is doing best by his customers across the board.",0,1365,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
