Respondent ID,Start Date,End Date,time,resp,sex,race,additionalRace,age,edu,income,god,belief,science,Exclusion,ExclusionPostCoding,RespBinary,reason,Objection,Condition,scenarioCond,policyOrAB,BenefitFinal,LearningFinal,AbsenceHarmFinal,EqualityFinal,PhysicalRisk/HarmFinal,OtherRisk/HarmFinal,IneffectiveFinal,RandomizationFinal,ExperimentationFinal,InequalityFinal,NoEquipoiseFinal,BadDesignFinal,NoticeFinal,ConsentFinal,TooLongFinal,PickAPolicyFinal,GoodIntentFinal,BadIntentFinal,StatusQuoFinal,PatientConfidenceFinal,CoddledExpertsFinal,AgentsAlreadyKnowFinal,AgentsShouldAlreadyKnowFinal,ExpertsAlreadyKnowFinal,ExpertsShouldAlreadyKnowFinal,ParticipantKnowsBestFinal,PatientAlreadyShouldKnowFinal,BenefitSA,BenefitMM,LearningSA,LearningMM,AbsenceHarmSA,AbsenceHarmMM,EqualitySA,EqualityMM,PhysicalRisk/HarmSA,PhysicalRisk/HarmMM,OtherRisk/HarmSA,OtherRisk/HarmMM,IneffectiveSA,IneffectiveMM,RandomizationSA,RandomizationMM,ExperimentationSA,ExperimentationMM,InequalitySA,InequalityMM,NoEquipoiseSA,NoEquipoiseMM,BadDesignSA,BadDesignMM,NoticeSA,NoticeMM,ConsentSA,ConsentMM,TooLongSA,TooLongMM,PickAPolicySA,PickAPolicyMM,GoodIntentSA,GoodIntentMM,BadIntentSA,BadIntentMM,StatusQuoSA,StatusQuoMM,PatientConfidenceSA,PatientConfidenceMM,CoddledExpertsSA,CoddledExpertsMM,AgentsAlreadyKnowSA,AgentsAlreadyKnowMM,AgentsShouldAlreadyKnowSA,AgentsShouldAlreadyKnowMM,ExpertsAlreadyKnowSA,ExpertsAlreadyKnowMM,ExpertsShouldAlreadyKnowSA,ExpertsShouldAlreadyKnowMM,ParticipantKnowsBestSA,ParticipantKnowsBestMM,PatientAlreadyShouldKnowSA,PatientAlreadyShouldKnowMM,NecessaryRevealSA,NecessaryRevealMM,AmbiguousSA,AmbiguousMM,Disagreement
6297148908,7/18/17 13:45,7/18/17 13:47,0:02,5,2,3,4,28,3,2,4,4,2,0,0,0,He's taking action to prevent infections. This is a reminder to the doctors to follow these precautions.,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297150072,7/18/17 13:45,7/18/17 13:47,0:02,4,2,3,,37,2,1,5,3,3,0,0,0,I don't see anything wrong with being safer,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297150166,7/18/17 13:46,7/18/17 13:48,0:02,3,2,3,,31,4,6,2,3,3,0,0,0,I think it could be fufilling protocol but not helpfully,Non-Object,badge,Badge,Policy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6297152005,7/18/17 13:47,7/18/17 13:48,0:01,5,2,3,,24,2,4,3,5,1,1,1,,i dont see a problem with  it. Its importent to have patient badges. and vain stints are also importent.,Non-Object,badge,Badge,Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297154805,7/18/17 13:48,7/18/17 13:50,0:02,2,1,3,,31,4,3,5,5,2,0,0,1,The doctors should already be trained in this procedure and should not have to rely on reading instructions on an ID badge,Object,badge,Badge,Policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
6297159851,7/18/17 13:50,7/18/17 13:52,0:02,4,1,3,,35,3,1,5,5,1,0,0,0,"I doubt it's gonna be helpful but it's not inappropriate in any way to have a ""cheat sheet"" on the doctor's person.",Non-Object,badge,Badge,Policy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6297163318,7/18/17 13:52,7/18/17 13:55,0:03,4,2,3,,26,2,2,4,4,3,0,0,0,"It's always a nice reminder to have, but on the other hand I as a patient would feel uncomforatble.  I would feel as if the doctor did not know what they were doing if they had to look at instructions. ",Non-Object,badge,Badge,Policy,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297176623,7/18/17 13:59,7/18/17 14:06,0:07,3,1,3,,37,3,3,2,2,3,0,0,0,It helps everyone. SOme have beliefs that wont let it happen,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297200998,7/18/17 14:12,7/18/17 14:24,0:12,4,1,2,,26,3,1,1,3,5,0,0,0,This method is useful to remind the doctor about safety precautions.,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297203618,7/18/17 14:13,7/18/17 14:19,0:06,2,2,3,,49,4,5,1,2,3,0,0,1,"Doctors spend years learning who to treat patients, it seems strange to have a director tell a doctor how to best treat a patient.  Besides I think it might make the patient feel like the doctor needs a cheat sheet to complete a procedure.  This would make the patient question the doctor's abilities to properly treat them. ",Object,badge,Badge,Policy,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6297223834,7/18/17 14:24,7/18/17 14:27,0:03,5,1,3,,34,4,4,2,4,1,0,0,0,"I chose ""very appropriate"" because even the best doctors can use a reminder from time-to-time.  Something as insignificant as an ID badge in order to help prevent deadly infections is a giid use of resources.  Further the health and well-being of the patient should be paramount.",Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297278839,7/18/17 14:53,7/18/17 14:55,0:02,5,1,3,,33,3,2,1,3,3,0,0,0,"If it will drop the rate of patients getting infections from the plastic tube procedure, I am all in favor for.",Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297296031,7/18/17 15:02,7/18/17 15:04,0:02,5,1,5,,34,4,3,2,2,2,0,0,0,The instructions are explicit and are done to ensure the safety of the patient.,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297334285,7/18/17 15:22,7/18/17 15:24,0:02,5,2,3,,27,3,1,1,4,1,0,0,0,It shows your Dr. is knowledgable about the side effects of this procedure.,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297339588,7/18/17 15:25,7/18/17 15:28,0:03,4,2,1,,53,3,2,1,1,4,0,0,0,Let's you know that the Doctor is more aware and will be more conscious of his decision to place device.,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297357836,7/18/17 15:35,7/18/17 15:38,0:03,5,2,4,,40,4,6,1,4,3,0,0,0,So that all doctors who are going to perform this procedure will not forget the safety precautions.,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297372448,7/18/17 15:43,7/18/17 15:47,0:04,5,1,1,,36,4,4,1,2,2,0,0,0,I think it is very appropriate because it will remind the doctor's of the procedures especially for person reference and also to show potential patients.,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297372646,7/18/17 15:43,7/18/17 15:45,0:02,3,2,3,,63,3,5,2,3,3,0,0,0,it doesnt hurt to have daily reminders.,Non-Object,badge,Badge,Policy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297399349,7/18/17 15:57,7/18/17 15:59,0:02,5,1,2,,30,3,2,2,5,1,0,0,0,i love all the precautions to make it safe ,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297420676,7/18/17 16:08,7/18/17 16:10,0:02,4,2,2,,28,3,3,2,3,1,0,0,0,it will be a good way to make sure dr are aware,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297421194,7/18/17 16:08,7/18/17 16:15,0:07,5,2,1,,21,3,1,3,3,3,0,0,0,To better inform the doctor is really good ,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297484456,7/18/17 16:43,7/18/17 16:45,0:02,5,2,3,,56,4,4,1,1,2,0,0,0,A reminder can't hurt and in this case would only help.  It's on the back so it's not so intruisive.,Non-Object,badge,Badge,Policy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6297485664,7/18/17 16:43,7/18/17 16:45,0:02,3,2,3,,38,6,6,5,5,1,0,0,0,"It is a good way to help doctors follow safe protocols, but it does not instill patient confidence.",Non-Object,badge,Badge,Policy,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297514751,7/18/17 16:59,7/18/17 17:02,0:03,4,2,3,,21,3,2,1,2,2,0,0,0,"The doctors should know the protocol and the safety precautions.  The list is a good idea at the beginning, but they should be required to memorize it.",Non-Object,badge,Badge,Policy,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
6297584897,7/18/17 17:44,7/18/17 17:46,0:02,5,1,3,,43,5,2,3,4,1,0,0,0,This can be referred to in the heat of the moment if an emergency arises. ,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297619082,7/18/17 18:08,7/18/17 18:10,0:02,5,1,3,,41,3,1,4,3,1,0,0,0,"Checklists save lives... It is easy to overlook things in the medical field, this makes them aware of the most important points!",Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297683884,7/18/17 18:58,7/18/17 19:00,0:02,5,2,2,3,22,3,1,4,5,1,0,0,0,It is always helpful to have directions ready to remind people how to properly do something. I think this is very appropriate because it will help doctors carry out their job better and it will help patients identify if a doctor is certified or not.,Non-Object,badge,Badge,Policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297685720,7/18/17 19:00,7/18/17 19:01,0:01,3,2,4,,35,3,1,3,3,3,0,0,0,Normal,Non-Object,badge,Badge,Policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6297086275,7/18/17 13:12,7/18/17 13:14,0.001388889,1,1,2,4,22,3,1,3,2,4,1,0,,Patients should be advised of the risks,Object,bp_long,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297086772,7/18/17 13:13,7/18/17 13:16,0.002083333,3,2,3,,25,4,4,4,4,2,1,0,,"The treatment is the same, just the way the information is presented is different. If a person is undergoing a procedure, they should understand all of the risks involved before hand, I personally would do my own research. ",Non-Object,bp_long,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297087161,7/18/17 13:13,7/18/17 13:14,0.000694444,4,2,3,,26,3,3,5,5,1,1,0,,"Basically, if the precautions are spelled out to all patients, it is fair. ",Non-Object,bp_long,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297113035,7/18/17 13:26,7/18/17 13:32,0.004166667,4,2,1,,25,4,2,1,1,1,1,0,,The information is there. I think that he should point out the risks for both.,Non-Object,bp_long,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297114595,7/18/17 13:27,7/18/17 13:29,0.001388889,2,2,3,,42,6,6,2,3,2,1,0,,Because he should think about all patients and not just treat the easiest to cure.,Object,bp_long,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297135237,7/18/17 13:38,7/18/17 13:39,0.000694444,4,1,2,3,19,2,2,3,4,1,1,0,,I believe it would give a detailed POV on how some patients would react to the readily available info.,Non-Object,bp_long,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297135415,7/18/17 13:36,7/18/17 13:40,0.002777778,1,2,3,,33,4,4,1,2,3,1,0,,This is people's lives he is playing with. They shouldn't just give half and have a doctor follow a poster instead of the proper training and procedures.,Object,bp_long,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297236757,7/18/17 14:28,7/18/17 14:33,0.003472222,2,2,2,,27,2,2,5,4,2,1,0,,The precautions aren't immediately available and leads us to assume the patients don't know about them.,Object,bp_long,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297634727,7/18/17 18:20,7/18/17 18:22,0.001388889,2,1,3,,44,4,3,2,3,2,1,0,,The patients are not informed properly and could be at risk.,Object,bp_long,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297648350,7/18/17 18:30,7/18/17 18:32,0.001388889,1,1,3,,24,3,2,3,3,1,1,0,,"I feel they should be directly told, not expected to see them on a poster or an ID badge.",Object,bp_long,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297085490,7/18/17 13:11,7/18/17 13:17,0.004166667,2,2,3,,25,4,3,3,4,1,1,0,,"I think that this isn't really fair to everyone. I don't think people will be able to see them printed on the back of a doctor's ID card. I think that everyone should be able to see it and know the benefits and the risk, so they should all be able to see it on the poster in the room. I think that's only fair.",Object,bp_short,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297087880,7/18/17 13:13,7/18/17 13:15,0.001388889,2,1,3,,43,3,2,1,4,3,1,0,,The information should be available for the patient to see.,Object,bp_short,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297109489,7/18/17 13:24,7/18/17 13:29,0.003472222,4,1,3,,33,4,3,3,4,2,1,0,,"By testing the patients, the director can understand what may possibly reduce the infections because the patient will see the precautions versus not seeing them.",Non-Object,bp_short,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297112697,7/18/17 13:26,7/18/17 13:29,0.002083333,2,1,3,,21,2,2,4,5,1,1,0,,well both safety precautions where on both of the rooms so I would think that it is fair,Object,bp_short,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297113970,7/18/17 13:27,7/18/17 13:30,0.002083333,4,2,3,,25,3,2,1,3,2,1,0,,i understand testing different options to get info to people but who is going to read the back of an ID badge on a moving person?,Non-Object,bp_short,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297115591,7/18/17 13:28,7/18/17 13:29,0.000694444,3,1,3,,26,3,6,5,4,1,1,0,,Both options are appropriate because they are transparent to the patient.,Non-Object,bp_short,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297126472,7/18/17 13:33,7/18/17 13:35,0.001388889,2,1,3,,23,4,2,5,5,2,1,0,,It seems like it may be putting the patient's lives at risk to vary whether or not they see the necessary safety precautions.,Object,bp_short,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297135853,7/18/17 13:38,7/18/17 13:49,0.007638889,1,1,3,,28,4,4,4,3,2,1,0,,"It is very inappropriate, because the experiment is based on performing a treatment with a procedure that even sickens people instead of curing them.",Object,bp_short,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297140180,7/18/17 13:40,7/18/17 13:42,0.001388889,2,2,3,,43,4,3,1,4,2,1,0,,"I think that the patient should receive the risk information in the same way, this is not something that should be experimented with. ",Object,bp_short,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297172512,7/18/17 13:57,7/18/17 14:00,0.002083333,4,2,3,,49,3,2,4,3,2,1,0,,"I work in health care and I believe that having the procedures on the badge is better.  When you give the patients a small bit of knowledge, they question everything and it takes much longer to get things done.",Non-Object,bp_short,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297206297,7/18/17 14:15,7/18/17 14:18,0.002083333,4,1,3,,46,4,1,2,2,2,1,0,,If the director wants to inform people by having a poster on the wall that might help give them the information they need.,Non-Object,bp_short,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297226191,7/18/17 14:25,7/18/17 14:27,0.001388889,2,2,3,,22,4,5,3,4,3,1,0,,half of the participants are unware of the precautions,Object,bp_short,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297227419,7/18/17 14:26,7/18/17 14:36,0.006944444,1,2,3,,41,3,2,1,1,3,1,0,,all patients have the right to know the information,Object,bp_short,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297247446,7/18/17 14:37,7/18/17 14:41,0.002777778,2,1,3,,39,4,2,3,4,2,1,0,,"There should also be a control group that use the status quo procedures.  There also needs to be steps taken to ensure that the one doctor never practices in the room with the poster, and that the samples of people are random and representative.  But there should still be a control group.  The use of just one doctor with the ID badge also means those results are incredibly uncertain.",Object,bp_short,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297277492,7/18/17 14:52,7/18/17 14:56,0.002777778,2,2,3,,51,3,3,1,1,2,1,0,,The poster allows the patient to double check it is being done right plus doctor can see them and follow them as well.  Back of ID badge he does not see unless he takes it off.,Object,bp_short,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297433758,7/18/17 16:15,7/18/17 16:18,0.002083333,1,1,3,,30,4,6,4,4,2,1,0,,In both cases the patient might not even be aware of the precautions,Object,bp_short,AB Test,AB Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
