StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,xAB1,FreeResponse,xAB2,FreeResponse,xAB3,FreeResponse,xAB4,FreeResponse,xAB5,FreeResponse,xAB6,FreeResponse,xAB7,FreeResponse,xAB8,FreeResponse,xAB9,FreeResponse,xAB10,FreeResponse,xAB11,FreeResponse,Sex,Race/Ethnicity,Age,Education,Income
10/23/17 19:01,10/23/17 19:03,0,174.54.226.223,100,110,1,10/23/17 19:03,R_3EreYIIKIhNT6RH,,,,,39.7696991,-76.65630341,anonymous,EN,,,,,,,,,,,,,,,,,,,2,I think that both of the groups should have the same investment funds to choose from.,,,2,3,37,4,5
10/23/17 19:01,10/23/17 19:03,0,186.93.70.245,100,153,1,10/23/17 19:03,R_cUPhs6SmlKPuUff,,,,,8,-66,anonymous,EN,,,,,,,,,,,,,,,4,because it will help in two different ways,,,,,,,1,2,36,5,4
10/23/17 18:56,10/23/17 19:03,0,167.246.61.10,100,429,1,10/23/17 19:03,R_p3G6tnMieRsteut,,,,,34.00390625,-118.4337997,anonymous,EN,,,,,,,,,,,,,3,This is not inappropriate because the medical doctor is just trying to create awareness for getting routine colonoscopies. I feel this is a good method to bring more people into the office to get there procedures done as their lives could depend on it. ,,,,,,,,,1,5,29,4,4
10/23/17 19:02,10/23/17 19:04,0,74.215.66.72,100,110,1,10/23/17 19:04,R_3UidiW0BK89gxfr,,,,,39.206604,-84.39640045,anonymous,EN,,,,,,,2,Those people that aren't receiving the higher benefits will have to make do for a year while the experiment plays out.  This could cause significant hardship.,,,,,,,,,,,,,,,2,3,66,6,3
10/23/17 18:59,10/23/17 19:04,0,205.153.48.25,100,284,1,10/23/17 19:04,R_2waZtoYMQMBTWlJ,,,,,45.48179626,-122.6004944,anonymous,EN,,,,,,,,,2,"It is not a terribly scientific study.  Also, he promises half of the teachers one benefit and then gives them something else, since he gives all of them the same benefit in the end.  And how is ""better student outcomes"" defined.",,,,,,,,,,,,,2,3,65,4,1
10/23/17 19:04,10/23/17 19:07,0,173.66.116.205,100,185,1,10/23/17 19:07,R_tPxxp3k8lFRSkSJ,,,,,38.86000061,-77.09870148,anonymous,EN,4,"While I think the hours are absurd, I think it's a good mechanism for testing the theory. In the end, they'll be able to look at a variety of results to see which is best.",,,,,,,,,,,,,,,,,,,,,1,3,32,6,6
10/23/17 19:05,10/23/17 19:07,0,69.250.247.167,100,84,1,10/23/17 19:07,R_2rryQcdgb6ubRAq,,,,,38.93760681,-77.09279633,anonymous,EN,,,,,,,,,,,,,,,,,,,,,2,Dr. Jones shouldn't be performing this experiment himself. This should be done in a lab under stricter test requirements. There are too many variables unaccounted for.,1,3,23,5,2
10/23/17 19:06,10/23/17 19:09,0,173.24.36.61,100,171,1,10/23/17 19:09,R_BxKZQRMyPynWKD7,,,,,38.88169861,-92.40200043,anonymous,EN,,,,,,,,,,,,,,,2,"Although I don't really know if there's a statistical correlation or evidence of causation between one's roof and one's poverty level, it seems a little far-fetched, whereas free training in a trade could really help someone get out of poverty. If someone's roof is completely destroyed or very leaky, the roof thing could definitely be a good idea, but if someone simply has a few shingles missing or hasn't had their roof checked in a while, this idea is silly. Also, most people in poverty don't own their own homes, so the roof repairs would most likely benefit landlords instead of poor people - and, as we all know, many landlords are highly exploitative and take advantage of poorer tenants.",,,,,,,1,3,23,6,2
10/23/17 19:09,10/23/17 19:10,0,66.114.185.107,100,86,1,10/23/17 19:10,R_vfdCYRhz92TjEdP,,,,,42.24909973,-88.83309937,anonymous,EN,,,,,,,,,4,"I think it is only somewhat appropriate because the superintendent should instead do a survey of teachers' preferences, that way he or she can then make a better decision in assigning either the bonus or vacation time to teachers.",,,,,,,,,,,,,2,3,23,4,1
10/23/17 19:11,10/23/17 19:12,0,100.15.80.57,100,84,1,10/23/17 19:12,R_1P6s6AMjhrIFh2z,,,,,39.05259705,-77.1210022,anonymous,EN,,,,,,,,,,,,,2,"I think scheduling an appointment for someone is a bit out of line, even if they aren't required to keep the appointment. It puts a burden on them.",,,,,,,,,2,3,39,6,6
10/23/17 19:09,10/23/17 19:12,0,98.251.123.48,100,192,1,10/23/17 19:12,R_3JbgVoUeDUH0fm5,,,,,33.79640198,-84.03369904,anonymous,EN,,,1,He is using his patients as test subjects without their consent. The test does not control for circumstances that might affect blood pressure other than the medicine. The test does not use a random sample. The doctor is going to rely on the results of the test to give all future patients identical treatment instead of determining the best treatment for each individual based on their unique attributes and circumstances.,,,,,,,,,,,,,,,,,,,2,3,46,6,6
10/23/17 19:12,10/23/17 19:13,0,73.55.217.212,100,85,1,10/23/17 19:13,R_325iijGNCMmWlMm,,,,,29.98779297,-95.65499878,anonymous,EN,,,,,,,,,,,,,,,,,4,"I think it would be interesting to see how the results work out,because I could see both options being beneficial. Whichever does work out, would be a great way for the government to function from then on. ",,,,,2,3,31,3,4
10/23/17 19:11,10/23/17 19:13,0,76.112.110.117,100,159,1,10/23/17 19:13,R_3OrbervB3xdWklA,,,,,42.67570496,-82.77729797,anonymous,EN,,,,,5,"I understand that the data would be important and has to be gathered somehow, but this seems the wrong way to go about it, potentially harming half of the babies. ",,,,,,,,,,,,,,,,,2,3,36,3,1
10/23/17 19:14,10/23/17 19:15,0,68.54.228.235,100,49,1,10/23/17 19:15,R_12lFPWjMOJtZHJe,,,,,36.17840576,-86.64459991,anonymous,EN,,,,,,,,,,,,,,,,,,,2,I just think it should be uniform. Employees want fair options across the board.,,,1,3,29,4,2
10/23/17 19:12,10/23/17 19:16,0,107.2.91.109,100,208,1,10/23/17 19:16,R_1jB0Q1ifkxFu3AM,,,,,45.09460449,-93.2582016,anonymous,EN,,,,,,,,,,,2,"I would like to see the nation recruit via a combination of both the social and career benefits of becoming a Health Assistant.  I feel that the true and honest nature of recruiting will bring a group of high-quality, career focused people who would be committed to the Health Assistant position on the basis of both social and professional aspirations. ",,,,,,,,,,,2,4,46,4,5
10/23/17 19:13,10/23/17 19:16,0,47.136.26.49,100,165,1,10/23/17 19:16,R_1QslU5biLS3DkTV,,,,,34.10400391,-117.6641998,anonymous,EN,,,,,,,1,He does not have the authority to make a decision over the lives of people base on his ideas.,,,,,,,,,,,,,,,2,1,57,3,3
10/23/17 19:14,10/23/17 19:17,0,24.155.163.211,100,164,1,10/23/17 19:17,R_suPP6MAvzaI3Us1,,,,,31.97669983,-102.1306,anonymous,EN,,,,,,,,,,,,,,,,,,,4,He is trying to help employees to enroll for retirement. I support it because you need money in the future to survive and not worry about it. ,,,1,2,30,2,3
10/23/17 19:15,10/23/17 19:17,0,70.112.116.64,100,158,1,10/23/17 19:17,R_2VyDWec3hdNqhcL,,,,,29.98930359,-97.85720062,anonymous,EN,,,,,4,"The values are within the known acceptable range, so why not try and pinpoint? It should be a non-issue that ultimately helps improve practices in the future.",,,,,,,,,,,,,,,,,1,3,29,4,2
10/23/17 19:17,10/23/17 19:20,0,104.62.132.213,100,172,1,10/23/17 19:20,R_2QSUKRUSxWOCzvE,,,,,42.98750305,-82.46659851,anonymous,EN,5,there are important reasons to both sides and a happy medium needs to be discovered and implemented.,,,,,,,,,,,,,,,,,,,,,1,3,29,3,2
10/23/17 19:19,10/23/17 19:21,0,65.32.55.84,100,92,1,10/23/17 19:21,R_u1BsU4YroV4ucyR,,,,,27.998703,-82.51560211,anonymous,EN,,,,,,,,,,,,,3,I didn't find anything offensive to me. Maybe some other people are sensitive and will find it inappropriate.,,,,,,,,,1,1,30,2,3
10/23/17 19:20,10/23/17 19:21,0,71.12.5.216,100,81,1,10/23/17 19:21,R_22lEFIQ7Lu7Tg8F,,,,,34.99650574,-82.3286972,anonymous,EN,,,,,,,,,,,,,,,,,3,"Once the person finds work, benefits should end.",,,,,1,3,38,6,6
10/23/17 19:22,10/23/17 19:25,0,73.225.149.123,100,155,1,10/23/17 19:25,R_eRrQtYhkFra23o5,,,,,47.63439941,-122.3422012,anonymous,EN,,,,,,,,,,,,,,,2,The director seems to be running an experiment with people's lives.  They should instead try to incorporate both training and basic housing needs for all families into the solution.  ,,,,,,,1,3,48,4,6
10/23/17 19:23,10/23/17 19:25,0,98.113.69.48,100,118,1,10/23/17 19:25,R_QhnvwvMwA2t1jHj,,,,,40.9230957,-73.82460022,anonymous,EN,,,,,,,4,HE SHOULD INCREASE OR DECREASE WELFARE SERVICES EQUALLY.,,,,,,,,,,,,,,,2,2,29,5,2
10/23/17 19:24,10/23/17 19:26,0,75.72.156.68,100,139,1,10/23/17 19:26,R_2TMjQM6Efyh5lF8,,,,,44.7467041,-93.50039673,anonymous,EN,,,,,,,,,,,,,,,,,,,,,4,Because in the end he will get the best results because he is finding out what is best for his patience.  Good thought  ,1,3,46,3,4
10/23/17 19:25,10/23/17 19:27,0,74.71.235.171,100,108,1,10/23/17 19:27,R_2E48n5Mwbfi0f4r,,,,,40.80059814,-73.96530151,anonymous,EN,,,,,,,,,,,4,I think this a very innovative way of addressing healtcare and the shortages throughout the area,,,,,,,,,,,2,1,40,6,6
10/23/17 19:27,10/23/17 19:29,0,73.26.250.139,100,121,1,10/23/17 19:29,R_1FFl4NTrWoOalZ2,,,,,35.23930359,-106.6255035,anonymous,EN,,,1,"It seems like a good idea, but he has no control group to see if there is an effect, and no informed consent from his patients, which is unethical.",,,,,,,,,,,,,,,,,,,2,3,44,4,6
10/23/17 19:29,10/23/17 19:30,0,129.7.0.164,100,91,1,10/23/17 19:30,R_3kcdYSfvAH9B2Lz,,,,,29.83399963,-95.43419647,anonymous,EN,,,,,,,5,The state is using research to determine the best way to deploy taxpayers funds.,,,,,,,,,,,,,,,1,3,31,4,6
10/23/17 19:28,10/23/17 19:33,0,47.147.130.57,100,269,1,10/23/17 19:33,R_UQ2jtJXd32QX8nT,,,,,33.793396,-118.1212006,anonymous,EN,,,,,,,,,2,"Segregation of rewards is not morale, and the ends might not justify the means. ",,,,,,,,,,,,,1,"3,4",22,3,1
10/23/17 19:32,10/23/17 19:33,0,173.239.240.186,100,95,1,10/23/17 19:33,R_33a5RWlveqdC5TT,,,,,41.84829712,-87.65170288,anonymous,EN,,,,,,,,,4,"The superintendent is testing different systems, and I guess that's good. However, a better option would be to let the teachers choose. That way there would be more incentive to succeed.",,,,,,,,,,,,,1,5,29,3,2
10/23/17 19:29,10/23/17 19:34,0,104.169.70.151,100,248,1,10/23/17 19:34,R_rjRY54JgIxUK6SR,,,,,39.79730225,-84.31510162,anonymous,EN,,,,,,,,,,,,,,,,,5,"I think that the intention of the congress to motivate unemployed people is very appropriate. Since it sees unemployment as a problem for its economy, I think it is good that it is testing potential solutions. ",,,,,2,3,22,5,2
10/23/17 19:32,10/23/17 19:35,0,75.66.83.77,100,141,1,10/23/17 19:35,R_3psC3riKsJV5nrl,,,,,35.07940674,-89.84300232,anonymous,EN,,,,,3,Both ranges are within the safe zone. The doctor is trying to help the infants.,,,,,,,,,,,,,,,,,1,3,76,4,2
10/23/17 19:31,10/23/17 19:35,0,24.241.230.223,100,238,1,10/23/17 19:35,R_29ijVBWFZvxipF9,,,,,43.19459534,-89.20249939,anonymous,EN,4,"they need to have details themselves that a difference in work limits have direct impacts on patient care. It is a difficult study, but i see the importance in the decision to test performance.  Doctors & those training to be, deserve to work appropriate hours.  in my view 16 hour days are beyond anyone's ability to perform at the highest level. ",,,,,,,,,,,,,,,,,,,,,1,1,23,3,2
10/23/17 19:35,10/23/17 19:36,0,72.83.49.19,100,59,1,10/23/17 19:36,R_31dvJoi9ukl1ffl,,,,,38.95199585,-77.01999664,anonymous,EN,,,2,He should be informing his patients that they are participating in the experiment. ,,,,,,,,,,,,,,,,,,,2,3,30,4,6
10/23/17 19:35,10/23/17 19:37,0,108.192.75.162,100,95,1,10/23/17 19:37,R_3nj6qe3r3kgQmap,,,,,39.45199585,-86.46730042,anonymous,EN,,,,,,,,,,,4,People are attracted to opportunities for different reasons.,,,,,,,,,,,2,3,48,3,2
10/23/17 19:35,10/23/17 19:37,0,184.157.249.205,100,125,1,10/23/17 19:37,R_3POn2mByvyu4xAd,,,,,47.36480713,-122.6047974,anonymous,EN,,,,,,,,,,,,,,,,,,,,,5,Drugs approved by the FDA are not always as effective as they are stated to be by the drug companies. The doctor is trying to provide the best care for his patients and he his not withholding treatment or doing anything unethical. ,2,3,37,3,6
10/23/17 19:34,10/23/17 19:37,0,73.171.241.128,100,185,1,10/23/17 19:37,R_3ixrlLhBQGcnHpA,,,,,30.17959595,-81.51820374,anonymous,EN,,,,,,,,,,,,,4,I felt at least some patients will turn up when you give some options,,,,,,,,,1,4,32,4,4
10/23/17 19:36,10/23/17 19:37,0,72.181.165.65,100,79,1,10/23/17 19:37,R_WuDRtUwJU5lAUKZ,,,,,32.91529846,-96.67700195,anonymous,EN,,,,,,,,,,,,,,,4,"It is better to learn how to fish, than someone doing it for you.",,,,,,,1,2,31,3,2
10/23/17 19:40,10/23/17 19:42,0,108.71.37.99,100,105,1,10/23/17 19:42,R_2S8s5yXkJt4Ccn7,,,,,34.40649414,-118.4015045,anonymous,EN,,,,,,,,,,,5,"I think its a great way to get people to think about becoming a health aide. I like the poster with the career benefits because at the end of the day, people need to be paid for their hard work. This will be enticing.",,,,,,,,,,,2,3,34,1,4
10/23/17 19:43,10/23/17 19:46,0,72.227.133.107,100,155,1,10/23/17 19:46,R_vMhdniLzBwx9xy9,,,,,40.73170471,-73.9885025,anonymous,EN,,,,,,,,,,,,,4,"I think it makes sense to do a randomized control trial to see which method works better, although it should be ideally based in research and all variables should be controlled in order to get actual accurate results",,,,,,,,,2,3,22,4,3
10/23/17 19:45,10/23/17 19:48,0,45.37.33.209,100,189,1,10/23/17 19:48,R_2vle1thTGDlsB3L,,,,,35.79119873,-78.48110199,anonymous,EN,,,,,,,,,,,,,,,,,,,4,"It might not be fair to the half that didn't have access to more of the investment funds if there might have been an option that would work better for them. However, once completed and he sees which option works better, he is doing it for the greater good.",,,2,1,40,6,4
10/23/17 19:38,10/23/17 19:49,0,71.47.34.215,100,684,1,10/23/17 19:49,R_2rxz22SYQgc4Le3,,,,,28.51060486,-81.19760132,anonymous,EN,,,,,,,,,,,,,,,,,2,I believe this to be a somewhat inappropriate decision because both systems could rather easily be abused and both only provide some kind of support for half the year. A system that would be harder to qualify for but was more consistently supportive would work better in my opinion.,,,,,2,3,22,4,2
10/23/17 19:49,10/23/17 19:51,0,73.173.169.200,100,123,1,10/23/17 19:51,R_10Z8uLnekmLeFr6,,,,,39.35069275,-76.56269836,anonymous,EN,1,The experiment seems like it would find the best practices for residents.,,,,,,,,,,,,,,,,,,,,,1,3,41,4,6
10/23/17 19:56,10/23/17 19:58,0,45.24.96.97,100,102,1,10/23/17 19:58,R_32WKdZPgO7okjwC,,,,,34.65739441,-92.52950287,anonymous,EN,,,,,4,Seems like he's risking half of the babies' lives more than the other half.,,,,,,,,,,,,,,,,,2,3,70,3,1
10/23/17 19:55,10/23/17 19:58,0,67.233.36.142,100,198,1,10/23/17 19:58,R_2dXc52cUkXPdmfD,,,,,26.62539673,-81.62480164,anonymous,EN,,,3,I think it's in appropriate to run experiments on his patients without informing them ahead of time,,,,,,,,,,,,,,,,,,,1,3,50,3,3
10/23/17 19:57,10/23/17 20:01,0,174.48.63.70,100,232,1,10/23/17 20:01,R_29v3Uu2lx5h5jCy,,,,,25.85350037,-80.18109894,anonymous,EN,,,,,,,,,,,,,,,,,,,,,4,Being he is a doctor I think it is ok to experiment provided that he want to make sure the patients get the best drug.,2,1,62,1,1
10/23/17 20:01,10/23/17 20:02,0,173.170.128.81,100,57,1,10/23/17 20:02,R_uvHQ50qmfdmysLf,,,,,27.59309387,-82.50509644,anonymous,EN,,,,,,,,,4,Because it is a test to see who will do better and both are receiving benefits from it. ,,,,,,,,,,,,,1,4,23,3,4
10/23/17 19:59,10/23/17 20:02,0,73.183.21.55,100,181,1,10/23/17 20:02,R_10vMqfnqrD52KXB,,,,,40.52119446,-79.83370209,anonymous,EN,,,,,,,,,,,,,,,4,i agree with this statement because why just keep giving money away if it doesn't do any one any good in the long run.  ,,,,,,,2,3,45,4,3
10/23/17 19:57,10/23/17 20:03,0,75.130.248.135,100,359,1,10/23/17 20:03,R_1NfSnkuB8Vkw41D,,,,,42.36380005,-71.77490234,anonymous,EN,,,,,,,3,I believe that the experiment would most likely show that a moderate increase to welfare services equally would yield the most favorable results. There would need to be information provided about the poverty line to determine how appropriate the decision is.,,,,,,,,,,,,,,,1,3,29,3,3
10/23/17 20:03,10/23/17 20:05,0,174.30.238.65,100,153,1,10/23/17 20:05,R_3Occ9H1dwpqJcmP,,,,,44.93739319,-93.22190094,anonymous,EN,,,,,,,,,,,,,,,3,"Not all people would be physically able to perform a trade. Also, one month of training would not be sufficient to master a trade and gain employment in that trade.",,,,,,,1,3,31,6,3
10/23/17 20:04,10/23/17 20:06,0,216.226.93.39,100,79,1,10/23/17 20:06,R_w1auSe8rgWQ0uXf,,,,,43.66279602,-90.85050201,anonymous,EN,,,,,,,4,He tried to be fair about it.  He did experiments to see which would work,,,,,,,,,,,,,,,2,3,48,3,5
10/23/17 20:06,10/23/17 20:06,0,76.109.130.220,100,38,1,10/23/17 20:06,R_2SIHDjglnfMKNvW,,,,,26.40950012,-80.09420013,anonymous,EN,,,,,,,,,,,,,5,preventive medicine is vital,,,,,,,,,1,3,33,4,3
10/23/17 20:05,10/23/17 20:08,0,174.61.149.91,100,181,1,10/23/17 20:08,R_7QJVgkXEx7dX43L,,,,,47.56019592,-122.2281036,anonymous,EN,,,,,,,,,,,,,,,,,2,"Not knowing the size of the population, I am uncertain how their method strives to motivate their citizens to seek out jobs. In the first option, citizens can wait 5 months before beginning to look for a job so as to maximize their earnings from the $1000/month six month period. In the second, it would serve more as a bonus rather than a driving incentive.",,,,,1,4,22,4,5
10/23/17 20:06,10/23/17 20:08,0,73.163.153.105,100,119,1,10/23/17 20:08,R_qQmglpjqUmajrnb,,,,,39.25750732,-76.49510193,anonymous,EN,,,,,,,,,,,2,"I think this method of testing should not be at the expense of people's lives.  If the candidate does not have the credentials to serve the public, they should not have the ""opportunity"" to do so.  The candidate should already have the training and skills prior to fulfilling the role.",,,,,,,,,,,1,3,29,4,6
10/23/17 20:09,10/23/17 20:11,0,68.231.80.191,100,141,1,10/23/17 20:11,R_3EtWmujXRHv9gDy,,,,,33.5592041,-112.1316986,anonymous,EN,,,4,"If both of the treatments seem to be equal, I think this would be okay so that he can gather more information and see the results of the two drugs himself, thereby enabling him to make a  more informed decision for his patients in the future.",,,,,,,,,,,,,,,,,,,2,3,49,3,2
10/23/17 20:11,10/23/17 20:13,0,152.7.255.244,100,83,1,10/23/17 20:13,R_D36zsLzQ158PaHT,,,,,35.74630737,-78.72389984,anonymous,EN,,,,,,,,,4,"It seems like it would work, but also there are a lot of uncontrolled variables.",,,,,,,,,,,,,2,3,21,3,1
10/23/17 20:11,10/23/17 20:14,0,73.42.116.120,100,195,1,10/23/17 20:14,R_2bNloduKCn6yKpS,,,,,35.09950256,-106.5177994,anonymous,EN,,,,,4,"I'm assuming that there are no ways for the doctors to look up this information or otherwise find out. Therefore, it's appropriate because the doctors are still putting the babies in the appropriate range. They are just narrowing it down to an even better range. It would be no different from a clinical trial with patients taking different types of drugs to determine the best one. Sometimes this is simply necessary to advance medicine. ",,,,,,,,,,,,,,,,,2,3,32,6,5
10/23/17 20:12,10/23/17 20:14,0,98.251.241.104,100,124,1,10/23/17 20:14,R_1opevOLWKmvMHo6,,,,,32.09919739,-90.11669922,anonymous,EN,,,,,,,,,,,,,,,,,,,,,5,"If the medicines are comparable in price and tolerance, why not check to see if one is more effective than another?",2,3,44,6,6
10/23/17 20:14,10/23/17 20:17,0,75.161.96.47,100,161,1,10/23/17 20:17,R_1IZeAlbLUk4YVR4,,,,,35.09950256,-106.5177994,anonymous,EN,,,,,,,,,,,,,,,,,,,4,"It's good that he tries to get people to think about retirement, and provide the vehicle to get it done for those who choose to do so.",,,1,3,59,3,1
10/23/17 20:15,10/23/17 20:18,0,75.100.4.107,100,196,1,10/23/17 20:18,R_32WPDRuVncQyY5o,,,,,44.02609253,-90.0739975,anonymous,EN,,,,,,,,,,,,,5,It is important that people receive proper preventative health care. This saves everyone money in the long term. If there is anything that doctor's can do to increase preventative health screening they should do them.,,,,,,,,,2,3,36,6,6
10/23/17 20:18,10/23/17 20:19,0,74.232.95.46,100,94,1,10/23/17 20:19,R_3NQDRs5oCKGLbTz,,,,,33.37579346,-84.46569824,anonymous,EN,,,,,,,5,The poorest families need the most help.,,,,,,,,,,,,,,,2,3,51,3,6
10/23/17 20:22,10/23/17 20:24,0,71.171.117.104,100,101,1,10/23/17 20:24,R_3HNPdR2mTUjecuW,,,,,38.32049561,-77.41130066,anonymous,EN,,,2,"Unless he tells the patients that there is a possibility the drugs won't work, it's not a good thing to do. Some people will be expecting relief from their symptoms or a cure.",,,,,,,,,,,,,,,,,,,2,1,31,3,2
10/23/17 20:22,10/23/17 20:25,0,73.192.78.12,100,156,1,10/23/17 20:25,R_1pXbEC8osHJKUxL,,,,,31.31469727,-81.52220154,anonymous,EN,,,,,,,,,,,,,,,,,,,,,4,I think it's a good idea to test both drugs to find which one performs better but I do think that the patients should know that they are part of an experiment. ,2,3,52,2,3
10/23/17 20:23,10/23/17 20:26,0,73.233.176.125,100,171,1,10/23/17 20:26,R_1Duoe2bkycWz5Uj,,,,,39.96429443,-75.14440155,anonymous,EN,4,"The accrediting body wants to give the hospitals some autonomy (which is appropriate). However, I would be concerned that some hospitals would pick longer shifts just so they can have more bodies in the hospital.",,,,,,,,,,,,,,,,,,,,,2,3,24,5,2
10/23/17 20:22,10/23/17 20:26,0,172.58.169.8,100,230,1,10/23/17 20:26,R_2Ce8sUI53DF8YkO,,,,,28.61849976,-81.43360138,anonymous,EN,,,,,,,,,,,,,,,1,He's trying to help a struggling nation. And he's experimenting with different ways to help them the most so they can escape poverty,,,,,,,1,2,28,3,3
10/23/17 20:24,10/23/17 20:26,0,173.80.194.89,100,132,1,10/23/17 20:26,R_3EDYn1wGfZAOmDx,,,,,37.83070374,-81.96990204,anonymous,EN,,,,,,,,,,,,,,,,,3,In a way it is fair but in a way it is unfair. If the government wants to do that then they need to come up with a way to pay citizens equally or at least close to equally if they all have to attend the monthly job fairs. ,,,,,1,3,37,2,2
10/23/17 20:24,10/23/17 20:26,0,98.218.48.82,100,106,1,10/23/17 20:26,R_2cjv69RuPbbq3tm,,,,,39.28759766,-76.59210205,anonymous,EN,,,,,,,,,4,"I don't think there is anything wrong with randomly assigning the teachers to the two favorable conditions. If the superintendent purposely assigned individuals to the 2 categories, then his actions could be inappropriate.",,,,,,,,,,,,,1,3,31,6,6
10/23/17 20:25,10/23/17 20:27,0,104.138.172.71,100,139,1,10/23/17 20:27,R_3koCqFM95uowV3x,,,,,36.00790405,-80.36969757,anonymous,EN,,,,,,,,,,,5,It's a good way to help those in need by creating something specifically for that need.,,,,,,,,,,,2,1,38,4,2
10/23/17 20:25,10/23/17 20:28,0,72.4.31.56,100,162,1,10/23/17 20:28,R_YSU2PVLLKBfX8bf,,,,,35.7124939,-88.70210266,anonymous,EN,1,If the decision results in less competant doctos I feel it's innapropriate ,,,,,,,,,,,,,,,,,,,,,2,3,27,3,2
10/23/17 20:25,10/23/17 20:28,0,76.119.148.193,100,185,1,10/23/17 20:28,R_TnihuF0huXfiYGR,,,,,42.33309937,-71.09570313,anonymous,EN,,,,,,,,,,,,,,,,,,,2,"Younger people are generally irresponsible.  It shouldn't be society's job to make sure some retard invests in his healthcare or future... It should be their own responsibility.  I understand he's trying to do something nice, but this only enables idiots to take advantage because they are fucking idiots...",,,1,3,30,2,3
10/23/17 20:24,10/23/17 20:29,0,107.77.173.12,100,296,1,10/23/17 20:29,R_1P18jbgP6R07h3p,,,,,41.84829712,-87.65170288,anonymous,EN,,,,,2,"While I can understand the goal of what he is attempting, and I can see that he has good intentions, it is highly unethical to experiment like this. It is especially inappropriate because he is counting on the deaths of babies to determine the results.",,,,,,,,,,,,,,,,,2,3,24,2,1
10/23/17 20:28,10/23/17 20:30,0,76.233.244.90,100,125,1,10/23/17 20:30,R_1CltLm0Wph1anfe,,,,,32.85240173,-97.28800201,anonymous,EN,,,,,,,,,,,,,,,,,,,1,It seems like a fair test to see which option proves to be more of an incentive for employees to enroll. He is not being deceptive or misleading. I would hope that the CEO would allow all options to all employees after the test period concluded.,,,2,3,27,4,3
10/23/17 20:27,10/23/17 20:30,0,24.90.119.226,100,217,1,10/23/17 20:30,R_1ffmbMRKNmljeoE,,,,,40.71110535,-73.94689941,anonymous,EN,,,,,,,,,,,,,,,,,2,I selected somewhat inappropriate because there will be a large amount of people during the test that are going 6 months with the worse plan of the two plans being tested. The people should be able to select which plan they want to be tested on.,,,,,1,3,25,4,4
10/23/17 20:30,10/23/17 20:32,0,166.182.80.157,100,136,1,10/23/17 20:32,R_3nGDM1MhpcrlTi1,,,,,37.75100708,-97.8219986,anonymous,EN,,,,,1,t's not moral to do an experiment like that. Especially not up to him.,,,,,,,,,,,,,,,,,2,3,49,2,1
10/23/17 20:29,10/23/17 20:32,0,67.161.209.72,100,198,1,10/23/17 20:32,R_1dNdOjFUa3AUKMC,,,,,40.66769409,-111.938797,anonymous,EN,,,5,"It sounds like the side effects are minimal and similar, when several drugs were approved it would be best to test more than one to see what works best. I thinks it is appropriate to test out more than one drug for effectiveness and side effects.",,,,,,,,,,,,,,,,,,,2,3,39,2,4
10/23/17 20:33,10/23/17 20:34,0,47.41.0.25,100,81,1,10/23/17 20:34,R_bvKNIDEOWVpseNH,,,,,34.09049988,-118.1343994,anonymous,EN,,,,,,,,,,,,,,,,,,,,,5,"both drugs are possible treatment options, and thus both are valid choices. his decision is fine, and prescribing the best outcomes as a result of that is even better.",1,4,25,4,2
10/23/17 20:28,10/23/17 20:34,0,173.70.133.215,100,367,1,10/23/17 20:34,R_8cgZgq6woq5z0GJ,,,,,40.76860046,-74.01989746,anonymous,EN,,,,,,,,,,,,,5,"The medical director is thinking outside the box to help his patients. It's an unconventional idea, however it does help people to think to start the motion. Also a good reminder since most people would avoid it if not prompt at the right time.  ",,,,,,,,,2,4,37,4,3
10/23/17 20:33,10/23/17 20:34,0,99.189.234.13,100,83,1,10/23/17 20:34,R_3DwscULL8p7fNJb,,,,,38.01939392,-122.1341019,anonymous,EN,,,,,,,,,,,4,I think it's fair to use this test as for research purposes. It will show how people react to the different types of advertising for this profession. ,,,,,,,,,,,2,4,32,6,6
10/23/17 20:35,10/23/17 20:37,0,74.136.210.126,100,144,1,10/23/17 20:37,R_2OMSJs0n4D4MBG6,,,,,38.00469971,-84.53340149,anonymous,EN,,,,,,,,,2,Because it does not really have the students best interests in my mind. ,,,,,,,,,,,,,1,3,21,3,1
10/23/17 20:38,10/23/17 20:40,0,68.204.0.160,100,73,1,10/23/17 20:40,R_10Tcl58IQPQLp4E,,,,,28.68119812,-81.27629852,anonymous,EN,,,,,,,,,,,,,,,4,He is trying to optimize the use of funds.,,,,,,,2,3,39,4,2
10/23/17 20:39,10/23/17 20:41,0,71.10.227.225,100,126,1,10/23/17 20:41,R_3I0l14DPP1gS1r7,,,,,42.18609619,-72.52549744,anonymous,EN,,,,,,,,,2,I think that there is too much dependant on the teachers while you can't really control who your students are that year and how they behave/learn in the classroom.  ,,,,,,,,,,,,,2,3,31,6,2
10/23/17 20:41,10/23/17 20:42,0,98.208.156.83,100,47,1,10/23/17 20:42,R_6zHEPdmZ7dBzuRH,,,,,26.52839661,-81.82949829,anonymous,EN,,,,,,,,,,,,,,,,,3,I just went with my gut. ,,,,,1,3,27,2,1
