pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,God,Intuition,ScienceBelief,ScienceBelief_Reverse,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,IntuitionScore_ByHand,RepeatTurkerLabelCode,MarkedForExclusion
282,xB,poster,5,0,"This is approprite because the hospital can do what it wants in its building, as long as it harms no one.  In addition, it can provide knowledge to patients.",0:03,6297216774,5,5,2,4,1,1,2,0,60,1,3,0,6,1,14,0,0
288,xB,poster,4,0,"Even physicians need to be reminded to follow procedures. The director also has to be aware of the potential for legal liability if procedures are not followed, as well as the ramifications if the hospital is determined to have failed to follow procedures or made an effort to ensure that procedures are followed.",0:03,6297223938,1,1,5,1,1,1,3,1,66,1,6,1,6,1,3,0,0
290,xB,poster,4,0,People need to be informed no matter who you are.,0:02,6297226301,3,3,3,3,1,1,3,1,32,0,4,1,6,1,9,0,0
295,xB,poster,4,0,The patient will know what is going on. In case there is a mistake about to be made  this could be very useful,0:04,6297236838,5,5,3,3,1,1,3,1,43,1,3,0,2,0,13,0,0
299,xB,poster,5,0,This gives the patient information on safety precautions and if they see it not being following can tell person.,0:01,6297251527,5,4,3,3,2,0,3,1,59,1,4,1,3,0,12,0,0
301,xB,poster,5,0,I chose that options because it is best to inform all patients of potential risks.,0:02,6297258160,1,1,5,1,1,1,3,1,34,1,4,1,2,0,3,0,0
302,xB,poster,5,0,"I feel it is a great consideration to all patients. Additionally, it would serve as reminder for doctors to be extra careful with this procedure.",0:04,6297264173,1,2,4,2,1,1,4,0,31,0,3,0,3,0,5,0,0
309,xB,poster,5,0,"It will contribute to reducing infections, and helps make the physicians/nurses performing procedures more aware of expectations. ",0:00,6297280044,1,1,5,1,1,1,3,1,30,0,5,1,6,1,3,0,0
310,xB,poster,4,0,it would be appropriate if infections from this procedure have been a problem ,0:04,6297282497,4,3,4,2,1,1,3,1,49,1,4,1,4,1,9,0,0
313,xB,poster,5,0,Common sense,0:03,6297288246,1,1,5,1,1,1,3,1,35,1,5,1,3,0,3,0,0
314,xB,poster,5,0,Safety of the patients is top priority.  This would be useful and appropriate for all nurses and doctors to use a guide and tool to ensuring top care. ,0:03,6297291179,5,5,4,2,1,1,3,1,38,1,6,1,3,0,12,0,0
316,xB,poster,5,0,It is important to know all the risks and rewards,0:03,6297298829,4,4,4,2,2,0,3,1,30,0,4,1,2,0,10,0,0
317,xB,poster,1,1,A poster can be scary without giving all of the truth. Patients should only get information from a doctor.,0:02,6297299833,1,1,5,1,1,1,3,1,19,0,3,0,5,1,3,0,0
319,xB,poster,4,0,It's important to inform patients of their options. They also need to know the benefits and risks.,0:01,6297307014,1,1,5,1,2,0,3,1,33,0,4,1,2,0,3,0,0
320,xB,poster,4,0,"It is good to remind medical personnel of proper procedures.     However, alotting only a single room, and expecting long-term compliance is unlikely.",0:02,6297309339,3,1,5,1,1,1,4,0,29,0,6,1,5,1,5,0,0
321,xB,poster,3,0,Seemed right,0:02,6297309391,4,4,3,3,1,1,3,1,26,0,2,0,1,0,11,0,0
325,xB,poster,2,1,painful,0:00,6297336667,3,3,4,2,2,0,1,0,25,0,1,0,1,0,8,0,0
336,xB,poster,4,0,"I think, while the doctor has good intentions, that this poster in the rooms could be ignored or unnoticed by doctors. I think it would be better for the director to host a training session or conference with doctors to explain the safety precautions.",0:03,6297366208,1,1,5,1,1,1,3,1,19,0,3,0,5,1,3,0,0
339,xB,poster,5,0,it is the right thing to do,0:01,6297373891,5,3,3,3,1,1,3,1,36,1,4,1,6,1,11,0,0
340,xB,poster,5,0,It is always better to let patients know the risks.  It also ensures the hospital workers are more cautious.,0:01,6297378709,5,3,4,2,2,0,3,1,38,1,4,1,6,1,10,0,0
347,xB,poster,5,0,Because any policy that would reduce the risk of infection during the procedure is a good thing,0:01,6297402697,1,1,5,1,1,1,3,1,26,0,3,0,1,0,3,0,1
348,xB,poster,5,0,I don't see any problem with a dr trying to educate his patients. They should be glad the director takes it upon himself to help.,0:02,6297414311,4,1,4,2,1,1,3,1,29,0,3,0,3,0,7,0,0
353,xB,poster,4,0,"It seems likely to reduce the risk of infection, but the one of the factors may be by the doctores not following procedures regardless",0:02,6297426406,2,4,3,3,1,1,3,1,25,0,3,0,3,0,9,0,1
356,xB,poster,1,1,"It could be a matter of life and death, it should be taken seriously. The poster with help medical workers be reminded of that.",0:02,6297445332,1,1,5,1,1,1,3,1,27,0,4,1,2,0,3,0,0
362,xB,poster,5,0,"It is fair to inform the patients of what the doctors performing procedures are responsible for. Oftentimes doctors leave out important details about procedures unless you question them, so it is better to have everything out in the open.",0:02,6297469917,3,2,4,2,1,1,3,1,27,0,4,1,2,0,7,0,0
363,xB,poster,4,0,"Even though the director may not practice with patients, the director understands that patient safety is one of the most important factors in health care, and believes patients should be aware of it.",0:03,6297475563,4,3,3,3,1,1,1,0,45,1,4,1,3,0,10,0,0
364,xB,poster,2,1,Although I do agree with saftey precaustions I believe it is best suited to be in the break room. Patient sare nervous enough withut looking at stuff like that.   ,0:03,6297479353,5,5,4,2,2,0,3,1,43,1,4,1,4,1,12,0,1
370,xB,poster,5,0,I think the patients should have a right to know all the risks involved,0:03,6297487513,5,5,2,4,1,1,3,1,38,1,3,0,3,0,14,0,0
373,xB,poster,5,0,He is trying to make things safer and better for the patients. Helps the other doctors remember to do and how to do the safety procedures.,0:19,6297510865,3,1,5,1,2,0,3,1,25,0,2,0,2,0,5,0,0
375,xB,poster,5,0,The director wants to reduce the amount of infections. It helps to follow a list.,0:03,6297520072,5,2,2,4,1,1,4,0,20,0,4,1,1,0,11,0,0
376,xB,poster,5,0,I believe it is very appropriate for the director to hang the poster.  People should be awareof safety precautions of the procedure that are used to reduce infections.,0:02,6297529791,5,4,4,2,2,0,3,1,35,1,4,1,5,1,11,0,0
378,xB,poster,5,0,I think it is positive to have reminders for the staff and for the patients to know what procedures should be followed.,0:02,6297531420,1,1,5,1,2,0,3,1,41,1,4,1,4,1,3,0,1
379,xB,poster,4,0,It seems appropriate to remind both patients and doctors/caregivers of the proper safety procedures,0:01,6297538182,3,2,5,1,2,0,3,1,36,1,6,1,6,1,6,0,0
382,xB,poster,5,0,It is appropriate because patients have a right to know everything about any medical procedure they undergo.,0:02,6297542223,5,5,4,2,2,0,5,0,27,0,4,1,3,0,12,0,0
383,xB,poster,1,1,I think it would be best,0:01,6297549074,2,3,3,3,1,1,2,0,30,0,5,1,5,1,8,0,0
386,xB,poster,4,0,makes sense for patients to be informed,0:01,6297562159,3,3,4,2,2,0,4,0,22,0,4,1,2,0,8,0,0
389,xB,poster,5,0,Just to keep on some people's minds. Just help direct or know what to do on immediate response.,0:03,6297588793,1,2,5,1,1,1,3,1,29,0,2,0,2,0,4,0,0
394,xB,poster,5,0,it sounds like a good idea,0:02,6297624448,1,1,5,1,1,1,3,1,40,1,3,0,2,0,3,0,0
400,xB,poster,5,0,It is good to be aware of possible problems that could occur.,0:01,6297648678,3,3,4,2,2,0,3,1,69,1,4,1,2,0,8,0,0
405,xB,poster,5,0,Patients deserve to have this information available.,0:01,6297666928,1,1,5,1,2,0,3,1,27,0,6,1,6,1,3,0,0
413,xB,poster,1,1,It's good to know what to avoid as to not get an infection. I think it's very responsible of the doctor.,0:07,6297689071,1,1,5,1,1,1,1,0,27,0,3,0,4,1,3,0,0
3,xABl,xbpl,3,0,I just think it is neither. ,0:01,6297084394,4,3,3,3,1,1,3,1,25,0,3,0,2,0,10,0,0
5,xABl,xbpl,4,0,I followed my intuition.  I trust the director.,0:05,6297084863,2,2,4,2,1,1,3,1,33,0,4,1,3,0,6,0,0
6,xABl,xbpl,4,0,He is trying to find out the best method to fix the problem. ,0:02,6297085084,4,2,4,2,2,0,3,1,35,1,6,1,2,0,8,0,0
8,xABl,xbpl,2,1,He is taking a gamble on people's lives,0:01,6297085330,1,1,5,1,2,0,4,0,23,0,4,1,6,1,3,0,0
15,xABl,xbpl,1,1,Patients should be advised of the risks,0:02,6297086275,3,4,2,4,1,1,"2,4",0,22,0,3,0,1,0,11,0,0
22,xABl,xbpl,3,0,"The treatment is the same, just the way the information is presented is different. If a person is undergoing a procedure, they should understand all of the risks involved before hand, I personally would do my own research. ",0:03,6297086772,2,2,4,2,2,0,3,1,25,0,4,1,4,1,6,0,0
23,xABl,xbpl,4,0,"Basically, if the precautions are spelled out to all patients, it is fair. ",0:01,6297087161,1,1,5,1,2,0,3,1,26,0,3,0,3,0,3,0,0
29,xABl,xbpl,4,0,Both doctors aren't given different training. It should be safe for the patients.,0:03,6297087991,1,1,4,2,1,1,4,0,22,0,3,0,6,1,4,0,0
44,xABl,xbpl,1,1,The patients are not informed and have not given consent to this experiment. It's unethical.,0:02,6297090204,1,1,5,1,2,0,1,0,33,0,4,1,5,1,3,0,0
46,xABl,xbpl,2,1,It seems like the reasonable thing.,0:05,6297090562,5,3,2,4,1,1,3,1,28,0,3,0,2,0,12,0,0
48,xABl,xbpl,2,1,I just felt that it was wrong,0:01,6297092200,1,1,3,3,1,1,3,1,39,1,6,1,4,1,5,0,0
50,xABl,xbpl,1,1,"He should not experiment on actual patients first, he should recruit people willing to test it. ",0:02,6297092347,1,2,5,1,1,1,3,1,25,0,4,1,2,0,4,0,1
51,xABl,xbpl,2,1,He is playing with actual lives in which some could die while others survive. I don't think this is right nor fair.,0:02,6297092458,5,4,3,3,2,0,3,1,57,1,3,0,1,0,12,0,0
54,xABl,xbpl,2,1,"I believe that patients should be given the choice to sign up for this.  I believe it is a science and medical experiment, which is good, but it needs to be asked of the patient first.",0:02,6297093379,2,1,5,1,1,1,3,1,32,0,2,0,2,0,4,0,0
57,xABl,xbpl,2,1,The patients should be informed of this fact. ,0:02,6297093949,4,3,4,2,1,1,3,1,46,1,6,1,6,1,9,0,0
60,xABl,xbpl,1,1,Is this a joke? You can't conduct human experimentation without thorough briefing and consent. Hell you can't even conduct human experimentation without first conduction the experiments on animals such as rats. ,0:01,6297094742,1,1,5,1,1,1,4,0,25,0,4,1,3,0,3,0,1
64,xABl,xbpl,1,1,Half of the people will suffer.  Why not go with both the ID badge and the poster?,0:07,6297095408,5,5,3,3,2,0,3,1,53,1,6,1,4,1,13,0,0
67,xABl,xbpl,3,0,I am not sure how this affects anything. This is not an experiment tied in with the actual vein so it doesnt seem to make much sense.,0:01,6297095921,3,3,2,4,1,1,3,1,32,0,3,0,4,1,10,0,0
71,xABl,xbpl,3,0,Is nice,0:03,6297096535,3,3,2,4,2,0,3,1,30,0,6,1,4,1,10,0,0
93,xABl,xbpl,5,0,Those is a good way to teach staff about safety,0:00,6297102036,2,2,5,1,2,0,3,1,29,0,6,1,4,1,5,0,1
94,xABl,xbpl,1,1,You cannot do experiments on humans especially taking away safety precautions,0:01,6297102182,5,4,3,3,1,1,4,0,36,1,4,1,5,1,12,0,0
103,xABl,xbpl,4,0,It is assigned randomly. No one is preferred over another person.,0:01,6297104605,1,1,5,1,1,1,4,0,28,0,4,1,2,0,3,0,1
109,xABl,xbpl,2,1,Seems like a weird way of reminding the doctors about safety precautions.  Maybe seeing constantly will remind them,0:04,6297106096,4,2,4,2,1,1,3,1,34,1,3,0,6,1,8,0,0
110,xABl,xbpl,1,1,The patients should be informed about the experiment and be able to select which test they're on. ,0:03,6297106102,1,1,5,1,1,1,4,0,37,1,4,1,5,1,3,0,0
112,xABl,xbpl,3,0,His testing with his patients methods that are a bit risky,0:08,6297106542,1,1,5,1,1,1,2,0,30,0,4,1,1,0,3,0,0
126,xABl,xbpl,4,0,The information is there. I think that he should point out the risks for both.,0:06,6297113035,5,5,5,1,2,0,1,0,25,0,4,1,2,0,11,0,0
132,xABl,xbpl,1,1,It's never ok to gamble with someone's life.,0:05,6297114236,5,5,3,3,2,0,3,1,30,0,2,0,2,0,13,0,0
134,xABl,xbpl,2,1,Because he should think about all patients and not just treat the easiest to cure.,0:02,6297114595,4,3,4,2,2,0,3,1,42,1,6,1,6,1,9,0,0
138,xABl,xbpl,1,1,because no one's life should be based on an experiment,0:03,6297115726,5,5,2,4,2,0,3,1,39,1,2,0,2,0,14,0,0
146,xABl,xbpl,2,1,I believe the director could post precautions both on the wall and the badge.,0:02,6297118264,5,5,3,3,2,0,3,1,50,1,3,0,2,0,13,0,0
150,xABl,xbpl,5,0,"They are all being treated according to the same procedure, its just the patients and their families are able to see the precautions in one case and not in the other, seems appropriate to me.",0:03,6297119394,1,1,5,1,2,0,3,1,29,0,4,1,4,1,3,0,1
152,xABl,xbpl,1,1,I think that leaving patient's lives up to chance is inappropriate,0:01,6297119672,3,2,5,1,2,0,3,1,22,0,3,0,4,1,6,0,0
161,xABl,xbpl,3,0,I don't know enough about this subject to say either way. ,0:01,6297123538,1,1,5,1,2,0,3,1,30,0,4,1,3,0,3,0,0
165,xABl,xbpl,2,1,I don't think he should use actual patients for experiments. That is immoral.,0:02,6297125861,4,2,4,2,1,1,4,0,25,0,4,1,5,1,8,0,0
171,xABl,xbpl,1,1,A hospital can't just choose to conduct their own research like this. They need to be implementing one protocol and not using their patients as unknowing lab rats.,0:04,6297127371,5,2,5,1,2,0,"2,3",0,41,1,2,0,4,1,8,0,0
174,xABl,xbpl,1,1,"In this study, all patients run the risk of infection over the course of a year. The test period could be shorter, or the variable to lower the risk could be  more aggressive than signage.",0:02,6297128451,1,1,5,1,2,0,3,1,38,1,6,1,2,0,3,0,1
179,xABl,xbpl,3,0,"This would depend on the other variables that are not present here.  As a Registered Nurse, I know that some variables can make people more prone to infection so it would be dependent on having more knowledge and a more thorough experiment.",0:03,6297130748,1,2,5,1,2,0,3,1,38,1,3,0,4,1,4,0,0
181,xABl,xbpl,4,0,"It seems slightly inappropriate because it could harm patients. However, they are both given instructions, just in different ways, so it seems like it could be ethical.",0:03,6297131849,5,4,2,4,2,0,3,1,33,0,2,0,2,0,13,0,1
187,xABl,xbpl,4,0,"Since the instructions are the same, but only the delivery method for the instructions different, I think it's fair because patients are theoretically receiving the same treatment. At this point, it's not known which method will lead to better outcomes, so you're not consciously putting any patients at a disadvantage by trying something out.",0:02,6297134390,3,2,5,1,1,1,3,1,46,1,4,1,4,1,6,0,0
189,xABl,xbpl,4,0,The doctors are all receiving the instructions but by a different method.  There is nothing wrong with deciding which method works best by trying them out.,0:04,6297135218,5,4,5,1,2,0,3,1,69,1,3,0,1,0,10,0,0
190,xABl,xbpl,4,0,I believe it would give a detailed POV on how some patients would react to the readily available info.,0:01,6297135237,3,2,5,1,1,1,"2,3",0,19,0,2,0,2,0,6,0,0
192,xABl,xbpl,1,1,This is people's lives he is playing with. They shouldn't just give half and have a doctor follow a poster instead of the proper training and procedures.,0:04,6297135415,5,4,3,3,2,0,3,1,33,0,4,1,4,1,12,0,0
194,xABl,xbpl,1,1,This doesn't seem ethical if you are exposing a group to a potentially more dangerous outcome. ,0:02,6297136368,4,2,5,1,2,0,3,1,36,1,4,1,6,1,7,0,0
196,xABl,xbpl,4,0,I think the risk is fairly low in either case. I don't know enough about the topic to judge much further.,0:07,6297137719,1,1,4,2,2,0,3,1,44,1,3,0,2,0,4,0,0
201,xABl,xbpl,4,0,i do not see anything unethical about the director's decision,0:09,6297143131,3,2,4,2,2,0,1,0,30,0,3,0,2,0,7,0,0
203,xABl,xbpl,2,1,I feel that the safety precaution print should be uniform ,0:05,6297143573,4,4,4,2,2,0,1,0,43,1,4,1,4,1,10,0,0
204,xABl,xbpl,4,0,"It's kind of inappropriate to run a test on his patients but in choosing which method he thinks will have better results, he might be wrong, so better to do the experiment and know for sure which one is right.",0:04,6297144359,3,2,5,1,2,0,"2,3,5",0,36,1,3,0,2,0,6,0,0
207,xABl,xbpl,4,0,I think having reminders to the doctors is a good idea but think a moral formal environment would be more helpful first. ,0:03,6297147095,2,2,4,2,2,0,3,1,44,1,4,1,2,0,6,0,0
209,xABl,xbpl,5,0,Testing both methods will give them a good idea of which method works best.,0:07,6297147723,1,1,5,1,2,0,3,1,37,1,4,1,5,1,3,0,0
218,xABl,xbpl,1,1,Even though both would have the procedures written and available it is not right to use human beings as experiment subjects without their consent,0:04,6297153605,5,2,4,2,2,0,3,1,67,1,4,1,5,1,9,0,1
225,xABl,xbpl,1,1,Should not run 'tests' on paitents without their knowledge. ,0:02,6297162712,4,3,4,2,1,1,3,1,56,1,5,1,3,0,9,0,0
229,xABl,xbpl,2,1,It is inappropriate to test strategies for medical treatment on living human beings.,0:02,6297164295,2,1,5,1,2,0,3,1,28,0,4,1,4,1,4,0,0
230,xABl,xbpl,1,1,You should not run experiments on patients without their consent. It is a violation of their right and can cause lives to be lost unnecessarily. ,0:03,6297164684,2,2,4,2,1,1,1,0,23,0,4,1,3,0,6,0,0
238,xABl,xbpl,2,1,I somehow don't think the director's regime is rigorous enough. All kinds of control problems here.,0:04,6297173237,3,2,4,2,1,1,3,1,67,1,4,1,1,0,7,0,0
242,xABl,xbpl,2,1,"If I'm not mistaken, patients need to be told that they will be part of an experiment or study and based off of this paragraph, it doesn't sound like he'll tell them. ",0:03,6297182938,2,1,4,2,1,1,2,0,23,0,4,1,1,0,5,0,0
244,xABl,xbpl,1,1,Seems way too long to come up with solution,0:02,6297183440,1,1,5,1,1,1,3,1,37,1,2,0,2,0,3,0,0
245,xABl,xbpl,5,0,It is a scientific experiment that may have a positive result.,0:02,6297183511,4,2,4,2,1,1,3,1,53,1,3,0,3,0,8,0,0
246,xABl,xbpl,1,1,you can't just run experiments on people,0:01,6297186867,3,3,3,3,1,1,4,0,23,0,3,0,3,0,9,0,0
248,xABl,xbpl,3,0,I don't have enough information to determine whether his decision is appropriate or not.,0:16,6297188506,4,4,3,3,2,0,"2,3",0,27,0,3,0,2,0,11,0,0
252,xABl,xbpl,3,0,I do not understand how informing of safety precautions help reduce deadly infections?,0:03,6297192335,3,3,4,2,2,0,3,1,21,0,4,1,3,0,8,0,0
255,xABl,xbpl,4,0,"They are trying to be proactive. There isn't an exact way to figure this out, so this is the best way.",0:05,6297194482,4,3,2,4,2,0,"2,3",0,28,0,4,1,3,0,11,0,1
258,xABl,xbpl,2,1,Every patient in the hospital should receive the same type of treatment standards. Hospital patients should not be guinny pigs.,0:03,6297199671,4,3,4,2,1,1,3,1,32,0,4,1,3,0,9,0,0
259,xABl,xbpl,4,0,It seems like a fairly reasonable way to decide and doesn't put any patients in any more danger than they otherwise would be. Any patients who avoid an infection that otherwise might have gotten one are an improvement.,0:02,6297199847,4,2,5,1,2,0,3,1,35,1,4,1,4,1,7,0,0
261,xABl,xbpl,4,0,The actual procedure is the same just the display of the instructions is different.  I think as long as the procedure and materials are the same the risks are the same.,0:03,6297200501,5,5,4,2,2,0,3,1,47,1,4,1,4,1,12,0,1
262,xABl,xbpl,2,1,I feel that it is not helpful to the maximum. It isn't fair to treat something that serious only to certain others.,0:06,6297200628,1,1,4,2,2,0,3,1,29,0,3,0,2,0,4,0,1
263,xABl,xbpl,4,0,"it is somewhat appropriate because it is somewhat neccessary to do in order to come to a conclusion, but also messed up that some may have to suffer because of it",0:04,6297200635,4,2,4,2,1,1,1,0,36,1,4,1,2,0,8,0,0
268,xABl,xbpl,2,1,The doctor should have had everyone getting treated with both ways - all; doctors get the new ID badge and all rooms have the poster on the wall. ,0:02,6297202377,4,5,4,2,2,0,3,1,28,0,4,1,4,1,11,0,0
270,xABl,xbpl,2,1,this is some what not right because you are playing with peoples lives. I bet if they were the patient they would not like this either.,0:02,6297202950,4,4,4,2,1,1,3,1,32,0,2,0,3,0,10,0,1
274,xABl,xbpl,3,0,I don't understand how either of the options can impact the survival rate,0:02,6297204378,4,4,3,3,2,0,3,1,29,0,4,1,1,0,11,0,0
281,xABl,xbpl,4,0,I mean in both ways the list is there so the doctors would know where to look but I don't like your dealing with peoples lives,0:02,6297214605,4,2,3,3,1,1,3,1,34,1,4,1,5,1,9,0,0
283,xABl,xbpl,4,0,You cant separate people. People will wonder whats going on in the room,0:05,6297218301,1,1,3,3,1,1,3,1,34,1,2,0,2,0,5,0,1
285,xABl,xbpl,5,0,Life threatening experiments should not be randomly performed on human patients. The risks should be openly presented to the patients.,0:11,6297220685,1,1,5,1,1,1,3,1,31,0,3,0,2,0,3,0,0
292,xABl,xbpl,3,0,"it's part of the patients responsibilities to read and ask questions and follow instructions, but it's also the doctors responsibility to make patients aware.",0:05,6297230468,1,2,4,2,1,1,3,1,26,0,2,0,2,0,5,0,0
294,xABl,xbpl,2,1,The precautions aren't immediately available and leads us to assume the patients don't know about them.,0:05,6297236757,1,2,4,2,2,0,2,0,27,0,2,0,2,0,5,0,0
298,xABl,xbpl,1,1,The patients should not be used in an experiment if they are not aware of it.,0:04,6297250553,3,2,5,1,2,0,3,1,61,1,4,1,4,1,6,0,0
304,xABl,xbpl,1,1,completly random,0:00,6297268319,2,2,2,4,1,1,3,1,23,0,2,0,3,0,8,0,0
305,xABl,xbpl,4,0,"The doctor didn't change the actual procedures, so it isn't inappropriate.",0:01,6297273339,5,3,3,3,2,0,3,1,35,1,6,1,5,1,11,0,0
306,xABl,xbpl,2,1,Depending on the amount of people treated this could have huge amounts become infected,0:01,6297276868,2,1,5,1,2,0,"3,4",0,20,0,3,0,5,1,4,0,0
311,xABl,xbpl,1,1,cant make up your own science experiment without peoples consent a cooperation,0:01,6297286332,1,1,5,1,1,1,3,1,44,1,4,1,5,1,3,0,0
318,xABl,xbpl,3,0,This is common procedure in testing theory. It is appropriate because it results in smaller infection rates.,0:03,6297305259,1,1,5,1,1,1,5,0,41,1,4,1,3,0,3,0,0
328,xABl,xbpl,4,0,It can help increase the livelihood and well being of the patients.,0:01,6297348086,3,2,4,2,2,0,3,1,24,0,2,0,2,0,7,0,0
329,xABl,xbpl,4,0,"Well, how else are you going to find out the results. I mean dont hospitals already do this kind of ? There are so many studies that each hospital has different opinions on the outcome, and people usually go for the hospital with the less mortality rate.",0:03,6297353021,4,3,3,3,2,0,3,1,27,0,4,1,3,0,10,0,1
330,xABl,xbpl,1,1,I think there needs to be another way to test to figure out which way has the highest survival rate.  That's kinda of crazy to test it on people!,0:03,6297357432,4,4,4,2,2,0,3,1,45,1,4,1,2,0,10,0,0
332,xABl,xbpl,4,0,Sometimes it helps to have two groups to test on when experimenting. I think it was appropriate so the director could find the best way to prevent infections.,0:02,6297358181,1,1,5,1,1,1,3,1,34,1,4,1,3,0,3,0,0
333,xABl,xbpl,3,0,"It seemed like a good way to get the information that he sought. On the other hand, maybe he should choose now.",0:02,6297358630,2,1,5,1,2,0,3,1,35,1,3,0,1,0,4,0,0
341,xABl,xbpl,2,1,There should be a way to insure every patient gets the same surivival rate.,0:03,6297384573,1,1,5,1,1,1,3,1,59,1,3,0,2,0,3,0,0
342,xABl,xbpl,5,0,The director affects the outcome of all future patients based on his/her decision.,0:01,6297388125,5,3,3,3,1,1,4,0,29,0,3,0,4,1,11,0,0
344,xABl,xbpl,4,0,I think it is somewhat appropriate to find out which gives the best result but using actual people as subjects troubles me somewhat.,0:01,6297399576,1,1,5,1,1,1,3,1,39,1,3,0,2,0,3,0,0
346,xABl,xbpl,3,0,It is neither morally nor legally wrong so why not test this out?,0:02,6297402305,5,3,3,3,2,0,3,1,51,1,4,1,2,0,11,0,0
357,xABl,xbpl,3,0,unsure,0:01,6297446232,5,1,4,2,2,0,1,0,50,1,6,1,1,0,8,0,1
361,xABl,xbpl,1,1,I don't think a hospital is the place for experimentation,0:04,6297459273,4,4,4,2,1,1,3,1,49,1,6,1,3,0,10,0,0
365,xABl,xbpl,4,0,He didnt kill anyone so why not,0:01,6297480451,2,2,4,2,2,0,1,0,45,1,6,1,3,0,6,0,0
366,xABl,xbpl,2,1,"When it comes to patients health, a future treatment should not be based off of the survival rate.  A professional doctor should make sure that a procedure/treatment will work without the death of patients.",0:03,6297481285,1,2,2,4,2,0,3,1,26,0,2,0,3,0,7,0,0
372,xABl,xbpl,2,1,I feel like this should be a mandatory training event not just something that is written down,0:04,6297503428,2,4,4,2,2,0,3,1,22,0,3,0,2,0,8,0,0
380,xABl,xbpl,1,1,"Unless the patients agree to be lab rats for the doctor, he's playing games with their lives. ",0:01,6297538474,1,2,5,1,2,0,4,0,29,0,4,1,3,0,4,0,0
381,xABl,xbpl,4,0,seems like an appropriate thing to do assuming both versions conform with medical ethics,0:03,6297540267,3,2,4,2,1,1,4,0,33,0,6,1,4,1,7,0,0
387,xABl,xbpl,2,1,"If the answer is to brief doctors more fully on safety precautions, why not a more direct response like mandatory training for doctors instead of leaving it to chance?",0:02,6297568973,2,2,4,2,2,0,3,1,28,0,4,1,6,1,6,0,0
396,xABl,xbpl,2,1,The patients are not informed properly and could be at risk.,0:02,6297634727,4,3,4,2,1,1,3,1,44,1,4,1,3,0,9,0,0
397,xABl,xbpl,4,0,"I think the director has good intentions, but he should inform patients and ask for their consent.",0:03,6297634747,2,3,4,2,2,0,3,1,30,0,2,0,2,0,7,0,0
399,xABl,xbpl,1,1,"I feel they should be directly told, not expected to see them on a poster or an ID badge.",0:02,6297648350,3,3,5,1,1,1,3,1,24,0,3,0,2,0,7,0,1
403,xABl,xbpl,4,0,"It's a great idea to improve care, but I don't know the ethics/legality around it.",0:02,6297657007,3,2,5,1,1,1,3,1,29,0,4,1,6,1,6,0,0
408,xABl,xbpl,1,1,"In a way, the hospital director is playing with lives. Furthermore, he is potentially risking infections on patients.",0:01,6297679841,1,1,4,2,2,0,4,0,23,0,3,0,4,1,4,0,0
9,xABs,xbps,2,1,infections,0:07,6297085434,4,4,3,3,2,0,2,0,25,0,3,0,1,0,11,0,1
11,xABs,xbps,2,1,"I think that this isn't really fair to everyone. I don't think people will be able to see them printed on the back of a doctor's ID card. I think that everyone should be able to see it and know the benefits and the risk, so they should all be able to see it on the poster in the room. I think that's only fair.",0:06,6297085490,3,2,5,1,2,0,3,1,25,0,4,1,3,0,6,0,0
13,xABs,xbps,5,0,There really is no difference between each of the scenarios. What is important is that both doctors have access to the safety precautions.,0:03,6297085888,1,1,5,1,2,0,3,1,39,1,6,1,3,0,3,0,1
24,xABs,xbps,4,0,I feel like the infection rate is not influenced by poor hygeine so it should be okay,0:02,6297087370,4,2,4,2,1,1,3,1,31,0,6,1,6,1,8,0,1
26,xABs,xbps,1,1,The safety precautions should be the same for all doctors; easy to see. The badge wouldn't be easy to see.,0:03,6297087586,5,4,3,3,2,0,3,1,61,1,3,0,2,0,12,0,1
27,xABs,xbps,3,0,It's fine,0:02,6297087596,1,1,5,1,1,1,"2,3",0,21,0,3,0,2,0,3,0,0
28,xABs,xbps,2,1,The information should be available for the patient to see.,0:02,6297087880,5,2,3,3,1,1,3,1,43,1,3,0,2,0,10,0,0
31,xABs,xbps,3,0,How is his solution going to change the number of infections? Will the doctor be required to read over these things before performing procedures?,0:02,6297088535,3,2,5,1,2,0,3,1,39,1,4,1,6,1,6,0,0
37,xABs,xbps,3,0,"My initial response was ""somewhat inappropriate,"" but I changed it to ""Neither inappropriate nor appropriate"" because all of the doctors will have instructions and it is up the to the individual to make sure that they're doing what they're supposed to be. In other words, it is more up to the individual and how attentive they are.",0:04,6297089491,1,1,5,1,2,0,3,1,27,0,3,0,2,0,3,0,0
41,xABs,xbps,3,0,Both groups seem fine. I don't see why this decision would be inappropriate.,0:13,6297090036,3,3,4,2,2,0,3,1,31,0,3,0,1,0,8,0,0
47,xABs,xbps,4,0,"I feel that in order to determine the best course of action, some sort of experiment must be done. While it may lead to a small number of infections, a significant number of them may be prevented.",0:06,6297092146,4,2,4,2,1,1,3,1,23,0,3,0,2,0,8,0,0
56,xABs,xbps,5,0,that seems like how one would test to see if something could work.,0:06,6297093732,1,3,5,1,1,1,3,1,50,1,3,0,1,0,5,0,0
59,xABs,xbps,4,0,if i were the director i could have made the same decision ,0:01,6297094527,3,3,3,3,1,1,3,1,30,0,5,1,4,1,9,0,0
