pid,condLabel,dv,freeResponse,oid,time,sex,race,white,age,edu,inc,god,intuition,science,intuitiveBeliefs,dv_binary,freeResponse,Objection,policyOrAB,scenarioCond,cond,BenefitFinal,LearningFinal,AbsenceHarmFinal,EqualityFinal,PhysicalRisk/HarmFinal,OtherRisk/HarmFinal,IneffectiveFinal,RandomizationFinal,ExperimentationFinal,InequalityFinal,NoEquipoiseFinal,BadDesignFinal,NoticeFinal,ConsentFinal,TooLongFinal,PickAPolicyFinal,GoodIntentFinal,BadIntentionsFinal,StatusQuoFinal,PatientConfidenceFinal,CoddledExpertsFinal,AgentsAlreadyKnowFinal,AgentsShouldAlreadyKnowFinal,ExpertsAlreadyKnowFinal,ExpertsShouldAlreadyKnowFinal,ParticipantKnowsBestFinal,PatientAlreadyShouldKnowFinal,BenefitSA,BenefitWC,BenefitAgreement,BenefitDisSA,BenefitDisWC,BenefitDisagreement,LearningSA,LearningWC,LearningAgreement,LearningDisSA,LearningDisWC,LearningDisagreement,AbsenceHarmSA,AbsenceHarmWC,AbsenceHarmAgreement,AbsenceHarmDisSA,AbsenceHarmDisWC,AbsenceHarmDisagreement,EqualitySA,EqualityWC,EqualityAgreement,EqualityDisSA,EqualityDisWC,EqualityDisagreement,PhysicalRisk/HarmSA,PhysicalRisk/HarmWC,PhysicalRiskAgreement,PhysicalRiskDisSA,PhysicalRiskDisWC,PhysicalRiskDisagreement,OtherRisk/HarmSA,OtherRisk/HarmWC,OtherRiskAgreement,OtherRiskDisSA,OtherRiskDisWC,OtherRiskDisagreement,IneffectiveSA,IneffectiveWC,IneffectiveAgreement,IneffectiveDisSA,IneffectiveDisWC,IneffectiveDisagreement,RandomizationSA,RandomizationWC,RandomizationAgreement,RandomizationDisSA,RandomizationDisWC,RandomizationDisagreement,ExperimentationSA,ExperimentationWC,ExperimentationAgreement,ExperimentationDisSA,ExperimentationDisWC,ExperimentationDisagreement,InequalitySA,InequalityWC,InequalityAgreement,InequalityDisSA,InequalityDisWC,InequalityDisagreement,NoEquipoiseSA,NoEquipoiseWC,NoEquipoiseAgreement,NoEquipoiseDisSA,NoEquipoiseDisWC,NoEquipoiseDisagreement,BadDesignSA,BadDesignWC,BadDesignAgreement,BadDesignSA,BadDesignDisWC,BadDesignDisagreement,NoticeSA,NoticeWC,NoticeAgreement,NoticeDisSA,NoticeDisWC,NoticeDisagreement,ConsentSA,ConsentWC,ConsentAgreement,ConsentDisSA,ConsentDisWC,ConsentDisagreement,TooLongSA,TooLongWC,TooLongAgreement,TooLongDisSA,TooLongDisWC,TooLongDisagreement,PickAPolicySA,PickAPolicyWC,PickAPolicyAgreement,PickAPolicyDisSA,PickAPolicyDisWC,PickAPolicyDisagreement,GoodIntentSA,GoodIntentWC,GoodIntentAgreement,GoodIntentDisSA,GoodIntentDisWC,GoodIntentDisagreement,BadIntentSA,BadIntentWC,BadIntentAgreement,BadIntentDisSA,BadIntentDisWC,BadIntentDisagreement,StatusQuoSA,StatusQuoWC,StatusQuoAgreement,StatusQuoDisSA,StatusQuoDisWC,StatusQuoDisagreement,PatientConfidenceSA,PatientConfidenceWC,PatientConfidenceAgreement,PatientConfidenceDisSA,PatientConfidenceDisWC,PatientConfidenceDisagreement,CoddledExpertsSA,CoddledExpertsWC,CoddledExpertsAgreement,CoddledExpertsDisSA,CoddledExpertsDisWC,CoddledExpertsDisagreement,AgentsAlreadyKnowSA,AgentsAlreadyKnowWC,AgentsAlreadyKnowAgreement,AgentsAlreadyKnowDisSA,AgentsAlreadyKnowDisWC,AgentsAlreadyKnowDisagreement,AgentsShouldAlreadyKnowSA,AgentsShouldAlreadyKnowWC,AgentsShouldAlreadyKnowAgreement,AgentsShouldAlreadyKnowDisSA,AgentsShouldAlreadyKnowDisWC,AgentsShouldAlreadyKnowDisagreement,ExpertsAlreadyKnowSA,ExpertsAlreadyKnowWC,ExpertsAlreadyKnowAgreement,ExpertsAlreadyKnowDisSA,ExpertsAlreadyKnowDisWC,ExpertsAlreadyKnowDisagreement,ExpertsShouldAlreadyKnowSA,ExpertsShouldAlreadyKnowWC,ExpertsShouldAlreadyKnowAgreement,ExpertsShouldAlreadyKnowDisSA,ExpertsShouldAlreadyKnowDisWC,ExpertsShouldAlreadyKnowDisagreement,ParticipantKnowsBestSA,ParticipantKnowsBestWC,ParticipantKnowsBestAgreement,ParticipantKnowsBestDisSA,ParticipantKnowsBestDisWC,ParticipantKnowsBestDisagreement,PatientAlreadyShouldKnowSA,PatientAlreadyShouldKnowWC,PatientAlreadyShouldKnowAgreement,PatientShouldAlreadyKnowDisSA,PatientAlreadyKnowDisWC,PatientAlreadyShouldKnowDisagreement,NecessaryRevealSA,NecessaryRevealWC,AmbiguousSA,AmbiguousWC,Disagreement
194,bp_short,2,"He did not get the express permission of the people/patients involved to do this ""Experiment"" to see which precautions would work better I think. Perhaps there's another way to test if the poster or print on back method is better, that would NOT involve r",R_9HtXFCYRoBLbT45,188,1,4,0,28,4,2,1,1,4,4,1,"He did not get the express permission of the people/patients involved to do this ""Experiment"" to see which precautions would work better I think. Perhaps there's another way to test if the poster or print on back method is better, that would NOT involve r",Object,AB Test,AB Test,ABS,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
195,poster,4,It reminds all individuals on how to take necessarily precautions to prevent infections.,R_33kV1RAQMHL2rxQ,229,2,3,1,22,5,6,4,4,3,11,0,It reminds all individuals on how to take necessarily precautions to prevent infections.,Non-Object,Policy,Poster,xB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,bp_long,5,"Until they know what is more effective, he is giving both options a chance. They are not prohibiting the patients from being healed in any way.",R_2fIMcGbI5KJzCas,108,2,3,1,27,3,3,3,1,5,5,0,"Until they know what is more effective, he is giving both options a chance. They are not prohibiting the patients from being healed in any way.",Non-Object,AB Test,AB Test,ABL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,poster,4,It's something that might be required for a procedure.,R_z9hbZqe2elOIsCd,59,1,4,0,31,4,3,3,2,3,8,0,It's something that might be required for a procedure.,Non-Object,Policy,Poster,xB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,badge,4,It doesn't seem like an over reach or over bearing to have the list attached to the ID badge. My only concerns would be how common of a procedure is this and in turn I have my doubts as to the effectiveness of this measure.,R_323FZJHX4ZNhorL,180,1,3,1,31,4,5,5,2,4,9,0,It doesn't seem like an over reach or over bearing to have the list attached to the ID badge. My only concerns would be how common of a procedure is this and in turn I have my doubts as to the effectiveness of this measure.,Non-Object,Policy,Badge,xA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,badge,2,These are professional who should be able to fight infections a lot easier than this,R_DNNnQg1gjZGKvXX,181,1,2,0,60,4,4,1,1,5,3,1,These are professional who should be able to fight infections a lot easier than this,Object,Policy,Badge,xA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,poster,5,It is the right thing to do to let everyone know what all the risks are for this medical procedure. I like this idea.,R_2qyfvchvvWPwRaW,101,1,3,1,26,3,1,1,1,5,3,0,It is the right thing to do to let everyone know what all the risks are for this medical procedure. I like this idea.,Non-Object,Policy,Poster,xB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,badge,4,"it cant hurt, so appropriate. but how can it really help, beyond appearance? so somewhat",R_2f96hsAXdSgwtpV,91,2,3,1,54,4,1,1,1,2,6,0,"it cant hurt, so appropriate. but how can it really help, beyond appearance? so somewhat",Non-Object,Policy,Badge,xA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,bp_short,4,not controlled study - but interesting to find out results if patients know what to be ware of.,R_1EZOddw1raLeyno,129,2,3,1,42,6,1,1,1,5,3,0,not controlled study - but interesting to find out results if patients know what to be ware of.,Non-Object,AB Test,AB Test,ABS,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,bp_short,2,It's a dangerous way to test his experiment. You can't experiment with people's lives.,R_32JF36dOl5a5pjw,61,1,3,1,31,4,5,3,4,3,10,1,It's a dangerous way to test his experiment. You can't experiment with people's lives.,Object,AB Test,AB Test,ABS,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,poster,5,There is no risk and only benefit to doing the above action. It is a non intrusive way to remind doctors and patients that the procedure can result in problems if safety precautions are not taken.,R_22wPLg2cIe3uutn,123,2,3,1,42,6,4,3,4,4,9,0,There is no risk and only benefit to doing the above action. It is a non intrusive way to remind doctors and patients that the procedure can result in problems if safety precautions are not taken.,Non-Object,Policy,Poster,xB,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,poster,5,I thinj the patients have the right to know about the correct protocol for their procedure. It may also help remind the health care providers to be more dilife nt and can remind them.,R_1QfKFpsZLbAMr2i,96,1,3,1,31,6,3,3,2,4,7,0,I thinj the patients have the right to know about the correct protocol for their procedure. It may also help remind the health care providers to be more dilife nt and can remind them.,Non-Object,Policy,Poster,xB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,bp_short,2,Neither method is proven. It is highly likely that those with procedure on a badge never look at it.,R_ysaM3XebYJOmIyl,121,1,3,1,27,4,2,5,3,4,10,1,Neither method is proven. It is highly likely that those with procedure on a badge never look at it.,Object,AB Test,AB Test,ABS,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,bp_long,1,Playing with lives that way isn't something that people should do. It should be the norm to apply both in order to increase the survival rate of every patient.,R_3eeIeHL2dj6nN8j,162,1,1,0,23,3,4,2,1,5,4,1,Playing with lives that way isn't something that people should do. It should be the norm to apply both in order to increase the survival rate of every patient.,Object,AB Test,AB Test,ABL,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,bp_long,5,"All the standard safety precautions are being followed in both sets so there is no risk to patients. The quality of the patients treatment is not affected by this test, so there is no real reason to think that this is a bad idea.",R_3kuYt4oz54QINLi,215,1,3,1,43,4,6,4,2,5,7,0,"All the standard safety precautions are being followed in both sets so there is no risk to patients. The quality of the patients treatment is not affected by this test, so there is no real reason to think that this is a bad idea.",Non-Object,AB Test,AB Test,ABL,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,poster,4,"It couldn't hurt. I'm not entirely convinced it's necessary, though.",R_2tMtv996e2r7LBM,82,1,3,1,30,2,1,1,1,5,3,0,"It couldn't hurt. I'm not entirely convinced it's necessary, though.",Non-Object,Policy,Poster,xB,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217,bp_short,4,"It seems unfair to the patients to assign them randomly when such serious side effects could be involved, but both groups are being treated by doctors who have access to the safety precautions. I don't think how those precautions are accessed makes much d",R_3MifAr5WGMa15OV,135,2,3,1,33,6,3,1,3,4,6,0,"It seems unfair to the patients to assign them randomly when such serious side effects could be involved, but both groups are being treated by doctors who have access to the safety precautions. I don't think how those precautions are accessed makes much d",Non-Object,AB Test,AB Test,ABS,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218,badge,5,Because experts can get so comfortable with what they are doing they will start to skip safety procedures. Also it is always nice to have a reminder.,R_2saJnSz87MO5Baj,88,2,3,1,23,3,4,2,1,5,4,0,Because experts can get so comfortable with what they are doing they will start to skip safety procedures. Also it is always nice to have a reminder.,Non-Object,Policy,Badge,xA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,bp_long,2,People should not be used in experiments without their knowledge.,R_2vZcTuEDiGSvjEz,93,1,3,1,25,4,2,1,1,5,3,1,People should not be used in experiments without their knowledge.,Object,AB Test,AB Test,ABL,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,bp_short,2,There should be a standard set of procedures for both groups and they should be aware of the dangers of what they are doing and have it be understood by them. The half of the patients who get the doctor with the ID card might not like that and would rathe,R_1K9oIwJcBCQjR8O,182,1,2,0,31,2,1,5,2,5,8,1,There should be a standard set of procedures for both groups and they should be aware of the dangers of what they are doing and have it be understood by them. The half of the patients who get the doctor with the ID card might not like that and would rathe,Object,AB Test,AB Test,ABS,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,bp_short,3,I feel like if that is what they need to do then that is what it is. When there is so many people you have to make choices.,R_3Eiq2bJSIFMT3rS,318,1,3,1,23,3,2,1,1,5,3,0,I feel like if that is what they need to do then that is what it is. When there is so many people you have to make choices.,Non-Object,AB Test,AB Test,ABS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
