pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,MarkedForExclusion,whoMarked,repeat_pollfish,reversal_pollfish,misunderstand_pollfish,nonsense_pollfish,pole_pollfish,poleOrderPollfish,Misunderstand,IrrelUnclearOther
139,AB,Drug.AB,3,0,I have no idea,14,1895456558,female,0,white,1,30,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
140,AB,Drug.AB,2,1,A walk in clinic is not an appropriate place to perform medical testing. There are too many variables that could influence the test results.,73,-1322800655,female,0,white,1,29,0,university,1,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
141,AB,Drug.AB,3,0,I have no idea,17,1529158098,male,1,white,1,27,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
142,AB,Drug.AB,4,0,It's good for new things,16,-196642661,male,1,asian,0,31,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
143,AB,Drug.AB,5,0,He's choosing the drug with the best outcome instead of just taking a kickback from the highest bidder.,58,1334682932,male,1,white,1,33,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
144,AB,Drug.AB,5,0,They should prescribe the medicine that works best of both price points are the same,0,-2120615814,female,0,multiracial,0,25,0,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
145,AB,Drug.AB,3,0,No clue.. it seems fair,12,-718270883,male,1,white,1,29,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
146,AB,Drug.AB,5,0,The healthiest option is good,44,642278007,male,1,other,0,51,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
147,AB,Drug.AB,5,0,Because they both have the same effects and side effects then I think this is a great way to see which is a better medication.,36,2030267479,female,0,white,1,36,1,university,1,middle_ii,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
148,AB,Drug.AB,2,1,I think he should offered both to the patients and let them decide,15,217121860,female,0,white,1,28,0,university,1,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
149,AB,Drug.AB,5,0,Nice,5,-2111116106,female,0,white,1,22,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
150,AB,Drug.AB,4,0,Ok,4,-2053768439,male,1,black,0,18,0,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,reverse,HiToLo,,
151,AB,Drug.AB,3,0,Experimental,6,1945332417,male,1,white,1,33,0,university,1,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
152,AB,Drug.AB,5,0,Great,4,-1782263080,female,0,asian,0,26,0,university,1,prefer_not_to_say,,0,SA&WC,0,0,0,0,reverse,HiToLo,,
153,AB,Drug.AB,4,0,I'm torn. He shouldn't be experimenting on people but it could have good outcomes in a year for new patients.,36,138856195,female,0,white,1,21,0,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
154,AB,Drug.AB,2,1,While the experiment doesn't sound dangerous and the doctor is prescribing appropriate medication it is more ethical for him to tell his patients about the experiment and let them decide a.) if they want to participate and b.) if they want to decide whether they are prescribed drug a or b.,139,613782639,female,0,white,1,27,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
155,AB,Drug.AB,1,1,He's not looking at the benefits or how this may affect the random people he's picking,24,-2042425411,female,0,white,1,34,1,university,1,middle_ii,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
156,AB,Drug.AB,3,0,The results are the only thing that counts.,77,-61774964,male,1,white,1,54,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
157,AB,Drug.AB,5,0,Because we need that in our life it's helpful,19,744740222,male,1,white,1,20,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
158,AB,Drug.AB,4,0,I like it,10,-1604548081,male,1,white,1,43,1,high_school,0,high_ii,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
159,AB,Drug.AB,5,0,I consider my self a successful person,35,-1240415920,female,0,prefer_not_to_say,,28,0,high_school,0,lower_i,0,1,SA&WC,0,0,0,1,reverse,HiToLo,,
160,AB,Drug.AB,5,0,Because it's the right one,20,-1475410013,male,1,white,1,52,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
161,AB,Drug.AB,5,0,He have the knowledge on what he's doing and he's particular of what he gave his patient,47,-9731898,male,1,black,0,36,1,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
162,AB,Drug.AB,5,0,We should know what we are eating and drinking...not be poisoned by our own food and drinks,85,-468225634,female,0,black,0,27,0,high_school,0,lower_i,0,1,SA&WC,0,0,0,1,reverse,HiToLo,,
163,AB,Drug.AB,4,0,It doesn't say if the patients are aware of what he is doing. If they are then I would say it's appropriate.,54,1397915303,female,0,white,1,34,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
164,AB,Drug.AB,2,1,The doctor is not a pharmaceutical company in the research and development department. He has no right to test on patients.,76,-1562328164,female,0,white,1,27,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
165,AB,Drug.AB,4,0,because in a way i can relate and see why this is a good idea.,23,1765677559,female,0,white,1,27,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
166,AB,Drug.AB,4,0,To see how each drugs work,24,891002909,female,0,white,1,49,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
167,AB,Drug.AB,3,0,Not all drugs work the same for every person,27,-1569965891,female,0,white,1,29,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
168,AB,Drug.AB,4,0,Na,7,-234973890,female,0,white,1,32,0,university,1,lower_ii,0,1,SA&WC,0,0,0,1,reverse,HiToLo,,
169,AB,Drug.AB,3,0,Cause,5,1919478457,female,0,white,1,19,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
170,AB,Drug.AB,5,0,They’re both effective treatments,13,775954522,female,0,white,1,31,0,university,1,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
171,AB,Drug.AB,1,1,He isn’t considering the people just the results,20,-1762738591,male,1,white,1,30,0,university,1,middle_ii,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
172,AB,Drug.AB,5,0,Cause they pills help out alot,18,1295682514,female,0,hispanic,0,28,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
173,AB,Drug.AB,5,0,Sounds like a good dr,37,1187473073,female,0,white,1,56,1,postgraduate,1,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
174,AB,Drug.AB,5,0,If it will help people i think he should do that,14,986981442,female,0,white,1,26,0,vocational_technical_college,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,reverse,HiToLo,,
175,AB,Drug.AB,3,0,Because I chose the option,15,1559884853,male,1,white,1,38,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
176,AB,Drug.AB,3,0,I don't approve or dis approve of medicine. I personally don't approve of the medicine.,50,1199076293,female,0,white,1,26,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
177,AB,Drug.AB,1,1,Because it needed an answer,25,-1477468143,male,1,white,1,67,1,vocational_technical_college,0,lower_i,0,1,SA&WC,0,0,0,1,reverse,HiToLo,,
178,AB,Drug.AB,3,0,I don't know,14,-678762623,male,1,asian,0,50,1,vocational_technical_college,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
179,AB,Drug.AB,4,0,Because  I. Agree with it,92,53266904,female,0,black,0,45,1,postgraduate,1,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
180,AB,Drug.AB,2,1,Thanks so there is no way I will have a great day at school didn't get to know each round and add a little.,10,325435631,male,1,white,1,31,0,university,1,lower_i,0,1,SA&WC,0,0,0,1,reverse,HiToLo,,
181,AB,Drug.AB,4,0,I'm not sure I just feel it,12,-448504554,female,0,hispanic,0,41,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
182,AB,Drug.AB,4,0,It makes sense to prescribe the medicine that works best on the long one for the most people if side effects are the same. My only concern Is that if the patient doesn't respond he is willing to try and change or if the patient specifically requests another drug that is appropriate he would prescribe as long as the patient didn't have medical issues that could cause problem if taken.,135,2098461227,female,0,white,1,29,0,high_school,0,middle_ii,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
183,AB,Drug.AB,2,1,He’s doing the experiment unbeknownst to the patients. They should at least be aware.,32,-223640766,male,1,hispanic,0,51,1,university,1,high_i,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
184,AB,Drug.AB,4,0,if doctor thinks it's best that way I think its ok,32,436531219,male,1,hispanic,0,35,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
185,AB,Drug.AB,5,0,Because drs. Are always right,28,810064409,female,0,white,1,22,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
186,AB,Drug.AB,4,0,If he does the experiment with customers knowledge and it proves one is better than the other then thats great if it is proven to actually help,52,1558234701,female,0,multiracial,0,42,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
187,AB,Drug.AB,5,0,He is experimenting,13,1180930889,male,1,hispanic,0,25,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
188,AB,Drug.AB,5,0,By doing it that way more studies can be done on which drug helps a person better,39,-513315620,female,0,white,1,22,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
189,AB,Drug.AB,4,0,Very good,10,-46167507,male,1,white,1,33,0,postgraduate,1,high_i,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
190,AB,Drug.AB,4,0,Both helped patients and doctor isn’t harming patients,21,479704731,female,0,asian,0,23,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
191,AB,Drug.AB,5,0,Because it seems like a good idea,14,-996991342,female,0,white,1,30,0,university,1,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
192,AB,Drug.AB,4,0,Honestly I dont know if this is something that doctors are allowed to do. I think if there is an option than that should be discussed with the patients,28,-32781128,male,1,hispanic,0,36,1,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
193,AB,Drug.AB,4,0,well I feel it's often scary when dealing with meds as I have two special needs children who are on very high dosages of very strong meds,46,431065112,female,0,white,1,47,1,vocational_technical_college,0,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
194,AB,Drug.AB,2,1,"he should offer his patients a choice and make a recommendation, not choose for them",20,-875973499,male,1,white,1,37,1,university,1,high_iii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
195,AB,Drug.AB,3,0,Drugs,10,206210545,male,1,prefer_not_to_say,,28,0,university,1,prefer_not_to_say,,0,SA&WC,0,0,0,0,reverse,HiToLo,,
196,AB,Drug.AB,5,0,It's a  experiment.  The best drug wins.,56,576552808,male,1,white,1,44,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
197,AB,Drug.AB,5,0,I just think it's fine cause I think he wants to make sure he prescibes only the most trusted drug type to his patients. Im sure he knows what he's doing and will make the right decision(s).,45,611510566,male,1,white,1,32,0,postgraduate,1,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
198,AB,Drug.AB,2,1,you're running a test on peoples lives. It would be appropriate only if they were aware and willing to participate.,28,-1491362282,male,1,white,1,24,0,university,1,high_iii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
199,AB,Drug.AB,4,0,"Because it is a great idea to figure out which medication works the best, but not all medications will work the same for everyone.",13,319547718,female,0,white,1,39,1,university,1,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
200,AB,Drug.AB,4,0,it help that healthy food comes out,12,-1528475618,male,1,white,1,32,0,university,1,lower_ii,0,1,SA&WC,0,0,0,1,reverse,HiToLo,,
201,AB,Drug.AB,5,0,love it,1,794211584,female,0,white,1,30,0,university,1,high_ii,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
202,AB,Drug.AB,4,0,I think drug trials are good. But that is as long as the patients are aware and agree to it.,38,-500408832,female,0,white,1,55,1,vocational_technical_college,0,high_iii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
203,AB,Drug.AB,4,0,"Good to see which drug is more successful, but care must be shown to possible adverse reactions",44,-196681651,male,1,white,1,56,1,postgraduate,1,high_i,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
204,AB,Drug.AB,5,0,I know i can trist them.,19,-1058840027,female,0,hispanic,0,23,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
205,AB,Drug.AB,5,0,Because anyone would rather use an effective drug over one that doesnt work as well.,42,1526093923,male,1,white,1,35,1,vocational_technical_college,0,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
206,AB,Drug.AB,4,0,If they both work and one is cheaper,34,1376723380,female,0,white,1,44,1,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
207,AB,Drug.AB,3,0,There is not enough info,68,946912738,female,0,white,1,33,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
208,AB,Drug.AB,5,0,Best different meds has its own side effects,26,1609809503,male,1,white,1,25,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
209,AB,Drug.AB,4,0,If both medications are already being prescribed I don't see the harm.,38,-486044103,female,0,white,1,34,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
210,AB,Drug.AB,4,0,I agreed with him.,32,-43197690,male,1,white,1,56,1,vocational_technical_college,0,high_iii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
211,AB,Drug.AB,4,0,This way your getting 2 different results...and can figure the best of the 2,50,-148560293,male,1,white,1,42,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
212,AB,Drug.AB,5,0,Because he studying the medicine,49,536416188,male,1,white,1,50,1,vocational_technical_college,0,middle_ii,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
213,AB,Drug.AB,3,0,Different stroke for different . Folk,22,-130794659,male,1,white,1,74,1,university,1,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
214,AB,Drug.AB,3,0,He is the doctor so he should  no what he is doing,49,1909780885,male,1,white,1,53,1,middle_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
215,AB,Drug.AB,5,0,The doctor is going to go with the one drug that works better and get rid of the other drug that isn't doing its job correctly,65,-857612913,female,0,white,1,38,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
216,AB,Drug.AB,3,0,It's some what like a hit or miss..especially since it involves using people to test effects. I don't necessarily think it's a bad thing because it helps determine which medications are effective.,121,1794710425,female,0,black,0,30,0,university,1,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
217,AB,Drug.AB,2,1,He is putting patients into unsafe conditions without them knowing it. This does not seem right and very dangerous too.,45,-511355009,female,0,asian,0,26,0,university,1,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
218,AB,Drug.AB,4,0,Because sometimes people can't afford to pay for medication,67,585456010,female,0,white,1,60,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
219,AB,Drug.AB,5,0,I chose that option because that's the best way to find out out of A and B which one will do better,26,-868453197,female,0,other,0,23,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
220,AB,Drug.AB,4,0,The experimento is stable and can be monitored but he has to take into accont about other factors. Such as thier diet or them being active,96,441075185,male,1,hispanic,0,16,0,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,reverse,HiToLo,,
221,AB,Drug.AB,5,0,very good,8,-1979475017,female,0,hispanic,0,25,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
222,AB,Drug.AB,5,0,He is doing his own test study based off clients in his community. Looks like he's trying to better serve his patients.,63,-39143424,female,0,white,1,36,1,postgraduate,1,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
223,AB,Drug.AB,5,0,It is very appropriate because both drugs are affordable and effective and could become a solution for the patients,37,-904480351,female,0,white,1,23,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
224,AB,Drug.AB,4,0,We have a lot of time to get a new phone and I will be there,4,683712046,male,1,white,1,32,0,vocational_technical_college,0,middle_ii,1,1,SA&WC,0,0,0,1,reverse,HiToLo,,
225,AB,Drug.AB,1,1,Because it easy,32,765844996,male,1,black,0,26,0,postgraduate,1,lower_ii,0,1,SA&WC,0,0,0,1,reverse,HiToLo,,
226,AB,Drug.AB,1,1,People are not to be tested on,25,-351047474,female,0,white,1,40,1,vocational_technical_college,0,middle_ii,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
227,AB,Drug.AB,5,0,We need more safe medicine,34,-1722446053,female,0,white,1,47,1,vocational_technical_college,0,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
228,AB,Drug.AB,5,0,He is trying to find out what is best for the paitence,30,-31137914,female,0,white,1,29,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
229,AB,Drug.AB,3,0,I don't know,22,1933593572,female,0,hispanic,0,90,1,vocational_technical_college,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
230,AB,Drug.AB,5,0,"Because both of the drugs were tested and both were approved that they had worked and had good outcomes. All of the doctors are using the drugs and prescribing them to the patients. This Doctor is going the extra mile to make sure which one works the best and after he finds out in a year which one works the best, he will use only that one. I think this is a good plan.",148,1330692493,female,0,white,1,38,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
231,AB,Drug.AB,5,0,If there is no other guidance and both are considered equivalent then it makes sense to see which one in practice might provide better results.,65,512015978,male,1,white,1,30,0,university,1,high_i,1,0,SA&WC,0,0,0,0,reverse,HiToLo,,
232,AB,Drug.AB,3,0,Because it my opinion,14,1861721429,female,0,hispanic,0,37,1,vocational_technical_college,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
233,AB,Drug.AB,2,1,I believe humans should be prescribed to the right medicine not just any option.,44,-1092952478,female,0,latino,0,29,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
234,AB,Drug.AB,4,0,You should trust your doctors choice,43,-1098281903,male,1,white,1,46,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
235,AB,Drug.AB,3,0,Cause he should not be using humans as Guinea pigs without them knowing it,115,-803387864,male,1,white,1,60,1,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
236,AB,Drug.AB,5,0,Because he is taking time to find a new way,46,-695174294,female,0,hispanic,0,30,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
237,AB,Drug.AB,3,0,She was yelling at me earlier for not feeding her fast enough for the office and a new carseat because she is getting too big for the one she has now Danny's going to try to hurt you too I 66m have to do what's,12,1884545387,female,0,white,1,29,0,high_school,0,lower_ii,0,1,SA&WC,0,0,0,1,reverse,HiToLo,,
238,AB,Drug.AB,1,1,Inappropriate can not use for human the test,60,1681434069,male,1,hispanic,0,44,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
239,AB,Drug.AB,5,0,"Medicine is based upon trial and error, so this kind of experimentation is needed.",30,909108925,male,1,white,1,42,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,reverse,HiToLo,,
240,AB,Drug.AB,3,0,Because it differs between person to person,38,678244981,male,1,white,1,25,0,vocational_technical_college,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
241,AB,Drug.AB,5,0,"Because both are equal in terms of being affordable, approved by the FDA, etc. his method of prescribing these meds to find out which works better and using that for his patients makes a lot of sense.",56,2094269371,female,0,white,1,25,0,university,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
242,AB,Drug.AB,5,0,Because it is,15,938793978,male,1,other,0,28,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
243,AB,Drug.AB,4,0,Because,25,-1317455330,female,0,hispanic,0,31,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
244,AB,Drug.AB,3,0,Patients are not experiments,24,-1435405019,female,0,asian,0,30,0,vocational_technical_college,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
245,AB,Drug.AB,2,1,Because the people that end up with the bad pills are going to suffer,37,856555528,female,0,hispanic,0,32,0,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
246,AB,Drug.AB,2,1,I just don’t feel he made the right decision,9,-850901489,female,0,white,1,37,1,university,1,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
247,AB,Drug.AB,3,0,Yes good,8,-302587027,female,0,hispanic,0,28,0,middle_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
248,AB,Drug.AB,4,0,They both will work the same so why not just prescribe one only,37,-757721234,female,0,hispanic,0,30,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
249,AB,Drug.AB,4,0,It is unclear if his pashents  know what he's doing,66,-1162893774,female,0,white,1,37,1,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
250,AB,Drug.AB,4,0,"If both medications work and have minimal side effects, this seems reasonable.",27,-2060726635,female,0,white,1,30,0,university,1,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
251,AB,Drug.AB,2,1,It is somewhat important,33,-707880681,female,0,white,1,22,0,vocational_technical_college,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
252,AB,Drug.AB,4,0,He is figuring out which one works best and will use the best one from then on.,21,835761956,female,0,white,1,35,1,university,1,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
253,AB,Drug.AB,3,0,Drugs are bad that is all,19,-465136064,female,0,asian,0,38,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
254,AB,Drug.AB,1,1,Bc not everyone’s body can tolerate the same medication. Some may have reactions too the chemicals within the drug,23,271997165,female,0,white,1,29,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
255,AB,Drug.AB,5,0,Because it is awesome,25,-288103992,female,0,asian,0,27,0,postgraduate,1,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
256,AB,Drug.AB,3,0,I don't know. I feel it's not my job to judge people.,50,1909440361,female,0,white,1,30,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
257,AB,Drug.AB,1,1,"If the effect of drugs is being studied and drugs are being randomly applied, patients need to be informed and their consent taken.",80,328788559,male,1,asian,0,44,1,postgraduate,1,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
258,AB,Drug.AB,4,0,They have already been tested on.,24,-201383434,female,0,white,1,28,0,university,1,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
259,AB,Drug.AB,2,1,Not for me,10,1026101354,male,1,white,1,52,1,university,1,high_iii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
260,AB,Drug.AB,4,0,By BMI m. B nhvgbubhh jh jh n,7,1404986502,female,0,white,1,26,0,university,1,middle_i,0,1,SA&WC,0,0,0,1,fixed,LoToHi,,
261,AB,Drug.AB,1,1,Always a good choi6,274,-1332426029,male,1,white,1,35,1,vocational_technical_college,0,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
262,AB,Drug.AB,5,0,i think its the right choice,32,-1418413331,male,1,latino,0,36,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
263,AB,Drug.AB,1,1,People react differently to different medications. There should be more than one option available to his patients.,35,-1195045090,female,0,white,1,33,0,university,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
264,AB,Drug.AB,1,1,Offering only two medications while monitoring which works best with the least harmful side effects seems to be the safest and most effective way to try new drugs for patients.,83,-1652444525,male,1,hispanic,0,31,0,high_school,0,lower_ii,0,1,SA&WC,0,1,0,0,fixed,LoToHi,,
265,AB,Drug.AB,1,1,Because you don't make people take something they don't need,73,291572610,male,1,white,1,26,0,middle_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
266,AB,Drug.AB,3,0,I dont understand what would b good or bad about it,47,-2036268422,female,0,white,1,22,0,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
267,AB,Drug.AB,1,1,He know what he talk a bout,22,2042889682,female,0,white,1,46,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
268,AB,Drug.AB,5,0,I think it must be appropriate because the doctor will be seeing which medicine work better with the patients.,67,387904670,female,0,hispanic,0,22,0,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
269,AB,Drug.AB,4,0,None,9,-2098248978,female,0,hispanic,0,25,0,university,1,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
270,AB,Drug.AB,4,0,I don't see that anything is wrong with it because they are both used to treat the same thing. I do think the doctor should care more about the patients individually and not just use them for a experiment. After the year is up a person might need to use a and he decided to only prescribe b.,92,78170150,female,0,white,1,25,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
271,AB,Drug.AB,4,0,What is better for some might be worse for others,86,322574786,male,1,white,1,56,1,high_school,0,high_i,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
272,AB,Drug.AB,5,0,There bad for organs,26,-1064243437,female,0,hispanic,0,51,1,university,1,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
273,AB,Drug.AB,5,0,I think that's as a good way y to see what medicines work the best without having to put a patient on a bunch to find out,38,327603634,female,0,white,1,40,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
274,AB,Drug.AB,3,0,Because i see that everyone has there own opinions and beliefs in for certain medicines. So we cannot totally disagree or agree. I am mutual with her answer.,85,-735594436,female,0,white,1,26,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
275,AB,Drug.AB,2,1,Is god and bad at the same time because help for high blood preassure bad had side effects,46,-664652346,female,0,hispanic,0,19,0,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
276,AB,Drug.AB,1,1,Its suitable with statement,19,504271169,female,0,asian,0,27,0,university,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
277,AB,Drug.AB,3,0,Not sure,17,843233456,male,1,white,1,19,0,middle_school,0,high_i,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
